"Common Name","Scientific Name","Number of Records"
"thymeleaf speedwell","Veronica serpyllifolia","21"
"catnip","Nepeta cataria","21"
"Japanese pachysandra","Pachysandra terminalis","21"
"oak wilt","Bretziella fagacearum","21"
"orchardgrass","Dactylis glomerata","21"
"shepherd's-purse","Capsella bursa-pastoris","21"
"broomsedge bluestem","Andropogon virginicus","20"
"sensitive partridgepea","Chamaecrista nictitans","20"
"bald brome","Bromus racemosus","20"
"bouncingbet","Saponaria officinalis","20"
"bermudagrass","Cynodon dactylon","20"
"European Corn Borer","Ostrinia nubilalis New York (Z) strain","20"
"stinkgrass","Eragrostis cilianensis","19"
"ivyleaf morning-glory","Ipomoea hederacea","19"
"rose of Sharon","Hibiscus syriacus","19"
"Chinese yam","Dioscorea polystachya","19"
"parrotfeather","Myriophyllum aquaticum","19"
"white campion","Silene latifolia","19"
"perennial ryegrass","Lolium perenne","19"
"Chinese privet","Ligustrum sinense","19"
"large crabgrass","Digitaria sanguinalis","19"
"jimsonweed","Datura stramonium","19"
"spanishneedles","Bidens bipinnata","19"
"timothy","Phleum pratense","19"
"common cocklebur","Xanthium strumarium","19"
"spotted lanternfly","Lycorma delicatula","18"
"dotted smartweed","Persicaria punctata","18"
"motherwort","Leonurus cardiaca","18"
"Italian arum","Arum italicum","18"
"Heterobasidion root rots","Heterobasidion spp.","18"
"kudzu bug","Megacopta cribraria","18"
"yellow toadflax","Linaria vulgaris","17"
"sticky chickweed","Cerastium glomeratum","17"
"waterpurslane","Ludwigia palustris","17"
"Long's sedge","Carex longii","17"
"knotroot foxtail","Setaria parviflora","17"
"Virginia pepperweed","Lepidium virginicum","17"
"johnsongrass","Sorghum halepense","17"
"jetbead","Rhodotypos scandens","17"
"barnyardgrass","Echinochloa crus-galli","17"
"Kentucky bluegrass","Poa pratensis","17"
"goosegrass","Eleusine indica","17"
"annual honesty","Lunaria annua","17"
"common teasel","Dipsacus fullonum","17"
"Korean lespedeza","Kummerowia stipulacea","16"
"curly leaf pondweed","Potamogeton crispus","16"
"hairy galinsoga","Galinsoga quadriradiata","16"
"corn gromwell","Buglossoides arvensis","16"
"Japanese angelica tree","Aralia elata","16"
"pale yellow iris, yellow flag iris","Iris pseudacorus","16"
"green bristlegrass","Setaria viridis var. viridis","16"
"hedge bindweed","Calystegia sepium","16"
"snowdrop","Galanthus nivalis","16"
"sweet cherry","Prunus avium","16"
"eclipta","Eclipta prostrata","16"
"pitted morning-glory","Ipomoea lacunosa","16"
"green foxtail","Setaria viridis","16"
"yellow foxtail","Setaria pumila","16"
"crimson clover","Trifolium incarnatum","15"
"common velvetgrass","Holcus lanatus","15"
"curly dock","Rumex crispus ssp. crispus","15"
"velvetleaf","Abutilon theophrasti","15"
"eastern white pine","Pinus strobus","15"
"corn speedwell","Veronica arvensis","15"
"peppermint","Mentha x piperita","15"
"false strawberry","Potentilla indica","15"
"redtop","Agrostis gigantea","15"
"holly osmanthus","Osmanthus heterophyllus","15"
"Japanese holly","Ilex crenata","15"
"wandering broadhead planarian","Bipalium adventitium","15"
"common grape hyacinth","Muscari botryoides","14"
"big chickweed","Cerastium fontanum ssp. vulgare","14"
"fragrant waterlily","Nymphaea odorata","14"
"tall lettuce","Lactuca canadensis","14"
"birdsrape mustard","Brassica rapa","14"
"bulbous buttercup","Ranunculus bulbosus","14"
"linden viburnum","Viburnum dilatatum","14"
"tall morning-glory","Ipomoea purpurea","14"
"mugwort","Artemisia vulgaris","14"
"field bindweed","Convolvulus arvensis","14"
"thymeleaf sandwort","Arenaria serpyllifolia","14"
"longspine sandbur","Cenchrus longispinus","14"
"large hop clover","Trifolium campestre","14"
"quackgrass","Elymus repens","14"
"annual bluegrass","Poa annua","14"
"alsike clover","Trifolium hybridum","14"
"trifoliate orange","Citrus trifoliata","13"
"common mallow","Malva neglecta","13"
"green stink bug","Chinavia hilaris","13"
"ivyleaf speedwell","Veronica hederifolia","13"
"spiny plumeless thistle","Carduus acanthoides","13"
"meadow fescue","Festuca pratensis","13"
"tall fescue","Festuca arundinacea","13"
"hop clover","Trifolium aureum","13"
"paper-mulberry","Broussonetia papyrifera","13"
"sulfur cinquefoil","Potentilla recta","13"
"cheatgrass, downy brome","Bromus tectorum","13"
"spearmint","Mentha spicata","13"
"purple cudweed","Gamochaeta purpurea","13"
"white sweetclover","Melilotus albus","13"
"field brome","Bromus arvensis","13"
"rush skeletonweed","Chondrilla juncea","13"
"wild parsnip","Pastinaca sativa","13"
"golden bamboo","Phyllostachys aurea","13"
"daffodil","Narcissus pseudonarcissus","13"
"smooth cordgrass","Spartina alterniflora","12"
"roughstalk bluegrass","Poa trivialis","12"
"Chinese holly","Ilex cornuta","12"
"cutleaf evening-primrose","Oenothera laciniata","12"
"indigobush","Amorpha fruticosa","12"
"saltmeadow cordgrass","Spartina patens","12"
"Brazilian waterweed, Brazilian elodea","Egeria densa","12"
"big periwinkle","Vinca major","12"
"common viper's bugloss, blueweed","Echium vulgare","12"
"poverty brome","Bromus sterilis","12"
"prickly lettuce","Lactuca serriola","12"
"nodding star-of-Bethlehem","Ornithogalum nutans","12"
"mexicantea","Dysphania ambrosioides","12"
"yellow nutsedge","Cyperus esculentus","12"
"arrow bamboo","Pseudosasa japonica","11"
"red morning-glory","Ipomoea coccinea","11"
"common duckweed","Lemna minor","11"
"brittleleaf naiad","Najas minor","11"
"Asiatic hawksbeard","Youngia japonica","11"
"border privet","Ligustrum obtusifolium","11"
"cornflower","Centaurea cyanus","11"
"creeping bentgrass","Agrostis stolonifera","11"
"highbush blackberry","Rubus argutus","11"
"rattail fescue","Vulpia myuros","11"
"rye brome","Bromus secalinus","11"
"Japanese clover","Kummerowia striata","10"
"European Corn Borer","Ostrinia nubilalis Iowa (E) strain","10"
"dovefoot geranium","Geranium molle","10"
"redstem filaree","Erodium cicutarium","10"
"stinking chamomile","Anthemis cotula","10"
"everlasting peavine","Lathyrus latifolius","10"
"spiny amaranth","Amaranthus spinosus","10"
"smallflower galinsoga","Galinsoga parviflora","10"
"tea viburnum","Viburnum setigerum","10"
"greater celandine","Chelidonium majus","10"
"white poplar","Populus alba","10"
"broadleaf dock","Rumex obtusifolius","10"
"European waterstarwort","Callitriche stagnalis","10"
"three-lined land planarian","Bipalium pennsylvanicum","10"
"goutweed","Aegopodium podagraria","10"
"white willow","Salix alba","10"
"goldenrain tree","Koelreuteria paniculata","9"
"bladder campion","Silene vulgaris","9"
"weeping lovegrass","Eragrostis curvula","9"
"western bean cutworm","Striacosta albicosta","9"
"denseflower knotweed","Persicaria glabra","9"
"Chinese fountaingrass","Cenchrus alopecuroides","9"
"white perch","Morone americana","9"
"giant ragweed","Ambrosia trifida","9"
"Venice mallow","Hibiscus trionum","9"
"bark beetle","Hylastes opacus","9"
"spiny sowthistle","Sonchus asper","9"
"common ragweed","Ambrosia artemisiifolia","9"
"pale smartweed","Polygonum lapathifolium","9"
"southern crabgrass","Digitaria ciliaris","9"
"tall oatgrass","Arrhenatherum elatius","9"
"birdsfoot trefoil","Lotus corniculatus","9"
"yellow archangel","Lamium galeobdolon","9"
"thoroughwort pennycress","Microthlaspi perfoliatum","9"
"basil downy mildew","Peronospora belbahrii","9"
"Tatarian honeysuckle","Lonicera tatarica","9"
"Siebold's arrowwood","Viburnum sieboldii","9"
"starch grape hyacinth","Muscari neglectum","9"
"silver hairgrass","Aira caryophyllea","9"
"pineapple-weed","Matricaria discoidea","9"
"mulberryweed","Fatoua villosa","9"
"bird vetch","Vicia cracca","8"
"annual sowthistle","Sonchus oleraceus","8"
"small hop clover","Trifolium dubium","8"
"paradise apple","Malus pumila","8"
"hairy cat's ear","Hypochaeris radicata","8"
"true forget-me-not","Myosotis scorpioides","8"
"osage-orange","Maclura pomifera","8"
"princess-feather","Persicaria orientalis","8"
"oystershell scale","Lepidosaphes ulmi","8"
"red fescue","Festuca rubra","8"
"fall cankerworm","Alsophila pometaria","8"
"Scotch broom","Cytisus scoparius","8"
"hedge mustard","Sisymbrium officinale","8"
"cypress spurge","Euphorbia cyparissias","8"
"creeping waterprimrose","Ludwigia peploides","8"
"yellow bedstraw","Galium verum","8"
"burcucumber","Sicyos angulatus","7"
"bristly locust","Robinia hispida","7"
"bamboo","Phyllostachys spp.","7"
"weeping willow","Salix x sepulcralis","7"
"butterflybush","Buddleja davidii","7"
"fennel","Foeniculum vulgare","7"
"rice flatsedge","Cyperus iria","7"
"whorled pennywort","Hydrocotyle verticillata","7"
"European water-clover","Marsilea quadrifolia","7"
"field pennycress","Thlaspi arvense","7"
"smallseed falseflax","Camelina microcarpa","7"
"glossy buckthorn","Frangula alnus","7"
"sawtooth oak","Quercus acutissima","7"
"creeping buttercup","Ranunculus repens","7"
"field madder","Sherardia arvensis","7"
"common lilac","Syringa vulgaris","7"
"forest tent caterpillar","Malacosoma disstria","7"
"Russian olive","Elaeagnus angustifolia","7"
"helleborine","Epipactis helleborine","7"
"Japanese spiraea","Spiraea japonica","7"
"giant chickweed","Myosoton aquaticum","7"
"longstalk cranesbill","Geranium columbinum","6"
"Japanese maple","Acer palmatum","6"
"rabbitfoot polypogon","Polypogon monspeliensis","6"
"northern catalpa","Catalpa speciosa","6"
"common pear","Pyrus communis","6"
"Phytophthora root rot","Phytophthora cinnamomi","6"
"smooth brome","Bromus inermis","6"
"Norway spruce","Picea abies","6"
"swamp smartweed","Persicaria hydropiperoides","6"
"pear thrips","Taeniothrips inconsequens","6"
"southern catalpa","Catalpa bignonioides","6"
"Russian thistle","Salsola kali","6"
"sour cherry","Prunus cerasus","6"
"lily of the valley","Convallaria majalis","6"
"tall buttercup","Ranunculus acris","6"
"Siberian elm","Ulmus pumila","6"
"spotted-wing drosophila","Drosophila suzukii","6"
"smooth bedstraw","Galium mollugo","6"
"meadow hawkweed","Hieracium caespitosum","6"
"red imported fire ant","Solenopsis invicta","6"
"Chinese elm","Ulmus parvifolia","6"
"winter aconite","Eranthis hyemalis","6"
"Amur corktree","Phellodendron amurense","6"
"dallisgrass","Paspalum dilatatum","6"
"common horse chestnut","Aesculus hippocastanum","6"
"sweet breath of spring","Lonicera fragrantissima","6"
"weeping willow","Salix babylonica","6"
"sweet mock orange","Philadelphus coronarius","5"
"spotted deadnettle","Lamium maculatum","5"
"creeping bellflower","Campanula rapunculoides","5"
"Virginia groundcherry","Physalis virginiana var. virginiana","5"
"sweetbriar","Rosa rubiginosa","5"
"mimosa webworm","Homadaula anisocentra","5"
"narrowleaf bittercress","Cardamine impatiens","5"
"musk thistle, nodding thistle","Carduus nutans","5"
"tumble mustard","Sisymbrium altissimum","5"
"large gray willow","Salix cinerea","5"
"knawel","Scleranthus annuus","5"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","5"
"wild buckwheat","Fallopia convolvulus","5"
"carpet bugle","Ajuga reptans","5"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","5"
"crack willow","Salix fragilis","5"
"black mustard","Brassica nigra","5"
"brown knapweed","Centaurea jacea","5"
"herb-robert","Geranium robertianum","5"
"ricefield bulrush","Schoenoplectiella mucronata","5"
"slender snakecotton","Froelichia gracilis","5"
"Hispanic hyacinthoides","Hyacinthoides hispanica","4"
"shrubby lespedeza","Lespedeza bicolor","4"
"common salsify","Tragopogon porrifolius","4"
"rock dandelion","Taraxacum erythrospermum","4"
"perennial sowthistle","Sonchus arvensis","4"
"chameleon-plant","Houttuynia cordata","4"
"black knapweed","Centaurea nigra","4"
"Scots pine","Pinus sylvestris","4"
"cutleaf blackberry","Rubus laciniatus","4"
"common tansy","Tanacetum vulgare","4"
"giant knotweed","Reynoutria sachalinensis","4"
"smallflower sweetbrier","Rosa micrantha","4"
"dog rose","Rosa canina","4"
"wintergreen barberry","Berberis julianae","4"
"leatherleaf arrowwood viburnum","Viburnum rhytidophyllum","4"
"soft brome","Bromus hordeaceus","4"
"five-leaf aralia","Eleutherococcus sieboldianus","4"
"woodland strawberry","Fragaria vesca","4"
"lemon balm","Melissa officinalis","4"
"showy forsythia","Forsythia x intermedia","4"
"false green kyllinga","Cyperus brevifolioides","4"
"Japanese snowball","Viburnum plicatum","4"
"Himalayan blackberry","Rubus bifrons","4"
"Japanese black pine","Pinus thunbergii","4"
"Thunberg's meadowsweet","Spiraea thunbergii","4"
"colonial bentgrass","Agrostis capillaris","4"
"sheep fescue","Festuca trachyphylla","4"
"beech bark disease","Neonectria faginata","4"
"white horehound","Marrubium vulgare","4"
"common cattail","Typha latifolia","4"
"smallflower tamarisk","Tamarix parviflora","4"
"fuzzy pride-of-Rochester","Deutzia scabra","4"
"red fox","Vulpes vulpes fulvus","4"
"wild radish","Raphanus raphanistrum","4"
"radish","Raphanus sativus","4"
"purpleosier willow","Salix purpurea","4"
"wild four-o'clock","Mirabilis nyctaginea","4"
"wisterias","Wisteria spp.","4"
"wild celery","Apium graveolens","3"
"spiny cocklebur","Xanthium spinosum","3"
"western salsify","Tragopogon dubius","3"
"ravennagrass","Saccharum ravennae","3"
"wild mustard","Sinapis arvensis","3"
"water speedwell","Veronica anagallis-aquatica","3"
"Thunberg lespedeza","Lespedeza thunbergii","3"
"soft brome","Bromus hordeaceus ssp. hordeaceus","3"
"common bamboo","Bambusa vulgaris","3"
"great burdock","Arctium lappa","3"
"thorny olive","Elaeagnus pungens","3"
"stringy stonecrop","Sedum sarmentosum","3"
"cutleaf geranium","Geranium dissectum","3"
"European black alder","Alnus glutinosa","3"
"strawberry root weevil","Otiorhynchus ovatus","3"
"house mouse","Mus musculus","3"
"hollyhock","Alcea rosea","3"
"smooth hawksbeard","Crepis capillaris","3"
"European pine shoot moth","Rhyacionia buoliana","3"
"memorial rose","Rosa lucieae","3"
"Indian mustard","Brassica juncea","3"
"sorghum (type unspecified)","Sorghum bicolor","3"
"European stinging nettle","Urtica dioica ssp. dioica","3"
"northern white cedar","Thuja occidentalis","3"
"hairy willowherb","Epilobium hirsutum","3"
"honeylocust","Gleditsia triacanthos","3"
"crowfootgrass","Dactyloctenium aegyptium","3"
"goat willow","Salix caprea","3"
"privet","Ligustrum spp.","3"
"houndstongue","Cynoglossum officinale","3"
"cultivated currant","Ribes rubrum","3"
"hedgehog dogtailgrass","Cynosurus echinatus","3"
"thistle","Cirsium","3"
"Japanese cedar longhorn beetle","Callidiellum rufipenne","3"
"Boston ivy","Parthenocissus tricuspidata","3"
"hare's ear","Bupleurum rotundifolium","3"
"Sycamore maple","Acer pseudoplatanus","3"
"leafy spurge","Euphorbia esula","3"
"bristly foxtail","Setaria verticillata","3"
"European cranberrybush","Viburnum opulus","3"
"common barberry","Berberis vulgaris","3"
"pear sawfly","Caliroa cerasi","3"
"bulbous bluegrass","Poa bulbosa","3"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","3"
"piedmont bedstraw","Cruciata pedemontana","3"
"bracted plantain","Plantago aristata","3"
"plumleaf crabapple","Malus prunifolia","3"
"Oriental lady's thumb","Polygonum posumbu","2"
"wheat leaf rust","Puccinia recondita","2"
"California privet","Ligustrum ovalifolium","2"
"Scotch thistle","Onopordum acanthium","2"
"moleplant","Euphorbia lathyris","2"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","2"
"balsam poplar","Populus balsamifera","2"
"Siberian crabapple","Malus baccata","2"
"little starwort","Stellaria graminea","2"
"spotted waterhemlock","Cicuta maculata","2"
"black henbane","Hyoscyamus niger","2"
"smallflower geranium","Geranium pusillum","2"
"junglerice","Echinochloa colona","2"
"Seaside rose","Rosa rugosa","2"
"absinth wormwood","Artemisia absinthium","2"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","2"
"hemp/marijuana (sativa)","Cannabis sativa","2"
"shepherd's cress","Teesdalia nudicaulis","2"
"clammy goosefoot","Dysphania pumilio","2"
"small broomrape","Orobanche minor","2"
"slender meadow foxtail","Alopecurus myosuroides","2"
"smallflower buttercup","Ranunculus parviflorus","2"
"coyote","Canis latrans","2"
"introduced pine sawfly","Diprion similis","2"
"prairie sunflower","Helianthus petiolaris","2"
"smallflower umbrella sedge","Cyperus difformis","2"
"common wheat","Triticum aestivum","2"
"larch sawfly","Pristiphora erichsonii","2"
"European columbine","Aquilegia vulgaris","2"
"Joro spider","Trichonephila clavata","2"
"lesser hawkbit","Leontodon saxatilis ssp. saxatilis","2"
"leporinum barley","Hordeum murinum ssp. leporinum","2"
"European mountain-ash","Sorbus aucuparia","2"
"Japanese yew","Taxus cuspidata","2"
"Thunberg's geranium","Geranium thunbergii","2"
"mouse-eared hawkweed","Pilosella officinarum","2"
"dotted duckmeat","Landoltia punctata","2"
"marsh-pepper smartweed","Persicaria hydropiper","2"
"pygmy bamboo","Pleioblastus fortunei","2"
"climbing false buckwheat","Fallopia scandens","2"
"garden loosestrife","Lysimachia vulgaris","2"
"Kenilworth ivy","Cymbalaria muralis","2"
"water lettuce","Pistia stratiotes","2"
"bridalwreath spiraea","Spiraea prunifolia","2"
"giant reed","Arundo donax","2"
"meadow salsify","Tragopogon lamottei","2"
"giantseed goosefoot","Chenopodium simplex","2"
"bristle basketgrass","Oplismenus hirtellus","2"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","2"
"Lombardy poplar","Populus nigra","2"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","2"
"barberry","Mahonia spp.","2"
"black nightshade","Solanum nigrum","2"
"Norway maple aphid","Periphyllus lyropictus","2"
"bee-bee tree","Tetradium daniellii","2"
"beech bark disease","Nectria coccinea","2"
"winter jasmine","Jasminum nudiflorum","2"
"hawkweed oxtongue","Picris hieracioides","2"
"Wisconsin weeping willow","Salix x pendulina","2"
"apple-of-Peru","Nicandra physalodes","2"
"tar spot of corn","Phyllachora maydis","2"
"hoary cress","Lepidium draba","2"
"common water hyacinth","Eichhornia crassipes","2"
"flixweed","Descurainia sophia","2"
"European sea-rocket","Cakile maritima","2"
"evergreen clematis","Clematis vitalba","2"
"gray poplar","Populus x canescens","2"
"European field elm","Ulmus minor","2"
"hairy beggarticks","Bidens pilosa","2"
"European beachgrass","Ammophila arenaria","2"
"spreading hedgeparsley","Torilis arvensis","2"
"dwarf honeysuckle","Lonicera xylosteum","2"
"elecampane","Inula helenium","2"
"common buckthorn, European buckthorn","Rhamnus cathartica","2"
"crapemyrtle","Lagerstroemia indica","2"
"butterflybush","Buddleja spp.","2"
"Virginia-creeper","Parthenocissus quinquefolia","1"
"strawberry raspberry","Rubus illecebrosus","1"
"Wisteria floribunda x sinensis hybrid","Wisteria x formosa","1"
"castor aralia","Kalopanax septemlobus","1"
"woolly hedgenettle","Stachys byzantina","1"
"thousand cankers disease","Geosmithia morbida","1"
"yellow fieldcress","Rorippa sylvestris","1"
"cattail millet","Setaria glauca","1"
"scarlet firethorn","Pyracantha coccinea","1"
"trumpet creeper","Campsis radicans","1"
"ailanthus webworm","Atteva aurea","1"
"Asiatic oak weevil","Cyrtepistomus castaneus","1"
"rose","Rosa spp.","1"
"wild oat","Avena fatua","1"
"beach vitex","Vitex rotundifolia","1"
"babysbreath","Gypsophila paniculata","1"
"rosemary","Rosmarinus officinalis","1"
"unlisted plant","","1"
"blackthorn","Prunus spinosa","1"
"coast tarweed","Madia sativa","1"
"summer snowflake","Leucojum aestivum","1"
"yellow starthistle","Centaurea solstitialis","1"
"bighead knapweed","Centaurea macrocephala","1"
"cutleaf teasel","Dipsacus laciniatus","1"
"strict forget-me-not","Myosotis stricta","1"
"false spiraea","Sorbaria sorbifolia","1"
"annual wormwood","Artemisia annua","1"
"crimson fountaingrass","Cenchrus setaceus","1"
"pear","Pyrus spp.","1"
"feverfew","Tanacetum parthenium","1"
"American elm","Ulmus americana","1"
"curly plumeless thistle","Carduus crispus","1"
"pennyroyal","Mentha pulegium","1"
"European elm flea weevil","Orchestes alni","1"
"Amur privet","Ligustrum amurense","1"
"English yew","Taxus baccata","1"
"littleseed canarygrass","Phalaris minor","1"
"asparagus","Asparagus officinalis","1"
"canarygrass","Phalaris canariensis","1"
"doublefile viburnum","Viburnum plicatum tomentosum","1"
"Mahaleb cherry","Prunus mahaleb","1"
"banded elm bark beetle","Scolytus schevyrewi","1"
"blessed milkthistle","Silybum marianum","1"
"drug fumitory","Fumaria officinalis","1"
"mouse barley","Hordeum murinum","1"
"alligatorweed","Alternanthera philoxeroides","1"
"boxelder","Acer negundo","1"
"field pepperweed","Lepidium campestre","1"
"crocus","Crocus spp.","1"
"apple-mint","Mentha x villosa","1"
"glossy privet","Ligustrum lucidum","1"
"field sowthistle","Sonchus arvensis ssp. arvensis","1"
"cuckoo pint","Arum maculatum","1"
"beach wormwood","Artemisia stelleriana","1"
"hairy jointgrass","Arthraxon hispidus var. hispidus","1"
"fig buttercup","Ranunculus ficaria var. bulbifera","1"
"English daisy","Bellis perennis","1"
"beautybush","Kolkwitzia amabilis","1"
"English elm","Ulmus procera","1"
"fountaingrass","Pennisetum spp.","1"
"didymo, rock snot","Didymosphenia geminata","1"
"beefsteakplant","Perilla frutescens var. frutescens","1"
"flowering quince","Chaenomeles speciosa","1"
"garlic mustard aphid","Lipaphis alliariae","1"
"dothichiza canker of poplar","Plagiostoma populinum","1"
"Chinese chestnut","Castanea mollissima","1"
"European vervain","Verbena officinalis","1"
"green kyllinga","Kyllinga brevifolia","1"
"European red raspberry","Rubus idaeus","1"
"Morison's spurry","Spergula morisonii","1"
"prostrate knotweed","Polygonum aviculare","1"
"Oregon grape","Mahonia nervosa","1"
"European spindletree","Euonymus europaeus","1"
"peach","Prunus persica","1"
"ripgut brome","Bromus diandrus var. rigidus","1"
"paragrass","Urochloa mutica","1"
"forsythia","Forsythia spp.","1"
"Norway rat","Rattus norvegicus","1"
