"Common Name","Scientific Name","Number of Records"
"yellow nutsedge","Cyperus esculentus","84"
"European common reed, Phragmites","Phragmites australis ssp. australis","81"
"poison hemlock","Conium maculatum","81"
"rice root aphid","Rhopalosiphum rufiabdominale","80"
"ladysthumb","Persicaria maculosa","80"
"orchardgrass","Dactylis glomerata","78"
"cutleaf evening-primrose","Oenothera laciniata","78"
"water speedwell","Veronica anagallis-aquatica","76"
"dames rocket","Hesperis matronalis","73"
"Siberian elm","Ulmus pumila","73"
"quackgrass","Elymus repens","73"
"tall lettuce","Lactuca canadensis","72"
"lambsquarters","Chenopodium album","71"
"smallseed falseflax","Camelina microcarpa","70"
"barnyardgrass","Echinochloa crus-galli","70"
"narrowleaf dock","Rumex stenophyllus","70"
"pea aphid","Acyrthosiphon pisum","70"
"perennial ryegrass","Lolium perenne","70"
"artichoke aphid","Capitophorus elaeagni","70"
"common selfheal","Prunella vulgaris","69"
"bristlegrass","Setaria spp.","68"
"bouncingbet","Saponaria officinalis","67"
"common barberry","Berberis vulgaris","66"
"multicolored Asian lady beetle","Harmonia axyridis","66"
"English grain aphid","Sitobion avenae","65"
"bristly foxtail","Setaria verticillata","65"
"tall wheatgrass","Thinopyrum ponticum","64"
"yellow foxtail","Setaria pumila","64"
"bull thistle","Cirsium vulgare","63"
"velvetleaf","Abutilon theophrasti","63"
"motherwort","Leonurus cardiaca","62"
"broadleaf plantain","Plantago major","60"
"Venice mallow","Hibiscus trionum","60"
"hemp dogbane","Apocynum cannabinum","60"
"aphid","Tetraneura spp.","59"
"watercress","Nasturtium officinale","59"
"sulfur cinquefoil","Potentilla recta","58"
"rabbitfoot polypogon","Polypogon monspeliensis","58"
"longleaf groundcherry","Physalis longifolia","57"
"purple crown-vetch","Securigera varia","56"
"redroot pigweed","Amaranthus retroflexus","55"
"chicory","Cichorium intybus","54"
"common burdock, lesser burdock","Arctium minus","54"
"honeysuckle aphid","Hyadaphis foeniculi","54"
"poplar petiolegall aphid","Pemphigus populitransversus","54"
"mealy plum aphid","Hyalopterus pruni","54"
"slender Russian thistle","Salsola collina","53"
"birdsfoot trefoil","Lotus corniculatus","53"
"indigobush","Amorpha fruticosa","53"
"big chickweed","Cerastium fontanum ssp. vulgare","52"
"black locust","Robinia pseudoacacia","52"
"cowpea aphid","Aphis craccivora","52"
"common yarrow","Achillea millefolium","51"
"common mallow","Malva neglecta","51"
"common chickweed","Stellaria pallida","51"
"soybean aphid","Aphis glycines","50"
"spiny sowthistle","Sonchus asper","50"
"curlycup gumweed","Grindelia squarrosa","49"
"slender snakecotton","Froelichia gracilis","49"
"meadow fescue","Festuca pratensis","49"
"purple loosestrife","Lythrum salicaria","49"
"eclipta","Eclipta prostrata","49"
"greenbug","Schizaphis graminum","49"
"goosegrass","Eleusine indica","47"
"Virginia groundcherry","Physalis virginiana var. virginiana","47"
"common dandelion","Taraxacum officinale ssp. officinale","47"
"corn leaf aphid","Rhopalosiphum maidis","47"
"alsike clover","Trifolium hybridum","46"
"giant ragweed","Ambrosia trifida","46"
"common purslane","Portulaca oleracea","45"
"blue mustard","Chorispora tenella","45"
"water knotweed","Polygonum amphibium","45"
"common St. Johnswort","Hypericum perforatum","45"
"goosefoot","Chenopodium spp.","45"
"tall fescue","Festuca arundinacea","45"
"plumeless thistle","Carduus","44"
"wild licorice","Glycyrrhiza lepidota","44"
"oxeye daisy","Leucanthemum vulgare","44"
"pale dock","Rumex altissimus","44"
"hoary cress","Lepidium draba","44"
"intermediate wheatgrass","Thinopyrum intermedium","44"
"Queen Anne's lace, wild carrot","Daucus carota","43"
"aphid","Pemphigus monophagus","43"
"red sorrel","Rumex acetosella","43"
"turnip aphid","Lipaphis pseudobrassicae","43"
"jimsonweed","Datura stramonium","43"
"houndstongue","Cynoglossum officinale","42"
"cutleaf nightshade","Solanum triflorum","41"
"common mouse-ear chickweed","Cerastium fontanum","41"
"elm cockscomb gall aphid","Colopha ulmicola","41"
"spiny plumeless thistle","Carduus acanthoides","41"
"aphid","Capitophorus hippophaes","41"
"scarlet gaura","Gaura coccinea","41"
"waterpurslane","Ludwigia palustris","40"
"hoary alyssum","Berteroa incana","40"
"yellow toadflax","Linaria vulgaris","40"
"buckhorn plantain","Plantago lanceolata","39"
"field horsetail","Equisetum arvense","39"
"wild mustard","Sinapis arvensis","39"
"West Indian nightshade","Solanum ptychanthum","39"
"cannabis aphid","Phorodon cannabis","39"
"white campion","Silene latifolia","39"
"tall thistle","Cirsium altissimum","39"
"spotted waterhemlock","Cicuta maculata","38"
"Asiatic dayflower","Commelina communis","38"
"ground ivy","Glechoma hederacea","37"
"aphid","Anoecia cornicola","37"
"bittersweets","Celastrus spp.","36"
"wild parsnip","Pastinaca sativa","36"
"wavyleaf thistle","Cirsium undulatum","36"
"giant foxtail","Setaria faberi","36"
"tar spot of corn","Phyllachora maydis","35"
"Indian mustard","Brassica juncea","34"
"hedge bindweed","Calystegia sepium","34"
"American burnweed","Erechtites hieraciifolius","34"
"aphid","Tinocallis saltans","34"
"annual ragweed","Ambrosia artemisiifolia var. elatior","33"
"common ragweed","Ambrosia artemisiifolia","33"
"aphid","Uroleucon spp.","33"
"fall panicum","Panicum dichotomiflorum","33"
"common buckthorn, European buckthorn","Rhamnus cathartica","32"
"corn speedwell","Veronica arvensis","32"
"oak wilt","Bretziella fagacearum","32"
"tree-of-heaven","Ailanthus altissima","32"
"yellow rocket","Barbarea vulgaris","32"
"northern catalpa","Catalpa speciosa","31"
"multiflora rose","Rosa multiflora","31"
"rusty plum aphid","Hysteroneura setariae","30"
"pineapple-weed","Matricaria discoidea","30"
"woodland strawberry","Fragaria vesca","29"
"ponderosa pine","Pinus ponderosa","29"
"prostrate pigweed","Amaranthus blitoides","29"
"curly leaf pondweed","Potamogeton crispus","29"
"alfalfa","Medicago sativa","29"
"black mustard","Brassica nigra","28"
"bush morning-glory","Ipomoea leptophylla","28"
"aphids","Rhopalosiphum spp.","28"
"giant sumpweed","Cyclachaena xanthifolia","28"
"wild onion","Allium canadense","27"
"narrow-leaved cattail","Typha angustifolia","27"
"johnsongrass","Sorghum halepense","27"
"osage-orange","Maclura pomifera","26"
"jointed goatgrass","Aegilops cylindrica","26"
"tall morning-glory","Ipomoea purpurea","26"
"perennial sowthistle","Sonchus arvensis","25"
"erigeron root aphid","Protaphis middletonii","25"
"waterlily aphid","Rhopalosiphum nymphaeae","25"
"poplar leaf aphid","Chaitophorus populicola","25"
"Deptford pink","Dianthus armeria","25"
"stinking chamomile","Anthemis cotula","25"
"aphid","Anoecia setariae","25"
"mountain pine beetle","Dendroctonus ponderosae","24"
"cotton aphid","Aphis gossypii","24"
"rye brome","Bromus secalinus","24"
"eastern poison-ivy","Toxicodendron radicans","24"
"white willow","Salix alba","23"
"wirestem muhly","Muhlenbergia frondosa","23"
"Tatarian honeysuckle","Lonicera tatarica","23"
"wheat leaf rust","Puccinia recondita","22"
"bladder campion","Silene vulgaris","22"
"aphid","Iziphya flabella","22"
"southern crabgrass","Digitaria ciliaris","22"
"Scotch thistle","Onopordum acanthium","21"
"Virginia pepperweed","Lepidium virginicum","21"
"jack pine budworm","Choristoneura pinus pinus","20"
"moth mullein","Verbascum blattaria","20"
"common teasel","Dipsacus fullonum","20"
"aphid","Anoecia oenotherae","20"
"European sticktight","Lappula squarrosa","19"
"crack willow","Salix fragilis","19"
"annual sowthistle","Sonchus oleraceus","19"
"oak leaf aphids","Myzocallis spp.","19"
"apple grain aphid","Rhopalosiphum oxyacanthae","19"
"saltcedar","Tamarix ramosissima","19"
"woolly aphid","Forda marginata","18"
"wooly aphid","Eriosoma spp.","18"
"rose rosette disease (RRD)","Emaravirus RRD","18"
"Japanese brome","Bromus japonicus","18"
"white horehound","Marrubium vulgare","18"
"green peach aphid","Myzus persicae","18"
"thymeleaf sandwort","Arenaria serpyllifolia","18"
"tawny daylily","Hemerocallis fulva","18"
"sorghum (type unspecified)","Sorghum bicolor","18"
"creeping bellflower","Campanula rapunculoides","17"
"hedge mustard","Sisymbrium officinale","17"
"horsenettle","Solanum carolinense","17"
"white poplar","Populus alba","17"
"autumn olive","Elaeagnus umbellata","17"
"common pokeweed","Phytolacca americana","17"
"annual bluegrass","Poa annua","17"
"American mannagrass","Glyceria grandis var. grandis","17"
"aphid","Nearctaphis crataegifoliae","17"
"common chickweed","Stellaria media","17"
"marsh-pepper smartweed","Persicaria hydropiper","16"
"canarygrass","Phalaris canariensis","16"
"asparagus","Asparagus officinalis","16"
"cypress spurge","Euphorbia cyparissias","16"
"spotted knapweed","Centaurea stoebe ssp. micranthos","16"
"corn gromwell","Buglossoides arvensis","16"
"common reed","Phragmites australis","16"
"pale yellow iris, yellow flag iris","Iris pseudacorus","16"
"ivyleaf morning-glory","Ipomoea hederacea","16"
"burcucumber","Sicyos angulatus","15"
"halberdleaf orach","Atriplex patula","15"
"Korean lespedeza","Kummerowia stipulacea","15"
"clasping pepperweed","Lepidium perfoliatum","15"
"cup rosinweed","Silphium perfoliatum","15"
"common salsify","Tragopogon porrifolius","14"
"Dalmatian toadflax","Linaria dalmatica","14"
"oleander aphid","Aphis nerii","14"
"nightflowering catchfly","Silene noctiflora","14"
"laurel willow","Salix pentandra","14"
"bulbous bluegrass","Poa bulbosa","14"
"fragrant waterlily","Nymphaea odorata","13"
"largeseed dodder","Cuscuta indecora","13"
"large hop clover","Trifolium campestre","13"
"banded elm bark beetle","Scolytus schevyrewi","13"
"biennial wormwood","Artemisia biennis","13"
"hairy nightshade","Solanum physalifolium","13"
"dogwood aphid","Anoecia corni","13"
"Amur honeysuckle","Lonicera maackii","13"
"aphid","Rhopalosiphum cerasifoliae","13"
"painted maple aphid","Drepanaphis acerifoliae","13"
"fivestamen tamarisk","Tamarix chinensis","13"
"smallflower galinsoga","Galinsoga parviflora","13"
"bushy wallflower","Erysimum repandum","13"
"wild oat","Avena fatua","13"
"pennyroyal","Mentha pulegium","13"
"perennial ryegrass","Lolium perenne ssp. perenne","13"
"nimblewill","Muhlenbergia schreberi","12"
"dwarf alyssum","Alyssum desertorum","12"
"sweetclover aphid","Therioaphis riehmi","12"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","12"
"perennial pepperweed","Lepidium latifolium","12"
"yellowspine thistle","Cirsium ochrocentrum","12"
"Russian knapweed","Rhaponticum repens","12"
"spanishneedles","Bidens bipinnata","12"
"grassy arrowhead","Sagittaria graminea","11"
"cutleaf teasel","Dipsacus laciniatus","11"
"common flax","Linum usitatissimum","11"
"broadleaf dock","Rumex obtusifolius","11"
"birdsrape mustard","Brassica rapa","11"
"aphids","Aphis spp.","11"
"aphids","Chaitophorus spp.","11"
"bush honeysuckles (exotic)","Lonicera spp.","11"
"bald brome","Bromus racemosus","11"
"giant reed","Arundo donax","11"
"sericea lespedeza","Lespedeza cuneata","11"
"fiveangled dodder","Cuscuta pentagona var. pentagona","10"
"bur buttercup","Ceratocephala testiculata","10"
"emerald ash borer","Agrilus planipennis","10"
"","","10"
"hollyhock","Alcea rosea","10"
"pig (feral), wild boar at large","Sus scrofa (feral type)","10"
"field dodder","Cuscuta pentagona","10"
"Eurasian watermilfoil","Myriophyllum spicatum","10"
"cornflower","Centaurea cyanus","10"
"smooth crabgrass","Digitaria ischaemum","10"
"common viper's bugloss, blueweed","Echium vulgare","10"
"white cockle","Silene latifolia ssp. alba","10"
"rock dandelion","Taraxacum erythrospermum","10"
"potato aphid","Macrosiphum euphorbiae","10"
"Elaeagnus","Elaeagnus spp.","9"
"Japanese hop","Humulus japonicus","9"
"little mallow","Malva parviflora","9"
"redstem filaree","Erodium cicutarium","9"
"common groundsel","Senecio vulgaris","9"
"foxtail millet","Setaria italica","9"
"European cranberrybush","Viburnum opulus","9"
"Armillaria root rots","Armillaria spp.","9"
"American bullfrog","Lithobates catesbeianus","9"
"rosy apple aphid","Dysaphis plantaginea","9"
"bristly locust","Robinia hispida","9"
"mexicantea","Dysphania ambrosioides","9"
"woollyleaf bursage","Ambrosia grayi","9"
"wild-proso millet","Panicum miliaceum","9"
"caragana aphid","Acyrthosiphon caraganae","8"
"orbicular whitetop, lens-podded hoary cress","Lepidium chalepense","8"
"diffuse knapweed","Centaurea diffusa","8"
"largeseed falseflax","Camelina sativa","8"
"hairy galinsoga","Galinsoga quadriradiata","8"
"devil's-claw","Proboscidea louisianica","8"
"bittersweet nightshade","Solanum dulcamara","8"
"common tansy","Tanacetum vulgare","8"
"radish","Raphanus sativus","7"
"bighead carp","Hypophthalmichthys nobilis","7"
"Callery pear (Bradford pear)","Pyrus calleryana","7"
"aphid","Aphis asclepiadis","7"
"soft brome","Bromus hordeaceus ssp. hordeaceus","7"
"Austrian fieldcress","Rorippa austriaca","7"
"woolly aphids","Prociphilus spp.","7"
"babysbreath","Gypsophila paniculata","7"
"Siberian peashrub","Caragana arborescens","7"
"soft brome","Bromus hordeaceus","7"
"salsola","Salsola spp.","7"
"bean aphid","Aphis fabae","7"
"aphid","Aphis polygonata","7"
"wallflower mustard","Erysimum cheiranthoides","7"
"Chenopodium aphid","Hayhurstia atriplicis","7"
"spirea aphid","Aphis spiraecola","6"
"elder aphid","Aphis sambuci","6"
"yellow bluestem","Bothriochloa ischaemum","6"
"clover dodder","Cuscuta epithymum","6"
"crownbeard","Verbesina encelioides","6"
"false strawberry","Potentilla indica","6"
"white sweetclover","Melilotus albus","6"
"aphid","Macrosiphum spp.","6"
"onerow yellowcress","Nasturtium microphyllum","6"
"aphids","Thripsaphis spp.","6"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","6"
"aphids","Macrosiphoniella spp.","6"
"cowcockle","Vaccaria hispanica","6"
"perilla mint","Perilla frutescens","6"
"absinth wormwood","Artemisia absinthium","6"
"giant chickweed","Myosoton aquaticum","6"
"eastern flower thrips","Frankliniella tritici","6"
"Japanese barberry","Berberis thunbergii","6"
"poverty sumpweed","Iva axillaris","5"
"soybean thrips","Neohydatothrips variabilis","5"
"Japanese knotweed","Reynoutria japonica","5"
"creeping waterprimrose","Ludwigia peploides","5"
"meadow foxtail","Alopecurus pratensis","5"
"sunflower","Helianthus","5"
"everlasting peavine","Lathyrus latifolius","5"
"black henbane","Hyoscyamus niger","5"
"narrowleaf hawksbeard","Crepis tectorum","5"
"star-of-Bethlehem","Ornithogalum umbellatum","5"
"purple deadnettle","Lamium purpureum","5"
"common periwinkle","Vinca minor","5"
"aphids","Anoecia spp.","5"
"roughstalk bluegrass","Poa trivialis","5"
"California poppy","Eschscholzia californica","5"
"princess-feather","Persicaria orientalis","5"
"red fescue","Festuca rubra","5"
"sweet autumn virginsbower","Clematis terniflora","5"
"yellow bedstraw","Galium verum","5"
"mayweed, scentless chamomile","Tripleurospermum inodorum","4"
"bermudagrass","Cynodon dactylon","4"
"rose-grain aphid","Metopolophium dirhodum","4"
"common grape hyacinth","Muscari botryoides","4"
"common corn rust","Puccinia sorghi","4"
"aphid","Acyrthosiphon spp.","4"
"meadow salsify","Tragopogon lamottei","4"
"clover aphid","Nearctaphis bakeri","4"
"hairy whitetop","Lepidium appelianum","4"
"spiny amaranth","Amaranthus spinosus","4"
"yellow alfalfa","Medicago sativa ssp. falcata","4"
"buckwheat","Fagopyrum esculentum","4"
"aphid","Calaphis betulella","4"
"rattlesnake brome","Bromus briziformis","4"
"flowering rush","Butomus umbellatus","4"
"aphid","Geoica utricularia","4"
"yellow starthistle","Centaurea solstitialis","4"
"Oriental lady's thumb","Persicaria longiseta","4"
"halogeton, saltlover","Halogeton glomeratus","4"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","4"
"corn cockle","Agrostemma githago","4"
"aphid","Uroleucon taraxaci","4"
"blue alfalfa aphid","Acyrthosiphon kondoi","4"
"European red raspberry","Rubus idaeus","3"
"yellow alyssum","Alyssum alyssoides","3"
"spurge flax","Thymelaea passerina","3"
"aphid","Drepanaphis spp.","3"
"Gray leaf spot","Cercospora zeae-maydis","3"
"yellow archangel","Lamium galeobdolon","3"
"cat (feral)","Felis catus (feral type)","3"
"cocklebur","Xanthium","3"
"lily of the valley","Convallaria majalis","3"
"apple-of-Peru","Nicandra physalodes","3"
"fennel","Foeniculum vulgare","3"
"buffalobur","Solanum rostratum","3"
"woodland bittercress","Cardamine flexuosa","3"
"corn chamomile","Anthemis arvensis","3"
"dwarf snapdragon","Chaenorhinum minus","3"
"insidious flower bug","Orius insidiosus","3"
"spotted poplar aphid","Aphis maculatae","3"
"ivyleaf speedwell","Veronica hederifolia","3"
"doubtful knight's-spur","Consolida ajacis","3"
"Japanese honeysuckle","Lonicera japonica","3"
"thymeleaf sandmat","Chamaesyce serpyllifolia ssp. serpyllifolia","3"
"oystershell scale","Lepidosaphes ulmi","3"
"sweetwilliam","Dianthus barbatus","3"
"tall oatgrass","Arrhenatherum elatius","3"
"narrowleaf hawkweed","Hieracium umbellatum","3"
"tamarisk","Tamarix spp.","3"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","3"
"spreading hedgeparsley","Torilis arvensis","3"
"scarlet pimpernel","Anagallis arvensis","3"
"garden cress","Lepidium sativum","2"
"twolobe speedwell","Veronica biloba","2"
"sicklepod","Senna obtusifolia","2"
"slippery elm gall aphid","Kaltenbachiella ulmifusa","2"
"cressleaf groundsel","Packera glabella","2"
"willowleaf lettuce","Lactuca saligna","2"
"sickleweed","Falcaria vulgaris","2"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","2"
"bugseed","Corispermum spp.","2"
"white mustard","Sinapis alba","2"
"mangold aphid","Rhopalosiphoninus staphyleae","2"
"reed","Phragmites spp.","2"
"Bohemian knotweed, Hybrid Japanese knotweed","Reynoutria x bohemica","2"
"Kummerowia","Kummerowia","2"
"meadow knapweed","Centaurea x moncktonii","2"
"Russian wheat aphid","Diuraphis noxia","2"
"border privet","Ligustrum obtusifolium","2"
"field pepperweed","Lepidium campestre","2"
"winter creeper","Euonymus fortunei","2"
"spurge","Euphorbia spp.","2"
"aphid","Myzus lythri","2"
"aphid","Sipha elegans","2"
"yellow sugarcane aphid","Sipha flava","2"
"strawberry root weevil","Otiorhynchus ovatus","2"
"poplar vagabond aphid","Mordwilkoja vagabunda","2"
"potato leafhopper","Empoasca fabae","2"
"kudzu","Pueraria montana var. lobata","2"
"common vetch","Vicia sativa","2"
"goatsrue","Galega officinalis","2"
"Chinese fleecevine","Fallopia baldschuanica","2"
"European spindletree","Euonymus europaeus","2"
"clover","Trifolium spp.","2"
"great burdock","Arctium lappa","2"
"garden cosmos","Cosmos bipinnatus","2"
"glossy buckthorn","Frangula alnus","2"
"aphid","Hyperomyzus pallidus","2"
"Amur maple","Acer ginnala","2"
"Amur silvergrass","Miscanthus sacchariflorus","2"
"Boston ivy","Parthenocissus tricuspidata","2"
"Brazilian waterweed, Brazilian elodea","Egeria densa","2"
"brown marmorated stink bug","Halyomorpha halys","2"
"wild garlic","Allium vineale","2"
"wandering broadhead planarian","Bipalium adventitium","2"
"hop aphid","Phorodon humuli","1"
"aphid","Stegophylla spp.","1"
"bigroot morning-glory","Ipomoea pandurata","1"
"Texas blueweed","Helianthus ciliaris","1"
"grapevine aphid","Aphis illinoisensis","1"
"aphid","Drepanaphis keshenae","1"
"coyote","Canis latrans","1"
"weeping lovegrass","Eragrostis curvula","1"
"periwinkle","Vinca","1"
"blackmargined aphid","Monellia caryella","1"
"English daisy","Bellis perennis","1"
"buld and potato aphid","Rhopalosiphoninus latysiphon","1"
"prostrate knotweed","Polygonum aviculare","1"
"cattail millet","Setaria glauca","1"
"Grecian foxglove","Digitalis lanata","1"
"aphid","Aphis decepta","1"
"purple cudweed","Gamochaeta purpurea","1"
"Caucasian bluestem","Bothriochloa bladhii","1"
"green stink bug","Chinavia hilaris","1"
"aphid","Pterocallis alnifoliae","1"
"northern corn leaf blight","Exserohilum turcicum","1"
"dwarf honeysuckle","Lonicera xylosteum","1"
"long stalk buckthorn","Rhamnus davurica","1"
"aphids","Illinoia spp.","1"
"sweet alyssum","Lobularia maritima","1"
"jetbead","Rhodotypos scandens","1"
"leafcurl plum aphid","Brachycaudus helichrysi","1"
"giant conifer aphids","Cinara spp.","1"
"red fox","Vulpes vulpes","1"
"woodland forget-me-not","Myosotis sylvatica","1"
"lettuce aphid","Acyrthosiphon lactucae","1"
"Goss' bacterial wilt","Clavibacter michiganensis ssp. nebraskensis","1"
"smallseed alfalfa dodder","Cuscuta approximata","1"
"sugarcane aphid","Melanaphis sacchari","1"
"willowleaf sunflower","Helianthus salicifolius","1"
"greater celandine","Chelidonium majus","1"
"spiny cocklebur","Xanthium spinosum","1"
"teasel","Dipsacus","1"
"mouse barley","Hordeum murinum","1"
"Heterobasidion root rots","Heterobasidion spp.","1"
"spotted lady beetle","Coleomegilla maculata","1"
"toothed spurge","Euphorbia dentata","1"
"pine and spruce aphids","Adelgidae (family)","1"
"freshwater golden clam","Corbicula fluminea","1"
"aphids","Mindarus spp.","1"
"yellow floating heart","Nymphoides peltata","1"
"red fox","Vulpes vulpes fulvus","1"
"European privet","Ligustrum vulgare","1"
"aphid","Aphis coreopsidis","1"
"mulberry","Morus spp.","1"
"thymeleaf speedwell","Veronica serpyllifolia","1"
"Chinese catalpa","Catalpa ovata","1"
"annual honesty","Lunaria annua","1"
"meadow deathcamas","Zigadenus venenosus var. venenosus","1"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","1"
"peppermint","Mentha x piperita","1"
"buckthorn aphid","Aphis nasturtii","1"
"linden aphid","Eucallipterus tiliae","1"
"sheep fescue","Festuca trachyphylla","1"
"mountain rush","Juncus balticus ssp. littoralis","1"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","1"
"Taterian honeysuckle aphid","Hyadaphis tataricae","1"
"creeping buttercup","Ranunculus repens","1"
"splitlip hempnettle","Galeopsis bifida","1"
"dog rose","Rosa canina","1"
"spiny witchhazel gall aphid","Hamamelistes spinosus","1"
"garden vetch","Vicia sativa ssp. nigra","1"
"sour cherry","Prunus cerasus","1"
"gall-making aphid","Colopha graminis","1"
"sow thistle aphid","Hyperomyzus lactucae","1"
"garden baby's-breath","Gypsophila scorzonerifolia","1"
"spearmint","Mentha spicata","1"
"foxglove aphid","Aulacorthum solani","1"
"Russian wildrye","Psathyrostachys juncea","1"
"European mountain-ash","Sorbus aucuparia","1"
"rocketsalad","Eruca vesicaria ssp. sativa","1"
"yellow fieldcress","Rorippa sylvestris","1"
"Rocky Mountain iris","Iris missouriensis","1"
"rescuegrass","Bromus catharticus","1"
"smooth barley","Hordeum murinum ssp. glaucum","1"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","1"
