"Common Name","Scientific Name","Number of Records"
"pig (feral), wild boar at large","Sus scrofa (feral type)","97"
"dallisgrass","Paspalum dilatatum","97"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","96"
"horsenettle","Solanum carolinense","96"
"bracted plantain","Plantago aristata","94"
"Kummerowia","Kummerowia","91"
"chestnut blight or canker","Cryphonectria parasitica","91"
"hop clover","Trifolium aureum","91"
"fall panicum","Panicum dichotomiflorum","91"
"asparagus","Asparagus officinalis","91"
"West Indian nightshade","Solanum ptychanthum","91"
"common duckweed","Lemna minor","91"
"sweet cherry","Prunus avium","90"
"big periwinkle","Vinca major","90"
"fiveangled dodder","Cuscuta pentagona var. pentagona","89"
"field dodder","Cuscuta pentagona","89"
"quackgrass","Elymus repens","89"
"golden bamboo","Phyllostachys aurea","88"
"field pepperweed","Lepidium campestre","88"
"spearmint","Mentha spicata","88"
"bittersweet nightshade","Solanum dulcamara","88"
"meadow fescue","Festuca pratensis","88"
"white cockle","Silene latifolia ssp. alba","87"
"Japanese hop","Humulus japonicus","87"
"pale smartweed","Polygonum lapathifolium","86"
"field horsetail","Equisetum arvense","85"
"smooth brome","Bromus inermis","85"
"pineapple-weed","Matricaria discoidea","85"
"Canada thistle","Cirsium arvense","83"
"curly leaf pondweed","Potamogeton crispus","83"
"giant ragweed","Ambrosia trifida","83"
"corn chamomile","Anthemis arvensis","80"
"bristly locust","Robinia hispida","80"
"common speedwell","Veronica officinalis","80"
"wild parsnip","Pastinaca sativa","80"
"broadleaf dock","Rumex obtusifolius","79"
"smooth crabgrass","Digitaria ischaemum","79"
"longstalk cranesbill","Geranium columbinum","79"
"bigroot morning-glory","Ipomoea pandurata","79"
"wild radish","Raphanus raphanistrum","79"
"silver hairgrass","Aira caryophyllea","78"
"field thistle","Cirsium discolor","78"
"greater celandine","Chelidonium majus","78"
"burcucumber","Sicyos angulatus","77"
"common pear","Pyrus communis","77"
"smutgrass","Sporobolus indicus","77"
"Venice mallow","Hibiscus trionum","77"
"spruce beetle","Dendroctonus rufipennis","76"
"fennel","Foeniculum vulgare","75"
"common cornsalad","Valerianella locusta","75"
"nimblewill","Muhlenbergia schreberi","75"
"yellow foxtail","Setaria pumila","74"
"stinging nettle","Urtica dioica","74"
"Norway maple","Acer platanoides","73"
"spotted-wing drosophila","Drosophila suzukii","73"
"rush skeletonweed","Chondrilla juncea","72"
"piedmont bedstraw","Cruciata pedemontana","71"
"poverty brome","Bromus sterilis","71"
"weeping lovegrass","Eragrostis curvula","71"
"memorial rose","Rosa lucieae","69"
"smallseed falseflax","Camelina microcarpa","69"
"rose of Sharon","Hibiscus syriacus","69"
"yellow archangel","Lamium galeobdolon","69"
"ivy","Hedera spp.","69"
"creeping buttercup","Ranunculus repens","68"
"red fescue","Festuca rubra","68"
"smooth bedstraw","Galium mollugo","68"
"broadleaf plantain","Plantago major","67"
"toothed spurge","Euphorbia dentata","66"
"annual sowthistle","Sonchus oleraceus","66"
"bark beetles (Subfamily Scolytinae)","","65"
"alfalfa","Medicago sativa","64"
"peach","Prunus persica","64"
"Morrow's honeysuckle","Lonicera morrowii","64"
"spiny plumeless thistle","Carduus acanthoides","63"
"parrotfeather","Myriophyllum aquaticum","63"
"birdsfoot trefoil","Lotus corniculatus","63"
"smallflower galinsoga","Galinsoga parviflora","62"
"stinking chamomile","Anthemis cotula","62"
"cutleaf geranium","Geranium dissectum","61"
"red fox","Vulpes vulpes","61"
"common reed","Phragmites australis","61"
"whorled pennywort","Hydrocotyle verticillata","61"
"chinaberry","Melia azedarach","60"
"northern white cedar","Thuja occidentalis","60"
"tall buttercup","Ranunculus acris","59"
"hydrilla","Hydrilla verticillata","59"
"longspine sandbur","Cenchrus longispinus","59"
"wandering broadhead planarian","Bipalium adventitium","59"
"lesser swinecress","Coronopus didymus","58"
"thorny olive","Elaeagnus pungens","58"
"bittersweets","Celastrus spp.","58"
"dwarf violet iris","Iris verna","57"
"doublefile viburnum","Viburnum plicatum tomentosum","56"
"little starwort","Stellaria graminea","56"
"corn cockle","Agrostemma githago","56"
"houndstongue","Cynoglossum officinale","56"
"nipplewort","Lapsana communis","56"
"Virginia groundcherry","Physalis virginiana var. virginiana","56"
"plumeless thistle","Carduus","55"
"chocolate vine","Akebia quinata","55"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","55"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","54"
"Japanese spiraea","Spiraea japonica","53"
"large aspen tortrix","Choristoneura conflictana","53"
"Miscanthus","Miscanthus","52"
"Eurasian watermilfoil","Myriophyllum spicatum","52"
"wirestem muhly","Muhlenbergia frondosa","52"
"southern crabgrass","Digitaria ciliaris","52"
"rescuegrass","Bromus catharticus","51"
"Mexican fireweed","Bassia scoparia","51"
"bamboo","Bambusa","51"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","51"
"common bamboo","Bambusa vulgaris","51"
"white willow","Salix alba","50"
"colonial bentgrass","Agrostis capillaris","50"
"creeping bellflower","Campanula rapunculoides","50"
"saltmeadow cordgrass","Spartina patens","49"
"Brazilian waterweed, Brazilian elodea","Egeria densa","49"
"marsh-pepper smartweed","Persicaria hydropiper","49"
"smooth cordgrass","Spartina alterniflora","49"
"teasel","Dipsacus","48"
"slender snakecotton","Froelichia gracilis","48"
"dotted duckmeat","Landoltia punctata","47"
"black mustard","Brassica nigra","46"
"wild four-o'clock","Mirabilis nyctaginea","46"
"longleaf groundcherry","Physalis longifolia","46"
"smooth hawksbeard","Crepis capillaris","46"
"sicklepod","Senna obtusifolia","45"
"crack willow","Salix fragilis","44"
"true forget-me-not","Myosotis scorpioides","44"
"giant chickweed","Myosoton aquaticum","44"
"narrow-leaved cattail","Typha angustifolia","43"
"crapemyrtle bark scale","Acanthococcus lagerstroemiae","43"
"doubtful knight's-spur","Consolida ajacis","42"
"spreading hedgeparsley","Torilis arvensis","42"
"common groundsel","Senecio vulgaris","42"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","42"
"Wisconsin weeping willow","Salix x pendulina","41"
"poison-sumac","Toxicodendron vernix","40"
"wild onion","Allium canadense","40"
"Indian mustard","Brassica juncea","39"
"carpet bugle","Ajuga reptans","39"
"red-eared slider","Trachemys scripta elegans","39"
"apple-of-Peru","Nicandra physalodes","38"
"Himalayan blackberry","Rubus bifrons","38"
"trifoliate orange","Citrus trifoliata","38"
"false green kyllinga","Cyperus brevifolioides","38"
"Italian arum","Arum italicum","37"
"dwarf snapdragon","Chaenorhinum minus","37"
"barberry","Berberis spp.","37"
"annual wormwood","Artemisia annua","37"
"tumble mustard","Sisymbrium altissimum","37"
"common salsify","Tragopogon porrifolius","36"
"brittleleaf naiad","Najas minor","36"
"two-horned trapa","Trapa bispinosa var. iinumaii","36"
"denseflower knotweed","Persicaria glabra","35"
"lily of the valley","Convallaria majalis","35"
"sour cherry","Prunus cerasus","34"
"white horehound","Marrubium vulgare","34"
"Japanese wisteria","Wisteria floribunda","33"
"Java waterdropwort","Oenanthe javanica","33"
"sweetbriar","Rosa rubiginosa","32"
"hare's ear","Bupleurum rotundifolium","32"
"spotted lanternfly","Lycorma delicatula","32"
"Persian speedwell","Veronica persica","32"
"bridalwreath spiraea","Spiraea prunifolia","32"
"yellow bedstraw","Galium verum","31"
"Dyer's woad","Isatis tinctoria","31"
"arrow bamboo","Pseudosasa japonica","31"
"princess-feather","Persicaria orientalis","30"
"smallflower sweetbrier","Rosa micrantha","30"
"granulate ambrosia beetle","Xylosandrus crassiusculus","30"
"coyote","Canis latrans","30"
"fragrant waterlily","Nymphaea odorata","29"
"kudzu","Pueraria montana","29"
"dog rose","Rosa canina","29"
"purple nutsedge","Cyperus rotundus","29"
"Russian thistle","Salsola kali","29"
"rabbitfoot polypogon","Polypogon monspeliensis","28"
"lemon balm","Melissa officinalis","28"
"rye brome","Bromus secalinus","28"
"giantseed goosefoot","Chenopodium simplex","28"
"meadow salsify","Tragopogon lamottei","27"
"common grape hyacinth","Muscari botryoides","27"
"indigobush","Amorpha fruticosa","27"
"bird vetch","Vicia cracca","27"
"border privet","Ligustrum obtusifolium","26"
"crimson clover","Trifolium incarnatum","26"
"black twig borer","Xylosandrus compactus","26"
"jetbead","Rhodotypos scandens","26"
"fusiform rust","Cronartium quercuum f.sp. fusiforme","25"
"soft brome","Bromus hordeaceus","25"
"daffodil","Narcissus pseudonarcissus","25"
"common tansy","Tanacetum vulgare","25"
"soft brome","Bromus hordeaceus ssp. hordeaceus","25"
"willowleaf lettuce","Lactuca saligna","25"
"spiny cocklebur","Xanthium spinosum","25"
"European privet","Ligustrum vulgare","24"
"green stink bug","Chinavia hilaris","24"
"sugarcane aphid","Melanaphis sacchari","24"
"Siberian elm","Ulmus pumila","24"
"wallflower mustard","Erysimum cheiranthoides","24"
"halberdleaf orach","Atriplex patula","24"
"castor aralia","Kalopanax septemlobus","24"
"linden viburnum","Viburnum dilatatum","24"
"bulbous bluegrass","Poa bulbosa","23"
"weeping willow","Salix babylonica","23"
"butterflybush","Buddleja davidii","23"
"yellow fieldcress","Rorippa sylvestris","23"
"yellow alyssum","Alyssum alyssoides","23"
"redroot pigweed","Amaranthus retroflexus","22"
"fortune meadowsweet","Spiraea japonica var. fortunei","22"
"southern catalpa","Catalpa bignonioides","22"
"giant reed","Arundo donax","21"
"yellow groove bamboo","Phyllostachys aureosulcata","21"
"forest tent caterpillar","Malacosoma disstria","21"
"wintergreen barberry","Berberis julianae","21"
"small broomrape","Orobanche minor","21"
"Long's sedge","Carex longii","21"
"perennial sowthistle","Sonchus arvensis","20"
"water knotweed","Polygonum amphibium","20"
"grassy arrowhead","Sagittaria graminea","20"
"kingdevil hawkweed","Hieracium piloselloides","20"
"blessed thistle","Cnicus benedictus","20"
"foxtail millet","Setaria italica","19"
"buckwheat","Fagopyrum esculentum","19"
"jointed goatgrass","Aegilops cylindrica","19"
"shovel-headed garden worm","Bipalium kewense","19"
"alligatorweed","Alternanthera philoxeroides","19"
"Uruguayan vervain","Verbena montevidensis","19"
"Chinese elm","Ulmus parvifolia","18"
"Russian olive","Elaeagnus angustifolia","18"
"beech bark disease","Neonectria faginata","18"
"creeping waterprimrose","Ludwigia peploides","18"
"thousand cankers disease","Geosmithia morbida","18"
"hedgehog dogtailgrass","Cynosurus echinatus","18"
"Mahaleb cherry","Prunus mahaleb","18"
"flixweed","Descurainia sophia","17"
"Brazilian vervain","Verbena incompta","17"
"corn spurry","Spergula arvensis","17"
"vaseygrass","Paspalum urvillei","17"
"haspan flatsedge","Cyperus haspan","17"
"anglestem beaksedge","Rhynchospora caduca","17"
"sheep fescue","Festuca trachyphylla","17"
"common lilac","Syringa vulgaris","17"
"Phytophthora root rot","Phytophthora cinnamomi","17"
"cultivated currant","Ribes rubrum","16"
"canarygrass","Phalaris canariensis","16"
"cutleaf teasel","Dipsacus laciniatus","16"
"twoleaf watermilfoil","Myriophyllum heterophyllum","16"
"basil downy mildew","Peronospora belbahrii","16"
"hoary alyssum","Berteroa incana","16"
"brown knapweed","Centaurea jacea","16"
"pale dock","Rumex altissimus","16"
"black stem borer, smaller alder bark beetle","Xylosandrus germanus","16"
"nodding star-of-Bethlehem","Ornithogalum nutans","16"
"helleborine","Epipactis helleborine","16"
"bushy wallflower","Erysimum repandum","16"
"elecampane","Inula helenium","15"
"fire ants","Solenopsis spp.","15"
"Japanese holly","Ilex crenata","15"
"summer snowflake","Leucojum aestivum","15"
"narrowleaf bittercress","Cardamine impatiens","15"
"spurred anoda","Anoda cristata","15"
"fuzzy pride-of-Rochester","Deutzia scabra","15"
"hair fescue","Festuca filiformis","15"
"unknown plant","","14"
"dwarf honeysuckle","Lonicera xylosteum","14"
"sparrow vetch","Vicia tetrasperma","14"
"European sea-rocket","Cakile maritima","14"
"California privet","Ligustrum ovalifolium","14"
"rock dandelion","Taraxacum erythrospermum","14"
"Russian thistle","Salsola tragus","14"
"European red raspberry","Rubus idaeus","14"
"sorghum (type unspecified)","Sorghum bicolor","14"
"hemp/marijuana (sativa)","Cannabis sativa","14"
"junglerice","Echinochloa colona","14"
"cutleaf blackberry","Rubus laciniatus","14"
"cup rosinweed","Silphium perfoliatum","13"
"goutweed","Aegopodium podagraria","13"
"nettleleaf goosefoot","Chenopodium murale","13"
"hairy bittercress","Cardamine hirsuta","13"
"nightflowering catchfly","Silene noctiflora","13"
"Tatarian honeysuckle","Lonicera tatarica","13"
"purple starthistle","Centaurea calcitrapa","13"
"woodland bittercress","Cardamine flexuosa","13"
"hairy fleabane","Conyza bonariensis","12"
"slender meadow foxtail","Alopecurus myosuroides","12"
"Lombardy poplar","Populus nigra","12"
"wild marigold","Tagetes minuta","12"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","12"
"showy rattlebox","Crotalaria spectabilis","12"
"white sweetclover","Melilotus albus","12"
"European water chestnut","Trapa natans","12"
"common four-o'clock","Mirabilis jalapa","12"
"sweet breath of spring","Lonicera fragrantissima","11"
"hollyhock","Alcea rosea","11"
"northern jointvetch","Aeschynomene virginica","11"
"bristly foxtail","Setaria verticillata","11"
"red fox","Vulpes vulpes fulvus","11"
"American frogbit","Limnobium spongia","11"
"silvery cinquefoil","Potentilla argentea","11"
"snowdrop","Galanthus nivalis","11"
"annual honesty","Lunaria annua","10"
"musk mallow","Malva moschata","10"
"beaked dodder","Cuscuta rostrata","10"
"strawberry root weevil","Otiorhynchus ovatus","10"
"Mediterranean gecko","Hemidactylus turcicus","10"
"wheat leaf rust","Puccinia recondita","10"
"yellow starthistle","Centaurea solstitialis","10"
"common cattail","Typha latifolia","10"
"Chinese tallowtree","Triadica sebifera","10"
"herb-robert","Geranium robertianum","10"
"garden catchfly","Silene armeria","10"
"large gray willow","Salix cinerea","9"
"water chestnut","Trapa","9"
"multilined hammerhead worm","Diversibipalium multilineatum","9"
"Seaside rose","Rosa rugosa","9"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","9"
"hairy nightshade","Solanum physalifolium","9"
"European vervain","Verbena officinalis","9"
"Amur privet","Ligustrum amurense","9"
"Chinese fountaingrass","Cenchrus alopecuroides","9"
"dovefoot geranium","Geranium molle","9"
"sweet alyssum","Lobularia maritima","9"
"garden cosmos","Cosmos bipinnatus","8"
"giant knotweed","Reynoutria sachalinensis","8"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","8"
"greenstem forsythia","Forsythia viridissima","8"
"Japanese rose","Kerria japonica","8"
"lilac chastetree","Vitex agnus-castus","8"
"common comfrey","Symphytum officinale","8"
"Chinese parasoltree","Firmiana simplex","8"
"Macartney rose","Rosa bracteata","8"
"spotted deadnettle","Lamium maculatum","8"
"purpleosier willow","Salix purpurea","8"
"radish","Raphanus sativus","8"
"poison ryegrass","Lolium temulentum","8"
"bahiagrass","Paspalum notatum","7"
"pear sawfly","Caliroa cerasi","7"
"Japanese snowball","Viburnum plicatum","7"
"carpetgrass","Axonopus fissifolius","7"
"Asiatic oak weevil","Cyrtepistomus castaneus","7"
"mile-a-minute weevil","Rhinoncomimus latipes","7"
"Florida betony","Stachys floridana","7"
"European waterstarwort","Callitriche stagnalis","7"
"field sandbur","Cenchrus spinifex","7"
"Japanese sedge","Carex kobomugi","7"
"common water hyacinth","Eichhornia crassipes","7"
"European Corn Borer","Ostrinia nubilalis New York (Z) strain","7"
"largeseed dodder","Cuscuta indecora","7"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","7"
"alewife","Alosa pseudoharengus","7"
"edible fig","Ficus carica","7"
"goldenrain tree","Koelreuteria paniculata","7"
"non-native yams","Dioscorea spp. (non-native)","7"
"beach wormwood","Artemisia stelleriana","7"
"harlequin blueflag","Iris versicolor","7"
"moonseed","Menispermum spp.","7"
"Carolina fanwort, fanwort","Cabomba caroliniana","7"
"woodland strawberry","Fragaria vesca","7"
"slender amaranth","Amaranthus viridis","7"
"wild mustard","Sinapis arvensis","7"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","7"
"tall thistle","Cirsium altissimum","6"
"smallflower umbrella sedge","Cyperus difformis","6"
"goat willow","Salix caprea","6"
"ripgut brome","Bromus diandrus","6"
"ripgut brome","Bromus diandrus var. rigidus","6"
"rice stink bug","Oebalus pugnax","6"
"mulberryweed","Fatoua villosa","6"
"fall cankerworm","Alsophila pometaria","6"
"elongate hemlock scale","Fiorinia externa","6"
"hoary cress","Lepidium draba","6"
"European cranberrybush","Viburnum opulus","6"
"gray poplar","Populus x canescens","6"
"clammy goosefoot","Dysphania pumilio","6"
"European birch","Betula pendula","6"
"tea viburnum","Viburnum setigerum","6"
"orange hawkweed","Pilosella aurantiaca","6"
"winter aconite","Eranthis hyemalis","6"
"chameleon-plant","Houttuynia cordata","6"
"castorbean","Ricinus communis","6"
"water foxtail","Alopecurus geniculatus","5"
"oystershell scale","Lepidosaphes ulmi","5"
"St. Augustinegrass","Stenotaphrum secundatum","5"
"chamber bitter","Phyllanthus urinaria","5"
"weeping Higan cherry","Prunus subhirtella var. pendula","5"
"European centaury","Centaurium erythraea","5"
"leatherleaf arrowwood viburnum","Viburnum rhytidophyllum","5"
"cutleaf groundcherry","Physalis angulata","5"
"leafy spurge","Euphorbia esula","5"
