"Common Name","Scientific Name","Number of Records"
"moth mullein","Verbascum blattaria","86"
"common chickweed","Stellaria media","86"
"paper-mulberry","Broussonetia papyrifera","86"
"eastern poison-ivy","Toxicodendron radicans","84"
"barnyardgrass","Echinochloa crus-galli","84"
"spiny amaranth","Amaranthus spinosus","84"
"crimson clover","Trifolium incarnatum","83"
"pitted morning-glory","Ipomoea lacunosa","83"
"sulfur cinquefoil","Potentilla recta","83"
"false strawberry","Potentilla indica","82"
"Kentucky bluegrass","Poa pratensis","81"
"field brome","Bromus arvensis","81"
"mexicantea","Dysphania ambrosioides","81"
"autumn olive","Elaeagnus umbellata","80"
"red sorrel","Rumex acetosella","80"
"oxeye daisy","Leucanthemum vulgare","79"
"rabbitfoot clover","Trifolium arvense","79"
"field madder","Sherardia arvensis","79"
"common pokeweed","Phytolacca americana","79"
"waterpurslane","Ludwigia palustris","79"
"jimsonweed","Datura stramonium","79"
"orchardgrass","Dactylis glomerata","76"
"prickly lettuce","Lactuca serriola","76"
"annual sowthistle","Sonchus oleraceus","75"
"annual bluegrass","Poa annua","74"
"alligatorweed","Alternanthera philoxeroides","73"
"bouncingbet","Saponaria officinalis","71"
"bristly locust","Robinia hispida","71"
"slender snakecotton","Froelichia gracilis","70"
"Deptford pink","Dianthus armeria","68"
"horsenettle","Solanum carolinense","68"
"Brazilian vervain","Verbena incompta","68"
"sticky chickweed","Cerastium glomeratum","68"
"highbush blackberry","Rubus argutus","68"
"yellow nutsedge","Cyperus esculentus","67"
"black medic","Medicago lupulina","66"
"common yarrow","Achillea millefolium","66"
"indigobush","Amorpha fruticosa","66"
"bulbous buttercup","Ranunculus bulbosus","66"
"cressleaf groundsel","Packera glabella","65"
"pale smartweed","Polygonum lapathifolium","65"
"common ragweed","Ambrosia artemisiifolia","65"
"bull thistle","Cirsium vulgare","64"
"tawny daylily","Hemerocallis fulva","63"
"velvetleaf","Abutilon theophrasti","63"
"bristlegrass","Setaria spp.","62"
"red-eared slider","Trachemys scripta elegans","62"
"annual ragweed","Ambrosia artemisiifolia var. elatior","61"
"giant ragweed","Ambrosia trifida","61"
"ground ivy","Glechoma hederacea","61"
"cheatgrass, downy brome","Bromus tectorum","61"
"yellow rocket","Barbarea vulgaris","61"
"rice flatsedge","Cyperus iria","60"
"sicklepod","Senna obtusifolia","60"
"white poplar","Populus alba","59"
"wild four-o'clock","Mirabilis nyctaginea","59"
"bigroot morning-glory","Ipomoea pandurata","59"
"parrotfeather","Myriophyllum aquaticum","58"
"wild onion","Allium canadense","58"
"ladysthumb","Persicaria maculosa","58"
"everlasting peavine","Lathyrus latifolius","57"
"corn gromwell","Buglossoides arvensis","57"
"wisterias","Wisteria spp.","57"
"European privet","Ligustrum vulgare","56"
"large crabgrass","Digitaria sanguinalis","56"
"garden vetch","Vicia sativa ssp. nigra","55"
"common purslane","Portulaca oleracea","55"
"hydrilla","Hydrilla verticillata","55"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","55"
"birdsrape mustard","Brassica rapa","55"
"wild garlic","Allium vineale","55"
"white mulberry","Morus alba","53"
"junglerice","Echinochloa colona","53"
"green foxtail","Setaria viridis","52"
"Chinese yam","Dioscorea polystachya","52"
"big chickweed","Cerastium fontanum ssp. vulgare","51"
"fall panicum","Panicum dichotomiflorum","51"
"thymeleaf sandwort","Arenaria serpyllifolia","51"
"cornflower","Centaurea cyanus","50"
"common dandelion","Taraxacum officinale ssp. officinale","50"
"Korean lespedeza","Kummerowia stipulacea","49"
"violet crabgrass","Digitaria violascens","49"
"star-of-Bethlehem","Ornithogalum umbellatum","49"
"rattail fescue","Vulpia myuros","48"
"yellow foxtail","Setaria pumila","48"
"Kummerowia","Kummerowia","46"
"hedge mustard","Sisymbrium officinale","46"
"spotted waterhemlock","Cicuta maculata","46"
"non-native yams","Dioscorea spp. (non-native)","45"
"purple crown-vetch","Securigera varia","44"
"southern catalpa","Catalpa bignonioides","44"
"hemp dogbane","Apocynum cannabinum","43"
"field dodder","Cuscuta pentagona","43"
"ivyleaf morning-glory","Ipomoea hederacea","43"
"fiveangled dodder","Cuscuta pentagona var. pentagona","43"
"big periwinkle","Vinca major","43"
"wild buckwheat","Fallopia convolvulus","43"
"smooth crabgrass","Digitaria ischaemum","42"
"toothed spurge","Euphorbia dentata","42"
"periwinkle","Vinca","42"
"spanishneedles","Bidens bipinnata","42"
"pecan nut casebearer","Acrobasis nuxvorella","42"
"field bindweed","Convolvulus arvensis","42"
"stinkgrass","Eragrostis cilianensis","42"
"vaseygrass","Paspalum urvillei","41"
"balloonvine","Cardiospermum halicacabum","41"
"bahiagrass","Paspalum notatum","41"
"West Indian nightshade","Solanum ptychanthum","40"
"spotted knapweed","Centaurea stoebe ssp. micranthos","40"
"sweet autumn virginsbower","Clematis terniflora","40"
"lesser knapweed flower weevil","Larinus minutus","40"
"chicory","Cichorium intybus","40"
"smallflower morningglory","Jacquemontia tamnifolia","39"
"purple nutsedge","Cyperus rotundus","38"
"smutgrass","Sporobolus indicus","38"
"prostrate knotweed","Polygonum aviculare","38"
"spotted-wing drosophila","Drosophila suzukii","38"
"longspine sandbur","Cenchrus longispinus","37"
"common pear","Pyrus communis","37"
"shovel-headed garden worm","Bipalium kewense","36"
"creeping bentgrass","Agrostis stolonifera","36"
"cutleaf groundcherry","Physalis angulata","36"
"musk thistle, nodding thistle","Carduus nutans","35"
"rescuegrass","Bromus catharticus","35"
"fire ant decapitating fly","Pseudacteon curvatus","35"
"American bullfrog","Lithobates catesbeianus","35"
"common mouse-ear chickweed","Cerastium fontanum","35"
"white sweetclover","Melilotus albus","34"
"fire ants","Solenopsis spp.","34"
"asparagus","Asparagus officinalis","34"
"timothy","Phleum pratense","34"
"peach","Prunus persica","33"
"tall thistle","Cirsium altissimum","33"
"hemp sesbania","Sesbania exaltata","33"
"bigpod sesbania","Sesbania herbacea","33"
"creeping waterprimrose","Ludwigia peploides","33"
"common periwinkle","Vinca minor","33"
"Amur honeysuckle","Lonicera maackii","32"
"lesser swinecress","Coronopus didymus","32"
"silver hairgrass","Aira caryophyllea","32"
"starch grape hyacinth","Muscari neglectum","32"
"carpetgrass","Axonopus fissifolius","32"
"crapemyrtle bark scale","Acanthococcus lagerstroemiae","31"
"northern catalpa","Catalpa speciosa","31"
"western salsify","Tragopogon dubius","31"
"nutria","Myocastor coypus","31"
"coyote","Canis latrans","30"
"water hyacinth","Eichhornia spp.","30"
"white horehound","Marrubium vulgare","30"
"grassy arrowhead","Sagittaria graminea","30"
"small carpetgrass, joint-head grass","Arthraxon hispidus","30"
"field pennycress","Thlaspi arvense","30"
"common burdock, lesser burdock","Arctium minus","30"
"wild mustard","Sinapis arvensis","29"
"pale dock","Rumex altissimus","29"
"denseflower knotweed","Persicaria glabra","29"
"Virginia groundcherry","Physalis virginiana var. virginiana","29"
"clammy goosefoot","Dysphania pumilio","29"
"spearmint","Mentha spicata","28"
"red morning-glory","Ipomoea coccinea","28"
"burcucumber","Sicyos angulatus","28"
"fivestamen tamarisk","Tamarix chinensis","28"
"jointed goatgrass","Aegilops cylindrica","28"
"fusiform rust","Cronartium quercuum f.sp. fusiforme","28"
"tall vervain","Verbena bonariensis","27"
"dotted duckmeat","Landoltia punctata","27"
"Himalayan blackberry","Rubus armeniacus","27"
"whorled pennywort","Hydrocotyle verticillata","27"
"weeping lovegrass","Eragrostis curvula","27"
"silverleaf nightshade","Solanum elaeagnifolium","26"
"common carp","Cyprinus carpio","26"
"Chinese wisteria","Wisteria sinensis","26"
"longleaf groundcherry","Physalis longifolia","26"
"common velvetgrass","Holcus lanatus","26"
"green bristlegrass","Setaria viridis var. viridis","26"
"catnip","Nepeta cataria","26"
"puncturevine","Tribulus terrestris","26"
"giant reed","Arundo donax","25"
"Brazilian waterweed, Brazilian elodea","Egeria densa","25"
"Uruguayan vervain","Verbena montevidensis","25"
"field sandbur","Cenchrus spinifex","25"
"fragrant waterlily","Nymphaea odorata","24"
"broadleaf dock","Rumex obtusifolius","24"
"nimblewill","Muhlenbergia schreberi","24"
"common teasel","Dipsacus fullonum","23"
"piedmont bedstraw","Cruciata pedemontana","23"
"meadow fescue","Festuca pratensis","23"
"field thistle","Cirsium discolor","23"
"cutleaf geranium","Geranium dissectum","22"
"Eurasian collared-dove","Streptopelia decaocto","22"
"common grape hyacinth","Muscari botryoides","21"
"hedge bindweed","Calystegia sepium","21"
"fall armyworm","Spodoptera frugiperda","21"
"Eurasian watermilfoil","Myriophyllum spicatum","21"
"poison hemlock","Conium maculatum","21"
"golden bamboo","Phyllostachys aurea","21"
"emerald ash borer","Agrilus planipennis","20"
"common St. Johnswort","Hypericum perforatum","20"
"Japanese wisteria","Wisteria floribunda","20"
"soybean rust","Phakopsora pachyrhizi","20"
"common mallow","Malva neglecta","20"
"pineapple-weed","Matricaria discoidea","20"
"cup rosinweed","Silphium perfoliatum","20"
"Canada bluegrass","Poa compressa","20"
"yellow floating heart","Nymphoides peltata","20"
"daffodil","Narcissus pseudonarcissus","19"
"water fern","Salvinia minima","19"
"spring whitlowgrass","Draba verna","19"
"rose of Sharon","Hibiscus syriacus","19"
"cat (feral)","Felis catus (feral type)","19"
"rose rosette disease (RRD)","Emaravirus RRD","19"
"corn cockle","Agrostemma githago","18"
"hedgehog dogtailgrass","Cynosurus echinatus","18"
"bagpod","Sesbania vesicaria","18"
"marsh dayflower","Murdannia keisak","18"
"alsike clover","Trifolium hybridum","18"
"pale yellow iris, yellow flag iris","Iris pseudacorus","18"
"redstem filaree","Erodium cicutarium","18"
"scarlet pimpernel","Anagallis arvensis","18"
"tall morning-glory","Ipomoea purpurea","18"
"primrose-willow","Ludwigia spp.","17"
"alfalfa","Medicago sativa ssp. sativa","17"
"common wheat","Triticum aestivum","17"
"hairy cat's ear","Hypochaeris radicata","17"
"carpet bugle","Ajuga reptans","17"
"garlic mustard","Alliaria petiolata","17"
"alfalfa","Medicago sativa","17"
"kudzu bug","Megacopta cribraria","17"
"smooth brome","Bromus inermis","17"
"yellow toadflax","Linaria vulgaris","16"
"peppermint","Mentha x piperita","16"
"memorial rose","Rosa lucieae","16"
"smallseed falseflax","Camelina microcarpa","16"
"houndstongue","Cynoglossum officinale","16"
"house sparrow","Passer domesticus","16"
"redroot pigweed","Amaranthus retroflexus","16"
"laurel wilt","Raffaelea lauricola","16"
"doubtful knight's-spur","Consolida ajacis","16"
"redtop","Agrostis gigantea","16"
"paradise apple","Malus pumila","16"
"Siberian elm","Ulmus pumila","16"
"Canada thistle","Cirsium arvense","15"
"lesser celandine, fig buttercup","Ficaria verna","15"
"smooth cat's ear","Hypochaeris glabra","15"
"giant foxtail","Setaria faberi","15"
"copper iris","Iris fulva","15"
"bald brome","Bromus racemosus","15"
"Carolina fanwort, fanwort","Cabomba caroliniana","15"
"lawn burweed","Soliva sessilis","15"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","14"
"Himalayan blackberry","Rubus bifrons","14"
"quackgrass","Elymus repens","14"
"annual wormwood","Artemisia annua","14"
"Macartney rose","Rosa bracteata","14"
"sweetbriar","Rosa rubiginosa","14"
"tamarisk","Tamarix spp.","14"
"saltcedar","Tamarix ramosissima","14"
"wine raspberry","Rubus phoenicolasius","14"
"Asian tiger mosquito","Aedes albopictus","14"
"lemon balm","Melissa officinalis","13"
"dames rocket","Hesperis matronalis","13"
"common water hyacinth","Eichhornia crassipes","13"
"coffee senna","Senna occidentalis","13"
"anglestem beaksedge","Rhynchospora caduca","12"
"Indian mustard","Brassica juncea","12"
"melon","Cucumis melo","12"
"motherwort","Leonurus cardiaca","12"
"giantseed goosefoot","Chenopodium simplex","12"
"hairy galinsoga","Galinsoga quadriradiata","12"
"sweet vernalgrass","Anthoxanthum odoratum","12"
"thoroughwort pennycress","Microthlaspi perfoliatum","11"
"teasel","Dipsacus","11"
"bushy wallflower","Erysimum repandum","11"
"ivyleaf speedwell","Veronica hederifolia","11"
"poverty brome","Bromus sterilis","11"
"plumeless thistle","Carduus","11"
"twoleaf watermilfoil","Myriophyllum heterophyllum","11"
"common duckweed","Lemna minor","11"
"squirreltail fescue","Vulpia bromoides","11"
"California burclover","Medicago polymorpha","10"
"water knotweed","Polygonum amphibium","10"
"cypress spurge","Euphorbia cyparissias","10"
"stripe rust","Puccinia striiformis f.sp. tritici","10"
"fire ant decapitating fly","Pseudacteon tricuspis","10"
"Asiatic hawksbeard","Youngia japonica","10"
"apple-of-Peru","Nicandra physalodes","10"
"Venice mallow","Hibiscus trionum","10"
"swordfern","Macrothelypteris torresiana","10"
"yellow bluestem","Bothriochloa ischaemum","10"
"tall oatgrass","Arrhenatherum elatius","10"
"bittersweets","Celastrus spp.","10"
"hairy fleabane","Conyza bonariensis","10"
"catchweed bedstraw","Galium aparine","9"
"marsh-pepper smartweed","Persicaria hydropiper","9"
"devil's-claw","Proboscidea louisianica","9"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","9"
"Oriental lady's thumb","Persicaria longiseta","9"
"cocklebur","Xanthium","9"
"thymeleaf speedwell","Veronica serpyllifolia","8"
"Florida betony","Stachys floridana","8"
"cucurbit downy mildew","Pseudoperonospora cubensis","8"
"chamber bitter","Phyllanthus urinaria","8"
"lilac chastetree","Vitex agnus-castus","8"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","8"
"Mediterranean gecko","Hemidactylus turcicus","8"
"field pepperweed","Lepidium campestre","8"
"English ivy","Hedera helix","8"
"longstalk cranesbill","Geranium columbinum","8"
"rabbitfoot polypogon","Polypogon monspeliensis","8"
"willowleaf lettuce","Lactuca saligna","8"
"nipplewort","Lapsana communis","8"
"nettleleaf goosefoot","Chenopodium murale","8"
"mud shad","Dorosoma cepedianum","7"
"soft brome","Bromus hordeaceus","7"
"weeping willow","Salix babylonica","7"
"knapweed root weevil","Cyphocleonus achates","7"
"soft brome","Bromus hordeaceus ssp. hordeaceus","7"
"field horsetail","Equisetum arvense","7"
"winter creeper","Euonymus fortunei","7"
"dwarf snapdragon","Chaenorhinum minus","7"
"tievine","Ipomoea cordatotriloba var. cordatotriloba","7"
"Chinese parasoltree","Firmiana simplex","7"
"kudzu","Pueraria montana","7"
"American shad","Alosa sapidissima","7"
"common tansy","Tanacetum vulgare","6"
"air-potato","Dioscorea bulbifera","6"
"bighead carp","Hypophthalmichthys nobilis","6"
"birdsfoot trefoil","Lotus corniculatus","6"
"common viper's bugloss, blueweed","Echium vulgare","6"
"blue mustard","Chorispora tenella","6"
"red sesbania","Sesbania punicea","6"
"Asian mazus","Mazus pumilus","6"
"slender amaranth","Amaranthus viridis","6"
"canarygrass","Phalaris canariensis","6"
"American frogbit","Limnobium spongia","6"
"lily of the valley","Convallaria majalis","6"
"tumble mustard","Sisymbrium altissimum","6"
"blessed milkthistle","Silybum marianum","6"
"crownbeard","Verbesina encelioides","6"
"princess-feather","Persicaria orientalis","6"
"hoary alyssum","Berteroa incana","6"
"Mahaleb cherry","Prunus mahaleb","6"
"annual honesty","Lunaria annua","6"
"water speedwell","Veronica anagallis-aquatica","6"
"silver carp","Hypophthalmichthys molitrix","6"
"bulbous bluegrass","Poa bulbosa","5"
"cattail","Typha spp.","5"
"brown marmorated stink bug","Halyomorpha halys","5"
"large-flower primrose-willow","Ludwigia grandiflora","5"
"ivy","Hedera spp.","5"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","5"
"common groundsel","Senecio vulgaris","5"
"green sunfish","Lepomis cyanellus","5"
"rice water weevil","Lissorhoptrus oryzophilus","5"
"Russian olive","Elaeagnus angustifolia","5"
"sparrow vetch","Vicia tetrasperma","5"
"Morrow's honeysuckle","Lonicera morrowii","4"
"black imported fire ant","Solenopsis richteri","4"
"swollen bladderwort","Utricularia radiata","4"
"Persian speedwell","Veronica persica","4"
"water primrose","Ludwigia grandiflora ssp. hexapetala","4"
"European red raspberry","Rubus idaeus","4"
"ripgut brome","Bromus diandrus","4"
"ripgut brome","Bromus diandrus var. rigidus","4"
"Japanese knotweed","Reynoutria japonica","4"
"prostrate pigweed","Amaranthus blitoides","4"
"palmleaf morning-glory","Ipomoea wrightii","4"
"bladder campion","Silene vulgaris","4"
"largeseed dodder","Cuscuta indecora","4"
"yellow glandweed","Parentucellia viscosa","4"
"narrow-leaved cattail","Typha angustifolia","4"
"Indian heliotrope","Heliotropium indicum","4"
"giant cutgrass","Zizaniopsis miliacea","4"
"mulberryweed","Fatoua villosa","4"
"hemp/marijuana (sativa)","Cannabis sativa","4"
"showy rattlebox","Crotalaria spectabilis","4"
"creeping buttercup","Ranunculus repens","4"
"wild parsnip","Pastinaca sativa","4"
"sessile joyweed","Alternanthera sessilis","4"
"reed canarygrass","Phalaris arundinacea","4"
"wirestem muhly","Muhlenbergia frondosa","4"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","4"
"prairie sunflower","Helianthus petiolaris","4"
"perennial ryegrass","Lolium perenne ssp. perenne","4"
"white campion","Silene latifolia","4"
"crowfootgrass","Dactyloctenium aegyptium","3"
"summer snowflake","Leucojum aestivum","3"
"hairy buttercup","Ranunculus sardous","3"
"round leaf bittersweet","Celastrus orbiculatus","3"
"rock pigeon","Columba livia","3"
"cattle egret","Bubulcus ibis","3"
"bamboo","Bambusa","3"
"little burclover","Medicago minima","3"
"spotted burclover","Medicago arabica","3"
"bracted plantain","Plantago aristata","3"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","3"
"Elaeagnus","Elaeagnus spp.","3"
"common four-o'clock","Mirabilis jalapa","3"
"tarweed cuphea","Cuphea carthagenensis","3"
"flixweed","Descurainia sophia","3"
"dwarf violet iris","Iris verna","3"
"hairy nightshade","Solanum physalifolium","3"
"hairy bittercress","Cardamine hirsuta","3"
"spurred anoda","Anoda cristata","3"
"curly leaf pondweed","Potamogeton crispus","3"
"corn poppy","Papaver rhoeas","3"
"forest tent caterpillar","Malacosoma disstria","3"
"barley","Hordeum vulgare","3"
"Scotch thistle","Onopordum acanthium","2"
"redsepal evening-primrose","Oenothera glazioviana","2"
"sulphur cosmos","Cosmos sulphureus","2"
"green stink bug","Chinavia hilaris","2"
"eastern white pine","Pinus strobus","2"
"brittleleaf naiad","Najas minor","2"
"Long's sedge","Carex longii","2"
"coco yam, wild taro","Colocasia esculenta","2"
"bridalwreath spiraea","Spiraea prunifolia","2"
"maiden pink","Dianthus deltoides","2"
"haspan flatsedge","Cyperus haspan","2"
"European corn borer","Ostrinia nubilalis","2"
"bitterweed","Picris sprengeriana","2"
"hybrid imported fire ant","Solenopsis invicta x richteri","2"
"Mascarene Island leaf-flower","Phyllanthus tenellus","2"
"weigela","Weigela spp.","2"
"orange hawkweed","Pilosella aurantiaca","2"
"sharppod morning-glory","Ipomoea cordatotriloba","2"
"sawtooth oak","Quercus acutissima","2"
"hare's ear","Bupleurum rotundifolium","2"
"artilleryweed","Pilea microphylla","2"
"Wisteria floribunda x sinensis hybrid","Wisteria x formosa","2"
"smooth sumac","Rhus glabra","2"
"annual yellow sweetclover","Melilotus indicus","2"
"corn spurry","Spergula arvensis","2"
"Russian thistle","Salsola tragus","2"
"curly plumeless thistle","Carduus crispus","2"
"white cockle","Silene latifolia ssp. alba","2"
"bristly foxtail","Setaria verticillata","2"
"honeylocust","Gleditsia triacanthos","2"
"thistle","Cirsium","2"
"woodland bittercress","Cardamine flexuosa","2"
"garden spurge","Chamaesyce hirta","2"
"Taiwanese photinia","Photinia serratifolia","2"
"curlycup gumweed","Grindelia squarrosa","2"
"common salsify","Tragopogon porrifolius","2"
"Sacred lotus","Nelumbo nucifera","2"
"German iris","Iris germanica","1"
"common chokecherry","Prunus virginiana","1"
"torrid panicgrass","Panicum torridum","1"
"microsporidia protozoa","Kneallhazia solenopsae","1"
"climbing false buckwheat","Fallopia scandens","1"
"nandina","Nandina spp.","1"
"rice stink bug","Oebalus pugnax","1"
"white willow","Salix alba","1"
"yellow alyssum","Alyssum alyssoides","1"
"common flax","Linum usitatissimum","1"
"Jersey cudweed","Pseudognaphalium luteoalbum","1"
"radish","Raphanus sativus","1"
"broadleaf carpetgrass","Axonopus compressus","1"
"false green kyllinga","Cyperus brevifolioides","1"
"sweetclover","Melilotus spp.","1"
"Brazilian waterhyssop","Bacopa egensis","1"
"greenbug","Schizaphis graminum","1"
"glossy privet","Ligustrum lucidum","1"
"cowcockle","Vaccaria hispanica","1"
"European common reed, Phragmites","Phragmites australis ssp. australis","1"
"common cattail","Typha latifolia","1"
"blackeyed Susan vine","Thunbergia alata","1"
"spider brake","Pteris multifida","1"
"house mouse","Mus musculus","1"
"garden catchfly","Silene armeria","1"
"Amur privet","Ligustrum amurense","1"
"monkeygrass","Liriope muscari","1"
"Japanese maple","Acer palmatum","1"
"winged burning bush","Euonymus alatus","1"
"weeping forsythia","Forsythia suspensa","1"
"European water-clover","Marsilea quadrifolia","1"
"early wintercress","Barbarea verna","1"
"thorny olive","Elaeagnus pungens","1"
"Aaron's beard","Hypericum calycinum","1"
"meadow salsify","Tragopogon lamottei","1"
"cream narcissus","Narcissus tazetta","1"
"basil downy mildew","Peronospora belbahrii","1"
"dog rose","Rosa canina","1"
"common comfrey","Symphytum officinale","1"
"buckwheat","Fagopyrum esculentum","1"
"garden cosmos","Cosmos bipinnatus","1"
"yellow fieldcress","Rorippa sylvestris","1"
"crimson fountaingrass","Cenchrus setaceus","1"
"cypressvine morning-glory","Ipomoea quamoclit","1"
"poet's narcissus","Narcissus poeticus","1"
"broadleaf plantain","Plantago major","1"
"foxtail millet","Setaria italica","1"
"tobacco budworm","Chloridea virescens","1"
"Chinese chestnut","Castanea mollissima","1"
"St. Augustinegrass","Stenotaphrum secundatum","1"
"crapemyrtle","Lagerstroemia indica","1"
"bushkiller","Cayratia japonica","1"
"Peruvian groundcherry","Physalis peruviana","1"
"weeping willow","Salix x sepulcralis","1"
"bean leaf beetle","Cerotoma trifurcata","1"
"European blackberry","Rubus fruticosus","1"
"goldenrain tree","Koelreuteria paniculata","1"
"helleborine","Epipactis helleborine","1"
"Italian plumeless thistle","Carduus pycnocephalus","1"
