"Common Name","Scientific Name","Number of Records"
"timothy","Phleum pratense","234"
"black medic","Medicago lupulina","232"
"tall fescue","Festuca arundinacea","231"
"marsh-pepper smartweed","Persicaria hydropiper","230"
"rusty plum aphid","Hysteroneura setariae","230"
"common yarrow","Achillea millefolium","230"
"tar spot of corn","Phyllachora maydis","228"
"bouncingbet","Saponaria officinalis","227"
"lambsquarters","Chenopodium album","227"
"prickly lettuce","Lactuca serriola","227"
"Canadian horseweed","Erigeron canadensis","227"
"yellow rocket","Barbarea vulgaris","224"
"","","224"
"red sorrel","Rumex acetosella","224"
"wild garlic","Allium vineale","223"
"sulfur cinquefoil","Potentilla recta","223"
"yellow nutsedge","Cyperus esculentus","217"
"emerald ash borer","Agrilus planipennis","217"
"spotted knapweed","Centaurea stoebe ssp. micranthos","216"
"oxeye daisy","Leucanthemum vulgare","216"
"giant foxtail","Setaria faberi","214"
"meadow fescue","Festuca pratensis","214"
"oleander aphid","Aphis nerii","212"
"Virginia pepperweed","Lepidium virginicum","212"
"cheatgrass, downy brome","Bromus tectorum","210"
"dotted smartweed","Persicaria punctata","209"
"corn speedwell","Veronica arvensis","208"
"common chickweed","Stellaria pallida","208"
"alsike clover","Trifolium hybridum","208"
"chinook salmon or king salmon","Oncorhynchus tshawytscha","207"
"wild four-o'clock","Mirabilis nyctaginea","207"
"green peach aphid","Myzus persicae","206"
"large crabgrass","Digitaria sanguinalis","205"
"green foxtail","Setaria viridis","204"
"shepherd's-purse","Capsella bursa-pastoris","204"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","204"
"stinkgrass","Eragrostis cilianensis","204"
"tall lettuce","Lactuca canadensis","201"
"hairy vetch","Vicia villosa","201"
"velvetleaf","Abutilon theophrasti","200"
"glossy buckthorn","Frangula alnus","199"
"American burnweed","Erechtites hieraciifolius","197"
"stinking chamomile","Anthemis cotula","197"
"Japanese beetle","Popillia japonica","196"
"Deptford pink","Dianthus armeria","196"
"common pokeweed","Phytolacca americana","195"
"common cocklebur","Xanthium strumarium","194"
"eastern poison-ivy","Toxicodendron radicans","194"
"teasel","Dipsacus","192"
"curly dock","Rumex crispus ssp. crispus","192"
"tawny daylily","Hemerocallis fulva","192"
"pale smartweed","Polygonum lapathifolium","190"
"common chickweed","Stellaria media","188"
"European common reed, Phragmites","Phragmites australis ssp. australis","188"
"Japanese barberry","Berberis thunbergii","187"
"cattail","Typha spp.","187"
"bittersweet nightshade","Solanum dulcamara","185"
"common burdock, lesser burdock","Arctium minus","184"
"winged burning bush","Euonymus alatus","184"
"moth mullein","Verbascum blattaria","183"
"jimsonweed","Datura stramonium","182"
"brown trout","Salmo trutta","182"
"motherwort","Leonurus cardiaca","181"
"catnip","Nepeta cataria","181"
"field pennycress","Thlaspi arvense","180"
"field bindweed","Convolvulus arvensis","179"
"pineapple-weed","Matricaria discoidea","179"
"bald brome","Bromus racemosus","179"
"yellow toadflax","Linaria vulgaris","177"
"goosegrass","Eleusine indica","175"
"common duckweed","Lemna minor","172"
"longspine sandbur","Cenchrus longispinus","172"
"large hop clover","Trifolium campestre","171"
"eclipta","Eclipta prostrata","171"
"quackgrass","Elymus repens","168"
"Southern corn rust","Puccinia polysora","167"
"common St. Johnswort","Hypericum perforatum","164"
"white campion","Silene latifolia","163"
"Japanese hop","Humulus japonicus","161"
"slender snakecotton","Froelichia gracilis","161"
"western salsify","Tragopogon dubius","154"
"oak leaf aphids","Myzocallis spp.","154"
"annual bluegrass","Poa annua","154"
"common ragweed","Ambrosia artemisiifolia","151"
"rainbow trout","Oncorhynchus mykiss","151"
"hedge mustard","Sisymbrium officinale","150"
"cup rosinweed","Silphium perfoliatum","149"
"woolly aphid","Forda marginata","149"
"stinging nettle","Urtica dioica","147"
"Korean lespedeza","Kummerowia stipulacea","146"
"giant ragweed","Ambrosia trifida","145"
"star-of-Bethlehem","Ornithogalum umbellatum","144"
"corn gromwell","Buglossoides arvensis","144"
"spirea aphid","Aphis spiraecola","143"
"waterpurslane","Ludwigia palustris","143"
"aphid","Pemphigus monophagus","143"
"leafy spurge","Euphorbia esula","143"
"mexicantea","Dysphania ambrosioides","143"
"Venice mallow","Hibiscus trionum","142"
"common mallow","Malva neglecta","140"
"clover aphid","Nearctaphis bakeri","138"
"rosy apple aphid","Dysaphis plantaginea","138"
"white poplar","Populus alba","137"
"cutleaf evening-primrose","Oenothera laciniata","136"
"dames rocket","Hesperis matronalis","135"
"aphid","Nearctaphis crataegifoliae","134"
"erigeron root aphid","Protaphis middletonii","133"
"black mustard","Brassica nigra","132"
"broomsedge bluestem","Andropogon virginicus","132"
"broadleaf dock","Rumex obtusifolius","132"
"rye brome","Bromus secalinus","130"
"houndstongue","Cynoglossum officinale","129"
"white sweetclover","Melilotus albus","129"
"tumble mustard","Sisymbrium altissimum","129"
"pitted morning-glory","Ipomoea lacunosa","128"
"wild onion","Allium canadense","128"
"spiny amaranth","Amaranthus spinosus","128"
"American bullfrog","Lithobates catesbeianus","128"
"field brome","Bromus arvensis","127"
"common dandelion","Taraxacum officinale ssp. officinale","125"
"alfalfa","Medicago sativa","120"
"spreading hedgeparsley","Torilis arvensis","119"
"hedge bindweed","Calystegia sepium","119"
"Tatarian honeysuckle","Lonicera tatarica","118"
"hemp/marijuana (sativa)","Cannabis sativa","118"
"spotted waterhemlock","Cicuta maculata","115"
"common teasel","Dipsacus fullonum","115"
"painted maple aphid","Drepanaphis acerifoliae","115"
"perennial sowthistle","Sonchus arvensis","113"
"meadow salsify","Tragopogon lamottei","113"
"northern catalpa","Catalpa speciosa","113"
"asparagus","Asparagus officinalis","113"
"wooly aphid","Eriosoma spp.","113"
"white willow","Salix alba","112"
"sweetclover aphid","Therioaphis riehmi","112"
"giantseed goosefoot","Chenopodium simplex","112"
"pale yellow iris, yellow flag iris","Iris pseudacorus","110"
"common tansy","Tanacetum vulgare","109"
"annual sowthistle","Sonchus oleraceus","109"
"common periwinkle","Vinca minor","109"
"yellow foxtail","Setaria pumila","109"
"cypress spurge","Euphorbia cyparissias","109"
"purple deadnettle","Lamium purpureum","108"
"spring whitlowgrass","Draba verna","108"
"American sweetflag","Acorus calamus","107"
"bristlegrass","Setaria spp.","107"
"aphids","Macrosiphoniella spp.","106"
"spearmint","Mentha spicata","106"
"Mexican fireweed","Bassia scoparia","105"
"hairy galinsoga","Galinsoga quadriradiata","105"
"brown marmorated stink bug","Halyomorpha halys","105"
"buckthorn aphid","Aphis nasturtii","104"
"musk thistle, nodding thistle","Carduus nutans","103"
"sorghum (type unspecified)","Sorghum bicolor","103"
"green bristlegrass","Setaria viridis var. viridis","102"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","102"
"spiny sowthistle","Sonchus asper","102"
"hemp dogbane","Apocynum cannabinum","102"
"horsenettle","Solanum carolinense","102"
"field horsetail","Equisetum arvense","102"
"toothed spurge","Euphorbia dentata","101"
"thymeleaf sandwort","Arenaria serpyllifolia","101"
"field thistle","Cirsium discolor","100"
"wild mustard","Sinapis arvensis","99"
"true forget-me-not","Myosotis scorpioides","97"
"aphid","Tinocallis saltans","97"
"highbush blackberry","Rubus argutus","96"
"European cranberrybush","Viburnum opulus","96"
"aphid","Aphis coreopsidis","96"
"aphid","Myzus lythri","95"
"Indian mustard","Brassica juncea","94"
"fall panicum","Panicum dichotomiflorum","94"
"tall morning-glory","Ipomoea purpurea","94"
"cressleaf groundsel","Packera glabella","94"
"purple cudweed","Gamochaeta purpurea","94"
"field pepperweed","Lepidium campestre","93"
"prairie sunflower","Helianthus petiolaris","93"
"bittersweets","Celastrus spp.","93"
"aphids","Chaitophorus spp.","93"
"water knotweed","Polygonum amphibium","92"
"pale dock","Rumex altissimus","92"
"longleaf groundcherry","Physalis longifolia","92"
"West Indian nightshade","Solanum ptychanthum","91"
"white horehound","Marrubium vulgare","91"
"water mint","Mentha aquatica","89"
"indigobush","Amorpha fruticosa","88"
"Siberian elm","Ulmus pumila","88"
"Chinese mystery snail","Cipangopaludina chinensis","87"
"broadleaf plantain","Plantago major","87"
"blackmargined aphid","Monellia caryella","87"
"Russian thistle","Salsola tragus","86"
"smooth crabgrass","Digitaria ischaemum","86"
"redroot pigweed","Amaranthus retroflexus","86"
"rock dandelion","Taraxacum erythrospermum","85"
"ivyleaf morning-glory","Ipomoea hederacea","84"
"bristly foxtail","Setaria verticillata","84"
"smallseed falseflax","Camelina microcarpa","82"
"red-eared slider","Trachemys scripta elegans","81"
"hoary cress","Lepidium draba","81"
"wirestem muhly","Muhlenbergia frondosa","81"
"common salsify","Tragopogon porrifolius","80"
"cereal rye","Secale cereale","80"
"bigroot morning-glory","Ipomoea pandurata","80"
"dogwood aphid","Anoecia corni","79"
"puncturevine","Tribulus terrestris","78"
"dwarf snapdragon","Chaenorhinum minus","77"
"everlasting peavine","Lathyrus latifolius","77"
"tall thistle","Cirsium altissimum","76"
"crack willow","Salix fragilis","76"
"Oriental lady's thumb","Persicaria longiseta","76"
"aphids","Rhopalosiphum spp.","75"
"Japanese clover","Kummerowia striata","75"
"mimosa","Albizia julibrissin","75"
"aphids","Aphis spp.","73"
"European corn borer","Ostrinia nubilalis","73"
"Kummerowia","Kummerowia","72"
"willowleaf lettuce","Lactuca saligna","72"
"barnyardgrass","Echinochloa crus-galli","71"
"striped bass","Morone saxatilis","71"
"creeping waterprimrose","Ludwigia peploides","70"
"nimblewill","Muhlenbergia schreberi","69"
"aphid","Calaphis betulella","68"
"thymeleaf speedwell","Veronica serpyllifolia","67"
"sweetclover","Melilotus spp.","66"
"sensitive partridgepea","Chamaecrista nictitans","66"
"spanishneedles","Bidens bipinnata","66"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","66"
"European red raspberry","Rubus idaeus","65"
"burcucumber","Sicyos angulatus","65"
"jumping worm","Amynthas spp.","64"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","64"
"poplar leaf aphid","Chaitophorus populicola","64"
"gingermint","Mentha x gracilis","63"
"Virginia groundcherry","Physalis virginiana var. virginiana","63"
"wiper","Morone chrysops x saxatilis","63"
"common pear","Pyrus communis","62"
"hollyhock","Alcea rosea","61"
"false strawberry","Potentilla indica","60"
"sweetbriar","Rosa rubiginosa","59"
"lily of the valley","Convallaria majalis","59"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","59"
"prostrate pigweed","Amaranthus blitoides","59"
"common wheat","Triticum aestivum","59"
"Brazilian waterweed, Brazilian elodea","Egeria densa","58"
"bermudagrass","Cynodon dactylon","58"
"creeping bellflower","Campanula rapunculoides","58"
"grapevine aphid","Aphis illinoisensis","58"
"white cockle","Silene latifolia ssp. alba","57"
"Russian olive","Elaeagnus angustifolia","57"
"aphid","Anoecia setariae","57"
"birdsrape mustard","Brassica rapa","56"
"bladder campion","Silene vulgaris","56"
"princess-feather","Persicaria orientalis","55"
"halberdleaf orach","Atriplex patula","55"
"scarlet pimpernel","Anagallis arvensis","54"
"weeping alkaligrass","Puccinellia distans","54"
"rose rosette disease (RRD)","Emaravirus RRD","54"
"red morning-glory","Ipomoea coccinea","54"
"bean aphid","Aphis fabae","53"
"jointed goatgrass","Aegilops cylindrica","53"
"water speedwell","Veronica anagallis-aquatica","52"
"creeping bentgrass","Agrostis stolonifera","52"
"common barberry","Berberis vulgaris","51"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","51"
"cornflower","Centaurea cyanus","51"
"hoary alyssum","Berteroa incana","50"
"rainbow smelt","Osmerus mordax","50"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","50"
"european starling","Sturnus vulgaris","49"
"flixweed","Descurainia sophia","49"
"sticky chickweed","Cerastium glomeratum","49"
"European pine shoot moth","Rhyacionia buoliana","49"
"aphid","Anoecia oenotherae","49"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","48"
"peppermint","Mentha x piperita","48"
"annual wormwood","Artemisia annua","48"
"aphid","Aphis asclepiadis","47"
"paradise apple","Malus pumila","47"
"aphid","Myzocallis punctata","47"
"aphid","Geoica utricularia","47"
"buckthorn","Rhamnus spp.","47"
"elder aphid","Aphis sambuci","45"
"fragrant waterlily","Nymphaea odorata","44"
"flowering rush","Butomus umbellatus","43"
"rabbitfoot clover","Trifolium arvense","43"
"corn cockle","Agrostemma githago","42"
"coyote","Canis latrans","42"
"periwinkle","Vinca","42"
"honeysuckle","Lonicera x minutiflora","42"
"woolly aphids","Prociphilus spp.","42"
"doubtful knight's-spur","Consolida ajacis","42"
"catchweed bedstraw","Galium aparine","42"
"Asian woolly hackberry aphid","Shivaphis celti","41"
"Chenopodium aphid","Hayhurstia atriplicis","41"
"southern catalpa","Catalpa bignonioides","41"
"aphid","Aphis polygonata","41"
"bird vetch","Vicia cracca","40"
"cane fruit (blackberry, raspberry)","Rubus spp.","40"
"aphid","Iziphya flabella","40"
"creeping buttercup","Ranunculus repens","40"
"mugwort","Artemisia vulgaris","40"
"great burdock","Arctium lappa","40"
"tall oatgrass","Arrhenatherum elatius","39"
"shortleaf pine","Pinus echinata","39"
"tall buttercup","Ranunculus acris","39"
"Amur silvergrass","Miscanthus sacchariflorus","39"
"Oriental lady's thumb","Polygonum posumbu","38"
"European black alder","Alnus glutinosa","38"
"aphids","Thripsaphis spp.","38"
"aphid","Rhopalosiphum cerasifoliae","38"
"foxtail millet","Setaria italica","37"
"buckwheat","Fagopyrum esculentum","36"
"Chinese silvergrass","Miscanthus sinensis","36"
"giant chickweed","Myosoton aquaticum","36"
"aphid","Drepanaphis spp.","36"
"common water hyacinth","Eichhornia crassipes","36"
"threespine stickleback","Gasterosteus aculeatus","36"
"bushy wallflower","Erysimum repandum","35"
"field dodder","Cuscuta pentagona","35"
"garden loosestrife","Lysimachia vulgaris","35"
"princesstree","Paulownia tomentosa","35"
"apple-of-Peru","Nicandra physalodes","35"
"Morrow's honeysuckle","Lonicera morrowii","35"
"cocklebur","Xanthium","35"
"fiveangled dodder","Cuscuta pentagona var. pentagona","35"
"Dalmatian toadflax","Linaria dalmatica","34"
"plumeless thistle","Carduus","34"
"primrose-willow","Ludwigia spp.","33"
"Heterobasidion root rots","Heterobasidion spp.","33"
"canarygrass","Phalaris canariensis","33"
"Long's sedge","Carex longii","33"
"greater celandine","Chelidonium majus","32"
"common vetch","Vicia sativa","32"
"smallflower galinsoga","Galinsoga parviflora","32"
"Norway maple","Acer platanoides","32"
"peach","Prunus persica","32"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","31"
"curlycup gumweed","Grindelia squarrosa","31"
"common groundsel","Senecio vulgaris","31"
"yellow sugarcane aphid","Sipha flava","31"
"American walnut aphid","Monelliopsis caryae","31"
"common velvetgrass","Holcus lanatus","31"
"field sowthistle","Sonchus arvensis ssp. arvensis","30"
"European water-clover","Marsilea quadrifolia","30"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","29"
"common viper's bugloss, blueweed","Echium vulgare","29"
"smooth bedstraw","Galium mollugo","29"
"aphid","Sipha elegans","29"
"European sticktight","Lappula squarrosa","29"
"wallflower mustard","Erysimum cheiranthoides","29"
"weather loach","Misgurnus anguillicaudatus","29"
"aphid","Hyperomyzus pallidus","28"
"water flea","Daphnia lumholtzi","28"
"woodland strawberry","Fragaria vesca","28"
"little starwort","Stellaria graminea","28"
"small hop clover","Trifolium dubium","28"
"blue alfalfa aphid","Acyrthosiphon kondoi","28"
"Mahaleb cherry","Prunus mahaleb","27"
"inland silverside","Menidia beryllina","27"
"biennial wormwood","Artemisia biennis","27"
"privet","Ligustrum spp.","27"
"grassy arrowhead","Sagittaria graminea","27"
"aphid","Macrosiphum spp.","27"
"spiny witchhazel gall aphid","Hamamelistes spinosus","26"
"stripe rust","Puccinia striiformis f.sp. tritici","26"
"Eurasian collared-dove","Streptopelia decaocto","26"
"English ivy","Hedera helix","25"
"common cattail","Typha latifolia","25"
"helleborine","Epipactis helleborine","25"
"lettuce aphid","Acyrthosiphon lactucae","25"
"sheep fescue","Festuca trachyphylla","25"
"silvery cinquefoil","Potentilla argentea","25"
"cowcockle","Vaccaria hispanica","24"
"common flax","Linum usitatissimum","24"
"meadow hawkweed","Hieracium caespitosum","24"
"pine and spruce aphids","Adelgidae (family)","24"
"knotroot foxtail","Setaria parviflora","24"
"woolly elm aphid","Eriosoma americanum","23"
"roundfruit rush","Juncus compressus","23"
"bristly locust","Robinia hispida","23"
"eastern white pine","Pinus strobus","22"
"radish","Raphanus sativus","22"
"willow","Salix spp.","22"
"quagga mussel","Dreissena bugensis","22"
"rudd","Scardinius erythrophthalmus","22"
"absinth wormwood","Artemisia absinthium","22"
"barley","Hordeum vulgare","22"
"Carolina fanwort, fanwort","Cabomba caroliniana","21"
"black carp","Mylopharyngodon piceus","21"
"oakleaf goosefoot","Chenopodium glaucum","21"
"common grape hyacinth","Muscari botryoides","21"
"redstem filaree","Erodium cicutarium","21"
"wisterias","Wisteria spp.","21"
"nettleleaf goosefoot","Chenopodium murale","21"
"sugarcane aphid","Melanaphis sacchari","21"
"blue mustard","Chorispora tenella","20"
"potato leafhopper","Empoasca fabae","20"
"red fescue","Festuca rubra","20"
"clasping pepperweed","Lepidium perfoliatum","20"
"cat (feral)","Felis catus (feral type)","20"
"house sparrow","Passer domesticus","20"
"mud shad","Dorosoma cepedianum","20"
"dwarf honeysuckle","Lonicera xylosteum","20"
"border privet","Ligustrum obtusifolium","20"
"cannabis aphid","Phorodon cannabis","20"
"aphids","Hyperomyzus spp.","20"
"common horse chestnut","Aesculus hippocastanum","20"
"daffodil","Narcissus pseudonarcissus","20"
"dog mustard","Erucastrum gallicum","19"
"carpet bugle","Ajuga reptans","19"
"apple-mint","Mentha x villosa","19"
"Elaeagnus","Elaeagnus spp.","19"
"elecampane","Inula helenium","19"
"hard fescue","Festuca brevipila","19"
"cultivated currant","Ribes rubrum","19"
"devil's-claw","Proboscidea louisianica","19"
"spruce beetle","Dendroctonus rufipennis","19"
"goat willow","Salix caprea","19"
"sow thistle aphid","Hyperomyzus lactucae","19"
"common lilac","Syringa vulgaris","19"
"witch's moneybags","Hylotelephium telephium ssp. telephium","19"
"European mountain-ash","Sorbus aucuparia","19"
"live-forever stonecrop","Hylotelephium telephium","19"
"nightflowering catchfly","Silene noctiflora","18"
"green stink bug","Chinavia hilaris","18"
"wild radish","Raphanus raphanistrum","18"
"wild-proso millet","Panicum miliaceum","18"
"wine raspberry","Rubus phoenicolasius","18"
"eastern flower thrips","Frankliniella tritici","18"
"Scots pine","Pinus sylvestris","18"
"cucurbit downy mildew","Pseudoperonospora cubensis","18"
"wandering broadhead planarian","Bipalium adventitium","18"
"sea lamprey","Petromyzon marinus","18"
"Taterian honeysuckle aphid","Hyadaphis tataricae","18"
"sweet autumn virginsbower","Clematis terniflora","18"
"bulbous bluegrass","Poa bulbosa","18"
"cutleaf blackberry","Rubus laciniatus","17"
"cutleaf groundcherry","Physalis angulata","17"
"roughstalk bluegrass","Poa trivialis","17"
"common valerian","Valeriana officinalis","17"
"spiny plumeless thistle","Carduus acanthoides","17"
"aphid","Uroleucon taraxaci","17"
"Gray leaf spot","Cercospora zeae-maydis","17"
"European elm flea weevil","Orchestes alni","16"
"sweet alyssum","Lobularia maritima","16"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","16"
"pig (feral), wild boar at large","Sus scrofa (feral type)","16"
"banded elm bark beetle","Scolytus schevyrewi","16"
"paper-mulberry","Broussonetia papyrifera","16"
"narrowleaf hawkweed","Hieracium umbellatum","16"
"aphid","Aphis folsomii","16"
"swamp pricklegrass","Crypsis schoenoides","16"
"goutweed","Aegopodium podagraria","15"
"white mustard","Sinapis alba","15"
"aphid","Acyrthosiphon spp.","15"
"meadow foxtail","Alopecurus pratensis","15"
"dotted duckmeat","Landoltia punctata","15"
"common comfrey","Symphytum officinale","15"
"freshwater jellyfish","Craspedacusta sowerbyi","15"
"ricefield bulrush","Schoenoplectiella mucronata","15"
"green sunfish","Lepomis cyanellus","15"
"insidious flower bug","Orius insidiosus","15"
"aphid","Aphis decepta","15"
"giant sumpweed","Cyclachaena xanthifolia","15"
"common caraway","Carum carvi","15"
"gray poplar","Populus x canescens","15"
"foxtail barley","Hordeum jubatum","14"
"pine","Pinus spp.","14"
"Wisconsin weeping willow","Salix x pendulina","14"
"Lombardy poplar","Populus nigra","14"
"essigella aphids","Essigella spp.","14"
"largeseed dodder","Cuscuta indecora","14"
"cattle egret","Bubulcus ibis","14"
"sicklepod","Senna obtusifolia","14"
"hairy cat's ear","Hypochaeris radicata","13"
"largeseed falseflax","Camelina sativa","13"
"nipplewort","Lapsana communis","13"
"northern white cedar","Thuja occidentalis","13"
"hawthorn","Crataegus spp.","13"
"aphids","Carolinaia spp.","13"
"mulberry","Morus spp.","13"
"ravennagrass","Saccharum ravennae","13"
"dogwood","Cornus spp.","13"
"Amur maple","Acer ginnala","13"
"rose-grain aphid","Metopolophium dirhodum","13"
"European spindletree","Euonymus europaeus","13"
"orange hawkweed","Pilosella aurantiaca","13"
"San Jose scale","Comstockaspis perniciosa","13"
"Nile tilapia","Oreochromis niloticus","13"
"yellow floating heart","Nymphoides peltata","13"
"linden aphid","Eucallipterus tiliae","13"
"flathead catfish","Pylodictis olivaris","13"
"yellow alyssum","Alyssum alyssoides","13"
"babysbreath","Gypsophila paniculata","13"
"garden vetch","Vicia sativa ssp. nigra","12"
"hop clover","Trifolium aureum","12"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","12"
"blue lettuce","Lactuca tatarica","12"
"European pine sawfly","Neodiprion sertifer","12"
"rose of Sharon","Hibiscus syriacus","12"
"leafcurl plum aphid","Brachycaudus helichrysi","12"
"wayfaringtree","Viburnum lantana","12"
"New Zealand mud snail","Potamopyrgus antipodarum","12"
"annual ragweed","Ambrosia artemisiifolia var. elatior","12"
"twoleaf watermilfoil","Myriophyllum heterophyllum","12"
"jetbead","Rhodotypos scandens","12"
"red amaranth","Amaranthus cruentus","12"
"basil downy mildew","Peronospora belbahrii","12"
"white bullhead","Ameiurus catus","12"
"wheat leaf rust","Puccinia recondita","11"
"poverty brome","Bromus sterilis","11"
"rock pigeon","Columba livia","11"
"wild licorice","Glycyrrhiza lepidota","11"
"yellow rose aphid","Rhodobium porosum","11"
"hybrid cattail","Typha x glauca","11"
"Thunberg lespedeza","Lespedeza thunbergii","11"
"soybean thrips","Neohydatothrips variabilis","11"
"Amur corktree","Phellodendron amurense","11"
"European bugleweed","Lycopus europaeus","11"
"rattail fescue","Vulpia myuros","11"
"red fox","Vulpes vulpes","11"
"diffuse knapweed","Centaurea diffusa","11"
"black knapweed","Centaurea nigra","11"
"corn poppy","Papaver rhoeas","11"
