"Common Name","Scientific Name","Number of Records"
"barnyardgrass","Echinochloa crus-galli","195"
"common periwinkle","Vinca minor","191"
"ladysthumb","Persicaria maculosa","191"
"chicory","Cichorium intybus","190"
"dandelion","Taraxacum officinale","190"
"marsh-pepper smartweed","Persicaria hydropiper","187"
"black locust","Robinia pseudoacacia","182"
"common selfheal","Prunella vulgaris","181"
"birdsfoot trefoil","Lotus corniculatus","180"
"common mullein","Verbascum thapsus","179"
"narrow-leaved cattail","Typha angustifolia","177"
"roughstalk bluegrass","Poa trivialis","177"
"oxeye daisy","Leucanthemum vulgare","175"
"spotted knapweed","Centaurea stoebe ssp. micranthos","170"
"spearmint","Mentha spicata","169"
"yellow toadflax","Linaria vulgaris","168"
"spruce beetle","Dendroctonus rufipennis","167"
"common pokeweed","Phytolacca americana","164"
"greater celandine","Chelidonium majus","163"
"Deptford pink","Dianthus armeria","161"
"perennial ryegrass","Lolium perenne","161"
"yellow sweet-clover","Melilotus officinalis","160"
"poison hemlock","Conium maculatum","156"
"Norway maple","Acer platanoides","152"
"common burdock, lesser burdock","Arctium minus","151"
"pale yellow iris, yellow flag iris","Iris pseudacorus","150"
"eastern poison-ivy","Toxicodendron radicans","149"
"common mouse-ear chickweed","Cerastium fontanum","149"
"sulfur cinquefoil","Potentilla recta","147"
"common teasel","Dipsacus fullonum","147"
"yellow rocket","Barbarea vulgaris","147"
"yellow woodsorrel","Oxalis stricta","147"
"black medic","Medicago lupulina","145"
"wild parsnip","Pastinaca sativa","145"
"common St. Johnswort","Hypericum perforatum","144"
"orchardgrass","Dactylis glomerata","143"
"curly dock","Rumex crispus","143"
"hairy galinsoga","Galinsoga quadriradiata","142"
"bouncingbet","Saponaria officinalis","142"
"hairy vetch","Vicia villosa","142"
"American burnweed","Erechtites hieraciifolius","141"
"motherwort","Leonurus cardiaca","141"
"red sorrel","Rumex acetosella","140"
"perennial sowthistle","Sonchus arvensis","140"
"glossy buckthorn","Frangula alnus","138"
"Asiatic dayflower","Commelina communis","138"
"lambsquarters","Chenopodium album","138"
"broadleaf plantain","Plantago major","137"
"timothy","Phleum pratense","137"
"broadleaf dock","Rumex obtusifolius","136"
"white campion","Silene latifolia","136"
"brown knapweed","Centaurea jacea","136"
"hop clover","Trifolium aureum","136"
"Canadian horseweed","Erigeron canadensis","135"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","134"
"common velvetgrass","Holcus lanatus","134"
"alsike clover","Trifolium hybridum","133"
"stinging nettle","Urtica dioica","133"
"eastern white pine","Pinus strobus","133"
"thymeleaf speedwell","Veronica serpyllifolia","133"
"catnip","Nepeta cataria","132"
"Canada bluegrass","Poa compressa","132"
"sweet vernalgrass","Anthoxanthum odoratum","132"
"waterpurslane","Ludwigia palustris","131"
"meadow fescue","Festuca pratensis","131"
"tall lettuce","Lactuca canadensis","130"
"moth mullein","Verbascum blattaria","130"
"curly dock","Rumex crispus ssp. crispus","130"
"crack willow","Salix fragilis","130"
"Kentucky bluegrass","Poa pratensis","127"
"wild buckwheat","Fallopia convolvulus","127"
"dotted smartweed","Persicaria punctata","127"
"tawny daylily","Hemerocallis fulva","126"
"tall buttercup","Ranunculus acris","126"
"quackgrass","Elymus repens","126"
"white mulberry","Morus alba","125"
"common chickweed","Stellaria pallida","125"
"annual bluegrass","Poa annua","124"
"Amur honeysuckle","Lonicera maackii","123"
"orange hawkweed","Pilosella aurantiaca","123"
"shepherd's-purse","Capsella bursa-pastoris","122"
"large crabgrass","Digitaria sanguinalis","122"
"purple deadnettle","Lamium purpureum","121"
"thymeleaf sandwort","Arenaria serpyllifolia","119"
"Virginia pepperweed","Lepidium virginicum","118"
"common cocklebur","Xanthium strumarium","117"
"common purslane","Portulaca oleracea","117"
"common mallow","Malva neglecta","117"
"stinking chamomile","Anthemis cotula","116"
"spotted lanternfly","Lycorma delicatula","116"
"prickly lettuce","Lactuca serriola","116"
"corn speedwell","Veronica arvensis","116"
"bald brome","Bromus racemosus","116"
"eastern redcedar","Juniperus virginiana","116"
"meadow hawkweed","Hieracium caespitosum","115"
"tall oatgrass","Arrhenatherum elatius","114"
"common viper's bugloss, blueweed","Echium vulgare","114"
"common yarrow","Achillea millefolium","113"
"winged burning bush","Euonymus alatus","113"
"creeping buttercup","Ranunculus repens","112"
"hedge mustard","Sisymbrium officinale","112"
"cypress spurge","Euphorbia cyparissias","111"
"star-of-Bethlehem","Ornithogalum umbellatum","108"
"lesser celandine, fig buttercup","Ficaria verna","108"
"bladder campion","Silene vulgaris","107"
"Tatarian honeysuckle","Lonicera tatarica","107"
"common duckweed","Lemna minor","106"
"yellow nutsedge","Cyperus esculentus","106"
"wild mustard","Sinapis arvensis","105"
"mimosa","Albizia julibrissin","103"
"broomsedge bluestem","Andropogon virginicus","102"
"sweet cherry","Prunus avium","101"
"common tansy","Tanacetum vulgare","100"
"pineapple-weed","Matricaria discoidea","100"
"green foxtail","Setaria viridis","99"
"smooth bedstraw","Galium mollugo","99"
"spiny sowthistle","Sonchus asper","99"
"white willow","Salix alba","99"
"pale smartweed","Polygonum lapathifolium","98"
"dogwood anthracnose","Discula destructiva","98"
"beech bark disease","Neonectria faginata","98"
"forest tent caterpillar","Malacosoma disstria","98"
"giant foxtail","Setaria faberi","97"
"paradise apple","Malus pumila","97"
"velvetleaf","Abutilon theophrasti","96"
"smooth brome","Bromus inermis","95"
"woodland strawberry","Fragaria vesca ssp. vesca","95"
"wild garlic","Allium vineale","94"
"yellow fieldcress","Rorippa sylvestris","92"
"European red raspberry","Rubus idaeus","91"
"rose rosette disease (RRD)","Emaravirus RRD","91"
"everlasting peavine","Lathyrus latifolius","89"
"sensitive partridgepea","Chamaecrista nictitans","89"
"helleborine","Epipactis helleborine","88"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","88"
"hedge bindweed","Calystegia sepium","88"
"stinkgrass","Eragrostis cilianensis","88"
"goosegrass","Eleusine indica","88"
"brittleleaf naiad","Najas minor","87"
"common ragweed","Ambrosia artemisiifolia","86"
"giant chickweed","Myosoton aquaticum","86"
"cheatgrass, downy brome","Bromus tectorum","86"
"Oriental lady's thumb","Polygonum posumbu","86"
"scarlet pimpernel","Anagallis arvensis","85"
"European privet","Ligustrum vulgare","85"
"three-lined land planarian","Bipalium pennsylvanicum","84"
"field brome","Bromus arvensis","83"
"herb-robert","Geranium robertianum","83"
"field pennycress","Thlaspi arvense","83"
"black mustard","Brassica nigra","83"
"corn gromwell","Buglossoides arvensis","82"
"creeping bellflower","Campanula rapunculoides","82"
"large hop clover","Trifolium campestre","81"
"cultivated currant","Ribes rubrum","80"
"tumble mustard","Sisymbrium altissimum","80"
"hairy willowherb","Epilobium hirsutum","79"
"jimsonweed","Datura stramonium","78"
"field bindweed","Convolvulus arvensis","78"
"houndstongue","Cynoglossum officinale","77"
"common reed","Phragmites australis","77"
"elecampane","Inula helenium","76"
"common barberry","Berberis vulgaris","75"
"bulbous buttercup","Ranunculus bulbosus","75"
"western salsify","Tragopogon dubius","75"
"common speedwell","Veronica officinalis","74"
"Venice mallow","Hibiscus trionum","74"
"rabbitfoot clover","Trifolium arvense","74"
"Indian mustard","Brassica juncea","73"
"purpleosier willow","Salix purpurea","73"
"meadow salsify","Tragopogon lamottei","73"
"narrowleaf bittercress","Cardamine impatiens","73"
"New Zealand mud snail","Potamopyrgus antipodarum","72"
"rye brome","Bromus secalinus","72"
"Chinese privet","Ligustrum sinense","72"
"hairy cat's ear","Hypochaeris radicata","72"
"radish","Raphanus sativus","71"
"sweetbriar","Rosa rubiginosa","71"
"privet","Ligustrum spp.","70"
"wandering broadhead planarian","Bipalium adventitium","70"
"osage-orange","Maclura pomifera","70"
"giant ragweed","Ambrosia trifida","69"
"rock dandelion","Taraxacum erythrospermum","69"
"common groundsel","Senecio vulgaris","68"
"creeping bentgrass","Agrostis stolonifera","68"
"giant knotweed","Reynoutria sachalinensis","68"
"field pepperweed","Lepidium campestre","68"
"spring whitlowgrass","Draba verna","68"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","67"
"chestnut blight or canker","Cryphonectria parasitica","67"
"spotted waterhemlock","Cicuta maculata","67"
"lily of the valley","Convallaria majalis","67"
"mexicantea","Dysphania ambrosioides","67"
"field horsetail","Equisetum arvense","67"
"yellow foxtail","Setaria pumila","67"
"wild four-o'clock","Mirabilis nyctaginea","66"
"false strawberry","Potentilla indica","66"
"hemp dogbane","Apocynum cannabinum","66"
"leafy spurge","Euphorbia esula","66"
"common dandelion","Taraxacum officinale ssp. officinale","66"
"annual sowthistle","Sonchus oleraceus","66"
"apple-mint","Mentha x villosa","65"
"princess-feather","Persicaria orientalis","65"
"smallseed falseflax","Camelina microcarpa","65"
"beech leaf disease","Litylenchus crenatae mccannii","65"
"black knapweed","Centaurea nigra","65"
"prostrate knotweed","Polygonum aviculare","65"
"alfalfa","Medicago sativa","65"
"border privet","Ligustrum obtusifolium","64"
"white cockle","Silene latifolia ssp. alba","64"
"wild radish","Raphanus raphanistrum","63"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","63"
"bittersweets","Celastrus spp.","62"
"mile-a-minute weevil","Rhinoncomimus latipes","61"
"horsenettle","Solanum carolinense","61"
"goutweed","Aegopodium podagraria","61"
"burcucumber","Sicyos angulatus","60"
"fall panicum","Panicum dichotomiflorum","60"
"common pear","Pyrus communis","60"
"wirestem muhly","Muhlenbergia frondosa","60"
"colonial bentgrass","Agrostis capillaris","60"
"birdsrape mustard","Brassica rapa","59"
"nimblewill","Muhlenbergia schreberi","59"
"European cranberrybush","Viburnum opulus","59"
"low cudweed","Gnaphalium uliginosum","59"
"red fescue","Festuca rubra","59"
"southern catalpa","Catalpa bignonioides","59"
"water mint","Mentha aquatica","58"
"peppermint","Mentha x piperita","58"
"smooth crabgrass","Digitaria ischaemum","57"
"woodland strawberry","Fragaria vesca","57"
"asparagus","Asparagus officinalis","57"
"Oriental lady's thumb","Persicaria longiseta","56"
"common buckthorn, European buckthorn","Rhamnus cathartica","56"
"redroot pigweed","Amaranthus retroflexus","56"
"English ivy","Hedera helix","56"
"elongate hemlock scale","Fiorinia externa","56"
"American bullfrog","Lithobates catesbeianus","56"
"bristlegrass","Setaria spp.","55"
"great burdock","Arctium lappa","55"
"bird vetch","Vicia cracca","55"
"kudzu","Pueraria montana var. lobata","54"
"nipplewort","Lapsana communis","54"
"little starwort","Stellaria graminea","54"
"purple cudweed","Gamochaeta purpurea","54"
"Japanese hop","Humulus japonicus","53"
"carpet bugle","Ajuga reptans","53"
"wild onion","Allium canadense","53"
"common grape hyacinth","Muscari botryoides","53"
"white poplar","Populus alba","53"
"live-forever stonecrop","Hylotelephium telephium","53"
"common lilac","Syringa vulgaris","53"
"witch's moneybags","Hylotelephium telephium ssp. telephium","52"
"European waterstarwort","Callitriche stagnalis","52"
"musk mallow","Malva moschata","52"
"periwinkle","Vinca","51"
"harlequin blueflag","Iris versicolor","51"
"Scots pine","Pinus sylvestris","50"
"yellow bedstraw","Galium verum","50"
"teasel","Dipsacus","50"
"common vetch","Vicia sativa","50"
"water speedwell","Veronica anagallis-aquatica","49"
"kingdevil hawkweed","Hieracium piloselloides","49"
"common horse chestnut","Aesculus hippocastanum","49"
"false spiraea","Sorbaria sorbifolia","49"
"smooth hawksbeard","Crepis capillaris","48"
"princesstree","Paulownia tomentosa","48"
"field thistle","Cirsium discolor","48"
"green bristlegrass","Setaria viridis var. viridis","48"
"European water chestnut","Trapa natans","47"
"longleaf groundcherry","Physalis longifolia","47"
"Russian olive","Elaeagnus angustifolia","47"
"longstalk cranesbill","Geranium columbinum","47"
"musk thistle, nodding thistle","Carduus nutans","47"
"water knotweed","Polygonum amphibium","47"
"hydrilla","Hydrilla verticillata","46"
"hollyhock","Alcea rosea","46"
"lemon balm","Melissa officinalis","46"
"rose of Sharon","Hibiscus syriacus","46"
"poverty brome","Bromus sterilis","46"
"corn chamomile","Anthemis arvensis","46"
"sorghum (type unspecified)","Sorghum bicolor","45"
"dog-strangling vine, European swallowwort","Vincetoxicum rossicum","45"
"balsam poplar","Populus balsamifera","44"
"jetbead","Rhodotypos scandens","44"
"garden loosestrife","Lysimachia vulgaris","44"
"dwarf snapdragon","Chaenorhinum minus","44"
"catchweed bedstraw","Galium aparine","44"
"sweet autumn virginsbower","Clematis terniflora","43"
"dog rose","Rosa canina","43"
"West Indian nightshade","Solanum ptychanthum","43"
"perilla mint","Perilla frutescens","43"
"white horehound","Marrubium vulgare","43"
"eclipta","Eclipta prostrata","42"
"sericea lespedeza","Lespedeza cuneata","42"
"corn cockle","Agrostemma githago","42"
"bristly locust","Robinia hispida","42"
"Japanese spiraea","Spiraea japonica","42"
"spanishneedles","Bidens bipinnata","41"
"spotted deadnettle","Lamium maculatum","41"
"fragrant waterlily","Nymphaea odorata","41"
"common salsify","Tragopogon porrifolius","41"
"giantseed goosefoot","Chenopodium simplex","41"
"Russian thistle","Salsola tragus","41"
"star-mustard","Coincya monensis","40"
"bigroot morning-glory","Ipomoea pandurata","40"
"tall morning-glory","Ipomoea purpurea","40"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","39"
"field sowthistle","Sonchus arvensis ssp. arvensis","39"
"johnsongrass","Sorghum halepense","39"
"small hop clover","Trifolium dubium","38"
"Korean lespedeza","Kummerowia stipulacea","38"
"wallflower mustard","Erysimum cheiranthoides","37"
"American mannagrass","Glyceria grandis var. grandis","36"
"longspine sandbur","Cenchrus longispinus","36"
"pale dock","Rumex altissimus","36"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","36"
"European columbine","Aquilegia vulgaris","36"
"ivyleaf speedwell","Veronica hederifolia","36"
"buckwheat","Fagopyrum esculentum","36"
"poison-sumac","Toxicodendron vernix","36"
"hoary alyssum","Berteroa incana","36"
"redstem filaree","Erodium cicutarium","36"
"petty spurge","Euphorbia peplus","36"
"nightflowering catchfly","Silene noctiflora","36"
"northern catalpa","Catalpa speciosa","36"
"butterflybush","Buddleja davidii","35"
"European black alder","Alnus glutinosa","35"
"hemp/marijuana (sativa)","Cannabis sativa","35"
"splitlip hempnettle","Galeopsis bifida","34"
"Japanese clover","Kummerowia striata","34"
"cornflower","Centaurea cyanus","34"
"canarygrass","Phalaris canariensis","34"
"spiny plumeless thistle","Carduus acanthoides","34"
"mouse-eared hawkweed","Pilosella officinarum","33"
"wild oat","Avena fatua","33"
"paper-mulberry","Broussonetia papyrifera","32"
"gingermint","Mentha x gracilis","32"
"common valerian","Valeriana officinalis","32"
"bristly foxtail","Setaria verticillata","32"
"common wheat","Triticum aestivum","31"
"Sycamore maple","Acer pseudoplatanus","31"
"Mexican fireweed","Bassia scoparia","31"
"pig (feral), wild boar at large","Sus scrofa (feral type)","31"
"common cornsalad","Valerianella locusta","30"
"Norway spruce","Picea abies","30"
"hawkweed oxtongue","Picris hieracioides","30"
"doubtful knight's-spur","Consolida ajacis","30"
"European stinging nettle","Urtica dioica ssp. dioica","30"
"flowering rush","Butomus umbellatus","30"
"peach","Prunus persica","30"
"sticky chickweed","Cerastium glomeratum","30"
"annual honesty","Lunaria annua","29"
"common comfrey","Symphytum officinale","29"
"knotroot foxtail","Setaria parviflora","29"
"smallflower galinsoga","Galinsoga parviflora","28"
"Sirex woodwasp","Sirex noctilio","28"
"nettleleaf goosefoot","Chenopodium murale","28"
"European mountain-ash","Sorbus aucuparia","28"
"garden catchfly","Silene armeria","28"
"bark beetle","Hylastes opacus","28"
"yellow daylily","Hemerocallis lilioasphodelus","28"
"tar spot of corn","Phyllachora maydis","28"
"common hawthorn","Crataegus monogyna","27"
"silvery cinquefoil","Potentilla argentea","27"
"willowleaf lettuce","Lactuca saligna","27"
"small carpetgrass, joint-head grass","Arthraxon hispidus","27"
"toothed spurge","Euphorbia dentata","27"
"cutleaf blackberry","Rubus laciniatus","27"
"ivyleaf morning-glory","Ipomoea hederacea","27"
"Chinese silvergrass","Miscanthus sinensis","26"
"bermudagrass","Cynodon dactylon","26"
"plumeless thistle","Carduus","26"
"tall thistle","Cirsium altissimum","26"
"sour cherry","Prunus cerasus","26"
"birdseye pearlwort","Sagina procumbens","25"
"pit scale","Asterodiaspis minor","25"
"Elaeagnus","Elaeagnus spp.","25"
"feverfew","Tanacetum parthenium","24"
"European spindletree","Euonymus europaeus","24"
"Kummerowia","Kummerowia","24"
"halberdleaf orach","Atriplex patula","24"
"spiny amaranth","Amaranthus spinosus","24"
"common caraway","Carum carvi","23"
"goat willow","Salix caprea","23"
"common cattail","Typha latifolia","23"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","23"
"corn spurry","Spergula arvensis","23"
"thoroughwort pennycress","Microthlaspi perfoliatum","23"
"common flax","Linum usitatissimum","23"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","22"
"grassy arrowhead","Sagittaria graminea","22"
"hedge maple","Acer campestre","22"
"cereal rye","Secale cereale","22"
"sudangrass","Sorghum bicolor ssp. drummondii","22"
"French rose","Rosa gallica","22"
"slender snakecotton","Froelichia gracilis","22"
"Persian speedwell","Veronica persica","22"
"cowcockle","Vaccaria hispanica","21"
"northern white cedar","Thuja occidentalis","21"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","21"
"Siberian elm","Ulmus pumila","21"
"foxtail millet","Setaria italica","21"
"memorial rose","Rosa lucieae","21"
"queen-of-the-meadow","Filipendula ulmaria","21"
"Callery pear (Bradford pear)","Pyrus calleryana","21"
"Japanese snowball","Viburnum plicatum","21"
"Chinese wisteria","Wisteria sinensis","21"
"Boston ivy","Parthenocissus tricuspidata","21"
"apple-of-Peru","Nicandra physalodes","21"
"cutleaf evening-primrose","Oenothera laciniata","20"
"cinnamon rose","Rosa cinnamomea","20"
"Chinese yam","Dioscorea polystachya","20"
"basil downy mildew","Peronospora belbahrii","20"
"Japanese pachysandra","Pachysandra terminalis","20"
"Lombardy poplar","Populus nigra","20"
"California privet","Ligustrum ovalifolium","20"
"bridalwreath spiraea","Spiraea prunifolia","20"
"autumn olive","Elaeagnus umbellata var. parvifolia","20"
"Long's sedge","Carex longii","20"
"foxglove","Digitalis purpurea","20"
"Siebold's arrowwood","Viburnum sieboldii","20"
"field madder","Sherardia arvensis","20"
"gray mold","Botrytis cinerea","20"
"green stink bug","Chinavia hilaris","20"
"wild chervil","Anthriscus sylvestris","20"
"Scotch broom","Cytisus scoparius","20"
"pansy","Viola tricolor","20"
"wisterias","Wisteria spp.","20"
"indigobush","Amorpha fruticosa","19"
"lettuce","Lactuca sativa","19"
"white sweetclover","Melilotus albus","19"
"hairy bittercress","Cardamine hirsuta","19"
"hoary cress","Lepidium draba","19"
"european starling","Sturnus vulgaris","19"
"oakleaf goosefoot","Chenopodium glaucum","19"
"nodding star-of-Bethlehem","Ornithogalum nutans","19"
"red fox","Vulpes vulpes","19"
"barley","Hordeum vulgare","19"
"Amur maple","Acer ginnala","19"
"fuzzy pride-of-Rochester","Deutzia scabra","18"
"wild-proso millet","Panicum miliaceum","18"
"narrowleaf hawkweed","Hieracium umbellatum","18"
"field dodder","Cuscuta pentagona","18"
"fiveangled dodder","Cuscuta pentagona var. pentagona","18"
"English oak","Quercus robur","18"
"yellow alyssum","Alyssum alyssoides","18"
"chocolate vine","Akebia quinata","17"
"plum","Prunus domestica","17"
"pitted morning-glory","Ipomoea lacunosa","17"
"Carolina fanwort, fanwort","Cabomba caroliniana","17"
"clover dodder","Cuscuta epithymum","17"
"sweet alyssum","Lobularia maritima","17"
"winter creeper","Euonymus fortunei","17"
"garden vetch","Vicia sativa ssp. nigra","17"
"black cutworm","Agrotis ipsilon","17"
"European water-clover","Marsilea quadrifolia","16"
"melon","Cucumis melo","16"
"Dalmatian toadflax","Linaria dalmatica","16"
"Mahaleb cherry","Prunus mahaleb","16"
"European birch","Betula pendula","16"
"Japanese maple","Acer palmatum","16"
"hair fescue","Festuca filiformis","16"
"longleaf speedwell","Pseudolysimachion longifolium","16"
"mossy stonecrop","Sedum acre","16"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","16"
"daffodil","Narcissus pseudonarcissus","15"
"fortune meadowsweet","Spiraea japonica var. fortunei","15"
"germander speedwell","Veronica chamaedrys","15"
"soft brome","Bromus hordeaceus","15"
"goatsrue","Galega officinalis","15"
"cup rosinweed","Silphium perfoliatum","15"
"panicled hydrangea","Hydrangea paniculata","15"
"puncturevine","Tribulus terrestris","15"
"red-eared slider","Trachemys scripta elegans","15"
"goldenrain tree","Koelreuteria paniculata","15"
"European bird cherry","Prunus padus","15"
"salad burnet","Sanguisorba minor","15"
"sheep fescue","Festuca trachyphylla","15"
"soft brome","Bromus hordeaceus ssp. hordeaceus","15"
"Siberian crabapple","Malus baccata","14"
"red morning-glory","Ipomoea coccinea","14"
"Japanese wisteria","Wisteria floribunda","14"
"absinth wormwood","Artemisia absinthium","14"
"yellow starthistle","Centaurea solstitialis","14"
"sparrow vetch","Vicia tetrasperma","14"
"dwarf honeysuckle","Lonicera xylosteum","14"
"laurel willow","Salix pentandra","14"
"house sparrow","Passer domesticus","14"
"trifoliate orange","Citrus trifoliata","14"
"gray poplar","Populus x canescens","14"
"lesser hawkbit","Leontodon saxatilis ssp. saxatilis","14"
"European speedwell","Veronica beccabunga","14"
"European sticktight","Lappula squarrosa","14"
"common four-o'clock","Mirabilis jalapa","14"
"fennel","Foeniculum vulgare","14"
"Brazilian waterweed, Brazilian elodea","Egeria densa","14"
"Asian chestnut gall wasp","Dryocosmus kuriphilus","13"
"flixweed","Descurainia sophia","13"
"meadow campion","Silene flos-cuculi","13"
"banded elm bark beetle","Scolytus schevyrewi","13"
"weeping alkaligrass","Puccinellia distans","13"
"Amur corktree","Phellodendron amurense","13"
"annual wormwood","Artemisia annua","13"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","13"
"red sandspurry","Spergularia rubra","13"
"parrotfeather","Myriophyllum aquaticum","13"
"prairie sunflower","Helianthus petiolaris","13"
"strawberry raspberry","Rubus illecebrosus","13"
"opium poppy","Papaver somniferum","13"
"smallflower sweetbrier","Rosa micrantha","13"
"sticky groundsel","Senecio viscosus","13"
"rattail fescue","Vulpia myuros","13"
"rush skeletonweed","Chondrilla juncea","12"
"Standish's honeysuckle","Lonicera standishii","12"
"corn poppy","Papaver rhoeas","12"
"garden cosmos","Cosmos bipinnatus","12"
"Japanese cedar longhorn beetle","Callidiellum rufipenne","12"
"wild marjoram","Origanum vulgare","12"
"white mustard","Sinapis alba","12"
"Austrian pine","Pinus nigra","12"
"birch leafminer","Fenusa pusilla","12"
"common carp","Cyprinus carpio","12"
"English violet","Viola odorata","12"
"starch grape hyacinth","Muscari neglectum","11"
"Himalayan blackberry","Rubus armeniacus","11"
"devil's-claw","Proboscidea louisianica","11"
"fall dandelion","Scorzoneroides autumnalis","11"
"imported willow leaf beetle","Plagiodera versicolora","11"
"meadow foxtail","Alopecurus pratensis","11"
"Virginia groundcherry","Physalis virginiana var. virginiana","11"
"wild celery","Apium graveolens","11"
"larch sawfly","Pristiphora erichsonii","11"
"wine grape","Vitis vinifera","11"
"yellow floating heart","Nymphoides peltata","11"
"Seaside rose","Rosa rugosa","11"
"hedgehog dogtailgrass","Cynosurus echinatus","10"
"mayweed, scentless chamomile","Tripleurospermum inodorum","10"
"sweet breath of spring","Lonicera fragrantissima","10"
"shrubby lespedeza","Lespedeza bicolor","10"
"mimosa webworm","Homadaula anisocentra","10"
"Japanese rose","Kerria japonica","10"
"clammy goosefoot","Dysphania pumilio","10"
"crimson clover","Trifolium incarnatum","10"
"pine false webworm","Acantholyda erythrocephala","10"
"Japanese angelica tree","Aralia elata","10"
"Fuller's teasel","Dipsacus sativus","10"
"Scotch thistle","Onopordum acanthium","10"
"claspleaf twistedstalk","Streptopus amplexifolius","9"
"cutleaf teasel","Dipsacus laciniatus","9"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","9"
"snowdrop","Galanthus nivalis","9"
"lesser swinecress","Coronopus didymus","9"
"common marshmallow","Althaea officinalis","9"
"large-flower primrose-willow","Ludwigia grandiflora","9"
"largeseed falseflax","Camelina sativa","9"
"maiden pink","Dianthus deltoides","9"
"linden viburnum","Viburnum dilatatum","9"
"curlycup gumweed","Grindelia squarrosa","8"
"European bugleweed","Lycopus europaeus","8"
"balloonvine","Cardiospermum halicacabum","8"
"bluebuttons, field scabious","Knautia arvensis","8"
"castorbean","Ricinus communis","8"
"edible fig","Ficus carica","8"
"European centaury","Centaurium erythraea","8"
"slender meadow foxtail","Alopecurus myosuroides","8"
"boreal chickweed","Cerastium tomentosum","8"
"bushy wallflower","Erysimum repandum","8"
"Italian bugloss","Anchusa azurea","8"
"red amaranth","Amaranthus cruentus","8"
"arrow bamboo","Pseudosasa japonica","8"
"Asian flatsedge","Cyperus microiria","8"
"jointed goatgrass","Aegilops cylindrica","8"
"large gray willow","Salix cinerea","8"
"onerow yellowcress","Nasturtium microphyllum","8"
"red fox","Vulpes vulpes fulvus","8"
"saltmeadow rush","Juncus gerardii","8"
"woodland bittercress","Cardamine flexuosa","8"
"narrowleaf hawksbeard","Crepis tectorum","8"
