"Common Name","Scientific Name","Number of Records"
"tall morning-glory","Ipomoea purpurea","19"
"houndstongue","Cynoglossum officinale","19"
"rock dandelion","Taraxacum erythrospermum","19"
"black henbane","Hyoscyamus niger","19"
"bush honeysuckles (exotic)","Lonicera spp.","19"
"ivyleaf morning-glory","Ipomoea hederacea","19"
"Elaeagnus","Elaeagnus spp.","19"
"smallseed falseflax","Camelina microcarpa","18"
"common wheat","Triticum aestivum","18"
"annual ragweed","Ambrosia artemisiifolia var. elatior","18"
"common ragweed","Ambrosia artemisiifolia","18"
"sugarcane aphid","Melanaphis sacchari","18"
"red sorrel","Rumex acetosella","18"
"iris yellow spot virus (IYSV)","Tospovirus IYSV","18"
"big chickweed","Cerastium fontanum ssp. vulgare","18"
"field pennycress","Thlaspi arvense","17"
"common burdock, lesser burdock","Arctium minus","17"
"blue mustard","Chorispora tenella","17"
"red-eared slider","Trachemys scripta elegans","17"
"white mulberry","Morus alba","17"
"purple crown-vetch","Securigera varia","16"
"little mallow","Malva parviflora","16"
"everlasting peavine","Lathyrus latifolius","16"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","16"
"woodland strawberry","Fragaria vesca","16"
"French tamarisk","Tamarix gallica","15"
"quackgrass","Elymus repens","15"
"yellow woodsorrel","Oxalis stricta","15"
"hairy vetch","Vicia villosa","14"
"hemp dogbane","Apocynum cannabinum","14"
"Rocky Mountain iris","Iris missouriensis","14"
"thymeleaf speedwell","Veronica serpyllifolia","14"
"hogpotato","Hoffmannseggia glauca","14"
"common mouse-ear chickweed","Cerastium fontanum","14"
"hairy nightshade","Solanum physalifolium","13"
"junglerice","Echinochloa colona","13"
"indigobush","Amorpha fruticosa","13"
"bouncingbet","Saponaria officinalis","13"
"giant sumpweed","Cyclachaena xanthifolia","13"
"American bugseed","Corispermum americanum var. rydbergii","13"
"fivehook bassia","Bassia hyssopifolia","13"
"reed canarygrass","Phalaris arundinacea","13"
"perennial ryegrass","Lolium perenne ssp. perenne","13"
"ripgut brome","Bromus diandrus","12"
"American black nightshade","Solanum americanum","12"
"slender Russian thistle","Salsola collina","12"
"Eurasian watermilfoil","Myriophyllum spicatum","12"
"tall oatgrass","Arrhenatherum elatius","12"
"cutleaf evening-primrose","Oenothera laciniata","12"
"tall lettuce","Lactuca canadensis","12"
"ripgut brome","Bromus diandrus var. rigidus","12"
"prostrate knotweed","Polygonum aviculare","12"
"spotted waterhemlock","Cicuta maculata","11"
"scarlet spiderling","Boerhavia coccinea","11"
"Venice mallow","Hibiscus trionum","11"
"annual sowthistle","Sonchus oleraceus","11"
"halogeton, saltlover","Halogeton glomeratus","11"
"ravennagrass","Saccharum ravennae","11"
"curlycup gumweed","Grindelia squarrosa","11"
"cereal rye","Secale cereale","11"
"hedge mustard","Sisymbrium officinale","11"
"common teasel","Dipsacus fullonum","11"
"bur buttercup","Ceratocephala testiculata","11"
"Uruguayan pampas grass","Cortaderia selloana","10"
"cucurbit downy mildew","Pseudoperonospora cubensis","10"
"bush morning-glory","Ipomoea leptophylla","10"
"annual yellow sweetclover","Melilotus indicus","10"
"poverty sumpweed","Iva axillaris","10"
"spiny plumeless thistle","Carduus acanthoides","10"
"clasping pepperweed","Lepidium perfoliatum","10"
"spurred anoda","Anoda cristata","10"
"field dodder","Cuscuta pentagona","10"
"peach twig borer","Anarsia lineatella","10"
"jimsonweed","Datura stramonium","9"
"hairy beggarticks","Bidens pilosa","9"
"sorghum (type unspecified)","Sorghum bicolor","9"
"squirreltail fescue","Vulpia bromoides","9"
"soft brome","Bromus hordeaceus ssp. hordeaceus","9"
"Himalayan blackberry","Rubus armeniacus","9"
"southern sandbur","Cenchrus echinatus","9"
"desert wheatgrass","Agropyron desertorum","9"
"yellow rocket","Barbarea vulgaris","9"
"osage-orange","Maclura pomifera","9"
"white poplar","Populus alba","9"
"Indian mustard","Brassica juncea","9"
"perennial sowthistle","Sonchus arvensis","9"
"catnip","Nepeta cataria","9"
"hemp/marijuana (sativa)","Cannabis sativa","9"
"bulbous bluegrass","Poa bulbosa","9"
"California burclover","Medicago polymorpha","9"
"common chickweed","Stellaria pallida","9"
"eclipta","Eclipta prostrata","9"
"rye brome","Bromus secalinus","9"
"soft brome","Bromus hordeaceus","9"
"wild four-o'clock","Mirabilis nyctaginea","8"
"field sowthistle","Sonchus arvensis ssp. arvensis","8"
"California poppy","Eschscholzia californica","8"
"spearmint","Mentha spicata","8"
"sheep fescue","Festuca trachyphylla","8"
"parrotfeather","Myriophyllum aquaticum","8"
"common groundsel","Senecio vulgaris","8"
"Arizona cypress","Cupressus arizonica","8"
"paradise apple","Malus pumila","8"
"bladder senna","Colutea arborescens","8"
"prostrate pigweed","Amaranthus blitoides","8"
"knotroot foxtail","Setaria parviflora","8"
"Arabian schismus","Schismus arabicus","8"
"field horsetail","Equisetum arvense","8"
"curly leaf pondweed","Potamogeton crispus","8"
"Russian thistle","Salsola kali","8"
"lettuce","Lactuca sativa","8"
"white campion","Silene latifolia","8"
"narrow-leaved cattail","Typha angustifolia","7"
"barley","Hordeum vulgare","7"
"buffelgrass","Cenchrus ciliaris","7"
"pear sawfly","Caliroa cerasi","7"
"fiveangled dodder","Cuscuta pentagona var. pentagona","7"
"birdsfoot trefoil","Lotus corniculatus","7"
"longleaf groundcherry","Physalis longifolia","7"
"dallisgrass","Paspalum dilatatum","7"
"hollyhock","Alcea rosea","7"
"blue panicum","Panicum antidotale","7"
"water knotweed","Polygonum amphibium","7"
"european starling","Sturnus vulgaris","7"
"white sweetclover","Melilotus albus","7"
"wild parsnip","Pastinaca sativa","7"
"Russian wildrye","Psathyrostachys juncea","6"
"giantseed goosefoot","Chenopodium simplex","6"
"creeping bellflower","Campanula rapunculoides","6"
"purple starthistle","Centaurea calcitrapa","6"
"hairy fleabane","Conyza bonariensis","6"
"canarygrass","Phalaris canariensis","6"
"motherwort","Leonurus cardiaca","6"
"mimosa","Albizia julibrissin","6"
"rattail fescue","Vulpia myuros","6"
"chinaberry","Melia azedarach","6"
"purple loosestrife","Lythrum salicaria","6"
"redroot pigweed","Amaranthus retroflexus","6"
"barbwire Russian-thistle","Salsola paulsenii","6"
"velvetleaf","Abutilon theophrasti","6"
"asparagus","Asparagus officinalis","6"
"smallflower tamarisk","Tamarix parviflora","5"
"Japanese honeysuckle","Lonicera japonica","5"
"sweet alyssum","Lobularia maritima","5"
"banded elm bark beetle","Scolytus schevyrewi","5"
"pineapple-weed","Matricaria discoidea","5"
"largeseed dodder","Cuscuta indecora","5"
"wild-proso millet","Panicum miliaceum","5"
"crack willow","Salix fragilis","5"
"whorled pennywort","Hydrocotyle verticillata","5"
"common duckweed","Lemna minor","5"
"mexicantea","Dysphania ambrosioides","5"
"narrowleaf dock","Rumex stenophyllus","5"
"common chickweed","Stellaria media","5"
"leporinum barley","Hordeum murinum ssp. leporinum","5"
"New Zealand mud snail","Potamopyrgus antipodarum","5"
"silversheath knotweed","Polygonum argyrocoleon","5"
"common velvetgrass","Holcus lanatus","5"
"spanishneedles","Bidens bipinnata","5"
"claspleaf twistedstalk","Streptopus amplexifolius","5"
"giant ragweed","Ambrosia trifida","5"
"common lilac","Syringa vulgaris","5"
"goosegrass","Eleusine indica","5"
"Deptford pink","Dianthus armeria","5"
"devil's-claw","Proboscidea louisianica","5"
"Lombardy poplar","Populus nigra","4"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","4"
"small hop clover","Trifolium dubium","4"
"doubtful knight's-spur","Consolida ajacis","4"
"nettleleaf goosefoot","Chenopodium murale","4"
"lilac chastetree","Vitex agnus-castus","4"
"sensitive partridgepea","Chamaecrista nictitans","4"
"hoary alyssum","Berteroa incana","4"
"dotted smartweed","Persicaria punctata","4"
"interrupted windgrass","Apera interrupta","4"
"common barberry","Berberis vulgaris","4"
"bladder campion","Silene vulgaris","4"
"cocklebur","Xanthium","4"
"onionweed","Asphodelus fistulosus","4"
"Brazilian waterweed, Brazilian elodea","Egeria densa","4"
"biennial wormwood","Artemisia biennis","4"
"wild celery","Apium graveolens","4"
"orbicular whitetop, lens-podded hoary cress","Lepidium chalepense","4"
"Australian saltbush","Atriplex semibaccata","4"
"bald brome","Bromus racemosus","4"
"wild mustard","Sinapis arvensis","4"
"pale dock","Rumex altissimus","4"
"black mustard","Brassica nigra","4"
"American mannagrass","Glyceria grandis var. grandis","4"
"birdsrape mustard","Brassica rapa","4"
"Mediterranean gecko","Hemidactylus turcicus","4"
"waterpurslane","Ludwigia palustris","4"
"woollyleaf bursage","Ambrosia grayi","4"
"petty spurge","Euphorbia peplus","4"
"southern crabgrass","Digitaria ciliaris","4"
"radish","Raphanus sativus","4"
"true forget-me-not","Myosotis scorpioides","4"
"roughstalk bluegrass","Poa trivialis","4"
"threadstem carpetweed","Mollugo cerviana","3"
"northern catalpa","Catalpa speciosa","3"
"bristly foxtail","Setaria verticillata","3"
"salad burnet","Sanguisorba minor","3"
"common mediterraneangrass","Schismus barbatus","3"
"Queen Anne's lace, wild carrot","Daucus carota","3"
"garden cosmos","Cosmos bipinnatus","3"
"salsola","Salsola spp.","3"
"bittersweet nightshade","Solanum dulcamara","3"
"rattlesnake brome","Bromus briziformis","3"
"moth mullein","Verbascum blattaria","3"
"poverty brome","Bromus sterilis","3"
"field pepperweed","Lepidium campestre","3"
"rose rosette disease (RRD)","Emaravirus RRD","3"
"poison hemlock","Conium spp.","3"
"Tatarian honeysuckle","Lonicera tatarica","3"
"crimson fountaingrass","Cenchrus setaceus","3"
"African mustard","Brassica tournefortii","3"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","3"
"common St. Johnswort","Hypericum perforatum","3"
"dames rocket","Hesperis matronalis","3"
"fall panicum","Panicum dichotomiflorum","3"
"strawberry root weevil","Otiorhynchus ovatus","3"
"large hop clover","Trifolium campestre","3"
"Jersey cudweed","Pseudognaphalium luteoalbum","3"
"hard fescue","Festuca brevipila","3"
"spruce aphid","Elatobium abietinum","3"
"helleborine","Epipactis helleborine","3"
"water fern","Salvinia minima","3"
"fennel","Foeniculum vulgare","2"
"foxtail millet","Setaria italica","2"
"house mouse","Mus musculus","2"
"yellow alyssum","Alyssum alyssoides","2"
"African mustard","Strigosella africana","2"
"David's spurge","Euphorbia davidii","2"
"elm leaf beetle","Xanthogaleruca luteola","2"
"sticky chickweed","Cerastium glomeratum","2"
"big periwinkle","Vinca major","2"
"Dyer's woad","Isatis tinctoria","2"
"lesser hawkbit","Leontodon saxatilis ssp. saxatilis","2"
"sweet vernalgrass","Anthoxanthum odoratum","2"
"blessed milkthistle","Silybum marianum","2"
"bluehead gilia","Gilia capitata","2"
"Japanese clover","Kummerowia striata","2"
"slender amaranth","Amaranthus viridis","2"
"creeping buttercup","Ranunculus repens","2"
"buffalobur","Solanum rostratum","2"
"littleseed canarygrass","Phalaris minor","2"
"natalgrass","Melinis repens","2"
"cluster tarweed","Madia glomerata","2"
"common tansy","Tanacetum vulgare","2"
"melon","Cucumis melo","2"
"garden spurge","Chamaesyce hirta","2"
"Callery pear (Bradford pear)","Pyrus calleryana","2"
"sudangrass","Sorghum bicolor ssp. drummondii","2"
"multiflora rose","Rosa multiflora","2"
"cornflower","Centaurea cyanus","2"
"bristly locust","Robinia hispida","2"
"white-nosed Coati","Nasua narica","2"
"myrtle spurge","Euphorbia myrsinites","2"
"hairy whitetop","Lepidium appelianum","2"
"slender meadow foxtail","Alopecurus myosuroides","2"
"wallflower mustard","Erysimum cheiranthoides","2"
"creeping waterprimrose","Ludwigia peploides","2"
"horsenettle","Solanum carolinense","2"
"slender oat","Avena barbata","2"
"broadleaf dock","Rumex obtusifolius","2"
"annual wheatgrass","Eremopyrum triticeum","2"
"crowfootgrass","Dactyloctenium aegyptium","2"
"smallseed alfalfa dodder","Cuscuta approximata","2"
"common vetch","Vicia sativa","2"
"bushy wallflower","Erysimum repandum","2"
"European elm flea weevil","Orchestes alni","2"
"pea leafminer","Liriomyza huidobrensis","2"
"European privet","Ligustrum vulgare","2"
"tievine","Ipomoea cordatotriloba var. cordatotriloba","2"
"water foxtail","Alopecurus geniculatus","2"
"weeping willow","Salix x sepulcralis","2"
"southern brassbuttons","Cotula australis","2"
"white cockle","Silene latifolia ssp. alba","2"
"twoscale saltbush","Atriplex micrantha","2"
"pangolagrass","Digitaria eriantha","2"
"scarlet firethorn","Pyracantha coccinea","2"
"Siberian wheatgrass","Agropyron fragile","2"
"St. Augustinegrass","Stenotaphrum secundatum","2"
"stinking chamomile","Anthemis cotula","2"
"white mustard","Sinapis alba","1"
"Syrian beancaper","Zygophyllum fabago","1"
"common viper's bugloss, blueweed","Echium vulgare","1"
"sweet cherry","Prunus avium","1"
"sulfur cinquefoil","Potentilla recta","1"
"purple nutsedge","Cyperus rotundus","1"
"Chinese fleecevine","Fallopia baldschuanica","1"
"starch grape hyacinth","Muscari neglectum","1"
"tall buttercup","Ranunculus acris","1"
"Palmer amaranth","Amaranthus palmeri","1"
"common caraway","Carum carvi","1"
"smooth crabgrass","Digitaria ischaemum","1"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","1"
"red fox","Vulpes vulpes","1"
"common pear","Pyrus communis","1"
"Siberian peashrub","Caragana arborescens","1"
"privet","Ligustrum spp.","1"
"red imported fire ant","Solenopsis invicta","1"
"black vine weevil","Otiorhynchus sulcatus","1"
"sacred bamboo","Nandina domestica","1"
"crapemyrtle bark scale","Acanthococcus lagerstroemiae","1"
"periwinkle","Vinca","1"
"big quakinggrass","Briza maxima","1"
"pear thrips","Taeniothrips inconsequens","1"
"common carp","Cyprinus carpio","1"
"catchweed bedstraw","Galium aparine","1"
"hairy cat's ear","Hypochaeris radicata","1"
"pink root rot","Setophoma terrestris","1"
"common comfrey","Symphytum officinale","1"
"bittercress","Cardamine spp.","1"
"mayweed, scentless chamomile","Tripleurospermum inodorum","1"
"potato tuber moth","Phthorimaea operculella","1"
"burning nettle","Urtica urens","1"
"fire ants","Solenopsis spp.","1"
"meadow foxtail","Alopecurus pratensis","1"
"rainbow trout","Oncorhynchus mykiss","1"
"Chinese elm","Ulmus parvifolia","1"
"European sticktight","Lappula squarrosa","1"
"oystershell scale","Lepidosaphes ulmi","1"
"white willow","Salix alba","1"
"crimson clover","Trifolium incarnatum","1"
"cutleaf vipergrass","Scorzonera laciniata","1"
"purplestamen mullein","Verbascum virgatum","1"
"chickpea milkvetch, cicer milkvetch","Astragalus cicer","1"
"nightflowering catchfly","Silene noctiflora","1"
"hedge bindweed","Calystegia sepium","1"
"scarlet pimpernel","Anagallis arvensis","1"
"clover dodder","Cuscuta epithymum","1"
"nipplewort","Lapsana communis","1"
"garden baby's-breath","Gypsophila scorzonerifolia","1"
"sour cherry","Prunus cerasus","1"
"corn speedwell","Veronica arvensis","1"
"oriental virginsbower","Clematis orientalis","1"
"largeseed falseflax","Camelina sativa","1"
"spreading hedgeparsley","Torilis arvensis","1"
"cottony cushion scale","Icerya purchasi","1"
"Morrow's honeysuckle","Lonicera morrowii","1"
"dothichiza canker of poplar","Plagiostoma populinum","1"
"tuna cactus","Opuntia ficus-indica","1"
"common pokeweed","Phytolacca americana","1"
"liverseedgrass","Urochloa panicoides","1"
"pale yellow iris, yellow flag iris","Iris pseudacorus","1"
"tree tobacco","Nicotiana glauca","1"
"European cranberrybush","Viburnum opulus","1"
"Kummerowia","Kummerowia","1"
"foxtail barley","Hordeum jubatum","1"
"hedgehog dogtailgrass","Cynosurus echinatus","1"
"grassy arrowhead","Sagittaria graminea","1"
