"Common Name","Scientific Name","Number of Records"
"common ragweed","Ambrosia artemisiifolia","75"
"cowpea aphid","Aphis craccivora","75"
"sulfur cinquefoil","Potentilla recta","74"
"annual ragweed","Ambrosia artemisiifolia var. elatior","74"
"Japanese honeysuckle","Lonicera japonica","74"
"black mustard","Brassica nigra","74"
"honeylocust","Gleditsia triacanthos","72"
"stinking chamomile","Anthemis cotula","72"
"water speedwell","Veronica anagallis-aquatica","72"
"waterpurslane","Ludwigia palustris","72"
"artichoke aphid","Capitophorus elaeagni","71"
"pitted morning-glory","Ipomoea lacunosa","70"
"reed canarygrass","Phalaris arundinacea","70"
"devil's-claw","Proboscidea louisianica","70"
"American bullfrog","Lithobates catesbeianus","69"
"Korean lespedeza","Kummerowia stipulacea","68"
"red sorrel","Rumex acetosella","66"
"wild onion","Allium canadense","65"
"hedge mustard","Sisymbrium officinale","65"
"cutleaf nightshade","Solanum triflorum","64"
"tall thistle","Cirsium altissimum","64"
"creeping waterprimrose","Ludwigia peploides","64"
"turnip aphid","Lipaphis pseudobrassicae","63"
"common mouse-ear chickweed","Cerastium fontanum","63"
"blue lettuce","Lactuca tatarica","62"
"motherwort","Leonurus cardiaca","62"
"redstem filaree","Erodium cicutarium","62"
"bittersweets","Celastrus spp.","62"
"Deptford pink","Dianthus armeria","61"
"curlycup gumweed","Grindelia squarrosa","61"
"multicolored Asian lady beetle","Harmonia axyridis","61"
"scarlet gaura","Gaura coccinea","61"
"rusty plum aphid","Hysteroneura setariae","60"
"plumeless thistle","Carduus","60"
"ivyleaf morning-glory","Ipomoea hederacea","60"
"tawny daylily","Hemerocallis fulva","59"
"American burnweed","Erechtites hieraciifolius","58"
"yellowspine thistle","Cirsium ochrocentrum","58"
"horsenettle","Solanum carolinense","57"
"European common reed, Phragmites","Phragmites australis ssp. australis","56"
"purple deadnettle","Lamium purpureum","56"
"silverleaf nightshade","Solanum elaeagnifolium","56"
"Dalmatian toadflax","Linaria dalmatica","56"
"large hop clover","Trifolium campestre","56"
"spotted waterhemlock","Cicuta maculata","56"
"bush morning-glory","Ipomoea leptophylla","56"
"honeysuckle aphid","Hyadaphis foeniculi","55"
"oak wilt","Bretziella fagacearum","54"
"curly leaf pondweed","Potamogeton crispus","52"
"broomsedge bluestem","Andropogon virginicus","52"
"smooth crabgrass","Digitaria ischaemum","51"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","50"
"yellow toadflax","Linaria vulgaris","50"
"burcucumber","Sicyos angulatus","50"
"perennial ryegrass","Lolium perenne ssp. perenne","50"
"wild garlic","Allium vineale","49"
"spiny amaranth","Amaranthus spinosus","49"
"aphid","Capitophorus hippophaes","49"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","49"
"rescuegrass","Bromus catharticus","48"
"birdsrape mustard","Brassica rapa","48"
"rabbitfoot polypogon","Polypogon monspeliensis","48"
"bald brome","Bromus racemosus","48"
"fivestamen tamarisk","Tamarix chinensis","48"
"aphid","Anoecia cornicola","48"
"rose rosette disease (RRD)","Emaravirus RRD","48"
"cornflower","Centaurea cyanus","47"
"tamarisk","Tamarix spp.","47"
"broadleaf plantain","Plantago major","46"
"Russian knapweed","Rhaponticum repens","46"
"aphid","Uroleucon spp.","46"
"quackgrass","Elymus repens","46"
"thoroughwort pennycress","Microthlaspi perfoliatum","45"
"slender Russian thistle","Salsola collina","44"
"ground ivy","Glechoma hederacea","44"
"giant sumpweed","Cyclachaena xanthifolia","44"
"green peach aphid","Myzus persicae","43"
"white poplar","Populus alba","42"
"pennyroyal","Mentha pulegium","42"
"wirestem muhly","Muhlenbergia frondosa","42"
"Elaeagnus","Elaeagnus spp.","41"
"soybean aphid","Aphis glycines","40"
"tall wheatgrass","Thinopyrum ponticum","39"
"cotton aphid","Aphis gossypii","39"
"Asiatic dayflower","Commelina communis","39"
"oleander aphid","Aphis nerii","39"
"perilla mint","Perilla frutescens","38"
"woollyleaf bursage","Ambrosia grayi","38"
"common salsify","Tragopogon porrifolius","37"
"Japanese hop","Humulus japonicus","36"
"Japanese clover","Kummerowia striata","36"
"alsike clover","Trifolium hybridum","35"
"waterlily aphid","Rhopalosiphum nymphaeae","35"
"wild parsnip","Pastinaca sativa","35"
"aphid","Tinocallis saltans","35"
"potato aphid","Macrosiphum euphorbiae","33"
"radish","Raphanus sativus","32"
"Kummerowia","Kummerowia","32"
"European corn borer","Ostrinia nubilalis","32"
"bush honeysuckles (exotic)","Lonicera spp.","32"
"stripe rust","Puccinia striiformis f.sp. tritici","32"
"spotted knapweed","Centaurea stoebe ssp. micranthos","32"
"purple cudweed","Gamochaeta purpurea","31"
"redtop","Agrostis gigantea","31"
"red-eared slider","Trachemys scripta elegans","31"
"wheat leaf rust","Puccinia recondita","31"
"foxtail millet","Setaria italica","31"
"cup rosinweed","Silphium perfoliatum","31"
"bigroot morning-glory","Ipomoea pandurata","30"
"nimblewill","Muhlenbergia schreberi","30"
"Virginia groundcherry","Physalis virginiana var. virginiana","30"
"marsh-pepper smartweed","Persicaria hydropiper","29"
"aphid","Iziphya flabella","29"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","29"
"canarygrass","Phalaris canariensis","29"
"fall armyworm","Spodoptera frugiperda","29"
"doubtful knight's-spur","Consolida ajacis","29"
"aphid","Pemphigus monophagus","28"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","28"
"cypress spurge","Euphorbia cyparissias","28"
"fiveangled dodder","Cuscuta pentagona var. pentagona","27"
"apple grain aphid","Rhopalosiphum oxyacanthae","27"
"field dodder","Cuscuta pentagona","27"
"houndstongue","Cynoglossum officinale","27"
"willowleaf lettuce","Lactuca saligna","27"
"sorghum (type unspecified)","Sorghum bicolor","27"
"yellow starthistle","Centaurea solstitialis","26"
"poplar leaf aphid","Chaitophorus populicola","25"
"everlasting peavine","Lathyrus latifolius","25"
"star-of-Bethlehem","Ornithogalum umbellatum","25"
"scarlet pimpernel","Anagallis arvensis","25"
"woolly aphid","Forda marginata","24"
"hairy galinsoga","Galinsoga quadriradiata","24"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","24"
"Indian mustard","Brassica juncea","24"
"Texas blueweed","Helianthus ciliaris","24"
"red morning-glory","Ipomoea coccinea","23"
"crownbeard","Verbesina encelioides","23"
"crested wheatgrass","Agropyron cristatum","23"
"cannabis aphid","Phorodon cannabis","23"
"Mahaleb cherry","Prunus mahaleb","22"
"purple loosestrife","Lythrum salicaria","22"
"common flax","Linum usitatissimum","21"
"piedmont bedstraw","Cruciata pedemontana","21"
"emerald ash borer","Agrilus planipennis","21"
"common reed","Phragmites australis","21"
"leafy spurge","Euphorbia esula","20"
"teasel","Dipsacus","20"
"field horsetail","Equisetum arvense","20"
"sweetclover aphid","Therioaphis riehmi","20"
"field pepperweed","Lepidium campestre","20"
"mimosa","Albizia julibrissin","19"
"aphid","Anoecia oenotherae","19"
"hollyhock","Alcea rosea","19"
"spirea aphid","Aphis spiraecola","19"
"annual sowthistle","Sonchus oleraceus","18"
"common tansy","Tanacetum vulgare","18"
"aphids","Macrosiphoniella spp.","18"
"cutleaf teasel","Dipsacus laciniatus","18"
"","","17"
"birdsfoot trefoil","Lotus corniculatus","17"
"erigeron root aphid","Protaphis middletonii","17"
"sweet autumn virginsbower","Clematis terniflora","17"
"small hop clover","Trifolium dubium","16"
"halberdleaf orach","Atriplex patula","16"
"blue alfalfa aphid","Acyrthosiphon kondoi","16"
"pineapple-weed","Matricaria discoidea","16"
"bulbous bluegrass","Poa bulbosa","16"
"spiny cocklebur","Xanthium spinosum","16"
"buffalobur","Solanum rostratum","16"
"mealy plum aphid","Hyalopterus pruni","15"
"common viper's bugloss, blueweed","Echium vulgare","15"
"european starling","Sturnus vulgaris","15"
"cutleaf groundcherry","Physalis angulata","15"
"kudzu","Pueraria montana var. lobata","15"
"balloonvine","Cardiospermum halicacabum","15"
"buckwheat","Fagopyrum esculentum","15"
"elm cockscomb gall aphid","Colopha ulmicola","15"
"yellow sugarcane aphid","Sipha flava","15"
"weeping lovegrass","Eragrostis curvula","14"
"grapevine aphid","Aphis illinoisensis","14"
"largeseed dodder","Cuscuta indecora","14"
"pale yellow iris, yellow flag iris","Iris pseudacorus","14"
"Japanese beetle","Popillia japonica","13"
"biennial wormwood","Artemisia biennis","13"
"orbicular whitetop, lens-podded hoary cress","Lepidium chalepense","13"
"white campion","Silene latifolia","13"
"common periwinkle","Vinca minor","13"
"corn cockle","Agrostemma githago","12"
"tar spot of corn","Phyllachora maydis","12"
"sensitive partridgepea","Chamaecrista nictitans","12"
"common velvetgrass","Holcus lanatus","12"
"clasping pepperweed","Lepidium perfoliatum","12"
"twoleaf watermilfoil","Myriophyllum heterophyllum","12"
"cocklebur","Xanthium","12"
"aphids","Rhopalosiphum spp.","12"
"aphid","Aphis coreopsidis","11"
"painted maple aphid","Drepanaphis acerifoliae","11"
"clover aphid","Nearctaphis bakeri","11"
"wooly aphid","Eriosoma spp.","11"
"cressleaf groundsel","Packera glabella","11"
"banded elm bark beetle","Scolytus schevyrewi","11"
"dogwood aphid","Anoecia corni","11"
"broadleaf dock","Rumex obtusifolius","11"
"dwarf snapdragon","Chaenorhinum minus","11"
"European Corn Borer","Ostrinia nubilalis New York (Z) strain","11"
"little burclover","Medicago minima","11"
"autumn olive","Elaeagnus umbellata","10"
"eastern flower thrips","Frankliniella tritici","10"
"aphid","Calaphis betulella","10"
"aphid","Anoecia setariae","10"
"aphids","Aphis spp.","10"
"bur buttercup","Ceratocephala testiculata","10"
"common vetch","Vicia sativa","10"
"bristly locust","Robinia hispida","10"
"white willow","Salix alba","10"
"cowcockle","Vaccaria hispanica","9"
"aphid","Myzus lythri","9"
"common cattail","Typha latifolia","9"
"common grape hyacinth","Muscari botryoides","9"
"insidious flower bug","Orius insidiosus","9"
"aphids","Anoecia spp.","9"
"oak leaf aphids","Myzocallis spp.","9"
"giant reed","Arundo donax","9"
"false strawberry","Potentilla indica","9"
"Caucasian bluestem","Bothriochloa bladhii","8"
"princess-feather","Persicaria orientalis","8"
"red shiner","Cyprinella lutrensis","8"
"lettuce aphid","Acyrthosiphon lactucae","8"
"white perch","Morone americana","8"
"winter creeper","Euonymus fortunei","8"
"tall buttercup","Ranunculus acris","7"
"skeletonleaf bursage","Ambrosia tomentosa","7"
"house sparrow","Passer domesticus","7"
"smallflower tamarisk","Tamarix parviflora","7"
"rock pigeon","Columba livia","7"
"aphid","Rhopalosiphum cerasifoliae","7"
"soft brome","Bromus hordeaceus","7"
"Tatarian honeysuckle","Lonicera tatarica","7"
"bristly foxtail","Setaria verticillata","7"
"soft brome","Bromus hordeaceus ssp. hordeaceus","7"
"caragana aphid","Acyrthosiphon caraganae","7"
"cattail","Typha spp.","7"
"cattle egret","Bubulcus ibis","7"
"aphid","Macrosiphum spp.","7"
"grassy arrowhead","Sagittaria graminea","7"
"white mustard","Sinapis alba","6"
"bladder campion","Silene vulgaris","6"
"apple-of-Peru","Nicandra physalodes","6"
"Canada thistle stem mining weevil","Ceutorhynchus litura","6"
"white sweetclover","Melilotus albus","6"
"paper-mulberry","Broussonetia papyrifera","6"
"spearmint","Mentha spicata","6"
"starch grape hyacinth","Muscari neglectum","6"
"Japanese knotweed","Reynoutria japonica","6"
"fragrant waterlily","Nymphaea odorata","6"
"Scotch thistle","Onopordum acanthium","6"
"little mallow","Malva parviflora","6"
"nightflowering catchfly","Silene noctiflora","6"
"honey bee","Apis mellifera","6"
"knapweed root weevil","Cyphocleonus achates","6"
"soybean thrips","Neohydatothrips variabilis","6"
"bulbous buttercup","Ranunculus bulbosus","6"
"woolly aphids","Prociphilus spp.","6"
"mayweed, scentless chamomile","Tripleurospermum inodorum","6"
"aphid","Aphis asclepiadis","6"
"winged burning bush","Euonymus alatus","6"
"hairy nightshade","Solanum physalifolium","6"
"ragweed parthenium","Parthenium hysterophorus","5"
"rattail fescue","Vulpia myuros","5"
"wild-proso millet","Panicum miliaceum","5"
"bean aphid","Aphis fabae","5"
"carpet bugle","Ajuga reptans","5"
"potato leafhopper","Empoasca fabae","5"
"border privet","Ligustrum obtusifolium","5"
"blackmargined aphid","Monellia caryella","5"
"field madder","Sherardia arvensis","5"
"smallflower galinsoga","Galinsoga parviflora","5"
"aphids","Thripsaphis spp.","5"
"hemp sesbania","Sesbania exaltata","5"
"aphid","Myzocallis punctata","5"
"European sticktight","Lappula squarrosa","5"
"crapemyrtle bark scale","Acanthococcus lagerstroemiae","4"
"American walnut aphid","Monelliopsis caryae","4"
"common corn rust","Puccinia sorghi","4"
"annual wormwood","Artemisia annua","4"
"intermediate wheatgrass","Thinopyrum intermedium","4"
"aphid","Geoica utricularia","4"
"common water hyacinth","Eichhornia crassipes","4"
"aphid","Acyrthosiphon spp.","4"
"bighead carp","Hypophthalmichthys nobilis","4"
"bigpod sesbania","Sesbania herbacea","4"
"sow thistle aphid","Hyperomyzus lactucae","4"
"buckthorn aphid","Aphis nasturtii","4"
"wild oat","Avena fatua","4"
"ravennagrass","Saccharum ravennae","4"
"sweetbriar","Rosa rubiginosa","4"
"hoary alyssum","Berteroa incana","4"
"red fescue","Festuca rubra","4"
"garden vetch","Vicia sativa ssp. nigra","4"
"sicklepod","Senna obtusifolia","4"
"green sunfish","Lepomis cyanellus","4"
"Japanese barberry","Berberis thunbergii","4"
"Oriental lady's thumb","Persicaria longiseta","4"
"green stink bug","Chinavia hilaris","4"
"rabbitfoot clover","Trifolium arvense","4"
"yellow bedstraw","Galium verum","4"
"yellow fieldcress","Rorippa sylvestris","4"
"white cockle","Silene latifolia ssp. alba","4"
"silver carp","Hypophthalmichthys molitrix","4"
"spiny plumeless thistle","Carduus acanthoides","4"
"lesser knapweed flower weevil","Larinus minutus","3"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","3"
"sour cherry","Prunus cerasus","3"
"orangespotted sunfish","Lepomis humilis","3"
"nettleleaf goosefoot","Chenopodium murale","3"
"absinth wormwood","Artemisia absinthium","3"
"sticky chickweed","Cerastium glomeratum","3"
"fennel","Foeniculum vulgare","3"
"southern catalpa","Catalpa bignonioides","3"
"Chenopodium aphid","Hayhurstia atriplicis","3"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","3"
"hop aphid","Phorodon humuli","3"
"rosy apple aphid","Dysaphis plantaginea","3"
"Chinese privet","Ligustrum sinense","3"
"slippery elm gall aphid","Kaltenbachiella ulmifusa","3"
"junglerice","Echinochloa colona","3"
"crimson clover","Trifolium incarnatum","3"
"aphid","Microparsus olivei","3"
"Armillaria root rots","Armillaria spp.","3"
"aphids","Chaitophorus spp.","3"
"flowering rush","Butomus umbellatus","3"
"corn poppy","Papaver rhoeas","3"
"common pear","Pyrus communis","3"
"common lilac","Syringa vulgaris","3"
"common buckthorn, European buckthorn","Rhamnus cathartica","3"
"European privet","Ligustrum vulgare","3"
"common carp","Cyprinus carpio","3"
"aphid","Rhopalomyzus poae","3"
"aphid","Sipha elegans","3"
"aphid","Drepanaphis spp.","3"
"Chinese yam","Dioscorea polystachya","2"
"garden cosmos","Cosmos bipinnatus","2"
"chinaberry","Melia azedarach","2"
"aphid","Uroleucon taraxaci","2"
"aphid","Aphis polygonata","2"
"giant aphid","Eulachnus rileyi","2"
"creeping buttercup","Ranunculus repens","2"
"bittersweet nightshade","Solanum dulcamara","2"
"buckbrush","Ceanothus cuneatus","2"
"common barberry","Berberis vulgaris","2"
"Eurasian watermilfoil","Myriophyllum spicatum","2"
"goldenrain tree","Koelreuteria paniculata","2"
"Gray leaf spot","Cercospora zeae-maydis","2"
"crack willow","Salix fragilis","2"
"European black alder","Alnus glutinosa","2"
"European water-clover","Marsilea quadrifolia","2"
"coyote","Canis latrans","2"
"corn flea beetle","Chaetocnema pulicaria","2"
"aphids","Hyperomyzus spp.","2"
"Chinese elm","Ulmus parvifolia","2"
"thymeleaf speedwell","Veronica serpyllifolia","2"
"basil downy mildew","Peronospora belbahrii","2"
"aphids","Myzus spp.","2"
"creeping bellflower","Campanula rapunculoides","2"
"sickleweed","Falcaria vulgaris","2"
"aphid","Nearctaphis crataegifoliae","2"
"leaf beetles","Galerucella spp.","2"
"denseflower knotweed","Persicaria glabra","2"
"potato tuber moth","Phthorimaea operculella","2"
"brown marmorated stink bug","Halyomorpha halys","2"
"foxglove aphid","Aulacorthum solani","2"
"dog mustard","Erucastrum gallicum","2"
"Scottish rose","Rosa spinosissima","2"
"Brazilian waterweed, Brazilian elodea","Egeria densa","2"
"giant chickweed","Myosoton aquaticum","2"
"smooth sumac","Rhus glabra","2"
"roughstalk bluegrass","Poa trivialis","2"
"strawberry root weevil","Otiorhynchus ovatus","2"
"prostrate knotweed","Polygonum aviculare","2"
"woolly elm aphid","Eriosoma americanum","2"
"hare's ear","Bupleurum rotundifolium","2"
"swainsonpea","Sphaerophysa salsula","2"
"slender meadow foxtail","Alopecurus myosuroides","2"
"mourningbride","Scabiosa atropurpurea","2"
"house mouse","Mus musculus","2"
"poverty sumpweed","Iva axillaris","2"
"spongy moth (formerly gypsy moth)","Lymantria dispar","2"
"peach twig borer","Anarsia lineatella","2"
"lily of the valley","Convallaria majalis","2"
"ivyleaf speedwell","Veronica hederifolia","2"
"spurred anoda","Anoda cristata","2"
"Lombardy poplar","Populus nigra","2"
"leafcurl plum aphid","Brachycaudus helichrysi","2"
"jetbead","Rhodotypos scandens","2"
"Syrian beancaper","Zygophyllum fabago","2"
"lemon balm","Melissa officinalis","2"
"lesser celandine, fig buttercup","Ficaria verna","2"
"Japanese flowering crabapple","Malus floribunda","1"
"spurge flax","Thymelaea passerina","1"
"meadow salsify","Tragopogon lamottei","1"
"Italian plumeless thistle","Carduus pycnocephalus","1"
"lilyturf","Liriope spp.","1"
"Southern corn leaf blight and stalk rot","Bipolaris maydis","1"
"monkeygrass","Liriope muscari","1"
"moonflower","Ipomoea alba","1"
"matrimony vine","Lycium barbarum","1"
"Thunberg's meadowsweet","Spiraea thunbergii","1"
"perennial pepperweed","Lepidium latifolium","1"
"mulberryweed","Fatoua villosa","1"
"plumleaf crabapple","Malus prunifolia","1"
"trifoliate orange","Citrus trifoliata","1"
"Port Orford cedar","Chamaecyparis lawsoniana","1"
"memorial rose","Rosa lucieae","1"
"peppermint","Mentha x piperita","1"
"western corn rootworm","Diabrotica virgifera virgifera","1"
"rose-grain aphid","Metopolophium dirhodum","1"
"mangold aphid","Rhopalosiphoninus staphyleae","1"
"spiny witchhazel gall aphid","Hamamelistes spinosus","1"
"woolly pine needle aphid","Schizolachnus piniradiatae","1"
"Norway maple aphid","Periphyllus lyropictus","1"
"pine and spruce aphids","Adelgidae (family)","1"
"Siberian crabapple","Malus baccata","1"
"small carpetgrass, joint-head grass","Arthraxon hispidus","1"
"parrotfeather","Myriophyllum aquaticum","1"
"scarlet firethorn","Pyracantha coccinea","1"
"Russian wheat aphid","Diuraphis noxia","1"
"smooth hawksbeard","Crepis capillaris","1"
"yellow alfalfa","Medicago sativa ssp. falcata","1"
"vaseygrass","Paspalum urvillei","1"
"rocketsalad","Eruca vesicaria ssp. sativa","1"
"round leaf bittersweet","Celastrus orbiculatus","1"
"yellow rose aphid","Rhodobium porosum","1"
"water lettuce","Pistia stratiotes","1"
"rose of Sharon","Hibiscus syriacus","1"
"red fox","Vulpes vulpes","1"
"twolobe speedwell","Veronica biloba","1"
"elm leaf beetle","Xanthogaleruca luteola","1"
"Carolina fanwort, fanwort","Cabomba caroliniana","1"
"red imported fire ant","Solenopsis invicta","1"
"shrubby lespedeza","Lespedeza bicolor","1"
"Grecian foxglove","Digitalis lanata","1"
"Chinese silvergrass","Miscanthus sinensis","1"
"roof rat","Rattus rattus","1"
"cutleaf geranium","Geranium dissectum","1"
"foxtail barley","Hordeum jubatum","1"
"climbing false buckwheat","Fallopia scandens","1"
"purple loosestrife root mining weevil","Hylobius transversovittatus","1"
"dwarf honeysuckle","Lonicera xylosteum","1"
"bristly hawkbit","Leontodon hispidus","1"
"coffee senna","Senna occidentalis","1"
"periwinkle","Vinca","1"
"field sandbur","Cenchrus spinifex","1"
"aphid","Rhopalomyzus lonicerae","1"
"","Salthusaphis","1"
"Persian speedwell","Veronica persica","1"
"bean leaf beetle","Cerotoma trifurcata","1"
"barley","Hordeum vulgare","1"
"alligatorweed","Alternanthera philoxeroides","1"
"ponderosa pine","Pinus ponderosa","1"
"babysbreath","Gypsophila paniculata","1"
"clammy goosefoot","Dysphania pumilio","1"
"corn spurry","Spergula arvensis","1"
"pear sawfly","Caliroa cerasi","1"
"balsamapple","Momordica charantia","1"
"perennial sowthistle","Sonchus arvensis","1"
"hairy whitetop","Lepidium appelianum","1"
