"Common Name","Scientific Name","Number of Records"
"black locust","Robinia pseudoacacia","616"
"zebra mussel","Dreissena polymorpha","604"
"Chinese mystery snail","Cipangopaludina chinensis","595"
"gall aphids","Pemphigus spp.","595"
"common burdock, lesser burdock","Arctium minus","560"
"soybean aphid","Aphis glycines","545"
"Bohemian knotweed, Hybrid Japanese knotweed","Reynoutria x bohemica","517"
"artichoke aphid","Capitophorus elaeagni","515"
"narrow-leaved cattail","Typha angustifolia","490"
"catnip","Nepeta cataria","490"
"black medic","Medicago lupulina","476"
"bigleaf lupine","Lupinus polyphyllus","474"
"English grain aphid","Sitobion avenae","473"
"white pine blister rust","Cronartium ribicola","462"
"european starling","Sturnus vulgaris","457"
"bouncingbet","Saponaria officinalis","453"
"corn leaf aphid","Rhopalosiphum maidis","442"
"meadow knapweed","Centaurea x moncktonii","439"
"spotted knapweed","Centaurea stoebe","436"
"spruce budworm","Choristoneura fumiferana","433"
"Grecian foxglove","Digitalis lanata","426"
"Russian olive","Elaeagnus angustifolia","405"
"broadleaf plantain","Plantago major","404"
"Canada bluegrass","Poa compressa","402"
"pea aphid","Acyrthosiphon pisum","401"
"field pennycress","Thlaspi arvense","392"
"spotted alfalfa aphid","Therioaphis trifolii","392"
"white mulberry","Morus alba","386"
"velvetleaf","Abutilon theophrasti","382"
"knotweed species (nonnative)","Reynoutria spp.","379"
"mealy plum aphid","Hyalopterus pruni","376"
"quackgrass","Elymus repens","364"
"curly dock","Rumex crispus","357"
"Kentucky bluegrass","Poa pratensis ssp. pratensis","356"
"sulfur cinquefoil","Potentilla recta","355"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","343"
"knapweed root weevil","Cyphocleonus achates","337"
"redtop","Agrostis gigantea","329"
"banded mysterysnail","Viviparus georgianus","321"
"wild buckwheat","Fallopia convolvulus","321"
"jumping worm","Amynthas spp.","320"
"pineapple-weed","Matricaria discoidea","311"
"absinth wormwood","Artemisia absinthium","310"
"greenbug","Schizaphis graminum","308"
"lambsquarters","Chenopodium album","304"
"turnip aphid","Lipaphis pseudobrassicae","303"
"timothy","Phleum pratense","302"
"field bindweed","Convolvulus arvensis","299"
"tall buttercup","Ranunculus acris","299"
"creeping bentgrass","Agrostis stolonifera","296"
"lesser knapweed flower weevil","Larinus minutus","285"
"jack pine budworm","Choristoneura pinus pinus","282"
"alsike clover","Trifolium hybridum","281"
"yellow rocket","Barbarea vulgaris","278"
"cowpea aphid","Aphis craccivora","273"
"cypress spurge","Euphorbia cyparissias","265"
"greater celandine","Chelidonium majus","265"
"shepherd's-purse","Capsella bursa-pastoris","263"
"flowering rush","Butomus umbellatus","263"
"sowthistle","Sonchus","259"
"rabbitfoot clover","Trifolium arvense","258"
"waterlily aphid","Rhopalosiphum nymphaeae","251"
"rice root aphid","Rhopalosiphum rufiabdominale","250"
"Dalmatian toadflax","Linaria dalmatica","240"
"narrowleaf bittercress","Cardamine impatiens","239"
"ladysthumb","Persicaria maculosa","236"
"Morrow's honeysuckle","Lonicera morrowii","234"
"common purslane","Portulaca oleracea","233"
"creeping charlie","Pilea nummulariifolia","230"
"rusty crayfish","Faxonius rusticus","220"
"common timothy","Phleum pratense ssp. pratense","217"
"green peach aphid","Myzus persicae","217"
"red sorrel","Rumex acetosella","215"
"poplar petiolegall aphid","Pemphigus populitransversus","214"
"asparagus","Asparagus officinalis","212"
"prickly lettuce","Lactuca serriola","206"
"spruce beetle","Dendroctonus rufipennis","206"
"apple grain aphid","Rhopalosiphum oxyacanthae","205"
"silvery cinquefoil","Potentilla argentea","197"
"green foxtail","Setaria viridis","195"
"chicory","Cichorium intybus","194"
"buckthorn aphid","Aphis nasturtii","188"
"pale yellow iris, yellow flag iris","Iris pseudacorus","187"
"aphid","Tetraneura spp.","186"
"yellow foxtail","Setaria pumila","182"
"goutweed","Aegopodium podagraria","180"
"buckthorn","Frangula spp.","178"
"forest tent caterpillar","Malacosoma disstria","178"
"burnet-saxifrage","Pimpinella saxifraga","177"
"barnyardgrass","Echinochloa crus-galli","177"
"cutleaf teasel","Dipsacus laciniatus","169"
"western poison ivy","Toxicodendron rydbergii","169"
"big chickweed","Cerastium fontanum ssp. vulgare","165"
"yellow woodsorrel","Oxalis stricta","163"
"true forget-me-not","Myosotis scorpioides","163"
"European red raspberry","Rubus idaeus","161"
"Venice mallow","Hibiscus trionum","158"
"Canadian horseweed","Erigeron canadensis","158"
"wild four-o'clock","Mirabilis nyctaginea","156"
"common duckweed","Lemna minor","154"
"Amur corktree","Phellodendron amurense","153"
"orchardgrass","Dactylis glomerata","151"
"aphid","Uroleucon spp.","145"
"aphid","Capitophorus hippophaes","145"
"potato aphid","Macrosiphum euphorbiae","145"
"cheatgrass, downy brome","Bromus tectorum","144"
"pale smartweed","Polygonum lapathifolium","144"
"Russian thistle","Salsola tragus","143"
"watercress","Nasturtium officinale","143"
"Amur silvergrass","Miscanthus sacchariflorus","140"
"poplar leaf aphid","Chaitophorus populicola","138"
"common mouse-ear chickweed","Cerastium fontanum","138"
"queen-of-the-meadow","Filipendula ulmaria","137"
"aphids","Chaitophorus spp.","136"
"rainbow smelt","Osmerus mordax","136"
"large hop clover","Trifolium campestre","135"
"eastern redcedar","Juniperus virginiana","135"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","134"
"common carp","Cyprinus carpio","133"
"aphid","Anoecia cornicola","130"
"European cranberrybush","Viburnum opulus","129"
"Japanese tree lilac","Syringa reticulata","128"
"alfalfa","Medicago sativa","127"
"narrowleaf hawksbeard","Crepis tectorum","127"
"spotted spurge","Euphorbia maculata","127"
"wooly aphid","Eriosoma spp.","126"
"autumn olive","Elaeagnus umbellata","126"
"Chenopodium aphid","Hayhurstia atriplicis","125"
"tall lettuce","Lactuca canadensis","124"
"Deptford pink","Dianthus armeria","123"
"giantseed goosefoot","Chenopodium simplex","123"
"great burdock","Arctium lappa","120"
"winged burning bush","Euonymus alatus","118"
"common ragweed","Ambrosia artemisiifolia","118"
"Asiatic dayflower","Commelina communis","118"
"common hempnettle","Galeopsis tetrahit","115"
"wild mustard","Sinapis arvensis","114"
"bittersweets","Celastrus spp.","113"
"thymeleaf speedwell","Veronica serpyllifolia","111"
"giant foxtail","Setaria faberi","111"
"dotted smartweed","Persicaria punctata","110"
"multicolored Asian lady beetle","Harmonia axyridis","109"
"hairy galinsoga","Galinsoga quadriradiata","109"
"common cocklebur","Xanthium strumarium","108"
"fall armyworm","Spodoptera frugiperda","107"
"wallflower mustard","Erysimum cheiranthoides","107"
"leafy spurge","Euphorbia esula var. esula","107"
"lily leaf beetle","Lilioceris lilii","107"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","104"
"bristly bellflower","Campanula cervicaria","103"
"hybrid cattail","Typha x glauca","101"
"tumble mustard","Sisymbrium altissimum","101"
"stinkgrass","Eragrostis cilianensis","100"
"common earthworm","Lumbricus terrestris","99"
"woolly aphid","Forda marginata","98"
"common caraway","Carum carvi","98"
"curly dock","Rumex crispus ssp. crispus","98"
"hybrid crack willow","Salix x rubens","97"
"American bittersweet","Celastrus scandens","97"
"elecampane","Inula helenium","97"
"multiflora rose","Rosa multiflora","94"
"honeysuckle aphid","Hyadaphis foeniculi","94"
"blue lettuce","Lactuca tatarica","94"
"tawny daylily","Hemerocallis fulva","94"
"aphids","Rhopalosiphum spp.","94"
"sweetclover aphid","Therioaphis riehmi","94"
"hedge cotoneaster","Cotoneaster lucidus","93"
"striped-squill","Puschkinia scilloides","91"
"balsam poplar","Populus balsamifera","89"
"spotted-wing drosophila","Drosophila suzukii","89"
"spirea aphid","Aphis spiraecola","89"
"yellow nutsedge","Cyperus esculentus","88"
"woolly cupgrass","Eriochloa villosa","88"
"biennial wormwood","Artemisia biennis","87"
"oak leaf aphids","Myzocallis spp.","87"
"spotted waterhemlock","Cicuta maculata","87"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","87"
"viburnum leaf beetle","Pyrrhalta viburni","86"
"goldfish","Carassius auratus","86"
"hedge bindweed","Calystegia sepium","85"
"small-leaf bramble","Rubus parvifolius","84"
"helleborine","Epipactis helleborine","84"
"tar spot of corn","Phyllachora maydis","84"
"water speedwell","Veronica anagallis-aquatica","83"
"erigeron root aphid","Protaphis middletonii","82"
"houndstongue","Cynoglossum officinale","82"
"carpetweed","Mollugo verticillata","82"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","81"
"rusty plum aphid","Hysteroneura setariae","81"
"bird vetch","Vicia cracca","81"
"white poplar","Populus alba","81"
"clover aphid","Nearctaphis bakeri","80"
"field horsetail","Equisetum arvense","79"
"","","79"
"giant chickweed","Myosoton aquaticum","78"
"cotton aphid","Aphis gossypii","78"
"hop clover","Trifolium aureum","77"
"common chickweed","Stellaria media","77"
"European chafer","Amphimallon majale","77"
"aphid","Myzus lythri","76"
"eastern white pine","Pinus strobus","75"
"aphid","Rhopalosiphum cerasifoliae","75"
"common chickweed","Stellaria pallida","75"
"rock dandelion","Taraxacum erythrospermum","75"
"spiny waterflea","Bythotrephes longimanus","75"
"stinking chamomile","Anthemis cotula","74"
"spiny sowthistle","Sonchus asper","73"
"Mexican fireweed","Bassia scoparia","73"
"aphid","Pemphigus monophagus","73"
"Virginia groundcherry","Physalis virginiana var. virginiana","72"
"meadow salsify","Tragopogon lamottei","72"
"buckhorn plantain","Plantago lanceolata","72"
"longspine sandbur","Cenchrus longispinus","72"
"white willow","Salix alba","71"
"babysbreath","Gypsophila paniculata","71"
"false strawberry","Potentilla indica","71"
"black-margined loosestrife beetle","Galerucella calmariensis","71"
"hemp/marijuana (sativa)","Cannabis sativa","71"
"marsh-pepper smartweed","Persicaria hydropiper","70"
"giant ragweed","Ambrosia trifida","70"
"water knotweed","Polygonum amphibium","69"
"golden oyster mushroom","Pleurotus citrinopileatus","69"
"false spiraea","Sorbaria sorbifolia","69"
"American mannagrass","Glyceria grandis var. grandis","67"
"woodland strawberry","Fragaria vesca","67"
"aphid","Myzocallis punctata","66"
"brown knapweed","Centaurea jacea","66"
"hemp dogbane","Apocynum cannabinum","66"
"meadow hawkweed","Hieracium caespitosum","65"
"bladder campion","Silene vulgaris","65"
"bristlegrass","Setaria spp.","65"
"elm cockscomb gall aphid","Colopha ulmicola","64"
"biennial campion","Silene csereii","64"
"white cockle","Silene latifolia ssp. alba","63"
"European sticktight","Lappula squarrosa","63"
"indigobush","Amorpha fruticosa","62"
"perennial ryegrass","Lolium perenne","62"
"common dandelion","Taraxacum officinale ssp. officinale","60"
"common mallow","Malva neglecta","60"
"American burnweed","Erechtites hieraciifolius","60"
"aphid","Hyperomyzus pallidus","60"
"black mustard","Brassica nigra","60"
"field chickweed","Cerastium arvense","59"
"aphid","Nearctaphis crataegifoliae","59"
"European mountain-ash","Sorbus aucuparia","59"
"western bean cutworm","Striacosta albicosta","58"
"corn speedwell","Veronica arvensis","58"
"green bristlegrass","Setaria viridis var. viridis","57"
"West Indian nightshade","Solanum ptychanthum","57"
"lily of the valley","Convallaria majalis","57"
"field brome","Bromus arvensis","57"
"annual bluegrass","Poa annua","56"
"aphids","Thripsaphis spp.","55"
"narrowleaf hawkweed","Hieracium umbellatum","55"
"hedge mustard","Sisymbrium officinale","55"
"Norway maple","Acer platanoides","55"
"fragrant waterlily","Nymphaea odorata","54"
"cup rosinweed","Silphium perfoliatum","54"
"common speedwell","Veronica officinalis","54"
"redroot pigweed","Amaranthus retroflexus","54"
"wild onion","Allium canadense","53"
"smooth crabgrass","Digitaria ischaemum","53"
"ruffe","Gymnocephalus cernuus","52"
"prostrate knotweed","Polygonum aviculare","52"
"northern white cedar","Thuja occidentalis","52"
"bentgrass","Agrostis spp.","52"
"aphid","Aphis asclepiadis","51"
"mayweed, scentless chamomile","Tripleurospermum inodorum","51"
"large crabgrass","Digitaria sanguinalis","51"
"mugwort","Artemisia vulgaris","50"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","50"
"narrowleaf dock","Rumex stenophyllus","48"
"golden loosestrife beetle","Galerucella pusilla","48"
"bur oak blight","Tubakia iowensis","48"
"wild licorice","Glycyrrhiza lepidota","48"
"faucet snail","Bithynia tentaculata","47"
"common teasel","Dipsacus fullonum","47"
"yellow foxtail","Setaria pumila ssp. pumila","47"
"Taterian honeysuckle aphid","Hyadaphis tataricae","47"
"cabbage white, imported cabbage worm","Pieris rapae","46"
"harlequin blueflag","Iris versicolor","45"
"alewife","Alosa pseudoharengus","44"
"aphid","Tinocallis saltans","44"
"annual sowthistle","Sonchus oleraceus","44"
"bristly locust","Robinia hispida","44"
"freshwater golden clam","Corbicula fluminea","43"
"black dot spurge flea beetle","Aphthona nigriscutis","43"
"crack willow","Salix fragilis","43"
"crested wheatgrass","Agropyron cristatum","43"
"purple loosestrife root mining weevil","Hylobius transversovittatus","43"
"nipplewort","Lapsana communis","42"
"grass carp","Ctenopharyngodon idella","42"
"Scots pine","Pinus sylvestris","42"
"low cudweed","Gnaphalium uliginosum","41"
"common vetch","Vicia sativa","41"
"leafy spurge","Euphorbia esula ssp. tommasiniana","40"
"sneezewort yarrow","Achillea ptarmica","39"
"common groundsel","Senecio vulgaris","39"
"flixweed","Descurainia sophia","38"
"dogwood aphid","Anoecia corni","38"
"bighead carp","Hypophthalmichthys nobilis","38"
"prairie sunflower","Helianthus petiolaris","38"
"sweetclover","Melilotus spp.","37"
"purple carrot-seed moth","Depressaria depressana","37"
"chickpea milkvetch, cicer milkvetch","Astragalus cicer","36"
"silver carp","Hypophthalmichthys molitrix","36"
"woolly aphids","Prociphilus spp.","36"
"burdock","Arctium","35"
"aphid","Anoecia setariae","35"
"painted maple aphid","Drepanaphis acerifoliae","35"
"birdsrape mustard","Brassica rapa","34"
"aphids","Aphis spp.","34"
"common flax","Linum usitatissimum","34"
"cannabis aphid","Phorodon cannabis","34"
"common lilac","Syringa vulgaris","34"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","34"
"bean aphid","Aphis fabae","33"
"field thistle","Cirsium discolor","33"
"garlic mustard aphid","Lipaphis alliariae","33"
"wild chervil","Anthriscus sylvestris","33"
"rough bugleweed","Lycopus asper","32"
"kingdevil hawkweed","Hieracium piloselloides","32"
"wheat leaf rust","Puccinia recondita","32"
"Russian knapweed","Rhaponticum repens","32"
"meadow fescue","Festuca pratensis","32"
"sow thistle aphid","Hyperomyzus lactucae","32"
"dog mustard","Erucastrum gallicum","32"
"aphids","Hyperomyzus spp.","31"
"curlycup gumweed","Grindelia squarrosa","31"
"sea lamprey","Petromyzon marinus","30"
"common viper's bugloss, blueweed","Echium vulgare","30"
"blue alfalfa aphid","Acyrthosiphon kondoi","30"
"smallseed falseflax","Camelina microcarpa","30"
"prostrate pigweed","Amaranthus blitoides","29"
"wild oat","Avena fatua","29"
"starry stonewort","Nitellopsis obtusa","29"
"nightflowering catchfly","Silene noctiflora","29"
"aphid","Sipha elegans","29"
"aphid","Aphis polygonata","28"
"smallflower galinsoga","Galinsoga parviflora","28"
"common comfrey","Symphytum officinale","28"
"bristly foxtail","Setaria verticillata","28"
"giant sumpweed","Cyclachaena xanthifolia","28"
"aphid","Anoecia oenotherae","28"
"yellow hawkweed","Pilosella caespitosa","28"
"henbit","Lamium amplexicaule","27"
"oakleaf goosefoot","Chenopodium glaucum","27"
"coyote","Canis latrans","27"
"longleaf dock","Rumex longifolius","27"
"tall thistle","Cirsium altissimum","26"
"slender Russian thistle","Salsola collina","26"
"giant daisy","Leucanthemella serotina","26"
"woolly plantain","Plantago patagonica","26"
"red fescue","Festuca rubra","26"
"reed","Phragmites spp.","25"
"aphids","Mindarus spp.","25"
"Hybrid barberry","Berberis x ottawensis","25"
"rough potato","Metaplexis japonica","25"
"Canada thistle stem-gall fly","Urophora cardui","25"
"Indian mustard","Brassica juncea","24"
"brown trout","Salmo trutta","24"
"larch casebearer","Coleophora laricella","24"
"oleander aphid","Aphis nerii","24"
"woodland forget-me-not","Myosotis sylvatica","23"
"poplar-and-willow borer","Cryptorhynchus lapathi","23"
"meadow foxtail","Alopecurus pratensis","22"
"live-forever stonecrop","Hylotelephium telephium","22"
"rosy apple aphid","Dysaphis plantaginea","22"
"wirestem muhly","Muhlenbergia frondosa","22"
"white perch","Morone americana","22"
"Eurasian and northern watermilfoil hybrid","Myriophyllum spicatum x sibiricum","22"
"grassy arrowhead","Sagittaria graminea","21"
"Virginia pepperweed","Lepidium virginicum","21"
"New Zealand mud snail","Potamopyrgus antipodarum","21"
"broadleaf dock","Rumex obtusifolius","21"
"cereal rye","Secale cereale","21"
"garden loosestrife","Lysimachia vulgaris","21"
"cowcockle","Vaccaria hispanica","20"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","20"
"common cattail","Typha latifolia","20"
"Palmer amaranth","Amaranthus palmeri","20"
"willow carrot aphid","Cavariella aegopodii","20"
"laurel willow","Salix pentandra","20"
"threespine stickleback","Gasterosteus aculeatus","20"
"aphid","Iziphya flabella","20"
"woolly elm aphid","Eriosoma americanum","20"
"Elaeagnus","Elaeagnus spp.","19"
"eastern poison-ivy","Toxicodendron radicans","19"
"aphid","Geoica utricularia","19"
"aphid","Uroleucon taraxaci","19"
"buckwheat","Fagopyrum esculentum","19"
"linden aphid","Eucallipterus tiliae","19"
"elder aphid","Aphis sambuci","18"
"pale dock","Rumex altissimus","18"
"European black alder","Alnus glutinosa","18"
"waterpurslane","Ludwigia palustris","18"
"creeping buttercup","Ranunculus repens","18"
"aphid","Aphis coreopsidis","18"
"little starwort","Stellaria graminea","18"
"corn cockle","Agrostemma githago","17"
"yellow sugarcane aphid","Sipha flava","17"
"spurge hawkmoth","Hyles euphorbiae","17"
"halberdleaf orach","Atriplex patula","17"
"sticky groundsel","Senecio viscosus","17"
"pine and spruce aphids","Adelgidae (family)","17"
"noble corydalis","Corydalis nobilis","17"
"larch sawfly","Pristiphora erichsonii","16"
"spotted poplar aphid","Aphis maculatae","16"
"scarlet gaura","Gaura coccinea","16"
"canarygrass","Phalaris canariensis","16"
"flat peavine","Lathyrus sylvestris","16"
"low baby's-breath","Gypsophila muralis","16"
"Seaside rose","Rosa rugosa","16"
"dwarf snapdragon","Chaenorhinum minus","16"
"field dodder","Cuscuta pentagona","16"
"European corn borer","Ostrinia nubilalis","16"
"Balfour's touch-me-not","Impatiens balfourii","16"
"forget-me-not","Myosotis spp.","16"
"crimson clover","Trifolium incarnatum","16"
"aphid","Calaphis betulella","16"
"fiveangled dodder","Cuscuta pentagona var. pentagona","16"
"Canada thistle stem mining weevil","Hadroplontus litura","15"
"perennial cornflower","Centaurea montana","15"
"common hawkweed","Hieracium lachenalii","15"
"aphid","Macrosiphum spp.","15"
"roughstalk bluegrass","Poa trivialis","15"
"moth mullein","Verbascum blattaria","14"
"fall panicum","Panicum dichotomiflorum","14"
"foxtail barley","Hordeum jubatum","14"
"lesser celandine, fig buttercup","Ficaria verna","14"
"lettuce aphid","Acyrthosiphon lactucae","14"
"jimsonweed","Datura stramonium","14"
"blackmargined aphid","Monellia caryella","13"
"garden vetch","Vicia sativa ssp. nigra","13"
"red hailstone","Thladiantha dubia","13"
"American walnut aphid","Monelliopsis caryae","13"
"common barberry","Berberis vulgaris","13"
"red sandspurry","Spergularia rubra","13"
"cultivated currant","Ribes rubrum","13"
"smallmouth bass","Micropterus dolomieu","13"
"squash vine borer","Melittia cucurbitae","13"
"tall fescue","Festuca arundinacea","13"
"paradise apple","Malus pumila","13"
"mangold aphid","Rhopalosiphoninus staphyleae","13"
"reed","Phragmites australis ssp. americanus","12"
"round goby","Neogobius melanostomus","12"
"rye brome","Bromus secalinus","12"
"queen-of-the-prairie","Filipendula rubra","12"
"wild radish","Raphanus raphanistrum","12"
"Southern corn rust","Puccinia polysora","12"
"microsporidian","Heterosporis spp.","12"
"brittleleaf naiad","Najas minor","12"
"Bossier's glory-of-the-snow","Scilla luciliae","11"
"radish","Raphanus sativus","11"
"tansy","Tanacetum","11"
"goosefoot","Chenopodium spp.","11"
"longleaf speedwell","Veronica longifolia","11"
"rainbow trout","Oncorhynchus mykiss","11"
"lion's tail","Chaiturus marrubiastrum","11"
"cornflower","Centaurea cyanus","11"
"grapevine aphid","Aphis illinoisensis","10"
"burcucumber","Sicyos angulatus","10"
"plumeless thistle","Carduus acanthoides ssp. acanthoides","10"
"creeping meadow foxtail","Alopecurus arundinaceus","10"
"aphid","Aphis folsomii","10"
"eyebright","Euphrasia officinalis","10"
"clustered bur-reed","Sparganium glomeratum","10"
"eclipta","Eclipta prostrata","10"
"common wheat","Triticum aestivum","10"
"horsenettle","Solanum carolinense","10"
"Japanese brome","Bromus japonicus","10"
"yellow archangel","Lamium galeobdolon","10"
"witch's moneybags","Hylotelephium telephium ssp. telephium","10"
"aphid","Acyrthosiphon spp.","9"
"field sowthistle","Sonchus arvensis ssp. arvensis","9"
"largemouth bass","Micropterus salmoides","9"
"woolly apple aphid","Eriosoma lanigerum","9"
"aphids","Anoecia spp.","9"
"willow scab","Venturia saliciperda","9"
"pansy","Viola tricolor","9"
"strawberry root weevil","Otiorhynchus ovatus","9"
"aphids","Carolinaia spp.","9"
"spiny witchhazel gall aphid","Hamamelistes spinosus","9"
"yellow bedstraw","Galium verum","9"
"redstem filaree","Erodium cicutarium","9"
"hop aphid","Phorodon humuli","9"
"Persian speedwell","Veronica persica","9"
"wild-proso millet","Panicum miliaceum","9"
"water foxtail","Alopecurus geniculatus","9"
"poison-sumac","Toxicodendron vernix","8"
"water lettuce","Pistia stratiotes","8"
"common reed","Phragmites australis","8"
"sweet alyssum","Lobularia maritima","8"
"common cowparsnip","Heracleum maximum","8"
"smooth bedstraw","Galium mollugo","8"
"caragana aphid","Acyrthosiphon caraganae","8"
"poplar vagabond aphid","Mordwilkoja vagabunda","8"
"barberry","Berberis spp.","8"
"apple","Malus domestica","8"
"northern catalpa","Catalpa speciosa","8"
"Norway spruce","Picea abies","8"
"rose-grain aphid","Metopolophium dirhodum","7"
"aphids","Macrosiphoniella spp.","7"
"basil downy mildew","Peronospora belbahrii","7"
"thymeleaf sandwort","Arenaria serpyllifolia","7"
"everlasting peavine","Lathyrus latifolius","7"
"cattail","Typha spp.","7"
"fall cankerworm","Alsophila pometaria","7"
"green stink bug","Chinavia hilaris","7"
"elm leaf aphid","Tinocallis ulmifolii","7"
"marsh thistle","Cirsium palustre","7"
"aphid","Drepanaphis spp.","7"
"spearmint","Mentha spicata","7"
"tall hedge mustard","Sisymbrium loeselii","7"
"tall morning-glory","Ipomoea purpurea","7"
"yellow fieldcress","Rorippa sylvestris","6"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","6"
"Large Mouth Bass Virus","Ranavirus LMBV","6"
"saltcedar","Tamarix ramosissima","6"
"largeseed falseflax","Camelina sativa","6"
"wayfaringtree","Viburnum lantana","6"
"littleleaf linden","Tilia cordata","6"
"feverfew","Tanacetum parthenium","6"
"aphids","Nearctaphis spp.","6"
"yellow rose aphid","Rhodobium porosum","6"
"goosegrass","Eleusine indica","6"
"common water hyacinth","Eichhornia crassipes","6"
"catchweed bedstraw","Galium aparine","6"
"introduced basswood thrips","Thrips calcaratus","6"
"common periwinkle","Vinca minor","6"
"introduced pine sawfly","Diprion similis","6"
"didymo, rock snot","Didymosphenia geminata","6"
"giant conifer aphids","Cinara spp.","6"
"tuberous vetchling","Lathyrus tuberosus","6"
"Colorado potato beetle","Leptinotarsa decemlineata","6"
"spotted deadnettle","Lamium maculatum","6"
"princess-feather","Persicaria orientalis","6"
"weevil","Larinus spp.","6"
"onerow yellowcress","Nasturtium microphyllum","5"
"claspleaf twistedstalk","Streptopus amplexifolius","5"
"common selfheal","Prunella vulgaris ssp. vulgaris","5"
"barley","Hordeum vulgare","5"
"puncturevine","Tribulus terrestris","5"
"golden currant","Ribes aureum","5"
"bladder campion","Silene vulgaris ssp. vulgaris","5"
"brook stickleback","Culaea inconstans","5"
"field pepperweed","Lepidium campestre","5"
"gall-making aphids","Colopha spp.","5"
"aphid","Aphis decepta","5"
"eastern flower thrips","Frankliniella tritici","5"
"cutleaf nightshade","Solanum triflorum","5"
"vetch","Vicia","5"
"garden catchfly","Silene armeria","5"
"flower feeding weevil","Nanophyes marmoratus","5"
"foxtail millet","Setaria italica","5"
"European elm leafcurl aphid","Eriosoma ulmi","5"
"hairy nightshade","Solanum physalifolium","5"
"edible honeysuckle","Lonicera caerulea var. edulis","5"
"knawel","Scleranthus annuus","5"
"dog-strangling vine, European swallowwort","Vincetoxicum rossicum","5"
