"Common Name","Scientific Name","Number of Records"
"pampas grass","Cortaderia","14"
"smallseed falseflax","Camelina microcarpa","14"
"ladder brake","Pteris vittata","14"
"nettleleaf goosefoot","Chenopodium murale","14"
"white-flowered spiderwort","Tradescantia fluminensis","14"
"aphid","Capitophorus hippophaes","14"
"common pearlbrush","Exochorda racemosa","14"
"marsh dayflower","Murdannia keisak","13"
"turnip aphid","Lipaphis pseudobrassicae","13"
"silver carp","Hypophthalmichthys molitrix","13"
"field thistle","Cirsium discolor","13"
"barley","Hordeum vulgare","13"
"peppermint","Mentha x piperita","13"
"catclaw-vine","Macfadyena unguis-cati","13"
"chicory","Cichorium intybus","12"
"waterlily aphid","Rhopalosiphum nymphaeae","12"
"Lindley's butterflybush","Buddleja lindleyana","12"
"bull thistle","Cirsium vulgare","12"
"balsamapple","Momordica charantia","12"
"Mexican fireweed","Bassia scoparia","12"
"green bristlegrass","Setaria viridis var. viridis","12"
"fivestamen tamarisk","Tamarix chinensis","12"
"everlasting peavine","Lathyrus latifolius","12"
"common flax","Linum usitatissimum","12"
"poison-sumac","Toxicodendron vernix","12"
"French rose","Rosa gallica","12"
"blessed milkthistle","Silybum marianum","12"
"weeping lantana","Lantana montevidensis","12"
"smallflower umbrella sedge","Cyperus difformis","11"
"weeping forsythia","Forsythia suspensa","11"
"rapeseed","Brassica napus","11"
"Japanese stiltgrass","Microstegium vimineum","11"
"spider brake","Pteris multifida","11"
"blackmargined aphid","Monellia caryella","11"
"aphids","Aphis spp.","11"
"Russian thistle","Salsola kali","10"
"longleaf groundcherry","Physalis longifolia","10"
"red swamp crayfish","Procambarus clarkii","10"
"Indian toothcup","Rotala indica","10"
"common groundsel","Senecio vulgaris","10"
"oak leaf aphids","Myzocallis spp.","10"
"curly leaf pondweed","Potamogeton crispus","10"
"white garland-lily","Hedychium coronarium","10"
"dwarf snapdragon","Chaenorhinum minus","10"
"night jessamine","Cestrum nocturnum","10"
"sweetpotato","Ipomoea batatas","10"
"wild celery","Apium graveolens","10"
"flamegold","Koelreuteria elegans ssp. formosana","10"
"bighead carp","Hypophthalmichthys nobilis","10"
"Chinese silvergrass","Miscanthus sinensis","10"
"aphids","Hyperomyzus spp.","9"
"catnip","Nepeta cataria","9"
"deeprooted sedge","Cyperus entrerianus","9"
"common duckweed","Lemna minor","9"
"annual wormwood","Artemisia annua","9"
"Cuban bulrush","Oxycaryum cubense","9"
"pansy","Viola tricolor","9"
"aphid","Pemphigus monophagus","9"
"grapevine aphid","Aphis illinoisensis","9"
"bloodflower milkweed","Asclepias curassavica","9"
"Indian heliotrope","Heliotropium indicum","9"
"redstem filaree","Erodium cicutarium","9"
"stinging nettle","Urtica dioica","9"
"yellow fieldcress","Rorippa sylvestris","9"
"Venice mallow","Hibiscus trionum","8"
"princess-feather","Persicaria orientalis","8"
"coral vine","Antigonon leptopus","8"
"yellow toadflax","Linaria vulgaris","8"
"bamboo","Bambusa","8"
"large gray willow","Salix cinerea","8"
"corn spurry","Spergula arvensis","8"
"umbrella plant","Cyperus involucratus","8"
"skunk-vine","Paederia foetida","8"
"Himalayan blackberry","Rubus bifrons","8"
"tumble mustard","Sisymbrium altissimum","8"
"rose rosette disease (RRD)","Emaravirus RRD","8"
"plumeless thistle","Carduus","8"
"common periwinkle","Vinca minor","8"
"spearmint","Mentha spicata","8"
"Japanese cedar","Cryptomeria japonica","8"
"Peruvian watergrass","Luziola peruviana","8"
"clammy goosefoot","Dysphania pumilio","8"
"canarygrass","Phalaris canariensis","8"
"coyote","Canis latrans","8"
"Brazilian waterhyssop","Bacopa egensis","8"
"timothy","Phleum pratense","8"
"aphid","Calaphis betulella","7"
"devil's-claw","Proboscidea louisianica","7"
"opium poppy","Papaver somniferum","7"
"Asian mazus","Mazus pumilus","7"
"green peach aphid","Myzus persicae","7"
"green sunfish","Lepomis cyanellus","7"
"wheat leaf rust","Puccinia recondita","7"
"cottony cushion scale","Icerya purchasi","7"
"little burclover","Medicago minima","7"
"poplar petiolegall aphid","Pemphigus populitransversus","7"
"roundfruit blyxa","Blyxa aubertii","7"
"Solenopsis invicta virus-1","Aparavirus SIV-1","7"
"Taiwanese photinia","Photinia serratifolia","7"
"ivyleaf speedwell","Veronica hederifolia","6"
"red sorrel","Rumex acetosella","6"
"white mustard","Sinapis alba","6"
"ripgut brome","Bromus diandrus var. rigidus","6"
"jointed goatgrass","Aegilops cylindrica","6"
"pineapple-weed","Matricaria discoidea","6"
"hairy galinsoga","Galinsoga quadriradiata","6"
"prairie sunflower","Helianthus petiolaris","6"
"Korean lespedeza","Kummerowia stipulacea","6"
"mugwort","Artemisia vulgaris","6"
"Japanese knotweed","Reynoutria japonica","6"
"parsley","Petroselinum crispum","6"
"bittersweets","Celastrus spp.","6"
"eastern flower thrips","Frankliniella tritici","6"
"Mascarene Island leaf-flower","Phyllanthus tenellus","6"
"giantseed goosefoot","Chenopodium simplex","6"
"buffelgrass","Cenchrus ciliaris","6"
"Canada bluegrass","Poa compressa","6"
"scarlet gaura","Gaura coccinea","6"
"fennel","Foeniculum vulgare","6"
"broadleaf carpetgrass","Axonopus compressus","6"
"wild four-o'clock","Mirabilis nyctaginea","6"
"glenwoodgrass","Sacciolepis indica","6"
"Cupid's-shaving-brush","Emilia fosbergii","6"
"sow thistle aphid","Hyperomyzus lactucae","6"
"catchweed bedstraw","Galium aparine","6"
"flixweed","Descurainia sophia","6"
"aphid","Anoecia cornicola","6"
"ripgut brome","Bromus diandrus","6"
"turnipweed","Rapistrum rugosum","6"
"tall oatgrass","Arrhenatherum elatius","6"
"Thunberg lespedeza","Lespedeza thunbergii","6"
"yellow sugarcane aphid","Sipha flava","5"
"elm cockscomb gall aphid","Colopha ulmicola","5"
"corn poppy","Papaver rhoeas","5"
"dopatrium","Dopatrium junceum","5"
"autumn olive","Elaeagnus umbellata var. parvifolia","5"
"purplestamen mullein","Verbascum virgatum","5"
"Persian speedwell","Veronica persica","5"
"kudzu","Pueraria montana","5"
"oleander aphid","Aphis nerii","5"
"Siberian elm","Ulmus pumila","5"
"soybean thrips","Neohydatothrips variabilis","5"
"English violet","Viola odorata","4"
"moonflower","Ipomoea alba","4"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","4"
"Job's tears","Coix lacryma-jobi","4"
"crimson fountaingrass","Cenchrus setaceus","4"
"poison hemlock","Conium maculatum","4"
"melaleuca","Melaleuca quinquenervia","4"
"common burdock, lesser burdock","Arctium minus","4"
"cowcockle","Vaccaria hispanica","4"
"Angleton bluestem","Dichanthium aristatum","4"
"giant aphid","Eulachnus rileyi","4"
"Bay Biscayne creeping-oxeye","Sphagneticola trilobata","4"
"guineagrass","Megathyrsus maximus","4"
"bushy wallflower","Erysimum repandum","4"
"crownbeard","Verbesina encelioides","4"
"blue mustard","Chorispora tenella","4"
"creeping bentgrass","Agrostis stolonifera","4"
"Chinese yam","Dioscorea polystachya","4"
"common reed","Phragmites australis","4"
"chocolate vine","Akebia quinata","4"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","4"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","4"
"bristly foxtail","Setaria verticillata","4"
"common St. Johnswort","Hypericum perforatum","4"
"rose clover","Trifolium hirtum","4"
"yellow glandweed","Parentucellia viscosa","4"
"beach wormwood","Artemisia stelleriana","4"
"Sacred lotus","Nelumbo nucifera","4"
"oval leaf beetles","Colaspis spp.","4"
"boatlily","Tradescantia spathacea","4"
"nightflowering catchfly","Silene noctiflora","4"
"spotted burclover","Medicago arabica","4"
"apple grain aphid","Rhopalosiphum oxyacanthae","3"
"rosy apple aphid","Dysaphis plantaginea","3"
"soft brome","Bromus hordeaceus ssp. hordeaceus","3"
"sticky nightshade","Solanum sisymbriifolium","3"
"elder aphid","Aphis sambuci","3"
"sulphur cosmos","Cosmos sulphureus","3"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","3"
"rock pigeon","Columba livia","3"
"marshweed","Limnophila x ludoviciana","3"
"spotted knapweed","Centaurea stoebe ssp. micranthos","3"
"cattle egret","Bubulcus ibis","3"
"soft brome","Bromus hordeaceus","3"
"grass carp","Ctenopharyngodon idella","3"
"common tansy","Tanacetum vulgare","3"
"Asian cockroach","Blattella asahinai","3"
"winged yam","Dioscorea alata","3"
"Japanese lawn grass","Zoysia japonica","3"
"cocklebur","Xanthium","3"
"American shad","Alosa sapidissima","3"
"yellow alyssum","Alyssum alyssoides","3"
"spurred anoda","Anoda cristata","3"
"common carp","Cyprinus carpio","3"
"bowfin","Amia calva","3"
"basil downy mildew","Peronospora belbahrii","3"
"tropical soda apple","Solanum viarum","3"
"bean aphid","Aphis fabae","3"
"pennyroyal","Mentha pulegium","3"
"Indian marshweed","Limnophila indica","3"
"round leaf bittersweet","Celastrus orbiculatus","3"
"insidious flower bug","Orius insidiosus","3"
"red spiderlily","Lycoris radiata","3"
"garden cosmos","Cosmos bipinnatus","3"
"woolly aphids","Prociphilus spp.","3"
"foxtail millet","Setaria italica","3"
"prostrate pigweed","Amaranthus blitoides","3"
"natalgrass","Melinis repens","3"
"hare's ear","Bupleurum rotundifolium","3"
"flathead catfish","Pylodictis olivaris","3"
"purple crown-vetch","Securigera varia","3"
"Eurasian collared-dove","Streptopelia decaocto","3"
"piedmont bedstraw","Cruciata pedemontana","3"
"watermilfoil","Myriophyllum spp.","3"
"woodland groundsel","Senecio sylvaticus","2"
"potato leafhopper","Empoasca fabae","2"
"hedgehog dogtailgrass","Cynosurus echinatus","2"
"white Egyptian lotus","Nymphaea lotus","2"
