"Common Name","Scientific Name","Number of Records"
"orchardgrass","Dactylis glomerata","92"
"curly dock","Rumex crispus ssp. crispus","91"
"plumeless thistle","Carduus","90"
"prairie sunflower","Helianthus petiolaris","87"
"green foxtail","Setaria viridis","87"
"multicolored Asian lady beetle","Harmonia axyridis","87"
"cypress spurge","Euphorbia cyparissias","84"
"Japanese knotweed","Reynoutria japonica","83"
"henbit","Lamium amplexicaule","83"
"Canadian horseweed","Erigeron canadensis","82"
"smallseed falseflax","Camelina microcarpa","81"
"coyote","Canis latrans","81"
"stinging nettle","Urtica dioica","79"
"crownbeard","Verbesina encelioides","77"
"shepherd's-purse","Capsella bursa-pastoris","76"
"thousand cankers disease","Geosmithia morbida","74"
"blue lettuce","Lactuca tatarica","74"
"Canada bluegrass","Poa compressa","73"
"big chickweed","Cerastium fontanum ssp. vulgare","72"
"cutleaf nightshade","Solanum triflorum","72"
"alfalfa","Medicago sativa","71"
"common purslane","Portulaca oleracea","70"
"Bohemian knotweed, Hybrid Japanese knotweed","Reynoutria x bohemica","70"
"intermediate wheatgrass","Thinopyrum intermedium","70"
"broadleaf plantain","Plantago major","70"
"thistle","Cirsium","70"
"salsola","Salsola spp.","70"
"water speedwell","Veronica anagallis-aquatica","69"
"onion thrips","Thrips tabaci","69"
"perennial sowthistle","Sonchus arvensis","69"
"watercress","Nasturtium officinale","69"
"ponderosa pine","Pinus ponderosa","69"
"fall armyworm","Spodoptera frugiperda","68"
"blue mustard","Chorispora tenella","68"
"stinkgrass","Eragrostis cilianensis","67"
"thymeleaf speedwell","Veronica serpyllifolia","66"
"Douglas-fir","Pseudotsuga menziesii","66"
"red sorrel","Rumex acetosella","66"
"black medic","Medicago lupulina","66"
"swainsonpea","Sphaerophysa salsula","65"
"reed canarygrass","Phalaris arundinacea","64"
"perennial ryegrass","Lolium perenne","64"
"creeping bentgrass","Agrostis stolonifera","63"
"common cocklebur","Xanthium strumarium","62"
"meadow fescue","Festuca pratensis","62"
"western pine beetle","Dendroctonus brevicomis","61"
"alsike clover","Trifolium hybridum","60"
"common selfheal","Prunella vulgaris","60"
"pale smartweed","Polygonum lapathifolium","60"
"rabbitfoot polypogon","Polypogon monspeliensis","58"
"buckhorn plantain","Plantago lanceolata","57"
"common mallow","Malva neglecta","57"
"New Zealand mud snail","Potamopyrgus antipodarum","56"
"meadow salsify","Tragopogon lamottei","56"
"barnyardgrass","Echinochloa crus-galli","55"
"common duckweed","Lemna minor","55"
"clasping pepperweed","Lepidium perfoliatum","55"
"white horehound","Marrubium vulgare","54"
"orbicular whitetop, lens-podded hoary cress","Lepidium chalepense","53"
"red fescue","Festuca rubra","53"
"annual bluegrass","Poa annua","51"
"European common reed, Phragmites","Phragmites australis ssp. australis","50"
"elongated mustard","Brassica elongata","50"
"longspine sandbur","Cenchrus longispinus","50"
"common mouse-ear chickweed","Cerastium fontanum","49"
"swordleaf rush","Juncus ensifolius","48"
"wild buckwheat","Fallopia convolvulus","48"
"tall lodgepole pine","Pinus contorta var. latifolia","47"
"cluster tarweed","Madia glomerata","45"
"slender Russian thistle","Salsola collina","45"
"catnip","Nepeta cataria","45"
"ladysthumb","Persicaria maculosa","44"
"woodland strawberry","Fragaria vesca","44"
"Heterobasidion root rots","Heterobasidion spp.","44"
"babysbreath","Gypsophila paniculata","44"
"tall fescue","Festuca arundinacea","43"
"bush honeysuckles (exotic)","Lonicera spp.","43"
"spiny sowthistle","Sonchus asper","43"
"green bristlegrass","Setaria viridis var. viridis","42"
"African rue","Peganum harmala","42"
"wild four-o'clock","Mirabilis nyctaginea","41"
"scarlet gaura","Gaura coccinea","41"
"white pine blister rust","Cronartium ribicola","41"
"whitetop","Cardaria spp.","40"
"pineapple-weed","Matricaria discoidea","40"
"purple pampasgrass","Cortaderia jubata","39"
"yellow rocket","Barbarea vulgaris","39"
"white campion","Silene latifolia","39"
"tall wheatgrass","Thinopyrum ponticum","38"
"common caraway","Carum carvi","37"
"balsam poplar","Populus balsamifera","37"
"common salsify","Tragopogon porrifolius","36"
"wild mustard","Sinapis arvensis","35"
"wild licorice","Glycyrrhiza lepidota","35"
"crack willow","Salix fragilis","35"
"hairy vetch","Vicia villosa","35"
"bur buttercup","Ceratocephala testiculata","34"
"Russian wildrye","Psathyrostachys juncea","34"
"American bullfrog","Lithobates catesbeianus","34"
"wavyleaf thistle","Cirsium undulatum","34"
"knotweed species (nonnative)","Reynoutria spp.","34"
"common reed","Phragmites australis","33"
"field horsetail","Equisetum arvense","31"
"slender snakecotton","Froelichia gracilis","31"
"yellow alyssum","Alyssum alyssoides","31"
"redroot pigweed","Amaranthus retroflexus","30"
"iris yellow spot virus (IYSV)","Tospovirus IYSV","30"
"rush skeletonweed","Chondrilla juncea","30"
"Virginia pepperweed","Lepidium virginicum","30"
"twoscale saltbush","Atriplex micrantha","30"
"curlycup gumweed","Grindelia squarrosa","29"
"claspleaf twistedstalk","Streptopus amplexifolius","29"
"wild oat","Avena fatua","29"
"hairy whitetop","Lepidium appelianum","29"
"smallflower tamarisk","Tamarix parviflora","28"
"rock dandelion","Taraxacum erythrospermum","28"
"hemp dogbane","Apocynum cannabinum","28"
"Rocky Mountain iris","Iris missouriensis","28"
"yellow bluestem","Bothriochloa ischaemum","27"
"bristlegrass","Setaria spp.","27"
"bald brome","Bromus racemosus","26"
"twolobe speedwell","Veronica biloba","26"
"johnsongrass","Sorghum halepense","25"
"spotted spurge","Euphorbia maculata","25"
"velvetleaf","Abutilon theophrasti","25"
"poverty sumpweed","Iva axillaris","24"
"goosegrass","Eleusine indica","24"
"hairy nightshade","Solanum physalifolium","23"
"swamp sowthistle","Sonchus palustris","22"
"purple crown-vetch","Securigera varia","22"
"giant sumpweed","Cyclachaena xanthifolia","22"
"rye brome","Bromus secalinus","22"
"Dyer's woad","Isatis tinctoria","22"
"spotted waterhemlock","Cicuta maculata","22"
"yellow woodsorrel","Oxalis stricta","21"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","21"
"biennial wormwood","Artemisia biennis","21"
"low cudweed","Gnaphalium uliginosum","21"
"giantseed goosefoot","Chenopodium simplex","21"
"burdock","Arctium","21"
"American mannagrass","Glyceria grandis var. grandis","20"
"asparagus","Asparagus officinalis","20"
"yellowspine thistle","Cirsium ochrocentrum","20"
"alfalfa","Medicago sativa ssp. sativa","20"
"yellow foxtail","Setaria pumila","20"
"water knotweed","Polygonum amphibium","20"
"forage kochia","Bassia prostrata","19"
"large crabgrass","Digitaria sanguinalis","19"
"annual sowthistle","Sonchus oleraceus","19"
"mullein","Verbascum spp.","19"
"Russian thistle","Salsola kali","19"
"toothed spurge","Euphorbia dentata","19"
"fivehook bassia","Bassia hyssopifolia","18"
"spearmint","Mentha spicata","18"
"great burdock","Arctium lappa","18"
"Venice mallow","Hibiscus trionum","18"
"common wheat","Triticum aestivum","18"
"strawberry root weevil","Otiorhynchus ovatus","18"
"creeping buttercup","Ranunculus repens","18"
"narrow-leaved cattail","Typha angustifolia","18"
"prostrate pigweed","Amaranthus blitoides","18"
"bittersweet nightshade","Solanum dulcamara","18"
"paradise apple","Malus pumila","18"
"bush morning-glory","Ipomoea leptophylla","18"
"Elaeagnus","Elaeagnus spp.","17"
"tall oatgrass","Arrhenatherum elatius","17"
"Siberian peashrub","Caragana arborescens","17"
"creeping bellflower","Campanula rapunculoides","17"
"African mustard","Strigosella africana","17"
"black locust","Robinia pseudoacacia","17"
"largeseed dodder","Cuscuta indecora","17"
"everlasting peavine","Lathyrus latifolius","17"
"mouse barley","Hordeum murinum","16"
"banded elm bark beetle","Scolytus schevyrewi","16"
"Eurasian watermilfoil","Myriophyllum spicatum","16"
"desert wheatgrass","Agropyron desertorum","16"
"Queen Anne's lace, wild carrot","Daucus carota","16"
"smooth barley","Hordeum murinum ssp. glaucum","16"
"pale dock","Rumex altissimus","15"
"yellow nutsedge","Cyperus esculentus","15"
"giant ragweed","Ambrosia trifida","15"
"silversheath knotweed","Polygonum argyrocoleon","14"
"hedge bindweed","Calystegia sepium","14"
"tall lettuce","Lactuca canadensis","14"
"fleabanes","Erigeron","14"
"narrowleaf dock","Rumex stenophyllus","14"
"garden loosestrife","Lysimachia vulgaris","14"
"European elm flea weevil","Orchestes alni","14"
"wild parsnip","Pastinaca sativa","14"
"bermudagrass","Cynodon dactylon","14"
"common groundsel","Senecio vulgaris","14"
"Indian mustard","Brassica juncea","13"
"white cockle","Silene latifolia ssp. alba","13"
"indigobush","Amorpha fruticosa","13"
"European sticktight","Lappula squarrosa","13"
"common chickweed","Stellaria pallida","13"
"Tracy's thistle","Cirsium undulatum var. tracyi","13"
"brown marmorated stink bug","Halyomorpha halys","13"
"pennyroyal","Mentha pulegium","12"
"dotted smartweed","Persicaria punctata","12"
"red sandspurry","Spergularia rubra","12"
"Deptford pink","Dianthus armeria","12"
"cereal rye","Secale cereale","12"
"motherwort","Leonurus cardiaca","11"
"roughstalk bluegrass","Poa trivialis","11"
"buffalobur","Solanum rostratum","11"
"white willow","Salix alba","11"
"meadow foxtail","Alopecurus pratensis","11"
"bushy wallflower","Erysimum repandum","11"
"field pepperweed","Lepidium campestre","11"
"birdsfoot trefoil","Lotus corniculatus","11"
"field sowthistle","Sonchus arvensis ssp. arvensis","11"
"tower-mustard","Turritis glabra","11"
"devil's-claw","Proboscidea louisianica","10"
"annual ragweed","Ambrosia artemisiifolia var. elatior","10"
"barley","Hordeum vulgare","10"
"wallflower mustard","Erysimum cheiranthoides","10"
"eastern redcedar","Juniperus virginiana","10"
"bristly foxtail","Setaria verticillata","10"
"curly leaf pondweed","Potamogeton crispus","10"
"common buckthorn, European buckthorn","Rhamnus cathartica","10"
"elm leafminer","Kaliofenusa ulmi","10"
"ground ivy","Glechoma hederacea","10"
"common ragweed","Ambrosia artemisiifolia","10"
"weeping lovegrass","Eragrostis curvula","10"
"halberdleaf orach","Atriplex patula","10"
"white mulberry","Morus alba","10"
"common bugloss","Anchusa officinalis","9"
"common chickweed","Stellaria media","9"
"common water hyacinth","Eichhornia crassipes","9"
"white poplar","Populus alba","9"
"common vetch","Vicia sativa","9"
"birdsrape mustard","Brassica rapa","9"
"leafy spurge","Euphorbia esula ssp. tommasiniana","9"
"wild-proso millet","Panicum miliaceum","9"
"longleaf groundcherry","Physalis longifolia","9"
"West Indian nightshade","Solanum ptychanthum","9"
"Texas blueweed","Helianthus ciliaris","9"
"hemp/marijuana (sativa)","Cannabis sativa","9"
"spotted knapweed","Centaurea stoebe","9"
"rattlesnake brome","Bromus briziformis","9"
"foxtail millet","Setaria italica","8"
"annual wheatgrass","Eremopyrum triticeum","8"
"soft brome","Bromus hordeaceus","8"
"silverleaf nightshade","Solanum elaeagnifolium","8"
"yellow floating heart","Nymphoides peltata","8"
"chickpea milkvetch, cicer milkvetch","Astragalus cicer","8"
"smallflower galinsoga","Galinsoga parviflora","8"
"canarygrass","Phalaris canariensis","8"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","8"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","8"
"black mustard","Brassica nigra","8"
"bladder campion","Silene vulgaris","8"
"cornflower","Centaurea cyanus","8"
"Siberian wheatgrass","Agropyron fragile","8"
"Italian bugloss","Anchusa azurea","8"
"bladder senna","Colutea arborescens","8"
"winged burning bush","Euonymus alatus","8"
"sheep fescue","Festuca ovina","8"
"yellow bedstraw","Galium verum","8"
"Morrow's honeysuckle","Lonicera morrowii","7"
"American bugseed","Corispermum americanum var. rydbergii","7"
"Himalayan blackberry","Rubus armeniacus","7"
"Tatarian honeysuckle","Lonicera tatarica","7"
"hairy galinsoga","Galinsoga quadriradiata","7"
"european starling","Sturnus vulgaris","7"
"common barberry","Berberis vulgaris","7"
"salad burnet","Sanguisorba minor","7"
"cowcockle","Vaccaria hispanica","7"
"red-eared slider","Trachemys scripta elegans","7"
"pear sawfly","Caliroa cerasi","7"
"oystershell scale","Lepidosaphes ulmi","6"
"pig (feral), wild boar at large","Sus scrofa (feral type)","6"
"water hyacinth","Eichhornia spp.","6"
"London rocket","Sisymbrium irio","6"
"tansy ragwort","Jacobaea vulgaris","6"
"purpleosier willow","Salix purpurea","6"
"smallseed alfalfa dodder","Cuscuta approximata","6"
"meadow knapweed","Centaurea x moncktonii","6"
"sorghum (type unspecified)","Sorghum bicolor","6"
"soft brome","Bromus hordeaceus ssp. hordeaceus","6"
"catchweed","Asperugo procumbens","6"
"elm leaf beetle","Xanthogaleruca luteola","6"
"woollyleaf bursage","Ambrosia grayi","6"
"hound's tongue","Cynoglossum spp.","6"
"interrupted windgrass","Apera interrupta","6"
"common velvetgrass","Holcus lanatus","6"
"osage-orange","Maclura pomifera","5"
"common lilac","Syringa vulgaris","5"
"white sweetclover","Melilotus albus","5"
"foxtail barley","Hordeum jubatum","5"
"sweetbriar","Rosa rubiginosa","5"
"California poppy","Eschscholzia californica","5"
"nipplewort","Lapsana communis","5"
"sweet alyssum","Lobularia maritima","5"
"common cattail","Typha latifolia","5"
"rapeseed","Brassica napus","5"
"black vine weevil","Otiorhynchus sulcatus","5"
"hollyhock","Alcea rosea","5"
"alfalfa","Medicago spp.","5"
"haresear mustard","Conringia orientalis","5"
"tuna cactus","Opuntia ficus-indica","5"
"foxglove","Digitalis purpurea","4"
"hybrid toadflax","Linaria dalmatica x vulgaris","4"
"Syrian beancaper","Zygophyllum fabago","4"
"unlisted plant","","4"
"hedge mustard","Sisymbrium officinale","4"
"narrowleaf hawksbeard","Crepis tectorum","4"
"slender meadow foxtail","Alopecurus myosuroides","4"
"wheatgrass","Agropyron spp.","4"
"showy baby's-breath","Gypsophila elegans","4"
"wild radish","Raphanus raphanistrum","4"
"ripgut brome","Bromus diandrus var. rigidus","4"
"broadleaf dock","Rumex obtusifolius","4"
"petty spurge","Euphorbia peplus","4"
"Armillaria root rots","Armillaria spp.","4"
"true forget-me-not","Myosotis scorpioides","4"
"Chinese silvergrass","Miscanthus sinensis","4"
"poverty brome","Bromus sterilis","4"
"splitlip hempnettle","Galeopsis bifida","4"
"knapweeds","Centaurea","4"
"scarlet pimpernel","Anagallis arvensis","4"
"ravennagrass","Saccharum ravennae","4"
"ripgut brome","Bromus diandrus","4"
"bighead knapweed","Centaurea macrocephala","4"
"bluebuttons, field scabious","Knautia arvensis","4"
"American black nightshade","Solanum americanum","4"
"corn gromwell","Buglossoides arvensis","4"
"marsh-pepper smartweed","Persicaria hydropiper","3"
"pink root rot","Setophoma terrestris","3"
"knotweed","Fallopia spp.","3"
"garden baby's-breath","Gypsophila scorzonerifolia","3"
"Mexican fireweed","Kochia scoparia ssp. scoparia","3"
"silvery cinquefoil","Potentilla argentea","3"
"knotweed","Polygonum spp.","3"
"garden vetch","Vicia sativa ssp. nigra","3"
"peach twig borer","Anarsia lineatella","3"
"smooth crabgrass","Digitaria ischaemum","3"
"spanishneedles","Bidens bipinnata","3"
"Old World flatsedge","Cyperus cyperinus","3"
"sainfoin","Onobrychis viciifolia","3"
"water lettuce","Pistia stratiotes","3"
"tall morning-glory","Ipomoea purpurea","3"
"Palmer amaranth","Amaranthus palmeri","3"
"wayfaringtree","Viburnum lantana","3"
"glossy buckthorn","Frangula alnus","3"
"hair fescue","Festuca filiformis","3"
"prostrate knotweed","Polygonum aviculare","3"
"horseradish","Armoracia rusticana","3"
"jimsonweed","Datura stramonium","3"
"European privet","Ligustrum vulgare","3"
"weeping willow","Salix babylonica","3"
"emerald ash borer","Agrilus planipennis","3"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","3"
"Wisconsin weeping willow","Salix x pendulina","3"
"spiny cocklebur","Xanthium spinosum","3"
"smooth hawksbeard","Crepis capillaris","3"
"high mallow","Malva sylvestris","2"
"annual false-brome","Brachypodium distachyon","2"
"feverfew","Tanacetum parthenium","2"
"sericea lespedeza","Lespedeza cuneata","2"
"common mediterraneangrass","Schismus barbatus","2"
"laurel willow","Salix pentandra","2"
"hairy cat's ear","Hypochaeris radicata","2"
"northern catalpa","Catalpa speciosa","2"
"common comfrey","Symphytum officinale","2"
"little mallow","Malva parviflora","2"
"garden cosmos","Cosmos bipinnatus","2"
"maiden pink","Dianthus deltoides","2"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","2"
"helleborine","Epipactis helleborine","2"
"Chinese fleecevine","Fallopia baldschuanica","2"
"English catchfly","Silene gallica","2"
"tall buttercup","Ranunculus acris","2"
"house mouse","Mus musculus","2"
"brown knapweed","Centaurea jacea","2"
"European mountain-ash","Sorbus aucuparia","2"
"sugarcane aphid","Melanaphis sacchari","2"
"giant knotweed","Reynoutria sachalinensis","2"
"barbwire Russian-thistle","Salsola paulsenii","2"
"cutleaf blackberry","Rubus laciniatus","2"
"nightflowering catchfly","Silene noctiflora","2"
"Scotch broom","Cytisus scoparius","2"
"big quakinggrass","Briza maxima","2"
"cutleaf vipergrass","Scorzonera laciniata","2"
"nimblewill","Muhlenbergia schreberi","2"
"perennial ryegrass","Lolium perenne ssp. perenne","2"
"tawny daylily","Hemerocallis fulva","2"
"blessed milkthistle","Silybum marianum","2"
"leporinum barley","Hordeum murinum ssp. leporinum","2"
"Mahaleb cherry","Prunus mahaleb","2"
"longstalk cranesbill","Geranium columbinum","2"
"blue flax","Linum perenne","2"
"rescuegrass","Bromus catharticus","2"
"Callery pear (Bradford pear)","Pyrus calleryana","2"
"queen-of-the-meadow","Filipendula ulmaria","2"
"peppermint","Mentha x piperita","2"
"water-bent","Polypogon viridis","2"
"medusahead","Taeniatherum caput-medusae","1"
"max chrysanthemum","Leucanthemum maximum","1"
"bristly locust","Robinia hispida","1"
"perennial cornflower","Centaurea montana","1"
"mugwort","Artemisia vulgaris","1"
"privet","Ligustrum spp.","1"
"common flax","Linum usitatissimum","1"
"matrimony vine","Lycium barbarum","1"
"oat","Avena sativa","1"
"squirreltail fescue","Vulpia bromoides","1"
"Aaron's beard","Hypericum calycinum","1"
"Japanese brome","Bromus japonicus","1"
"orange-peel clematis, yellow clematis","Clematis tangutica","1"
"purple deadnettle","Lamium purpureum","1"
"alyssum","Alyssum simplex","1"
"larch sawfly","Pristiphora erichsonii","1"
"pitted beardgrass","Bothriochloa pertusa","1"
"sweetclover","Melilotus spp.","1"
"annual wormwood","Artemisia annua","1"
"sweet vernalgrass","Anthoxanthum odoratum","1"
"radish","Raphanus sativus","1"
"white mustard","Sinapis alba","1"
"annual honesty","Lunaria annua","1"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","1"
"yellowtuft","Alyssum murale","1"
"yellow hornpoppy","Glaucium flavum","1"
"dallisgrass","Paspalum dilatatum","1"
"silver sage","Salvia argentea","1"
"garden rhubarb","Rheum rhabarbarum","1"
"common carp","Cyprinus carpio","1"
"cutleaf evening-primrose","Oenothera laciniata","1"
"Russian leafy spurge","Euphorbia esula var. uralensis","1"
"European cranberrybush","Viburnum opulus","1"
"Canary Island tamarisk","Tamarix canariensis","1"
"dwarf snapdragon","Chaenorhinum minus","1"
"apple-of-Peru","Nicandra physalodes","1"
"grassy arrowhead","Sagittaria graminea","1"
"bulbous buttercup","Ranunculus bulbosus","1"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","1"
"colonial bentgrass","Agrostis capillaris","1"
"littleseed canarygrass","Phalaris minor","1"
"babysbreath","Gypsophila","1"
"corkscrew willow","Salix matsudana","1"
"common viper's bugloss, blueweed","Echium vulgare","1"
"iris","Iris spp.","1"
"Japanese honeysuckle","Lonicera japonica","1"
"fall panicum","Panicum dichotomiflorum","1"
"horsenettle","Solanum carolinense","1"
"camelthorn","Alhagi maurorum","1"
"Jersey cudweed","Pseudognaphalium luteoalbum","1"
"false strawberry","Potentilla indica","1"
"hairy fleabane","Conyza bonariensis","1"
"common periwinkle","Vinca minor","1"
"flowering rush","Butomus umbellatus","1"
"English ivy","Hedera helix","1"
"field dodder","Cuscuta pentagona","1"
"goatsrue","Galega officinalis","1"
"fiveangled dodder","Cuscuta pentagona var. pentagona","1"
"garden cress","Lepidium sativum","1"
"dock","Rumex spp.","1"
"little starwort","Stellaria graminea","1"
"English violet","Viola odorata","1"
"hybrid knapweed","Centaurea x psammogena (C. diffusa X C. stoebe ssp. micranthos)","1"
"dog-strangling vine, European swallowwort","Vincetoxicum rossicum","1"
"junglerice","Echinochloa colona","1"
"Eurasian collared-dove","Streptopelia decaocto","1"
"Pantoea rot and blight","Pantoea ananatis pv. ananatis","1"
"crowndaisy","Glebionis coronaria","1"
"Persian speedwell","Veronica persica","1"
"crowfootgrass","Dactyloctenium aegyptium","1"
"redsepal evening-primrose","Oenothera glazioviana","1"
"corn spurry","Spergula arvensis","1"
"red brome","Bromus rubens","1"
"wild mustard","Sinapis arvensis ssp. arvensis","1"
"western poison ivy","Toxicodendron rydbergii","1"
"water foxtail","Alopecurus geniculatus","1"
"yellow fieldcress","Rorippa sylvestris","1"
"yellow mignonette","Reseda lutea","1"
