"Common Name","Scientific Name","Number of Records"
"aphid","Myzus lythri","297"
"spruce budworm","Choristoneura fumiferana","293"
"creeping bellflower","Campanula rapunculoides","291"
"bouncingbet","Saponaria officinalis","285"
"bittersweet nightshade","Solanum dulcamara","285"
"poplar petiolegall aphid","Pemphigus populitransversus","283"
"yellow sweet-clover","Melilotus officinalis","279"
"wooly aphid","Eriosoma spp.","274"
"white sweetclover","Melilotus albus","271"
"orange hawkweed","Pilosella aurantiaca","269"
"erigeron root aphid","Protaphis middletonii","266"
"clover aphid","Nearctaphis bakeri","262"
"flowering rush","Butomus umbellatus","260"
"multicolored Asian lady beetle","Harmonia axyridis","260"
"woolly aphids","Prociphilus spp.","253"
"emerald ash borer","Agrilus planipennis","245"
"dogwood aphid","Anoecia corni","245"
"potato aphid","Macrosiphum euphorbiae","243"
"goutweed","Aegopodium podagraria","242"
"common burdock, lesser burdock","Arctium minus","237"
"Tatarian honeysuckle","Lonicera tatarica","232"
"Queen Anne's lace, wild carrot","Daucus carota","232"
"leafy spurge","Euphorbia esula var. esula","224"
"woolly aphid","Forda marginata","222"
"aphids","Rhopalosiphum spp.","221"
"round leaf bittersweet","Celastrus orbiculatus","218"
"elm cockscomb gall aphid","Colopha ulmicola","215"
"watercress","Nasturtium officinale","214"
"willow carrot aphid","Cavariella aegopodii","212"
"common hempnettle","Galeopsis tetrahit","212"
"cypress spurge","Euphorbia cyparissias","212"
"hybrid cattail","Typha x glauca","207"
"wild buckwheat","Fallopia convolvulus","204"
"redtop","Agrostis gigantea","204"
"tar spot of corn","Phyllachora maydis","203"
"tawny daylily","Hemerocallis fulva","199"
"common yarrow","Achillea millefolium","198"
"bean aphid","Aphis fabae","197"
"white campion","Silene latifolia","197"
"ground ivy","Glechoma hederacea","196"
"common selfheal","Prunella vulgaris","196"
"big chickweed","Cerastium fontanum ssp. vulgare","194"
"European Corn Borer","Ostrinia nubilalis New York (Z) strain","193"
"pine and spruce aphids","Adelgidae (family)","190"
"lambsquarters","Chenopodium album","189"
"hairy vetch","Vicia villosa","188"
"ladysthumb","Persicaria maculosa","185"
"aphid","Pemphigus monophagus","185"
"true armyworm","Mythimna unipuncta","182"
"common mouse-ear chickweed","Cerastium fontanum","178"
"broadleaf plantain","Plantago major","178"
"Amur honeysuckle","Lonicera maackii","177"
"red sorrel","Rumex acetosella","176"
"motherwort","Leonurus cardiaca","176"
"oxeye daisy","Leucanthemum vulgare","175"
"spirea aphid","Aphis spiraecola","174"
"hoary alyssum","Berteroa incana","173"
"sulfur cinquefoil","Potentilla recta","171"
"dandelion","Taraxacum officinale","169"
"tall waterhemp","Amaranthus tuberculatus","169"
"stinging nettle","Urtica dioica","169"
"aphid","Pterocallis alnifoliae","169"
"red fox","Vulpes vulpes","167"
"aphid","Sipha elegans","166"
"spotted spurge","Euphorbia maculata","166"
"curly dock","Rumex crispus","164"
"Amur maple","Acer ginnala","163"
"yellow rocket","Barbarea vulgaris","162"
"oak leaf aphids","Myzocallis spp.","160"
"barnyardgrass","Echinochloa crus-galli","160"
"smooth brome","Bromus inermis","158"
"Canadian horseweed","Erigeron canadensis","157"
"greater celandine","Chelidonium majus","157"
"bigleaf lupine","Lupinus polyphyllus","156"
"elder aphid","Aphis sambuci","152"
"quackgrass","Elymus repens","149"
"timothy","Phleum pratense","147"
"cotton aphid","Aphis gossypii","145"
"Chinese mystery snail","Cipangopaludina chinensis","144"
"lily of the valley","Convallaria majalis","141"
"tall lettuce","Lactuca canadensis","140"
"yellow woodsorrel","Oxalis stricta","140"
"catnip","Nepeta cataria","139"
"eastern redcedar","Juniperus virginiana","139"
"coyote","Canis latrans","138"
"common duckweed","Lemna minor","136"
"pale smartweed","Polygonum lapathifolium","135"
"spiny witchhazel gall aphid","Hamamelistes spinosus","135"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","134"
"winged burning bush","Euonymus alatus","134"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","134"
"alsike clover","Trifolium hybridum","133"
"green foxtail","Setaria viridis","133"
"cutleaf teasel","Dipsacus laciniatus","132"
"black medic","Medicago lupulina","132"
"sweetclover","Melilotus spp.","132"
"shepherd's-purse","Capsella bursa-pastoris","131"
"aphids","Aphis spp.","131"
"European red raspberry","Rubus idaeus","130"
"eastern white pine","Pinus strobus","130"
"rosy apple aphid","Dysaphis plantaginea","129"
"chicory","Cichorium intybus","128"
"musk thistle, nodding thistle","Carduus nutans","127"
"curly dock","Rumex crispus ssp. crispus","125"
"Kentucky bluegrass","Poa pratensis","125"
"aphid","Iziphya flabella","124"
"field pennycress","Thlaspi arvense","122"
"aphid","Myzocallis punctata","122"
"buckhorn plantain","Plantago lanceolata","121"
"stinking chamomile","Anthemis cotula","121"
"dotted smartweed","Persicaria punctata","121"
"Callery pear (Bradford pear)","Pyrus calleryana","121"
"pineapple-weed","Matricaria discoidea","119"
"stinkgrass","Eragrostis cilianensis","118"
"thymeleaf speedwell","Veronica serpyllifolia","117"
"hybrid crack willow","Salix x rubens","117"
"wild four-o'clock","Mirabilis nyctaginea","117"
"European cranberrybush","Viburnum opulus","117"
"aphids","Mindarus spp.","114"
"giantseed goosefoot","Chenopodium simplex","113"
"rusty plum aphid","Hysteroneura setariae","112"
"western salsify","Tragopogon dubius","111"
"northern white cedar","Thuja occidentalis","111"
"aphid","Aphis asclepiadis","111"
"American burnweed","Erechtites hieraciifolius","111"
"orchardgrass","Dactylis glomerata","111"
"bladder campion","Silene vulgaris","110"
"wild mustard","Sinapis arvensis","110"
"painted maple aphid","Drepanaphis acerifoliae","109"
"smooth bedstraw","Galium mollugo","107"
"common mallow","Malva neglecta","105"
"hedge mustard","Sisymbrium officinale","105"
"longspine sandbur","Cenchrus longispinus","103"
"aphids","Thripsaphis spp.","103"
"jumping worm","Amynthas spp.","103"
"white poplar","Populus alba","102"
"hairy galinsoga","Galinsoga quadriradiata","100"
"Canada bluegrass","Poa compressa","100"
"perennial ryegrass","Lolium perenne","100"
"houndstongue","Cynoglossum officinale","100"
"tumble mustard","Sisymbrium altissimum","100"
"aphid","Tinocallis saltans","99"
"common purslane","Portulaca oleracea","98"
"velvetleaf","Abutilon theophrasti","98"
"aphid","Rhopalosiphum cerasifoliae","97"
"Siberian elm","Ulmus pumila","96"
"common vetch","Vicia sativa","95"
"common teasel","Dipsacus fullonum","95"
"Heterobasidion root rots","Heterobasidion spp.","95"
"Deptford pink","Dianthus armeria","94"
"cup rosinweed","Silphium perfoliatum","94"
"fragrant waterlily","Nymphaea odorata","94"
"common barberry","Berberis vulgaris","94"
"cheatgrass, downy brome","Bromus tectorum","93"
"yellow nutsedge","Cyperus esculentus","93"
"large crabgrass","Digitaria sanguinalis","92"
"common periwinkle","Vinca minor","92"
"Amur silvergrass","Miscanthus sacchariflorus","92"
"giant chickweed","Myosoton aquaticum","92"
"spotted waterhemlock","Cicuta maculata","92"
"Virginia pepperweed","Lepidium virginicum","92"
"perennial sowthistle","Sonchus arvensis","91"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","90"
"common ragweed","Ambrosia artemisiifolia","89"
"asparagus","Asparagus officinalis","88"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","88"
"field bindweed","Convolvulus arvensis","88"
"large hop clover","Trifolium campestre","87"
"hop clover","Trifolium aureum","87"
"giant ragweed","Ambrosia trifida","87"
"lesser celandine, fig buttercup","Ficaria verna","87"
"poison hemlock","Conium maculatum","87"
"Russian thistle","Salsola tragus","86"
"tree-of-heaven","Ailanthus altissima","85"
"waterpurslane","Ludwigia palustris","85"
"blue alfalfa aphid","Acyrthosiphon kondoi","84"
"nipplewort","Lapsana communis","84"
"meadow fescue","Festuca pratensis","84"
"hedge bindweed","Calystegia sepium","82"
"knotweed species (nonnative)","Reynoutria spp.","82"
"rabbitfoot clover","Trifolium arvense","81"
"flat peavine","Lathyrus sylvestris","80"
"sweetclover aphid","Therioaphis riehmi","78"
"broadleaf dock","Rumex obtusifolius","77"
"tall fescue","Festuca arundinacea","76"
"blackmargined aphid","Monellia caryella","76"
"yellow foxtail","Setaria pumila","76"
"white mulberry","Morus alba","76"
"common chickweed","Stellaria pallida","75"
"aphid","Anoecia setariae","75"
"woodland forget-me-not","Myosotis sylvatica","75"
"aphid","Hyperomyzus pallidus","74"
"common chickweed","Stellaria media","73"
"Asiatic dayflower","Commelina communis","73"
"tall buttercup","Ranunculus acris","72"
"corn speedwell","Veronica arvensis","72"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","72"
"alfalfa","Medicago sativa","72"
"Japanese hop","Humulus japonicus","72"
"field horsetail","Equisetum arvense","71"
"common speedwell","Veronica officinalis","71"
"white cockle","Silene latifolia ssp. alba","71"
"creeping bentgrass","Agrostis stolonifera","70"
"giant foxtail","Setaria faberi","70"
"Venice mallow","Hibiscus trionum","69"
"woolly elm aphid","Eriosoma americanum","69"
"annual ragweed","Ambrosia artemisiifolia var. elatior","68"
"bittersweets","Celastrus spp.","68"
"Mexican fireweed","Bassia scoparia","67"
"white willow","Salix alba","66"
"water speedwell","Veronica anagallis-aquatica","66"
"marsh-pepper smartweed","Persicaria hydropiper","65"
"silvery cinquefoil","Potentilla argentea","65"
"bristlegrass","Setaria spp.","65"
"West Indian nightshade","Solanum ptychanthum","65"
"narrowleaf hawkweed","Hieracium umbellatum","65"
"green bristlegrass","Setaria viridis var. viridis","65"
"aphid","Uroleucon taraxaci","65"
"red fescue","Festuca rubra","64"
"aphid","Calaphis betulella","64"
"water knotweed","Polygonum amphibium","64"
"spiny plumeless thistle","Carduus acanthoides","63"
"narrowleaf hawksbeard","Crepis tectorum","63"
"annual bluegrass","Poa annua","63"
"wallflower mustard","Erysimum cheiranthoides","63"
"diatom","Discostella pseudostelligera","63"
"American mannagrass","Glyceria grandis var. grandis","62"
"black mustard","Brassica nigra","62"
"aphids","Hyperomyzus spp.","62"
"banded mysterysnail","Viviparus georgianus","61"
"balsam poplar","Populus balsamifera","61"
"aphid","Aphis folsomii","61"
"caragana aphid","Acyrthosiphon caraganae","60"
"witch's moneybags","Hylotelephium telephium ssp. telephium","60"
"Taterian honeysuckle aphid","Hyadaphis tataricae","59"
"absinth wormwood","Artemisia absinthium","58"
"common cocklebur","Xanthium strumarium","58"
"Virginia groundcherry","Physalis virginiana var. virginiana","57"
"wild onion","Allium canadense","57"
"brown marmorated stink bug","Halyomorpha halys","56"
"redroot pigweed","Amaranthus retroflexus","56"
"woodland strawberry","Fragaria vesca","56"
"hemp/marijuana (sativa)","Cannabis sativa","56"
"smooth crabgrass","Digitaria ischaemum","55"
"bristly locust","Robinia hispida","55"
"cannabis aphid","Phorodon cannabis","54"
"helleborine","Epipactis helleborine","54"
"alfalfa","Medicago sativa ssp. sativa","53"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","53"
"aphid","Anoecia oenotherae","53"
"prickly lettuce","Lactuca serriola","52"
"meadow hawkweed","Hieracium caespitosum","52"
"Norway maple","Acer platanoides","52"
"germander speedwell","Veronica chamaedrys","51"
"aphid","Drepanaphis spp.","51"
"fall armyworm","Spodoptera frugiperda","51"
"sow thistle aphid","Hyperomyzus lactucae","51"
"aphid","Geoica utricularia","51"
"sowthistle","Sonchus","51"
"mangold aphid","Rhopalosiphoninus staphyleae","51"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","51"
"cultivated currant","Ribes rubrum","50"
"zebra mussel","Dreissena polymorpha","50"
"Dalmatian toadflax","Linaria dalmatica","50"
"everlasting peavine","Lathyrus latifolius","49"
"plumeless thistle","Carduus","49"
"field brome","Bromus arvensis","47"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","47"
"hemp dogbane","Apocynum cannabinum","47"
"eastern flower thrips","Frankliniella tritici","47"
"common lilac","Syringa vulgaris","47"
"garden loosestrife","Lysimachia vulgaris","47"
"Scots pine","Pinus sylvestris","46"
"garden vetch","Vicia sativa ssp. nigra","46"
"wandering broadhead planarian","Bipalium adventitium","46"
"biennial wormwood","Artemisia biennis","46"
"aphid","Aphis coreopsidis","46"
"bird vetch","Vicia cracca","45"
"foxglove","Digitalis purpurea","45"
"wild radish","Raphanus raphanistrum","44"
"spring whitlowgrass","Draba verna","44"
"curlycup gumweed","Grindelia squarrosa","44"
"spiny sowthistle","Sonchus asper","44"
"mint","Mentha spp.","43"
"moth mullein","Verbascum blattaria","43"
"false spiraea","Sorbaria sorbifolia","43"
"Indian mustard","Brassica juncea","42"
"Bohemian knotweed, Hybrid Japanese knotweed","Reynoutria x bohemica","41"
"Siberian peashrub","Caragana arborescens","41"
"field thistle","Cirsium discolor","40"
"common groundsel","Senecio vulgaris","40"
"giant conifer aphids","Cinara spp.","40"
"paradise apple","Malus pumila","40"
"giant knotweed","Reynoutria sachalinensis","40"
"harlequin blueflag","Iris versicolor","40"
"autumn olive","Elaeagnus umbellata var. parvifolia","40"
"low cudweed","Gnaphalium uliginosum","39"
"yellow fieldcress","Rorippa sylvestris","39"
"eastern poison-ivy","Toxicodendron radicans","39"
"aphid","Macrosiphum spp.","39"
"sweetwilliam","Dianthus barbatus","39"
"common pokeweed","Phytolacca americana","39"
"common viper's bugloss, blueweed","Echium vulgare","39"
"spotted poplar aphid","Aphis maculatae","39"
"alewife","Alosa pseudoharengus","39"
"burnet-saxifrage","Pimpinella saxifraga","39"
"linden aphid","Eucallipterus tiliae","39"
"prostrate knotweed","Polygonum aviculare","38"
"meadow salsify","Tragopogon lamottei","38"
"Norway spruce","Picea abies","38"
"kingdevil hawkweed","Hieracium piloselloides","38"
"thistle","Cirsium","38"
"wild oat","Avena fatua","38"
"common caraway","Carum carvi","38"
"sneezewort yarrow","Achillea ptarmica","37"
"spearmint","Mentha spicata","37"
"little starwort","Stellaria graminea","36"
"flixweed","Descurainia sophia","36"
"cucurbit downy mildew","Pseudoperonospora cubensis","36"
"brown knapweed","Centaurea jacea","36"
"round goby","Neogobius melanostomus","35"
"gingermint","Mentha x gracilis","35"
"sweet vernalgrass","Anthoxanthum odoratum","35"
"babysbreath","Gypsophila paniculata","35"
"diatom","Cyclotella atomus","34"
"splitlip hempnettle","Galeopsis bifida","34"
"European sticktight","Lappula squarrosa","34"
"catchweed bedstraw","Galium aparine","34"
"birch leafminer","Fenusa pusilla","33"
"cereal rye","Secale cereale","33"
"slender snakecotton","Froelichia gracilis","33"
"thymeleaf sandwort","Arenaria serpyllifolia","33"
"burdock","Arctium","33"
"willow","Salix spp.","33"
"aphid","Aphis polygonata","32"
"bristly foxtail","Setaria verticillata","32"
"hop aphid","Phorodon humuli","32"
"annual sowthistle","Sonchus oleraceus","32"
"European mountain-ash","Sorbus aucuparia","32"
"dog mustard","Erucastrum gallicum","31"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","31"
"Armillaria root rots","Armillaria spp.","31"
"grapevine aphid","Aphis illinoisensis","31"
"jimsonweed","Datura stramonium","31"
"dwarf snapdragon","Chaenorhinum minus","31"
"aphid","Acyrthosiphon spp.","31"
"wayfaringtree","Viburnum lantana","30"
"wirestem muhly","Muhlenbergia frondosa","30"
"rye brome","Bromus secalinus","30"
"hard fescue","Festuca brevipila","29"
"garlic mustard aphid","Lipaphis alliariae","29"
"sheep fescue","Festuca trachyphylla","29"
"giant aphid","Eulachnus rileyi","29"
"prostrate pigweed","Amaranthus blitoides","29"
"field pepperweed","Lepidium campestre","29"
"common carp","Cyprinus carpio","29"
"live-forever stonecrop","Hylotelephium telephium","28"
"beech bark disease","Neonectria faginata","28"
"pale dock","Rumex altissimus","28"
"American bullfrog","Lithobates catesbeianus","28"
"creeping buttercup","Ranunculus repens","28"
"aphid","Cryptomyzus galeopsidis","27"
"oleander aphid","Aphis nerii","27"
"larch sawfly","Pristiphora erichsonii","27"
"northern catalpa","Catalpa speciosa","27"
"insidious flower bug","Orius insidiosus","27"
"introduced basswood thrips","Thrips calcaratus","27"
"poison-sumac","Toxicodendron vernix","27"
"tall thistle","Cirsium altissimum","26"
"rock dandelion","Taraxacum erythrospermum","26"
"musk mallow","Malva moschata","26"
"common comfrey","Symphytum officinale","26"
"pansy","Viola tricolor","25"
"rough mannagrass","Glyceria maxima","25"
"poplar vagabond aphid","Mordwilkoja vagabunda","25"
"field sowthistle","Sonchus arvensis ssp. arvensis","25"
"halberdleaf orach","Atriplex patula","25"
"longleaf groundcherry","Physalis longifolia","25"
"nimblewill","Muhlenbergia schreberi","25"
"meadow foxtail","Alopecurus pratensis","25"
"spotted deadnettle","Lamium maculatum","24"
"Seaside rose","Rosa rugosa","24"
"European black alder","Alnus glutinosa","24"
"horsenettle","Solanum carolinense","24"
"buckwheat","Fagopyrum esculentum","24"
"larch casebearer","Coleophora laricella","24"
"bluebuttons, field scabious","Knautia arvensis","24"
"scarlet pimpernel","Anagallis arvensis","24"
"low baby's-breath","Gypsophila muralis","23"
"Amur corktree","Phellodendron amurense","23"
"common flax","Linum usitatissimum","23"
"tall morning-glory","Ipomoea purpurea","23"
"aphid","Aphis decepta","23"
"corn spurry","Spergula arvensis","23"
"mugwort","Artemisia vulgaris","22"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","22"
"prairie sunflower","Helianthus petiolaris","22"
"indigobush","Amorpha fruticosa","22"
"yellow sugarcane aphid","Sipha flava","22"
"smallseed falseflax","Camelina microcarpa","22"
"aphids","Macrosiphoniella spp.","22"
"laurel willow","Salix pentandra","22"
"field forget-me-not","Myosotis arvensis","22"
"hairy willowherb","Epilobium hirsutum","21"
"Russian olive","Elaeagnus angustifolia","21"
"birdsrape mustard","Brassica rapa","21"
"aphids","Nearctaphis spp.","21"
"queen-of-the-meadow","Filipendula ulmaria","20"
"essigella aphids","Essigella spp.","20"
"elecampane","Inula helenium","20"
"New Zealand mud snail","Potamopyrgus antipodarum","20"
"bur oak blight","Tubakia iowensis","20"
"yellow bedstraw","Galium verum","20"
"oakleaf goosefoot","Chenopodium glaucum","20"
"nightflowering catchfly","Silene noctiflora","20"
"Miscanthus","Miscanthus","19"
"cornflower","Centaurea cyanus","19"
"wood bluegrass","Poa nemoralis","19"
"garden catchfly","Silene armeria","19"
"henbit","Lamium amplexicaule","19"
"squill","Scilla siberica","18"
"radish","Raphanus sativus","18"
"red hailstone","Thladiantha dubia","18"
"soybean thrips","Neohydatothrips variabilis","18"
"aphid","Acuticauda solidaginifoliae","18"
"grassy arrowhead","Sagittaria graminea","18"
"tall oatgrass","Arrhenatherum elatius","18"
"wild-proso millet","Panicum miliaceum","18"
"common dandelion","Taraxacum officinale ssp. officinale","18"
"burcucumber","Sicyos angulatus","17"
"downy oat-grass","Helictotrichon pubescens","17"
"introduced pine sawfly","Diprion similis","17"
"princess-feather","Persicaria orientalis","17"
"hollyhock","Alcea rosea","17"
"perennial ryegrass","Lolium perenne ssp. perenne","17"
"lettuce aphid","Acyrthosiphon lactucae","17"
"yellow archangel","Lamium galeobdolon","16"
"cutleaf evening-primrose","Oenothera laciniata","16"
"dwarf honeysuckle","Lonicera xylosteum","16"
"red fox","Vulpes vulpes fulvus","16"
"Elaeagnus","Elaeagnus spp.","16"
"European spindletree","Euonymus europaeus","16"
"great burdock","Arctium lappa","16"
"fall phlox","Phlox paniculata","16"
"sorghum (type unspecified)","Sorghum bicolor","16"
"barley","Hordeum vulgare","16"
"carpet bugle","Ajuga reptans","16"
"reed","Phragmites spp.","15"
"red sandspurry","Spergularia rubra","15"
"aphid","Myzocallis granovskyi","15"
"goosegrass","Eleusine indica","15"
"yellow hawkweed","Pilosella caespitosa","15"
"bald brome","Bromus racemosus","15"
"yellow rose aphid","Rhodobium porosum","15"
"weeping alkaligrass","Puccinellia distans","15"
"canarygrass","Phalaris canariensis","15"
"house sparrow","Passer domesticus","14"
"weeping willow","Salix x sepulcralis","14"
"longleaf dock","Rumex longifolius","14"
"aphid","Protaphis debilicornis","14"
"European elm leafcurl aphid","Eriosoma ulmi","14"
"moorgrass","Molinia caerulea","14"
"yellow alyssum","Alyssum alyssoides","14"
"grass carp","Ctenopharyngodon idella","14"
"giant daisy","Leucanthemella serotina","14"
"foxglove aphid","Aulacorthum solani","14"
"garden baby's-breath","Gypsophila scorzonerifolia","14"
"mexicantea","Dysphania ambrosioides","14"
"woolly pine needle aphid","Schizolachnus piniradiatae","14"
"rose-grain aphid","Metopolophium dirhodum","13"
"johnsongrass","Sorghum halepense","13"
"purplenerve springparsley","Cymopterus multinervatus","13"
"periwinkle","Vinca","13"
"European birch","Betula pendula","13"
"American walnut aphid","Monelliopsis caryae","13"
"fall panicum","Panicum dichotomiflorum","13"
"twoleaf watermilfoil","Myriophyllum heterophyllum","13"
"compact dock","Rumex thyrsiflorus","13"
"aphids","Amphorophora spp.","13"
"aphids","Anoecia spp.","13"
"longleaf speedwell","Pseudolysimachion longifolium","12"
"petty spurge","Euphorbia peplus","12"
"oystershell scale","Lepidosaphes ulmi","12"
"aphid","Aphis rumicis","12"
"sweetbriar","Rosa rubiginosa","12"
"pear thrips","Taeniothrips inconsequens","12"
"brown trout","Salmo trutta","12"
"purpleosier willow","Salix purpurea","12"
"pearl gromwell","Lithospermum officinale","12"
"wild licorice","Glycyrrhiza lepidota","12"
"corn cockle","Agrostemma githago","11"
"black-margined loosestrife beetle","Galerucella calmariensis","11"
"redstem filaree","Erodium cicutarium","11"
"Southern corn rust","Puccinia polysora","11"
"yellow daylily","Hemerocallis lilioasphodelus","11"
"common wheat","Triticum aestivum","11"
"peppermint","Mentha x piperita","11"
"green stink bug","Chinavia hilaris","11"
"leafy spurge","Euphorbia esula ssp. tommasiniana","11"
"herb-robert","Geranium robertianum","11"
"fly honeysuckle","Lonicera x xylosteoides","11"
"leafcurl plum aphid","Brachycaudus helichrysi","10"
"red bartsia","Odontites vernus","10"
"aphids","Iziphya spp.","10"
"common cattail","Typha latifolia","10"
"bats in the belfry","Campanula trachelium","10"
"bighead carp","Hypophthalmichthys nobilis","10"
"English violet","Viola odorata","10"
"apple-mint","Mentha x villosa","10"
"foxtail millet","Setaria italica","10"
"apple-of-Peru","Nicandra physalodes","10"
"Japanese honeysuckle","Lonicera japonica","10"
"rock pigeon","Columba livia","10"
"woolly apple aphid","Eriosoma lanigerum","10"
"silver carp","Hypophthalmichthys molitrix","9"
"hollyleaf naiad","Najas marina","9"
"brown sow thistle aphid","Uroleucon sonchi","9"
"ruffe","Gymnocephalus cernuus","9"
"sweet alyssum","Lobularia maritima","9"
"hairy nightshade","Solanum physalifolium","9"
"aphid","Aphis rubicola","9"
"potato leafhopper","Empoasca fabae","9"
"northern corn leaf blight","Exserohilum turcicum","9"
"Geneva bugle","Ajuga genevensis","9"
"common salsify","Tragopogon porrifolius","9"
"buld and potato aphid","Rhopalosiphoninus latysiphon","9"
"Oriental lady's thumb","Persicaria longiseta","9"
"blue lettuce","Lactuca tatarica","9"
"common grape hyacinth","Muscari botryoides","9"
"Chinese catalpa","Catalpa ovata","9"
"quagga mussel","Dreissena bugensis","9"
"cowcockle","Vaccaria hispanica","9"
"forest tent caterpillar","Malacosoma disstria","9"
"European privet","Ligustrum vulgare","9"
"giant hogweed","Heracleum mantegazzianum","9"
"aphid","Tinocallis spp.","9"
"aphid","Aphis pulchella","9"
"princesstree","Paulownia tomentosa","9"
"Lombardy poplar","Populus nigra","9"
"black knapweed","Centaurea nigra","8"
"European elm flea weevil","Orchestes alni","8"
"Japanese pachysandra","Pachysandra terminalis","8"
"nettleleaf goosefoot","Chenopodium murale","8"
"rough bugleweed","Lycopus asper","8"
"eclipta","Eclipta prostrata","8"
"smooth hawksbeard","Crepis capillaris","8"
"aphid","Calaphis spp.","8"
"water mint","Mentha aquatica","8"
"freshwater tubenose goby","Proterorhinus semilunaris","8"
"faucet snail","Bithynia tentaculata","8"
"feverfew","Tanacetum parthenium","8"
"common pear","Pyrus communis","8"
"bulbous bluegrass","Poa bulbosa","8"
"aphid","Pterocomma smithiae","8"
"prickly-ash","Zanthoxylum americanum","8"
"heather","Calluna vulgaris","8"
"Thunberg lespedeza","Lespedeza thunbergii","8"
"sericea lespedeza","Lespedeza cuneata","7"
"aphid","Nasonovia spp.","7"
"roughstalk bluegrass","Poa trivialis","7"
"white perch","Morone americana","7"
