"Common Name","Scientific Name","Number of Records"
"knotroot foxtail","Setaria parviflora","88"
"common reed","Phragmites australis","86"
"sensitive partridgepea","Chamaecrista nictitans","84"
"fire ants","Solenopsis spp.","83"
"fire ant decapitating fly","Pseudacteon curvatus","82"
"tuberous vervain","Verbena rigida","81"
"red imported fire ant","Solenopsis invicta","81"
"black locust","Robinia pseudoacacia","81"
"common mullein","Verbascum thapsus","79"
"tall lettuce","Lactuca canadensis","79"
"fall armyworm","Spodoptera frugiperda","78"
"spiny sowthistle","Sonchus asper","76"
"rice flatsedge","Cyperus iria","74"
"small hop clover","Trifolium dubium","72"
"yellow sweet-clover","Melilotus officinalis","72"
"yellow foxtail","Setaria pumila","70"
"common ragweed","Ambrosia artemisiifolia","70"
"common cocklebur","Xanthium strumarium","69"
"common chickweed","Stellaria pallida","69"
"paper-mulberry","Broussonetia papyrifera","68"
"large crabgrass","Digitaria sanguinalis","68"
"yellow woodsorrel","Oxalis stricta","67"
"buckhorn plantain","Plantago lanceolata","67"
"cucurbit downy mildew","Pseudoperonospora cubensis","67"
"southern catalpa","Catalpa bignonioides","67"
"Uruguayan vervain","Verbena montevidensis","66"
"princesstree","Paulownia tomentosa","66"
"common pokeweed","Phytolacca americana","66"
"field brome","Bromus arvensis","65"
"fusiform rust","Cronartium quercuum f.sp. fusiforme","65"
"goosegrass","Eleusine indica","65"
"red clover","Trifolium pratense","63"
"Japanese clover","Kummerowia striata","63"
"sicklepod","Senna obtusifolia","63"
"waterpurslane","Ludwigia palustris","61"
"fire ant decapitating fly","Pseudacteon tricuspis","60"
"wisterias","Wisteria spp.","60"
"rescuegrass","Bromus catharticus","60"
"tree-of-heaven","Ailanthus altissima","60"
"lilyturf","Liriope spp.","60"
"large hop clover","Trifolium campestre","60"
"bristlegrass","Setaria spp.","59"
"American burnweed","Erechtites hieraciifolius","59"
"autumn olive","Elaeagnus umbellata","58"
"coco yam, wild taro","Colocasia esculenta","57"
"eastern poison-ivy","Toxicodendron radicans","57"
"horsenettle","Solanum carolinense","57"
"corn speedwell","Veronica arvensis","56"
"shovel-headed garden worm","Bipalium kewense","56"
"indigobush","Amorpha fruticosa","55"
"false strawberry","Potentilla indica","55"
"bracted plantain","Plantago aristata","55"
"golden bamboo","Phyllostachys aurea","55"
"sticky chickweed","Cerastium glomeratum","54"
"bermudagrass","Cynodon dactylon","54"
"bald brome","Bromus racemosus","54"
"giant reed","Arundo donax","53"
"dotted smartweed","Persicaria punctata","52"
"yellow nutsedge","Cyperus esculentus","52"
"eclipta","Eclipta prostrata","52"
"smutgrass","Sporobolus indicus","52"
"giant ragweed","Ambrosia trifida","51"
"annual bluegrass","Poa annua","51"
"ivyleaf morning-glory","Ipomoea hederacea","51"
"periwinkle","Vinca","51"
"garden vetch","Vicia sativa ssp. nigra","49"
"broomsedge bluestem","Andropogon virginicus","48"
"junglerice","Echinochloa colona","48"
"osage-orange","Maclura pomifera","47"
"Queen Anne's lace, wild carrot","Daucus carota","47"
"shepherd's-purse","Capsella bursa-pastoris","46"
"spiny amaranth","Amaranthus spinosus","45"
"common chickweed","Stellaria media","44"
"mexicantea","Dysphania ambrosioides","44"
"showy rattlebox","Crotalaria spectabilis","44"
"anglestem beaksedge","Rhynchospora caduca","44"
"wild onion","Allium canadense","44"
"bigroot morning-glory","Ipomoea pandurata","42"
"purple nutsedge","Cyperus rotundus","42"
"dandelion","Taraxacum officinale","42"
"prickly lettuce","Lactuca serriola","42"
"highbush blackberry","Rubus argutus","41"
"musk thistle, nodding thistle","Carduus nutans","41"
"catchweed bedstraw","Galium aparine","41"
"smallflower morningglory","Jacquemontia tamnifolia","40"
"spotted waterhemlock","Cicuta maculata","40"
"field madder","Sherardia arvensis","39"
"crimson clover","Trifolium incarnatum","39"
"pitted morning-glory","Ipomoea lacunosa","39"
"tropical soda apple","Solanum viarum","39"
"common purslane","Portulaca oleracea","38"
"perilla mint","Perilla frutescens","38"
"Honduras pine","Pinus elliottii var. elliottii","38"
"chestnut blight or canker","Cryphonectria parasitica","38"
"itchgrass","Rottboellia cochinchinensis","37"
"red sesbania","Sesbania punicea","37"
"bigpod sesbania","Sesbania herbacea","36"
"Asiatic dayflower","Commelina communis","36"
"jimsonweed","Datura stramonium","35"
"rye brome","Bromus secalinus","34"
"carpetgrass","Axonopus fissifolius","34"
"swordfern","Macrothelypteris torresiana","34"
"hemp sesbania","Sesbania exaltata","34"
"haspan flatsedge","Cyperus haspan","32"
"moth mullein","Verbascum blattaria","32"
"coral ardisia","Ardisia crenata","32"
"spanishneedles","Bidens bipinnata","32"
"nutria","Myocastor coypus","32"
"Kummerowia","Kummerowia","31"
"wild garlic","Allium vineale","31"
"yellow foxtail","Setaria pumila ssp. pumila","30"
"orchardgrass","Dactylis glomerata","30"
"brittleleaf naiad","Najas minor","29"
"pale smartweed","Polygonum lapathifolium","29"
"stinking chamomile","Anthemis cotula","29"
"tall vervain","Verbena bonariensis","29"
"Cherokee rose","Rosa laevigata","29"
"cutleaf geranium","Geranium dissectum","29"
"european starling","Sturnus vulgaris","29"
"balloonvine","Cardiospermum halicacabum","29"
"bulbous buttercup","Ranunculus bulbosus","28"
"tarweed cuphea","Cuphea carthagenensis","27"
"hemp dogbane","Apocynum cannabinum","27"
"garden spurge","Chamaesyce hirta","26"
"cheatgrass, downy brome","Bromus tectorum","26"
"Kentucky bluegrass","Poa pratensis","26"
"hybrid imported fire ant","Solenopsis invicta x richteri","26"
"rattail fescue","Vulpia myuros","26"
"creeping waterprimrose","Ludwigia peploides","26"
"thorny olive","Elaeagnus pungens","26"
"small carpetgrass, joint-head grass","Arthraxon hispidus","26"
"crapemyrtle bark scale","Acanthococcus lagerstroemiae","25"
"red sorrel","Rumex acetosella","25"
"tawny daylily","Hemerocallis fulva","25"
"lambsquarters","Chenopodium album","25"
"giant foxtail","Setaria faberi","25"
"Wisteria floribunda x sinensis hybrid","Wisteria x formosa","25"
"crapemyrtle","Lagerstroemia indica","24"
"European common reed, Phragmites","Phragmites australis ssp. australis","24"
"laurel wilt","Raffaelea lauricola","24"
"fall panicum","Panicum dichotomiflorum","24"
"lesser swinecress","Coronopus didymus","24"
"meadow fescue","Festuca pratensis","23"
"annual yellow sweetclover","Melilotus indicus","23"
"big periwinkle","Vinca major","23"
"black imported fire ant","Solenopsis richteri","23"
"tall morning-glory","Ipomoea purpurea","22"
"West Indian nightshade","Solanum ptychanthum","22"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","22"
"spreading hedgeparsley","Torilis arvensis","22"
"Korean lespedeza","Kummerowia stipulacea","22"
"Chinese parasoltree","Firmiana simplex","21"
"moss vervain","Glandularia pulchella","21"
"Virginia groundcherry","Physalis virginiana var. virginiana","21"
"wild radish","Raphanus raphanistrum","21"
"California burclover","Medicago polymorpha","21"
"oak wilt","Bretziella fagacearum","20"
"whorled pennywort","Hydrocotyle verticillata","20"
"water fern","Salvinia minima","20"
"dotted duckmeat","Landoltia punctata","20"
"Japanese wisteria","Wisteria floribunda","20"
"crowfootgrass","Dactyloctenium aegyptium","20"
"black medic","Medicago lupulina","20"
"violet crabgrass","Digitaria violascens","19"
"Japanese beetle","Popillia japonica","19"
"southern crabgrass","Digitaria ciliaris","19"
"cutleaf groundcherry","Physalis angulata","19"
"rabbitfoot clover","Trifolium arvense","19"
"white poplar","Populus alba","19"
"Macartney rose","Rosa bracteata","18"
"stinkgrass","Eragrostis cilianensis","18"
"giant salvinia","Salvinia molesta","18"
"oxeye daisy","Leucanthemum vulgare","17"
"common St. Johnswort","Hypericum perforatum","16"
"chamber bitter","Phyllanthus urinaria","16"
"velvetleaf","Abutilon theophrasti","16"
"ground ivy","Glechoma hederacea","16"
"rose rosette disease (RRD)","Emaravirus RRD","16"
"common pear","Pyrus communis","16"
"sweet autumn virginsbower","Clematis terniflora","15"
"purple deadnettle","Lamium purpureum","15"
"tall thistle","Cirsium altissimum","15"
"bagpod","Sesbania vesicaria","15"
"pale dock","Rumex altissimus","15"
"Asian tiger mosquito","Aedes albopictus","15"
"corn gromwell","Buglossoides arvensis","15"
"thymeleaf sandwort","Arenaria serpyllifolia","15"
"redtop","Agrostis gigantea","14"
"spring whitlowgrass","Draba verna","14"
"bristly locust","Robinia hispida","14"
"mulberryweed","Fatoua villosa","14"
"camphortree","Cinnamomum camphora","14"
"winter creeper","Euonymus fortunei","14"
"wild mustard","Sinapis arvensis","13"
"Oriental lady's thumb","Polygonum posumbu","13"
"sticky nightshade","Solanum sisymbriifolium","13"
"common velvetgrass","Holcus lanatus","13"
"field thistle","Cirsium discolor","13"
"smooth crabgrass","Digitaria ischaemum","13"
"microsporidia protozoa","Kneallhazia solenopsae","13"
"ladysthumb","Persicaria maculosa","13"
"field sandbur","Cenchrus spinifex","12"
"southern sandbur","Cenchrus echinatus","12"
"rock dandelion","Taraxacum erythrospermum","12"
"water lettuce","Pistia stratiotes","12"
"rose of Sharon","Hibiscus syriacus","12"
"annual sowthistle","Sonchus oleraceus","12"
"weeping lovegrass","Eragrostis curvula","12"
"Eurasian watermilfoil","Myriophyllum spicatum","12"
"glossy privet","Ligustrum lucidum","12"
"fragrant waterlily","Nymphaea odorata","12"
"white mulberry","Morus alba","12"
"poison-sumac","Toxicodendron vernix","11"
"watercress","Nasturtium officinale","11"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","11"
"cat (feral)","Felis catus (feral type)","11"
"Asiatic hawksbeard","Youngia japonica","11"
"tievine","Ipomoea cordatotriloba var. cordatotriloba","11"
"asparagus","Asparagus officinalis","11"
"common dandelion","Taraxacum officinale ssp. officinale","11"
"denseflower knotweed","Persicaria glabra","11"
"primrose-willow","Ludwigia spp.","11"
"Chinese silvergrass","Miscanthus sinensis","11"
"sparrow vetch","Vicia tetrasperma","11"
"big chickweed","Cerastium fontanum ssp. vulgare","11"
"bull thistle","Cirsium vulgare","11"
"water hyacinth","Eichhornia spp.","11"
"red morning-glory","Ipomoea coccinea","11"
"Oriental lady's thumb","Persicaria longiseta","11"
"Florida betony","Stachys floridana","10"
"broadleaf plantain","Plantago major","10"
"Eurasian collared-dove","Streptopelia decaocto","10"
"cattle egret","Bubulcus ibis","10"
"copper iris","Iris fulva","10"
"edible fig","Ficus carica","10"
"cup rosinweed","Silphium perfoliatum","10"
"Himalayan blackberry","Rubus bifrons","10"
"longleaf groundcherry","Physalis longifolia","10"
"house mouse","Mus musculus","10"
"bamboo","Bambusa","10"
"St. Augustinegrass","Stenotaphrum secundatum","10"
"Norway rat","Rattus norvegicus","10"
"longfruited primrose-willow","Ludwigia octovalvis","10"
"Indian mustard","Brassica juncea","10"
"purple loosestrife","Lythrum salicaria","10"
"green kyllinga","Kyllinga brevifolia","10"
"slender amaranth","Amaranthus viridis","10"
"field bindweed","Convolvulus arvensis","10"
"northern catalpa","Catalpa speciosa","9"
"bittersweets","Celastrus spp.","9"
"grassy arrowhead","Sagittaria graminea","9"
"Long's sedge","Carex longii","9"
"hedge bindweed","Calystegia sepium","9"
"chicory","Cichorium intybus","9"
"starch grape hyacinth","Muscari neglectum","9"
"stinging nettle","Urtica dioica","9"
"timothy","Phleum pratense","9"
"largeleaf lantana","Lantana camara","8"
"non-native yams","Dioscorea spp. (non-native)","8"
"Japanese knotweed","Reynoutria japonica","8"
"common mouse-ear chickweed","Cerastium fontanum","8"
"ivy","Hedera spp.","8"
"Chinese yam","Dioscorea polystachya","8"
"bouncingbet","Saponaria officinalis","8"
"nimblewill","Muhlenbergia schreberi","7"
"common burdock, lesser burdock","Arctium minus","7"
"alsike clover","Trifolium hybridum","7"
"common wheat","Triticum aestivum","7"
"burcucumber","Sicyos angulatus","7"
"air-potato","Dioscorea bulbifera","7"
"common four-o'clock","Mirabilis jalapa","7"
"cypressvine morning-glory","Ipomoea quamoclit","7"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","7"
"field pennycress","Thlaspi arvense","7"
"green foxtail","Setaria viridis","7"
"granulate ambrosia beetle","Xylosandrus crassiusculus","7"
"castorbean","Ricinus communis","7"
"lilac chastetree","Vitex agnus-castus","7"
"cornflower","Centaurea cyanus","7"
"Uruguay waterprimrose","Ludwigia uruguayensis","7"
"wild poinsettia","Euphorbia heterophylla","7"
"puncturevine","Tribulus terrestris","7"
"yellow starthistle","Centaurea solstitialis","7"
"sawtooth oak","Quercus acutissima","7"
"fire ant decapitating fly","Pseudacteon obtusus","6"
"coffee senna","Senna occidentalis","6"
"mimosa webworm","Homadaula anisocentra","6"
"yellow bluestem","Bothriochloa ischaemum","6"
"silverleaf nightshade","Solanum elaeagnifolium","6"
"brown marmorated stink bug","Halyomorpha halys","6"
"saltmeadow cordgrass","Spartina patens","6"
"everlasting peavine","Lathyrus latifolius","6"
"tawny crazy ant","Nylanderia fulva","6"
"bridalwreath spiraea","Spiraea prunifolia","6"
"Canada bluegrass","Poa compressa","6"
"camphor scale","Pseudaonidia duplex","6"
"Thunberg's meadowsweet","Spiraea thunbergii","6"
"hairy cat's ear","Hypochaeris radicata","6"
"sweet breath of spring","Lonicera fragrantissima","6"
"glenwoodgrass","Sacciolepis indica","6"
"sorghum (type unspecified)","Sorghum bicolor","6"
"hairy fleabane","Conyza bonariensis","6"
"tropic ageratum","Ageratum conyzoides","6"
"palmleaf morning-glory","Ipomoea wrightii","6"
"smooth cordgrass","Spartina alterniflora","6"
"cattail","Typha spp.","5"
"green bristlegrass","Setaria viridis var. viridis","5"
"star-of-Bethlehem","Ornithogalum umbellatum","5"
"sweetbriar","Rosa rubiginosa","5"
"alfalfa","Medicago sativa","5"
"fiveangled dodder","Cuscuta pentagona var. pentagona","5"
"sharppod morning-glory","Ipomoea cordatotriloba","5"
"peach","Prunus persica","5"
"hedge mustard","Sisymbrium officinale","5"
"alyceclover","Alysicarpus vaginalis","5"
"Elaeagnus","Elaeagnus spp.","5"
"piedmont bedstraw","Cruciata pedemontana","5"
"scarlet firethorn","Pyracantha coccinea","5"
"sulfur cinquefoil","Potentilla recta","5"
"creeping buttercup","Ranunculus repens","5"
"Brazilian waterweed, Brazilian elodea","Egeria densa","5"
"ragweed parthenium","Parthenium hysterophorus","5"
"American frogbit","Limnobium spongia","5"
"cressleaf groundsel","Packera glabella","5"
"Amur honeysuckle","Lonicera maackii","5"
"memorial rose","Rosa lucieae","5"
"black bamboo","Phyllostachys nigra","5"
"daffodil","Narcissus pseudonarcissus","5"
"Cuban bulrush","Oxycaryum cubense","5"
"potato tuber moth","Phthorimaea operculella","5"
"field dodder","Cuscuta pentagona","5"
"bark beetles","Hypothenemus spp.","5"
"redroot pigweed","Amaranthus retroflexus","5"
"rabbitfoot polypogon","Polypogon monspeliensis","4"
"black twig borer","Xylosandrus compactus","4"
"hairy beggarticks","Bidens pilosa","4"
"Paraguayan purslane","Portulaca amilis","4"
"smooth crotalaria","Crotalaria pallida","4"
"canarygrass","Phalaris canariensis","4"
"downy maiden fern","Cyclosorus dentatus","4"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","4"
"wheat leaf rust","Puccinia recondita","4"
"Deptford pink","Dianthus armeria","4"
"European privet","Ligustrum vulgare","4"
"deeprooted sedge","Cyperus entrerianus","4"
"monkeygrass","Liriope muscari","4"
"doubtful knight's-spur","Consolida ajacis","4"
"common cornsalad","Valerianella locusta","4"
"common periwinkle","Vinca minor","4"
"plumeless thistle","Carduus","4"
"dwarf violet iris","Iris verna","4"
"common duckweed","Lemna minor","4"
"birdsrape mustard","Brassica rapa","4"
"Carolina fanwort, fanwort","Cabomba caroliniana","4"
"round leaf bittersweet","Celastrus orbiculatus","4"
"longspine sandbur","Cenchrus longispinus","4"
"Indian heliotrope","Heliotropium indicum","4"
"smooth cat's ear","Hypochaeris glabra","4"
"slender snakecotton","Froelichia gracilis","4"
"scarlet pimpernel","Anagallis arvensis","4"
"Asian mazus","Mazus pumilus","3"
"leatherleaf mahonia","Mahonia bealei","3"
"Madagascar periwinkle","Catharanthus roseus","3"
"poet's narcissus","Narcissus poeticus","3"
"common grape hyacinth","Muscari botryoides","3"
"Lombardy poplar","Populus nigra","3"
"Mediterranean gecko","Hemidactylus turcicus","3"
"purple crown-vetch","Securigera varia","3"
"European spindletree","Euonymus europaeus","3"
"largeseed dodder","Cuscuta indecora","3"
"large-flower primrose-willow","Ludwigia grandiflora ssp. grandiflora","3"
"black stem borer, smaller alder bark beetle","Xylosandrus germanus","3"
"pale yellow iris, yellow flag iris","Iris pseudacorus","3"
"common pearlbrush","Exochorda racemosa","3"
"spiny cocklebur","Xanthium spinosum","3"
"wild buckwheat","Fallopia convolvulus","3"
"lanceleaf crotalaria","Crotalaria lanceolata","3"
"stripe rust","Puccinia striiformis f.sp. tritici","3"
"European vervain","Verbena officinalis","3"
"toothed spurge","Euphorbia dentata","3"
"radish","Raphanus sativus","3"
"field horsetail","Equisetum arvense","3"
"sour paspalum","Paspalum conjugatum","3"
"false green kyllinga","Cyperus brevifolioides","3"
"cereal rye","Secale cereale","3"
"ambrosia beetles","Xyleborus spp.","3"
"turk's turbin","Clerodendrum indicum","2"
"smooth bedstraw","Galium mollugo","2"
"Venice mallow","Hibiscus trionum","2"
"American black nightshade","Solanum americanum","2"
"windowbox woodsorrel","Oxalis rubra","2"
"summer snowflake","Leucojum aestivum","2"
"tall buttercup","Ranunculus acris","2"
"Amur privet","Ligustrum amurense","2"
"winged burning bush","Euonymus alatus","2"
"red fox","Vulpes vulpes fulvus","2"
"smallflower umbrella sedge","Cyperus difformis","2"
"common teasel","Dipsacus fullonum","2"
"catnip","Nepeta cataria","2"
"purple moonflower","Ipomoea turbinata","2"
"rapeseed","Brassica napus","2"
"fruit-tree pinhole borer","Xyleborinus saxeseni","2"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","2"
"red spiderlily","Lycoris radiata","2"
"yellow floating heart","Nymphoides peltata","2"
"English catchfly","Silene gallica","2"
"broadleaf dock","Rumex obtusifolius","2"
"Sacred lotus","Nelumbo nucifera","2"
"wild celery","Apium graveolens","2"
"creeping liriope","Liriope spicata","2"
"broadleaf wild leek","Allium ampeloprasum","2"
"marsh dayflower","Murdannia keisak","2"
"common tansy","Tanacetum vulgare","2"
"spurred anoda","Anoda cristata","2"
"colonial bentgrass","Agrostis capillaris","2"
"pansy","Viola tricolor","2"
"corn cockle","Agrostemma githago","2"
"red-eared slider","Trachemys scripta elegans","2"
"Dyer's greenweed","Genista tinctoria","2"
"primrose-willow","Ludwigia peruviana","2"
"anil de pasto","Indigofera suffruticosa","2"
"parsley","Petroselinum crispum","2"
"motherwort","Leonurus cardiaca","2"
"pineapple-weed","Matricaria discoidea","2"
"Brazilian satintail","Imperata brasiliensis","2"
"pecan nut casebearer","Acrobasis nuxvorella","2"
"montbretia","Crocosmia x crocosmiiflora","2"
"forest tent caterpillar","Malacosoma disstria","2"
"Chinese holly","Ilex cornuta","2"
"perennial sowthistle","Sonchus arvensis","2"
"Lindley's butterflybush","Buddleja lindleyana","2"
"French rose","Rosa gallica","2"
"Jerusalem-cherry","Solanum pseudocapsicum","2"
"Mexican fireweed","Bassia scoparia","2"
"heartleaf drymary","Drymaria cordata","2"
"clammy goosefoot","Dysphania pumilio","2"
"oleander","Nerium oleander","2"
"bushkiller","Cayratia japonica","2"
"green sunfish","Lepomis cyanellus","2"
"tussock paspalum","Paspalum quadrifarium","2"
"lettuce","Lactuca sativa","2"
"waxy mannagrass","Glyceria declinata","2"
"yellow fieldcress","Rorippa sylvestris","2"
"Japanese chaff flower","Achyranthes japonica","1"
"yellow glandweed","Parentucellia viscosa","1"
"ivyleaf speedwell","Veronica hederifolia","1"
"wild-proso millet","Panicum miliaceum","1"
"Japanese false spleenwort","Deparia petersenii","1"
"bushy wallflower","Erysimum repandum","1"
"Scotch thistle","Onopordum acanthium","1"
"wirestem muhly","Muhlenbergia frondosa","1"
"hairy galinsoga","Galinsoga quadriradiata","1"
"autumn olive","Elaeagnus umbellata var. parvifolia","1"
"sourgrass","Digitaria insularis","1"
"umbrella plant","Cyperus involucratus","1"
"Mascarene Island leaf-flower","Phyllanthus tenellus","1"
"barley","Hordeum vulgare","1"
"tall oatgrass","Arrhenatherum elatius","1"
"lionsear","Leonotis nepetifolia","1"
"nettleleaf goosefoot","Chenopodium murale","1"
"ambrosia beetle","Euwallacea spp.","1"
"sweet mock orange","Philadelphus coronarius","1"
"little burclover","Medicago minima","1"
"clasping pepperweed","Lepidium perfoliatum","1"
"arrowhead","Sagittaria sagittifolia","1"
"sweet vernalgrass","Anthoxanthum odoratum","1"
"Job's tears","Coix lacryma-jobi","1"
"cocklebur","Xanthium","1"
"chokeberry","Photinia x fraseri","1"
"spearmint","Mentha spicata","1"
"hemp/marijuana (sativa)","Cannabis sativa","1"
"common buckthorn, European buckthorn","Rhamnus cathartica","1"
"carpet bugle","Ajuga reptans","1"
"dwarf lilyturf","Ophiopogon japonicus","1"
"mollusc-eating hammerhead worm","Bipalium vagum","1"
"Britton's wild petunia","Ruellia simplex","1"
"cherry silverberry","Elaeagnus multiflora","1"
"common cattail","Typha latifolia","1"
"large-flower primrose-willow","Ludwigia grandiflora","1"
"Asiatic oak weevil","Cyrtepistomus castaneus","1"
"European red raspberry","Rubus idaeus","1"
"common corn rust","Puccinia sorghi","1"
"Russian thistle","Salsola kali","1"
"Austrian pine","Pinus nigra","1"
"Graham's manihot","Manihot grahamii","1"
"corn spurry","Spergula arvensis","1"
"Russian thistle","Salsola tragus","1"
"alfalfa","Medicago sativa ssp. sativa","1"
"common yarrow","Achillea millefolium","1"
"common viper's bugloss, blueweed","Echium vulgare","1"
"red fox","Vulpes vulpes","1"
"creeping bentgrass","Agrostis stolonifera","1"
"curly leaf pondweed","Potamogeton crispus","1"
"buffelgrass","Cenchrus ciliaris","1"
"prostrate knotweed","Polygonum aviculare","1"
"white mustard","Sinapis alba","1"
"pink woodsorrel","Oxalis debilis","1"
"bulbous bluegrass","Poa bulbosa","1"
"sweet alyssum","Lobularia maritima","1"
"smooth brome","Bromus inermis","1"
"poison hemlock","Conium maculatum","1"
"bulbous canarygrass","Phalaris aquatica","1"
"Taiwanese photinia","Photinia serratifolia","1"
"spider brake","Pteris multifida","1"
"perennial ryegrass","Lolium perenne ssp. perenne","1"
"Chinese chestnut","Castanea mollissima","1"
"devil's-claw","Proboscidea louisianica","1"
"spotted knapweed","Centaurea stoebe ssp. micranthos","1"
"Phytophthora root rot","Phytophthora cinnamomi","1"
"clover","Trifolium spp.","1"
"formosa firethorn","Pyracantha koidzumii","1"
"teasel","Dipsacus","1"
"little quakinggrass","Briza minor","1"
"black mustard","Brassica nigra","1"
"fennel","Foeniculum vulgare","1"
"squirreltail fescue","Vulpia bromoides","1"
"large yellow vetch","Vicia grandiflora","1"
"basil downy mildew","Peronospora belbahrii","1"
"common groundsel","Senecio vulgaris","1"
"watermilfoil","Myriophyllum spp.","1"
"princess-feather","Persicaria orientalis","1"
"beach wormwood","Artemisia stelleriana","1"
"common lilac","Syringa vulgaris","1"
"twoleaf nightshade","Solanum diphyllum","1"
"ravennagrass","Saccharum ravennae","1"
"annual ragweed","Ambrosia artemisiifolia var. elatior","1"
"annual wormwood","Artemisia annua","1"
"wild oat","Avena fatua","1"
"sweet cherry","Prunus avium","1"
"turkeyberry","Solanum torvum","1"
"American bullfrog","Lithobates catesbeianus","1"
"Thunberg lespedeza","Lespedeza thunbergii","1"
"sweetpotato","Ipomoea batatas","1"
"tropical cupgrass","Eriochloa fatmensis","1"
"blessed milkthistle","Silybum marianum","1"
"water knotweed","Polygonum amphibium","1"
"swollen fingergrass","Chloris barbata","1"
