"Common Name","Scientific Name","Number of Records"
"multicolored Asian lady beetle","Harmonia axyridis","207"
"green peach aphid","Myzus persicae","207"
"apple grain aphid","Rhopalosiphum oxyacanthae","204"
"common teasel","Dipsacus fullonum","202"
"Queen Anne's lace, wild carrot","Daucus carota","197"
"big chickweed","Cerastium fontanum ssp. vulgare","196"
"potato aphid","Macrosiphum euphorbiae","196"
"white mulberry","Morus alba","192"
"common periwinkle","Vinca minor","191"
"rosy apple aphid","Dysaphis plantaginea","185"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","184"
"aphid","Nearctaphis crataegifoliae","183"
"redtop","Agrostis gigantea","183"
"spotted spurge","Euphorbia maculata","181"
"Chinese yam","Dioscorea polystachya","180"
"spirea aphid","Aphis spiraecola","175"
"watercress","Nasturtium officinale","175"
"yellow woodsorrel","Oxalis stricta","173"
"buckhorn plantain","Plantago lanceolata","171"
"wild parsnip","Pastinaca sativa","171"
"common selfheal","Prunella vulgaris","170"
"tall lettuce","Lactuca canadensis","169"
"brown marmorated stink bug","Halyomorpha halys","166"
"European privet","Ligustrum vulgare","165"
"bouncingbet","Saponaria officinalis","163"
"dames rocket","Hesperis matronalis","163"
"rusty plum aphid","Hysteroneura setariae","163"
"black locust","Robinia pseudoacacia","163"
"common mullein","Verbascum thapsus","159"
"oxeye daisy","Leucanthemum vulgare","158"
"cheatgrass, downy brome","Bromus tectorum","156"
"large crabgrass","Digitaria sanguinalis","156"
"European common reed, Phragmites","Phragmites australis ssp. australis","152"
"spotted knapweed","Centaurea stoebe ssp. micranthos","151"
"goosegrass","Eleusine indica","150"
"bush honeysuckles (exotic)","Lonicera spp.","149"
"bittersweet nightshade","Solanum dulcamara","148"
"jimsonweed","Datura stramonium","147"
"Virginia pepperweed","Lepidium virginicum","145"
"Asiatic dayflower","Commelina communis","145"
"dotted smartweed","Persicaria punctata","145"
"velvetleaf","Abutilon theophrasti","145"
"spearmint","Mentha spicata","142"
"johnsongrass","Sorghum halepense","142"
"chicory","Cichorium intybus","142"
"eastern redcedar","Juniperus virginiana","142"
"ground ivy","Glechoma hederacea","142"
"stinkgrass","Eragrostis cilianensis","138"
"moth mullein","Verbascum blattaria","137"
"common cocklebur","Xanthium strumarium","137"
"green foxtail","Setaria viridis","136"
"Canadian horseweed","Erigeron canadensis","135"
"wild buckwheat","Fallopia convolvulus","135"
"English ivy","Hedera helix","133"
"common purslane","Portulaca oleracea","133"
"glossy buckthorn","Frangula alnus","132"
"shepherd's-purse","Capsella bursa-pastoris","132"
"giant foxtail","Setaria faberi","132"
"common St. Johnswort","Hypericum perforatum","132"
"common mouse-ear chickweed","Cerastium fontanum","132"
"star-of-Bethlehem","Ornithogalum umbellatum","130"
"yellow rocket","Barbarea vulgaris","130"
"stinking chamomile","Anthemis cotula","129"
"birdsfoot trefoil","Lotus corniculatus","129"
"Canada bluegrass","Poa compressa","127"
"red sorrel","Rumex acetosella","127"
"black medic","Medicago lupulina","126"
"field bindweed","Convolvulus arvensis","126"
"Kentucky bluegrass","Poa pratensis","126"
"common burdock, lesser burdock","Arctium minus","125"
"pineapple-weed","Matricaria discoidea","123"
"purple deadnettle","Lamium purpureum","122"
"American burnweed","Erechtites hieraciifolius","121"
"motherwort","Leonurus cardiaca","121"
"corn speedwell","Veronica arvensis","121"
"erigeron root aphid","Protaphis middletonii","120"
"orchardgrass","Dactylis glomerata","119"
"bald brome","Bromus racemosus","119"
"yellow toadflax","Linaria vulgaris","119"
"Siberian elm","Ulmus pumila","118"
"oleander aphid","Aphis nerii","118"
"meadow fescue","Festuca pratensis","117"
"western salsify","Tragopogon dubius","116"
"hedge mustard","Sisymbrium officinale","115"
"eclipta","Eclipta prostrata","115"
"musk thistle, nodding thistle","Carduus nutans","115"
"stinging nettle","Urtica dioica","114"
"Japanese beetle","Popillia japonica","112"
"aphid","Myzus lythri","112"
"border privet","Ligustrum obtusifolium","112"
"houndstongue","Cynoglossum officinale","112"
"sulfur cinquefoil","Potentilla recta","111"
"curly dock","Rumex crispus","111"
"catnip","Nepeta cataria","111"
"Japanese barberry","Berberis thunbergii","110"
"common chickweed","Stellaria pallida","109"
"prickly lettuce","Lactuca serriola","109"
"curly dock","Rumex crispus ssp. crispus","108"
"clover aphid","Nearctaphis bakeri","107"
"bean aphid","Aphis fabae","107"
"corn gromwell","Buglossoides arvensis","107"
"timothy","Phleum pratense","106"
"eastern poison-ivy","Toxicodendron radicans","105"
"aphid","Aphis coreopsidis","105"
"rye brome","Bromus secalinus","105"
"waterpurslane","Ludwigia palustris","104"
"Japanese hop","Humulus japonicus","104"
"common pokeweed","Phytolacca americana","104"
"tall morning-glory","Ipomoea purpurea","104"
"aphids","Macrosiphoniella spp.","102"
"black mustard","Brassica nigra","101"
"dogwood aphid","Anoecia corni","101"
"aphid","Pemphigus monophagus","101"
"annual sowthistle","Sonchus oleraceus","100"
"hairy vetch","Vicia villosa","100"
"lesser celandine, fig buttercup","Ficaria verna","100"
"spiny sowthistle","Sonchus asper","100"
"rose rosette disease (RRD)","Emaravirus RRD","100"
"common mallow","Malva neglecta","98"
"cypress spurge","Euphorbia cyparissias","98"
"dandelion","Taraxacum officinale","98"
"woolly aphid","Forda marginata","97"
"quackgrass","Elymus repens","96"
"field pennycress","Thlaspi arvense","96"
"hairy galinsoga","Galinsoga quadriradiata","96"
"lily of the valley","Convallaria majalis","95"
"common yarrow","Achillea millefolium","94"
"everlasting peavine","Lathyrus latifolius","93"
"purple cudweed","Gamochaeta purpurea","93"
"hollyhock","Alcea rosea","93"
"white willow","Salix alba","92"
"annual bluegrass","Poa annua","92"
"perennial sowthistle","Sonchus arvensis","92"
"European pine shoot moth","Rhyacionia buoliana","92"
"wild four-o'clock","Mirabilis nyctaginea","92"
"yellow nutsedge","Cyperus esculentus","92"
"aphids","Chaitophorus spp.","92"
"sorghum (type unspecified)","Sorghum bicolor","91"
"wooly aphid","Eriosoma spp.","90"
"broomsedge bluestem","Andropogon virginicus","90"
"pale smartweed","Polygonum lapathifolium","89"
"rose of Sharon","Hibiscus syriacus","88"
"tumble mustard","Sisymbrium altissimum","87"
"carpet bugle","Ajuga reptans","86"
"meadow salsify","Tragopogon lamottei","85"
"hemp dogbane","Apocynum cannabinum","85"
"painted maple aphid","Drepanaphis acerifoliae","84"
"Venice mallow","Hibiscus trionum","84"
"large hop clover","Trifolium campestre","83"
"sweetclover aphid","Therioaphis riehmi","83"
"bittersweets","Celastrus spp.","82"
"spongy moth (formerly gypsy moth)","Lymantria dispar","81"
"Morrow's honeysuckle","Lonicera morrowii","81"
"common grape hyacinth","Muscari botryoides","81"
"sweet autumn virginsbower","Clematis terniflora","81"
"annual honesty","Lunaria annua","80"
"common chickweed","Stellaria media","80"
"false strawberry","Potentilla indica","79"
"aphid","Geoica utricularia","79"
"white campion","Silene latifolia","79"
"giant ragweed","Ambrosia trifida","79"
"tawny daylily","Hemerocallis fulva","78"
"mimosa","Albizia julibrissin","78"
"fall panicum","Panicum dichotomiflorum","77"
"nimblewill","Muhlenbergia schreberi","76"
"wild garlic","Allium vineale","76"
"spotted waterhemlock","Cicuta maculata","76"
"Norway maple","Acer platanoides","75"
"broadleaf dock","Rumex obtusifolius","75"
"aphid","Calaphis betulella","75"
"thymeleaf speedwell","Veronica serpyllifolia","74"
"narrow-leaved cattail","Typha angustifolia","73"
"cutleaf evening-primrose","Oenothera laciniata","73"
"bristlegrass","Setaria spp.","73"
"Deptford pink","Dianthus armeria","73"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","73"
"yellow fieldcress","Rorippa sylvestris","71"
"aphids","Rhopalosiphum spp.","70"
"yellow foxtail","Setaria pumila","70"
"water speedwell","Veronica anagallis-aquatica","70"
"dogwood anthracnose","Discula destructiva","70"
"perennial ryegrass","Lolium perenne","69"
"common pine shoot beetle, larger pine shoot beetle","Tomicus piniperda","69"
"horsenettle","Solanum carolinense","69"
"aphid","Tinocallis saltans","68"
"green bristlegrass","Setaria viridis var. viridis","68"
"osage-orange","Maclura pomifera","68"
"field brome","Bromus arvensis","67"
"field horsetail","Equisetum arvense","67"
"common ragweed","Ambrosia artemisiifolia","67"
"common duckweed","Lemna minor","66"
"lambsquarters","Chenopodium album","66"
"European cranberrybush","Viburnum opulus","66"
"thymeleaf sandwort","Arenaria serpyllifolia","66"
"spring whitlowgrass","Draba verna","66"
"smallseed falseflax","Camelina microcarpa","65"
"Chinese silvergrass","Miscanthus sinensis","65"
"annual ragweed","Ambrosia artemisiifolia var. elatior","65"
"spiny amaranth","Amaranthus spinosus","63"
"crack willow","Salix fragilis","63"
"ivyleaf morning-glory","Ipomoea hederacea","63"
"oak leaf aphids","Myzocallis spp.","63"
"hedge bindweed","Calystegia sepium","63"
"smooth brome","Bromus inermis","62"
"field pepperweed","Lepidium campestre","62"
"aphid","Anoecia setariae","61"
"common viper's bugloss, blueweed","Echium vulgare","61"
"cup rosinweed","Silphium perfoliatum","61"
"longleaf groundcherry","Physalis longifolia","61"
"perilla mint","Perilla frutescens","60"
"spanishneedles","Bidens bipinnata","60"
"mexicantea","Dysphania ambrosioides","60"
"West Indian nightshade","Solanum ptychanthum","60"
"toothed spurge","Euphorbia dentata","59"
"spiny plumeless thistle","Carduus acanthoides","59"
"woolly aphids","Prociphilus spp.","58"
"teasel","Dipsacus","57"
"bigroot morning-glory","Ipomoea pandurata","57"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","57"
"rock dandelion","Taraxacum erythrospermum","56"
"smooth crabgrass","Digitaria ischaemum","56"
"aphid","Myzocallis punctata","56"
"Chenopodium aphid","Hayhurstia atriplicis","55"
"highbush blackberry","Rubus argutus","54"
"hemp/marijuana (sativa)","Cannabis sativa","54"
"common salsify","Tragopogon porrifolius","54"
"white horehound","Marrubium vulgare","54"
"wild mustard","Sinapis arvensis","53"
"elder aphid","Aphis sambuci","53"
"aphids","Aphis spp.","53"
"longspine sandbur","Cenchrus longispinus","52"
"field thistle","Cirsium discolor","52"
"aphid","Anoecia oenotherae","52"
"birdsrape mustard","Brassica rapa","51"
"common tansy","Tanacetum vulgare","51"
"buckthorn aphid","Aphis nasturtii","51"
"peppermint","Mentha x piperita","51"
"white poplar","Populus alba","51"
"southern catalpa","Catalpa bignonioides","51"
"wild onion","Allium canadense","51"
"poplar leaf aphid","Chaitophorus populicola","50"
"pitted morning-glory","Ipomoea lacunosa","50"
"cucurbit downy mildew","Pseudoperonospora cubensis","50"
"scarlet pimpernel","Anagallis arvensis","48"
"dwarf snapdragon","Chaenorhinum minus","48"
"princesstree","Paulownia tomentosa","48"
"alsike clover","Trifolium hybridum","47"
"tall thistle","Cirsium altissimum","46"
"elecampane","Inula helenium","46"
"prostrate knotweed","Polygonum aviculare","45"
"common lilac","Syringa vulgaris","45"
"Korean lespedeza","Kummerowia stipulacea","44"
"common dandelion","Taraxacum officinale ssp. officinale","44"
"air-potato","Dioscorea bulbifera","44"
"common buckthorn, European buckthorn","Rhamnus cathartica","43"
"Russian thistle","Salsola tragus","43"
"aphid","Uroleucon taraxaci","43"
"water mint","Mentha aquatica","42"
"spreading hedgeparsley","Torilis arvensis","42"
"grapevine aphid","Aphis illinoisensis","42"
"marsh-pepper smartweed","Persicaria hydropiper","42"
"alfalfa","Medicago sativa","41"
"water knotweed","Polygonum amphibium","41"
"Japanese clover","Kummerowia striata","41"
"alfalfa","Medicago sativa ssp. sativa","41"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","41"
"giantseed goosefoot","Chenopodium simplex","40"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","40"
"asparagus","Asparagus officinalis","40"
"lettuce","Lactuca sativa","39"
"rabbitfoot clover","Trifolium arvense","39"
"poison-sumac","Toxicodendron vernix","38"
"eastern flower thrips","Frankliniella tritici","38"
"wine raspberry","Rubus phoenicolasius","38"
"curly leaf pondweed","Potamogeton crispus","38"
"sweetclover","Melilotus spp.","38"
"spiny witchhazel gall aphid","Hamamelistes spinosus","38"
"bristly locust","Robinia hispida","37"
"blue alfalfa aphid","Acyrthosiphon kondoi","37"
"aphid","Macrosiphum spp.","37"
"corn cockle","Agrostemma githago","37"
"fall armyworm","Spodoptera frugiperda","37"
"white cockle","Silene latifolia ssp. alba","37"
"sweetbriar","Rosa rubiginosa","36"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","36"
"bladder campion","Silene vulgaris","35"
"tall buttercup","Ranunculus acris","34"
"pine and spruce aphids","Adelgidae (family)","34"
"willowleaf lettuce","Lactuca saligna","34"
"brittleleaf naiad","Najas minor","34"
"pig (feral), wild boar at large","Sus scrofa (feral type)","33"
"redroot pigweed","Amaranthus retroflexus","33"
"Taterian honeysuckle aphid","Hyadaphis tataricae","32"
"annual wormwood","Artemisia annua","32"
"burcucumber","Sicyos angulatus","32"
"pale dock","Rumex altissimus","32"
"cressleaf groundsel","Packera glabella","32"
"slender snakecotton","Froelichia gracilis","31"
"jetbead","Rhodotypos scandens","31"
"field dodder","Cuscuta pentagona","31"
"fiveangled dodder","Cuscuta pentagona var. pentagona","31"
"pale yellow iris, yellow flag iris","Iris pseudacorus","30"
"sensitive partridgepea","Chamaecrista nictitans","30"
"mugwort","Artemisia vulgaris","30"
"insidious flower bug","Orius insidiosus","30"
"common speedwell","Veronica officinalis","30"
"blackmargined aphid","Monellia caryella","30"
"small carpetgrass, joint-head grass","Arthraxon hispidus","29"
"apple-of-Peru","Nicandra physalodes","29"
"Indian mustard","Brassica juncea","29"
"yellow sugarcane aphid","Sipha flava","28"
"greater celandine","Chelidonium majus","28"
"red morning-glory","Ipomoea coccinea","28"
"aphid","Sipha elegans","28"
"prostrate pigweed","Amaranthus blitoides","27"
"aphid","Drepanaphis spp.","27"
"northern catalpa","Catalpa speciosa","27"
"creeping bentgrass","Agrostis stolonifera","27"
"autumn olive","Elaeagnus umbellata var. parvifolia","27"
"castorbean","Ricinus communis","27"
"Elaeagnus","Elaeagnus spp.","27"
"Kummerowia","Kummerowia","27"
"aphid","Rhopalosiphum cerasifoliae","27"
"willow carrot aphid","Cavariella aegopodii","27"
"aphid","Aphis polygonata","26"
"hop clover","Trifolium aureum","26"
"broadleaf plantain","Plantago major","26"
"bulbous buttercup","Ranunculus bulbosus","26"
"soybean thrips","Neohydatothrips variabilis","25"
"eastern white pine","Pinus strobus","25"
"bristly foxtail","Setaria verticillata","25"
"prairie sunflower","Helianthus petiolaris","24"
"privet","Ligustrum spp.","24"
"true forget-me-not","Myosotis scorpioides","24"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","24"
"leafy spurge","Euphorbia esula","24"
"tall oatgrass","Arrhenatherum elatius","23"
"European red raspberry","Rubus idaeus","23"
"common carp","Cyprinus carpio","23"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","23"
"Mexican fireweed","Bassia scoparia","23"
"foxtail millet","Setaria italica","22"
"aphid","Iziphya flabella","22"
"aphid","Hyperomyzus pallidus","21"
"bermudagrass","Cynodon dactylon","21"
"lettuce aphid","Acyrthosiphon lactucae","21"
"chestnut blight or canker","Cryphonectria parasitica","21"
"common groundsel","Senecio vulgaris","21"
"squill","Scilla siberica","20"
"lemon balm","Melissa officinalis","20"
"freshwater golden clam","Corbicula fluminea","20"
"aphid","Aphis folsomii","20"
"common velvetgrass","Holcus lanatus","20"
"fragrant waterlily","Nymphaea odorata","20"
"cutleaf teasel","Dipsacus laciniatus","19"
"Mahaleb cherry","Prunus mahaleb","19"
"Amur corktree","Phellodendron amurense","19"
"European sticktight","Lappula squarrosa","19"
"thoroughwort pennycress","Microthlaspi perfoliatum","19"
"jumping worm","Amynthas spp.","19"
"hoary alyssum","Berteroa incana","19"
"Virginia groundcherry","Physalis virginiana var. virginiana","19"
"goldenrain tree","Koelreuteria paniculata","18"
"princess-feather","Persicaria orientalis","18"
"nettleleaf goosefoot","Chenopodium murale","18"
"paper-mulberry","Broussonetia papyrifera","18"
"grassy arrowhead","Sagittaria graminea","18"
"black-margined loosestrife beetle","Galerucella calmariensis","18"
"jointed goatgrass","Aegilops cylindrica","17"
"Russian olive","Elaeagnus angustifolia","17"
"Asian woolly hackberry aphid","Shivaphis celti","17"
"American walnut aphid","Monelliopsis caryae","17"
"potato leafhopper","Empoasca fabae","17"
"red fescue","Festuca rubra","17"
"shrubby lespedeza","Lespedeza bicolor","17"
"woolly elm aphid","Eriosoma americanum","17"
"wallflower mustard","Erysimum cheiranthoides","17"
"european starling","Sturnus vulgaris","16"
"cornflower","Centaurea cyanus","16"
"sheep fescue","Festuca trachyphylla","16"
"sugarcane aphid","Melanaphis sacchari","16"
"ravennagrass","Saccharum ravennae","16"
"Tatarian honeysuckle","Lonicera tatarica","16"
"hard fescue","Festuca brevipila","16"
"bird vetch","Vicia cracca","15"
"creeping buttercup","Ranunculus repens","15"
"hoary cress","Lepidium draba","15"
"mulberryweed","Fatoua villosa","15"
"Japanese spiraea","Spiraea japonica","15"
"roughstalk bluegrass","Poa trivialis","15"
"black cutworm","Agrotis ipsilon","15"
"meadow hawkweed","Hieracium caespitosum","14"
"narrowleaf hawkweed","Hieracium umbellatum","14"
"true armyworm","Mythimna unipuncta","14"
"yellow rose aphid","Rhodobium porosum","14"
"silvery cinquefoil","Potentilla argentea","13"
"common barberry","Berberis vulgaris","13"
"doubtful knight's-spur","Consolida ajacis","13"
"low cudweed","Gnaphalium uliginosum","13"
"Phytophthora root rot","Phytophthora cinnamomi","13"
"mile-a-minute vine, Asiatic tearthumb","Persicaria perfoliata","13"
"European black alder","Alnus glutinosa","13"
"nightflowering catchfly","Silene noctiflora","13"
"winter aconite","Eranthis hyemalis","13"
"hybrid cattail","Typha x glauca","13"
"buckwheat","Fagopyrum esculentum","13"
"bushy wallflower","Erysimum repandum","13"
"Chinese privet","Ligustrum sinense","13"
"sweet vernalgrass","Anthoxanthum odoratum","12"
"halberdleaf orach","Atriplex patula","12"
"hairy willowherb","Epilobium hirsutum","12"
"Chinese wisteria","Wisteria sinensis","12"
"beefsteakplant","Perilla frutescens var. frutescens","12"
"buckthorn","Rhamnus spp.","12"
"puncturevine","Tribulus terrestris","12"
"giant conifer aphids","Cinara spp.","12"
"plumeless thistle","Carduus","12"
"indigobush","Amorpha fruticosa","12"
"hairy cat's ear","Hypochaeris radicata","12"
"herb-robert","Geranium robertianum","12"
"Heterobasidion root rots","Heterobasidion spp.","12"
"aphids","Thripsaphis spp.","11"
"rose-grain aphid","Metopolophium dirhodum","11"
"helleborine","Epipactis helleborine","11"
"aphids","Illinoia spp.","11"
"biennial wormwood","Artemisia biennis","11"
"aphid","Aphis asclepiadis","11"
"bulbous bluegrass","Poa bulbosa","11"
"redstem filaree","Erodium cicutarium","11"
"hairy bush clovers","Lespedeza","10"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","10"
"aphid","Myzus certus","10"
"sticky chickweed","Cerastium glomeratum","10"
"European spindletree","Euonymus europaeus","10"
"narrowleaf bittercress","Cardamine impatiens","10"
"aphids","Carolinaia spp.","10"
"Scotch thistle","Onopordum acanthium","10"
"bur buttercup","Ceratocephala testiculata","10"
"white sweetclover","Melilotus albus","10"
"foxglove aphid","Aulacorthum solani","10"
"spotted poplar aphid","Aphis maculatae","10"
"Oriental lady's thumb","Persicaria longiseta","10"
"tall fescue","Festuca arundinacea","10"
"Scots pine","Pinus sylvestris","9"
"red-eared slider","Trachemys scripta elegans","9"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","9"
"smooth bedstraw","Galium mollugo","9"
"sow thistle aphid","Hyperomyzus lactucae","9"
"aphids","Mindarus spp.","9"
"Long's sedge","Carex longii","9"
"goutweed","Aegopodium podagraria","9"
"yellow alyssum","Alyssum alyssoides","9"
"mangold aphid","Rhopalosiphoninus staphyleae","9"
"curlycup gumweed","Grindelia squarrosa","9"
"paradise apple","Malus pumila","9"
"cowcockle","Vaccaria hispanica","9"
"creeping bellflower","Campanula rapunculoides","9"
"aphids","Hyperomyzus spp.","8"
"orange hawkweed","Pilosella aurantiaca","8"
"hydrilla","Hydrilla verticillata","8"
"flixweed","Descurainia sophia","8"
"giant chickweed","Myosoton aquaticum","8"
"banded elm bark beetle","Scolytus schevyrewi","8"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","8"
"Lombardy poplar","Populus nigra","8"
"Himalayan balsam","Impatiens glandulifera","8"
"woodland strawberry","Fragaria vesca","8"
"creeping waterprimrose","Ludwigia peploides","8"
"Japanese pachysandra","Pachysandra terminalis","8"
"petty spurge","Euphorbia peplus","8"
"sweet alyssum","Lobularia maritima","8"
"bridalwreath spiraea","Spiraea prunifolia","7"
"poverty brome","Bromus sterilis","7"
"wayfaringtree","Viburnum lantana","7"
"silver carp","Hypophthalmichthys molitrix","7"
"common cattail","Typha latifolia","7"
"European corn borer","Ostrinia nubilalis","7"
"narrowleaf hawksbeard","Crepis tectorum","7"
"zebra mussel","Dreissena polymorpha","7"
"cannabis aphid","Phorodon cannabis","7"
"leafcurl plum aphid","Brachycaudus helichrysi","7"
"aphid","Myzocallis granovskyi","7"
"hop aphid","Phorodon humuli","7"
"aphid","Acyrthosiphon spp.","7"
"big periwinkle","Vinca major","7"
"false spiraea","Sorbaria sorbifolia","6"
"chocolate vine","Akebia quinata","6"
"aphid","Tinocallis spp.","6"
"aphid","Aphis rumicis","6"
"common water hyacinth","Eichhornia crassipes","6"
"twoleaf watermilfoil","Myriophyllum heterophyllum","6"
"butterflybush","Buddleja davidii","6"
"aphids","Myzus spp.","6"
"common vetch","Vicia sativa","6"
"aphids","Anoecia spp.","6"
"field sowthistle","Sonchus arvensis ssp. arvensis","6"
"green sunfish","Lepomis cyanellus","6"
"common pear","Pyrus communis","6"
"southern crabgrass","Digitaria ciliaris","6"
"smallflower galinsoga","Galinsoga parviflora","6"
"periwinkle","Vinca","6"
"Siebold's arrowwood","Viburnum sieboldii","6"
"strawberry root weevil","Otiorhynchus ovatus","6"
"wild radish","Raphanus raphanistrum","6"
"wandering broadhead planarian","Bipalium adventitium","6"
"wisterias","Wisteria spp.","5"
"Chinese mystery snail","Cipangopaludina chinensis","5"
"little starwort","Stellaria graminea","5"
"wild oat","Avena fatua","5"
"radish","Raphanus sativus","5"
"aphid","Pterocomma spp.","5"
"round goby","Neogobius melanostomus","5"
"yellow archangel","Lamium galeobdolon","5"
"lesser hawkbit","Leontodon saxatilis ssp. saxatilis","5"
"aphid","Macrosiphum venaefuscae","5"
"spiny cocklebur","Xanthium spinosum","5"
"oystershell scale","Lepidosaphes ulmi","5"
"northern white cedar","Thuja occidentalis","5"
"thistle","Cirsium","5"
"smooth hawksbeard","Crepis capillaris","5"
"house sparrow","Passer domesticus","5"
"Chinese fountaingrass","Cenchrus alopecuroides","5"
"nipplewort","Lapsana communis","5"
"caragana aphid","Acyrthosiphon caraganae","5"
"common caraway","Carum carvi","5"
"common cornsalad","Valerianella locusta","5"
"aphid","Myzocallis discolor","5"
"basil downy mildew","Peronospora belbahrii","5"
"balloonvine","Cardiospermum halicacabum","5"
"aphid","Pterocomma smithiae","5"
"flower feeding weevil","Nanophyes marmoratus","4"
"oakleaf goosefoot","Chenopodium glaucum","4"
"American bullfrog","Lithobates catesbeianus","4"
"bamboo","Phyllostachys spp.","4"
"balsam poplar","Populus balsamifera","4"
"aphid","Rhopalomyzus poae","4"
"American mannagrass","Glyceria grandis var. grandis","4"
"common four-o'clock","Mirabilis jalapa","4"
"absinth wormwood","Artemisia absinthium","4"
"Asiatic oak weevil","Cyrtepistomus castaneus","4"
"European mountain-ash","Sorbus aucuparia","4"
"Brazilian waterweed, Brazilian elodea","Egeria densa","4"
"dog rose","Rosa canina","4"
"cutleaf geranium","Geranium dissectum","4"
"Oriental lady's thumb","Polygonum posumbu","4"
"linden aphid","Eucallipterus tiliae","4"
"flowering rush","Butomus umbellatus","4"
"corn chamomile","Anthemis arvensis","4"
"European birch","Betula pendula","4"
"ricefield bulrush","Schoenoplectiella mucronata","4"
"small hop clover","Trifolium dubium","4"
"aphids","Vesiculaphis spp.","3"
"flathead catfish","Pylodictis olivaris","3"
"canarygrass","Phalaris canariensis","3"
"slippery elm gall aphid","Kaltenbachiella ulmifusa","3"
"rainbow trout","Oncorhynchus mykiss","3"
"garlic mustard aphid","Lipaphis alliariae","3"
"blue mustard","Chorispora tenella","3"
"rattail fescue","Vulpia myuros","3"
"sicklepod","Senna obtusifolia","3"
"dwarf honeysuckle","Lonicera xylosteum","3"
"woodland bittercress","Cardamine flexuosa","3"
"piedmont bedstraw","Cruciata pedemontana","3"
"sweet cherry","Prunus avium","3"
"birch leafminer","Fenusa pusilla","3"
"yellow starthistle","Centaurea solstitialis","3"
"boreal chickweed","Cerastium tomentosum","3"
"common valerian","Valeriana officinalis","3"
"common comfrey","Symphytum officinale","3"
"European centaury","Centaurium erythraea","3"
"babysbreath","Gypsophila paniculata","3"
"gooseneck yellow loosestrife","Lysimachia clethroides","3"
"aphid","Aphis monardae","3"
