"Common Name","Scientific Name","Number of Records"
"curly dock","Rumex crispus ssp. crispus","105"
"hairy bush clovers","Lespedeza","105"
"musk thistle, nodding thistle","Carduus nutans","105"
"Virginia pepperweed","Lepidium virginicum","104"
"field brome","Bromus arvensis","104"
"Canadian horseweed","Erigeron canadensis","104"
"rice root aphid","Rhopalosiphum rufiabdominale","104"
"cheatgrass, downy brome","Bromus tectorum","103"
"chicory","Cichorium intybus","102"
"lambsquarters","Chenopodium album","102"
"Canada bluegrass","Poa compressa","100"
"small carpetgrass, joint-head grass","Arthraxon hispidus","100"
"lesser celandine, fig buttercup","Ficaria verna","100"
"non-native yams","Dioscorea spp. (non-native)","99"
"brown marmorated stink bug","Halyomorpha halys","98"
"goosegrass","Eleusine indica","98"
"red sorrel","Rumex acetosella","98"
"eclipta","Eclipta prostrata","97"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","96"
"sensitive partridgepea","Chamaecrista nictitans","96"
"bald brome","Bromus racemosus","95"
"bouncingbet","Saponaria officinalis","95"
"Chinese privet","Ligustrum sinense","94"
"ivyleaf morning-glory","Ipomoea hederacea","92"
"corn speedwell","Veronica arvensis","91"
"prickly lettuce","Lactuca serriola","89"
"bermudagrass","Cynodon dactylon","88"
"corn gromwell","Buglossoides arvensis","88"
"star-of-Bethlehem","Ornithogalum umbellatum","87"
"stinkgrass","Eragrostis cilianensis","85"
"common mouse-ear chickweed","Cerastium fontanum","85"
"purple cudweed","Gamochaeta purpurea","85"
"jimsonweed","Datura stramonium","85"
"alsike clover","Trifolium hybridum","84"
"chestnut blight or canker","Cryphonectria parasitica","84"
"sulfur cinquefoil","Potentilla recta","84"
"common St. Johnswort","Hypericum perforatum","83"
"periwinkle","Vinca","83"
"pitted morning-glory","Ipomoea lacunosa","83"
"moth mullein","Verbascum blattaria","82"
"common yarrow","Achillea millefolium","82"
"bull thistle","Cirsium vulgare","81"
"turnip aphid","Lipaphis pseudobrassicae","80"
"barnyardgrass","Echinochloa crus-galli","79"
"green bristlegrass","Setaria viridis var. viridis","79"
"green foxtail","Setaria viridis","79"
"stinking chamomile","Anthemis cotula","78"
"spotted spurge","Euphorbia maculata","78"
"spanishneedles","Bidens bipinnata","78"
"corn leaf aphid","Rhopalosiphum maidis","77"
"purple loosestrife","Lythrum salicaria","77"
"thoroughwort pennycress","Microthlaspi perfoliatum","77"
"spotted knapweed","Centaurea stoebe ssp. micranthos","75"
"hemp dogbane","Apocynum cannabinum","74"
"pea aphid","Acyrthosiphon pisum","74"
"hedge mustard","Sisymbrium officinale","74"
"American burnweed","Erechtites hieraciifolius","73"
"hairy galinsoga","Galinsoga quadriradiata","72"
"osage-orange","Maclura pomifera","71"
"bracted plantain","Plantago aristata","70"
"annual bluegrass","Poa annua","70"
"common teasel","Dipsacus fullonum","70"
"poison hemlock","Conium maculatum","70"
"catchweed bedstraw","Galium aparine","70"
"reed canarygrass","Phalaris arundinacea","69"
"mexicantea","Dysphania ambrosioides","69"
"Japanese chaff flower","Achyranthes japonica","68"
"bristlegrass","Setaria spp.","68"
"scarlet pimpernel","Anagallis arvensis","68"
"field horsetail","Equisetum arvense","66"
"everlasting peavine","Lathyrus latifolius","66"
"tall morning-glory","Ipomoea purpurea","66"
"eastern poison-ivy","Toxicodendron radicans","66"
"horsenettle","Solanum carolinense","65"
"wild buckwheat","Fallopia convolvulus","65"
"bigroot morning-glory","Ipomoea pandurata","64"
"pale smartweed","Polygonum lapathifolium","64"
"brittleleaf naiad","Najas minor","64"
"spreading hedgeparsley","Torilis arvensis","64"
"spiny sowthistle","Sonchus asper","64"
"peppermint","Mentha x piperita","64"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","63"
"common purslane","Portulaca oleracea","63"
"common dandelion","Taraxacum officinale ssp. officinale","62"
"eastern white pine","Pinus strobus","61"
"common velvetgrass","Holcus lanatus","61"
"bristly locust","Robinia hispida","60"
"common ragweed","Ambrosia artemisiifolia","60"
"cutleaf evening-primrose","Oenothera laciniata","60"
"honeysuckle aphid","Hyadaphis foeniculi","59"
"northern catalpa","Catalpa speciosa","59"
"white poplar","Populus alba","59"
"Canada thistle","Cirsium arvense","58"
"common burdock, lesser burdock","Arctium minus","58"
"annual ragweed","Ambrosia artemisiifolia var. elatior","57"
"fall panicum","Panicum dichotomiflorum","57"
"spiny amaranth","Amaranthus spinosus","57"
"elm cockscomb gall aphid","Colopha ulmicola","56"
"velvetleaf","Abutilon theophrasti","56"
"rosy apple aphid","Dysaphis plantaginea","56"
"smooth brome","Bromus inermis","56"
"yellow toadflax","Linaria vulgaris","55"
"field thistle","Cirsium discolor","55"
"common periwinkle","Vinca minor","54"
"spearmint","Mentha spicata","54"
"white mulberry","Morus alba","54"
"wild parsnip","Pastinaca sativa","54"
"English grain aphid","Sitobion avenae","54"
"motherwort","Leonurus cardiaca","53"
"field pennycress","Thlaspi arvense","53"
"false strawberry","Potentilla indica","53"
"white campion","Silene latifolia","52"
"rose rosette disease (RRD)","Emaravirus RRD","52"
"Russian olive","Elaeagnus angustifolia","52"
"poplar petiolegall aphid","Pemphigus populitransversus","51"
"giant ragweed","Ambrosia trifida","51"
"longleaf groundcherry","Physalis longifolia","50"
"yellow foxtail","Setaria pumila","50"
"european starling","Sturnus vulgaris","50"
"aphid","Anoecia cornicola","50"
"Kummerowia","Kummerowia","49"
"watercress","Nasturtium officinale","49"
"greenbug","Schizaphis graminum","49"
"sticky chickweed","Cerastium glomeratum","48"
"pineapple-weed","Matricaria discoidea","47"
"European privet","Ligustrum vulgare","47"
"cotton aphid","Aphis gossypii","46"
"large aspen tortrix","Choristoneura conflictana","46"
"smooth crabgrass","Digitaria ischaemum","46"
"asparagus","Asparagus officinalis","46"
"field pepperweed","Lepidium campestre","46"
"piedmont bedstraw","Cruciata pedemontana","46"
"aphid","Capitophorus hippophaes","46"
"Eurasian watermilfoil","Myriophyllum spicatum","45"
"western salsify","Tragopogon dubius","45"
"fiveangled dodder","Cuscuta pentagona var. pentagona","45"
"field dodder","Cuscuta pentagona","45"
"common vetch","Vicia sativa","45"
"wild onion","Allium canadense","44"
"spotted waterhemlock","Cicuta maculata","44"
"artichoke aphid","Capitophorus elaeagni","44"
"wine raspberry","Rubus phoenicolasius","44"
"thymeleaf speedwell","Veronica serpyllifolia","43"
"green peach aphid","Myzus persicae","43"
"","","43"
"bittersweets","Celastrus spp.","42"
"knotroot foxtail","Setaria parviflora","42"
"sorghum (type unspecified)","Sorghum bicolor","42"
"common duckweed","Lemna minor","41"
"Japanese barberry","Berberis thunbergii","41"
"thymeleaf sandwort","Arenaria serpyllifolia","41"
"nimblewill","Muhlenbergia schreberi","40"
"paradise apple","Malus pumila","40"
"common pear","Pyrus communis","40"
"wirestem muhly","Muhlenbergia frondosa","39"
"narrow-leaved cattail","Typha angustifolia","39"
"catnip","Nepeta cataria","39"
"birdsfoot trefoil","Lotus corniculatus","38"
"field bindweed","Convolvulus arvensis","38"
"red morning-glory","Ipomoea coccinea","38"
"alfalfa","Medicago sativa ssp. sativa","38"
"alfalfa","Medicago sativa","38"
"true armyworm","Mythimna unipuncta","38"
"rabbitfoot clover","Trifolium arvense","37"
"toothed spurge","Euphorbia dentata","37"
"West Indian nightshade","Solanum ptychanthum","37"
"false green kyllinga","Cyperus brevifolioides","37"
"broadleaf dock","Rumex obtusifolius","36"
"black cutworm","Agrotis ipsilon","36"
"teasel","Dipsacus","36"
"aphid","Nearctaphis crataegifoliae","36"
"dames rocket","Hesperis matronalis","36"
"quackgrass","Elymus repens","35"
"burcucumber","Sicyos angulatus","35"
"tall oatgrass","Arrhenatherum elatius","35"
"Japanese privet","Ligustrum japonicum","35"
"Mahaleb cherry","Prunus mahaleb","34"
"dallisgrass","Paspalum dilatatum","34"
"common mallow","Malva neglecta","33"
"rusty plum aphid","Hysteroneura setariae","33"
"southern catalpa","Catalpa bignonioides","33"
"creeping waterprimrose","Ludwigia peploides","32"
"apple-of-Peru","Nicandra physalodes","32"
"paper-mulberry","Broussonetia papyrifera","32"
"indigobush","Amorpha fruticosa","32"
"yellow fieldcress","Rorippa sylvestris","32"
"English ivy","Hedera helix","32"
"common viper's bugloss, blueweed","Echium vulgare","31"
"highbush blackberry","Rubus argutus","30"
"peach","Prunus persica","30"
"mugwort","Artemisia vulgaris","29"
"plumeless thistle","Carduus","29"
"annual wormwood","Artemisia annua","29"
"sweet vernalgrass","Anthoxanthum odoratum","29"
"sweet autumn virginsbower","Clematis terniflora","29"
"rock pigeon","Columba livia","29"
"cressleaf groundsel","Packera glabella","29"
"white willow","Salix alba","29"
"oleander aphid","Aphis nerii","29"
"prostrate knotweed","Polygonum aviculare","28"
"black mustard","Brassica nigra","27"
"aphid","Uroleucon spp.","27"
"wisterias","Wisteria spp.","26"
"aphid","Aphis coreopsidis","26"
"roughstalk bluegrass","Poa trivialis","26"
"daffodil","Narcissus pseudonarcissus","26"
"bushy wallflower","Erysimum repandum","26"
"curly leaf pondweed","Potamogeton crispus","26"
"rapeseed","Brassica napus","25"
"border privet","Ligustrum obtusifolium","25"
"longspine sandbur","Cenchrus longispinus","25"
"wild four-o'clock","Mirabilis nyctaginea","25"
"creeping bentgrass","Agrostis stolonifera","24"
"white cockle","Silene latifolia ssp. alba","24"
"rice flatsedge","Cyperus iria","24"
"common grape hyacinth","Muscari botryoides","24"
"cup rosinweed","Silphium perfoliatum","24"
"aphid","Geoica utricularia","24"
"spirea aphid","Aphis spiraecola","24"
"aphid","Iziphya flabella","24"
"sugarcane aphid","Melanaphis sacchari","24"
"mealy plum aphid","Hyalopterus pruni","24"
"small hop clover","Trifolium dubium","23"
"creeping buttercup","Ranunculus repens","23"
"Japanese hop","Humulus japonicus","23"
"pale yellow iris, yellow flag iris","Iris pseudacorus","23"
"ivyleaf speedwell","Veronica hederifolia","23"
"Japanese spiraea","Spiraea japonica","23"
"common speedwell","Veronica officinalis","23"
"stinging nettle","Urtica dioica","23"
"common tansy","Tanacetum vulgare","22"
"memorial rose","Rosa lucieae","22"
"rye brome","Bromus secalinus","22"
"water speedwell","Veronica anagallis-aquatica","22"
"red fescue","Festuca rubra","22"
"hemp/marijuana (sativa)","Cannabis sativa","22"
"American bullfrog","Lithobates catesbeianus","22"
"blue alfalfa aphid","Acyrthosiphon kondoi","21"
"Gray leaf spot","Cercospora zeae-maydis","21"
"Scotch thistle","Onopordum acanthium","21"
"giant reed","Arundo donax","21"
"bulbous buttercup","Ranunculus bulbosus","21"
"giantseed goosefoot","Chenopodium simplex","21"
"soybean aphid","Aphis glycines","21"
"meadow fescue","Festuca pratensis","20"
"vetch","Vicia","20"
"freshwater golden clam","Corbicula fluminea","19"
"dogwood aphid","Anoecia corni","19"
"white horehound","Marrubium vulgare","19"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","19"
"dwarf snapdragon","Chaenorhinum minus","19"
"garden vetch","Vicia sativa ssp. nigra","19"
"Brazilian waterweed, Brazilian elodea","Egeria densa","18"
"European common reed, Phragmites","Phragmites australis ssp. australis","18"
"common reed","Phragmites australis","18"
"dog rose","Rosa canina","18"
"Asian tiger mosquito","Aedes albopictus","18"
"hare's ear","Bupleurum rotundifolium","18"
"annual sowthistle","Sonchus oleraceus","18"
"meadow salsify","Tragopogon lamottei","17"
"pale dock","Rumex altissimus","17"
"potato aphid","Macrosiphum euphorbiae","17"
"doubtful knight's-spur","Consolida ajacis","17"
"yellow starthistle","Centaurea solstitialis","17"
"erigeron root aphid","Protaphis middletonii","17"
"sicklepod","Senna obtusifolia","17"
"smooth bedstraw","Galium mollugo","17"
"hollyhock","Alcea rosea","16"
"tall thistle","Cirsium altissimum","16"
"slender snakecotton","Froelichia gracilis","16"
"perennial ryegrass","Lolium perenne ssp. perenne","16"
"licorice-root","Ligusticum spp.","16"
"Russian thistle","Salsola tragus","16"
"wild oat","Avena fatua","16"
"lemon balm","Melissa officinalis","16"
"bittersweet nightshade","Solanum dulcamara","16"
"painted maple aphid","Drepanaphis acerifoliae","16"
"corn cockle","Agrostemma githago","16"
"cutleaf teasel","Dipsacus laciniatus","16"
"Venice mallow","Hibiscus trionum","16"
"smutgrass","Sporobolus indicus","16"
"dwarf violet iris","Iris verna","15"
"hop clover","Trifolium aureum","15"
"clover aphid","Nearctaphis bakeri","15"
"smallseed falseflax","Camelina microcarpa","15"
"sweet cherry","Prunus avium","15"
"longstalk cranesbill","Geranium columbinum","15"
"violet crabgrass","Digitaria violascens","15"
"bamboo","Bambusa","15"
"common corn rust","Puccinia sorghi","15"
"Morrow's honeysuckle","Lonicera morrowii","15"
"water knotweed","Polygonum amphibium","15"
"Mexican fireweed","Bassia scoparia","14"
"tall buttercup","Ranunculus acris","14"
"woolly aphid","Forda marginata","14"
"tumble mustard","Sisymbrium altissimum","14"
"aphid","Anoecia setariae","14"
"willowleaf lettuce","Lactuca saligna","14"
"redroot pigweed","Amaranthus retroflexus","14"
"rose of Sharon","Hibiscus syriacus","14"
"spiny plumeless thistle","Carduus acanthoides","14"
"balloonvine","Cardiospermum halicacabum","14"
"princess-feather","Persicaria orientalis","14"
"cornflower","Centaurea cyanus","14"
"waterlily aphid","Rhopalosiphum nymphaeae","14"
"Chinese wisteria","Wisteria sinensis","14"
"European cranberrybush","Viburnum opulus","14"
"cypress spurge","Euphorbia cyparissias","14"
"autumn olive","Elaeagnus umbellata var. parvifolia","14"
"hydrilla","Hydrilla verticillata","14"
"mulberryweed","Fatoua villosa","14"
"kudzu","Pueraria montana","14"
"field madder","Sherardia arvensis","14"
"laurel wilt","Raffaelea lauricola","13"
"weeping willow","Salix babylonica","13"
"gray poplar","Populus x canescens","13"
"carpet bugle","Ajuga reptans","13"
"common buckthorn, European buckthorn","Rhamnus cathartica","13"
"apple grain aphid","Rhopalosiphum oxyacanthae","13"
"jointed goatgrass","Aegilops cylindrica","13"
"weeping willow","Salix x sepulcralis","13"
"Norway maple","Acer platanoides","13"
"northern corn leaf blight","Exserohilum turcicum","13"
"European water-clover","Marsilea quadrifolia","12"
"yellow sugarcane aphid","Sipha flava","12"
"hairy cat's ear","Hypochaeris radicata","12"
"hedge bindweed","Calystegia sepium","12"
"bird vetch","Vicia cracca","12"
"aphid","Macrosiphum spp.","12"
"common water hyacinth","Eichhornia crassipes","12"
"houndstongue","Cynoglossum officinale","12"
"birdsrape mustard","Brassica rapa","12"
"Virginia groundcherry","Physalis virginiana var. virginiana","12"
"grassy arrowhead","Sagittaria graminea","12"
"crack willow","Salix fragilis","11"
"Siberian elm","Ulmus pumila","11"
"aphid","Pemphigus monophagus","11"
"leafcurl plum aphid","Brachycaudus helichrysi","11"
"aphid","Anoecia oenotherae","11"
"dotted duckmeat","Landoltia punctata","11"
"alligatorweed","Alternanthera philoxeroides","11"
"lettuce aphid","Acyrthosiphon lactucae","11"
"common cornsalad","Valerianella locusta","11"
"aphid","Myzus lythri","11"
"bulbous bluegrass","Poa bulbosa","11"
"common groundsel","Senecio vulgaris","11"
"rattail fescue","Vulpia myuros","11"
"redstem filaree","Erodium cicutarium","11"
"pennyroyal","Mentha pulegium","10"
"blackmargined aphid","Monellia caryella","10"
"canarygrass","Phalaris canariensis","10"
"weeping lovegrass","Eragrostis curvula","10"
"northern white cedar","Thuja occidentalis","10"
"cutleaf groundcherry","Physalis angulata","10"
"Amur privet","Ligustrum amurense","10"
"calico scale","Eulecanium cerasorum","10"
"poverty brome","Bromus sterilis","10"
"hedge false bindweed","Calystegia sepium ssp. sepium","10"
"golden bamboo","Phyllostachys aurea","10"
"Long's sedge","Carex longii","10"
"foxglove aphid","Aulacorthum solani","10"
"parrotfeather","Myriophyllum aquaticum","10"
"junglerice","Echinochloa colona","10"
"squirreltail fescue","Vulpia bromoides","10"
"silver carp","Hypophthalmichthys molitrix","10"
"zebra mussel","Dreissena polymorpha","10"
"bridalwreath spiraea","Spiraea prunifolia","9"
"soft brome","Bromus hordeaceus ssp. hordeaceus","9"
"porcelain-berry","Ampelopsis glandulosa var. brevipedunculata","9"
"soybean rust","Phakopsora pachyrhizi","9"
"fuzzy pride-of-Rochester","Deutzia scabra","9"
"sacred bamboo","Nandina domestica","9"
"kudzu bug","Megacopta cribraria","9"
"fragrant waterlily","Nymphaea odorata","9"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","9"
"marsh dayflower","Murdannia keisak","9"
"cutleaf geranium","Geranium dissectum","9"
"big periwinkle","Vinca major","9"
"sweetclover aphid","Therioaphis riehmi","9"
"pine and spruce aphids","Adelgidae (family)","9"
"foxtail millet","Setaria italica","9"
"bladder campion","Silene vulgaris","9"
"soft brome","Bromus hordeaceus","9"
"bean aphid","Aphis fabae","9"
"sour cherry","Prunus cerasus","9"
"Asian woolly hackberry aphid","Shivaphis celti","9"
"paulownia","Paulownia spp.","8"
"rock dandelion","Taraxacum erythrospermum","8"
"devil's-claw","Proboscidea louisianica","8"
"flixweed","Descurainia sophia","8"
"aphids","Macrosiphoniella spp.","8"
"alewife","Alosa pseudoharengus","8"
"giant chickweed","Myosoton aquaticum","8"
"nightflowering catchfly","Silene noctiflora","8"
"European corn borer","Ostrinia nubilalis","8"
"aphids","Illinoia spp.","8"
"little starwort","Stellaria graminea","8"
"starch grape hyacinth","Muscari neglectum","8"
"true forget-me-not","Myosotis scorpioides","8"
"radish","Raphanus sativus","8"
"puncturevine","Tribulus terrestris","7"
"spiny cocklebur","Xanthium spinosum","7"
"Chinese chestnut","Castanea mollissima","7"
"black knapweed","Centaurea nigra","7"
"fortune meadowsweet","Spiraea japonica var. fortunei","7"
"garden loosestrife","Lysimachia vulgaris","7"
"ivy","Hedera spp.","7"
"California privet","Ligustrum ovalifolium","7"
"common carp","Cyprinus carpio","7"
"mimosa webworm","Homadaula anisocentra","7"
"smallflower sweetbrier","Rosa micrantha","7"
"European water chestnut","Trapa natans","7"
"stripe rust","Puccinia striiformis f.sp. tritici","7"
"Thunberg lespedeza","Lespedeza thunbergii","7"
"southwestern corn borer","Diatraea grandiosella","7"
"wild mustard","Sinapis arvensis","7"
"water hyacinth","Eichhornia spp.","7"
"elder aphid","Aphis sambuci","6"
"starwort","Stellaria","6"
"large gray willow","Salix cinerea","6"
"Standish's honeysuckle","Lonicera standishii","6"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","6"
"Russian knapweed","Rhaponticum repens","6"
"bigpod sesbania","Sesbania herbacea","6"
"wooly aphid","Eriosoma spp.","6"
"annual honesty","Lunaria annua","6"
"hemp sesbania","Sesbania exaltata","6"
"buckwheat","Fagopyrum esculentum","6"
"elecampane","Inula helenium","6"
"spurred anoda","Anoda cristata","6"
"brown knapweed","Centaurea jacea","6"
"chocolate vine","Akebia quinata","6"
"aphids","Aphis spp.","6"
"smooth hawksbeard","Crepis capillaris","6"
"Chinese elm","Ulmus parvifolia","6"
"purple starthistle","Centaurea calcitrapa","6"
"jetbead","Rhodotypos scandens","6"
"purple nutsedge","Cyperus rotundus","6"
"bighead carp","Hypophthalmichthys nobilis","5"
"purpleosier willow","Salix purpurea","5"
"Japanese wisteria","Wisteria floribunda","5"
"tropical soda apple","Solanum viarum","5"
"common cattail","Typha latifolia","5"
"poplar leaf aphid","Chaitophorus populicola","5"
"meadow hawkweed","Hieracium caespitosum","5"
"woolly aphids","Prociphilus spp.","5"
"oak leaf aphids","Myzocallis spp.","5"
"Phytophthora root rot","Phytophthora cinnamomi","5"
"pigweed","Amaranthus spp.","5"
"aphid","Myzocallis punctata","5"
"Siberian crabapple","Malus baccata","5"
"Tatarian honeysuckle","Lonicera tatarica","5"
"spiny witchhazel gall aphid","Hamamelistes spinosus","5"
"horseweeds","Conyza","5"
"clover dodder","Cuscuta epithymum","5"
"common salsify","Tragopogon porrifolius","5"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","5"
"Asian chestnut gall wasp","Dryocosmus kuriphilus","5"
"goutweed","Aegopodium podagraria","5"
"pansy","Viola tricolor","5"
"slender Russian thistle","Salsola collina","4"
"Norway spruce","Picea abies","4"
"sweetbriar","Rosa rubiginosa","4"
"mute swan","Cygnus olor","4"
"hoary cress","Lepidium draba","4"
"grapevine aphid","Aphis illinoisensis","4"
"sow thistle aphid","Hyperomyzus lactucae","4"
"lily of the valley","Convallaria majalis","4"
"Indian mustard","Brassica juncea","4"
"aphid","Tinocallis saltans","4"
"rescuegrass","Bromus catharticus","4"
"glossy buckthorn","Frangula alnus","4"
"insidious flower bug","Orius insidiosus","4"
"aphid","Aphis folsomii","4"
"meadow foxtail","Alopecurus pratensis","4"
"American walnut aphid","Monelliopsis caryae","4"
"crimson clover","Trifolium incarnatum","4"
"aphids","Chaitophorus spp.","4"
"greater celandine","Chelidonium majus","4"
"branched broomrape","Phelipanche ramosa","4"
"diffuse knapweed","Centaurea diffusa","4"
"cat (feral)","Felis catus (feral type)","4"
"downy maiden fern","Cyclosorus dentatus","4"
"cattail","Typha spp.","4"
"striped bass","Morone saxatilis","4"
"buckthorn aphid","Aphis nasturtii","4"
"bristly foxtail","Setaria verticillata","4"
"eastern flower thrips","Frankliniella tritici","4"
"sudangrass","Sorghum bicolor ssp. drummondii","4"
"soybean thrips","Neohydatothrips variabilis","4"
"Austrian fieldcress","Rorippa austriaca","4"
"prostrate pigweed","Amaranthus blitoides","4"
"wheat leaf rust","Puccinia recondita","4"
"American frogbit","Limnobium spongia","4"
"thistle","Cirsium","4"
"red imported fire ant","Solenopsis invicta","3"
"aphid","Calaphis betulella","3"
"poison ryegrass","Lolium temulentum","3"
"water primrose","Ludwigia grandiflora ssp. hexapetala","3"
"perennial sowthistle","Sonchus arvensis","3"
"Boston ivy","Parthenocissus tricuspidata","3"
"sheep fescue","Festuca trachyphylla","3"
"European birch","Betula pendula","3"
"tar spot of corn","Phyllachora maydis","3"
"copper iris","Iris fulva","3"
"yellow bedstraw","Galium verum","3"
"field sowthistle","Sonchus arvensis ssp. arvensis","3"
"aphids","Mindarus spp.","3"
"corn chamomile","Anthemis arvensis","3"
"woodland bittercress","Cardamine flexuosa","3"
"garden balsam","Impatiens balsamina","3"
"European columbine","Aquilegia vulgaris","3"
"corn flea beetle","Chaetocnema pulicaria","3"
"European spindletree","Euonymus europaeus","3"
"aphid","Aphis asclepiadis","3"
"halberdleaf orach","Atriplex patula","3"
"Himalayan blackberry","Rubus armeniacus","3"
"clammy goosefoot","Dysphania pumilio","3"
"Italian arum","Arum italicum","3"
"cherry silverberry","Elaeagnus multiflora","3"
"potato leafhopper","Empoasca fabae","3"
"burningbush","Euonymus atropurpureus","3"
"goldenrain tree","Koelreuteria paniculata","3"
"aphids","Dysaphis spp.","3"
"smallflower galinsoga","Galinsoga parviflora","3"
"black imported fire ant","Solenopsis richteri","3"
"Lombardy poplar","Populus nigra","3"
"hard fescue","Festuca brevipila","3"
"swordfern","Macrothelypteris torresiana","3"
"giant knotweed","Reynoutria sachalinensis","3"
"largeseed dodder","Cuscuta indecora","3"
"helleborine","Epipactis helleborine","3"
"poison-sumac","Toxicodendron vernix","3"
"long stalk buckthorn","Rhamnus davurica","3"
"marsh-pepper smartweed","Persicaria hydropiper","3"
"narrowleaf bittercress","Cardamine impatiens","3"
"nipplewort","Lapsana communis","3"
"fennel","Foeniculum vulgare","2"
"thorny olive","Elaeagnus pungens","2"
"Himalayan blackberry","Rubus bifrons","2"
"nettleleaf goosefoot","Chenopodium murale","2"
"hoary alyssum","Berteroa incana","2"
