"Common Name","Scientific Name","Number of Records"
"big chickweed","Cerastium fontanum ssp. vulgare","196"
"yellow woodsorrel","Oxalis stricta","194"
"osage-orange","Maclura pomifera","193"
"Virginia pepperweed","Lepidium virginicum","193"
"eastern redcedar","Juniperus virginiana","191"
"curly dock","Rumex crispus","190"
"curly dock","Rumex crispus ssp. crispus","187"
"Callery pear (Bradford pear)","Pyrus calleryana","184"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","184"
"eclipta","Eclipta prostrata","179"
"common cocklebur","Xanthium strumarium","178"
"corn speedwell","Veronica arvensis","170"
"pale smartweed","Polygonum lapathifolium","168"
"field pennycress","Thlaspi arvense","167"
"moth mullein","Verbascum blattaria","167"
"cheatgrass, downy brome","Bromus tectorum","166"
"wild four-o'clock","Mirabilis nyctaginea","165"
"field brome","Bromus arvensis","164"
"corn leaf aphid","Rhopalosiphum maidis","163"
"black medic","Medicago lupulina","162"
"tall fescue","Festuca arundinacea","162"
"corn gromwell","Buglossoides arvensis","160"
"Korean lespedeza","Kummerowia stipulacea","159"
"common chickweed","Stellaria pallida","158"
"watercress","Nasturtium officinale","157"
"prickly lettuce","Lactuca serriola","156"
"waterpurslane","Ludwigia palustris","155"
"English grain aphid","Sitobion avenae","155"
"pea aphid","Acyrthosiphon pisum","154"
"large hop clover","Trifolium campestre","153"
"kudzu","Pueraria montana var. lobata","152"
"wild parsnip","Pastinaca sativa","152"
"tall lettuce","Lactuca canadensis","151"
"field bindweed","Convolvulus arvensis","150"
"pitted morning-glory","Ipomoea lacunosa","149"
"cutleaf evening-primrose","Oenothera laciniata","147"
"Japanese clover","Kummerowia striata","144"
"thymeleaf sandwort","Arenaria serpyllifolia","144"
"Canada bluegrass","Poa compressa","144"
"emerald ash borer","Agrilus planipennis","143"
"orchardgrass","Dactylis glomerata","141"
"sensitive partridgepea","Chamaecrista nictitans","141"
"stinking chamomile","Anthemis cotula","140"
"yellow nutsedge","Cyperus esculentus","136"
"common mouse-ear chickweed","Cerastium fontanum","136"
"false strawberry","Potentilla indica","136"
"lambsquarters","Chenopodium album","136"
"black locust","Robinia pseudoacacia","132"
"poison hemlock","Conium maculatum","131"
"Kentucky bluegrass","Poa pratensis","130"
"eastern poison-ivy","Toxicodendron radicans","130"
"Venice mallow","Hibiscus trionum","129"
"green foxtail","Setaria viridis","129"
"giant foxtail","Setaria faberi","126"
"meadow fescue","Festuca pratensis","126"
"common ragweed","Ambrosia artemisiifolia","126"
"timothy","Phleum pratense","126"
"redtop","Agrostis gigantea","125"
"American burnweed","Erechtites hieraciifolius","125"
"alsike clover","Trifolium hybridum","125"
"spotted alfalfa aphid","Therioaphis trifolii","125"
"wild buckwheat","Fallopia convolvulus","124"
"Amur honeysuckle","Lonicera maackii","124"
"fall armyworm","Spodoptera frugiperda","123"
"barnyardgrass","Echinochloa crus-galli","123"
"greenbug","Schizaphis graminum","122"
"giant ragweed","Ambrosia trifida","121"
"cowpea aphid","Aphis craccivora","121"
"spreading hedgeparsley","Torilis arvensis","121"
"common St. Johnswort","Hypericum perforatum","120"
"bush honeysuckles (exotic)","Lonicera spp.","119"
"jimsonweed","Datura stramonium","118"
"white mulberry","Morus alba","115"
"common yarrow","Achillea millefolium","115"
"stinkgrass","Eragrostis cilianensis","114"
"annual ragweed","Ambrosia artemisiifolia var. elatior","114"
"horsenettle","Solanum carolinense","114"
"honeysuckle aphid","Hyadaphis foeniculi","112"
"stinging nettle","Urtica dioica","111"
"slender snakecotton","Froelichia gracilis","111"
"broomsedge bluestem","Andropogon virginicus","111"
"ivyleaf morning-glory","Ipomoea hederacea","111"
"cup rosinweed","Silphium perfoliatum","110"
"bittersweets","Celastrus spp.","108"
"bald brome","Bromus racemosus","106"
"ladysthumb","Persicaria maculosa","105"
"spotted waterhemlock","Cicuta maculata","103"
"indigobush","Amorpha fruticosa","103"
"aphid","Capitophorus hippophaes","102"
"common chickweed","Stellaria media","101"
"aphid","Tetraneura spp.","101"
"Kummerowia","Kummerowia","101"
"mexicantea","Dysphania ambrosioides","100"
"goosegrass","Eleusine indica","100"
"knotroot foxtail","Setaria parviflora","100"
"motherwort","Leonurus cardiaca","98"
"turnip aphid","Lipaphis pseudobrassicae","98"
"giantseed goosefoot","Chenopodium simplex","96"
"smooth brome","Bromus inermis","96"
"common duckweed","Lemna minor","96"
"poplar petiolegall aphid","Pemphigus populitransversus","95"
"western salsify","Tragopogon dubius","95"
"rusty plum aphid","Hysteroneura setariae","94"
"longspine sandbur","Cenchrus longispinus","94"
"smallseed falseflax","Camelina microcarpa","93"
"spiny amaranth","Amaranthus spinosus","92"
"bristlegrass","Setaria spp.","92"
"white horehound","Marrubium vulgare","92"
"hairy vetch","Vicia villosa","92"
"hedge mustard","Sisymbrium officinale","91"
"catnip","Nepeta cataria","90"
"yellow toadflax","Linaria vulgaris","90"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","90"
"Asiatic dayflower","Commelina communis","90"
"spearmint","Mentha spicata","90"
"toothed spurge","Euphorbia dentata","90"
"pineapple-weed","Matricaria discoidea","89"
"common purslane","Portulaca oleracea","88"
"hemp dogbane","Apocynum cannabinum","88"
"northern catalpa","Catalpa speciosa","88"
"tall thistle","Cirsium altissimum","86"
"wild onion","Allium canadense","85"
"common mallow","Malva neglecta","84"
"birdsfoot trefoil","Lotus corniculatus","84"
"southern crabgrass","Digitaria ciliaris","84"
"large crabgrass","Digitaria sanguinalis","83"
"purple cudweed","Gamochaeta purpurea","82"
"longleaf groundcherry","Physalis longifolia","81"
"thoroughwort pennycress","Microthlaspi perfoliatum","80"
"rose rosette disease (RRD)","Emaravirus RRD","80"
"black cutworm","Agrotis ipsilon","80"
"burcucumber","Sicyos angulatus","79"
"common teasel","Dipsacus fullonum","79"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","79"
"quackgrass","Elymus repens","78"
"Virginia groundcherry","Physalis virginiana var. virginiana","77"
"artichoke aphid","Capitophorus elaeagni","77"
"star-of-Bethlehem","Ornithogalum umbellatum","76"
"common burdock, lesser burdock","Arctium minus","76"
"perennial ryegrass","Lolium perenne","75"
"annual bluegrass","Poa annua","74"
"scarlet pimpernel","Anagallis arvensis","74"
"cotton aphid","Aphis gossypii","73"
"Canada thistle","Cirsium arvense","73"
"silver carp","Hypophthalmichthys molitrix","73"
"wild garlic","Allium vineale","73"
"pale dock","Rumex altissimus","72"
"cutleaf teasel","Dipsacus laciniatus","72"
"West Indian nightshade","Solanum ptychanthum","72"
"prostrate knotweed","Polygonum aviculare","69"
"common dandelion","Taraxacum officinale ssp. officinale","69"
"aphid","Uroleucon spp.","69"
"Japanese hop","Humulus japonicus","68"
"spring whitlowgrass","Draba verna","68"
"oleander aphid","Aphis nerii","67"
"white pine blister rust","Cronartium ribicola","66"
"poverty brome","Bromus sterilis","66"
"rye brome","Bromus secalinus","66"
"Southern corn rust","Puccinia polysora","66"
"bigroot morning-glory","Ipomoea pandurata","66"
"green bristlegrass","Setaria viridis var. viridis","65"
"hemp/marijuana (sativa)","Cannabis sativa","65"
"tawny daylily","Hemerocallis fulva","65"
"wirestem muhly","Muhlenbergia frondosa","64"
"spiny sowthistle","Sonchus asper","64"
"smooth crabgrass","Digitaria ischaemum","63"
"nimblewill","Muhlenbergia schreberi","63"
"yellow foxtail","Setaria pumila","63"
"brown marmorated stink bug","Halyomorpha halys","63"
"fall panicum","Panicum dichotomiflorum","63"
"Eurasian watermilfoil","Myriophyllum spicatum","63"
"water knotweed","Polygonum amphibium","62"
"houndstongue","Cynoglossum officinale","62"
"spanishneedles","Bidens bipinnata","61"
"white campion","Silene latifolia","61"
"jointed goatgrass","Aegilops cylindrica","61"
"water speedwell","Veronica anagallis-aquatica","60"
"elm cockscomb gall aphid","Colopha ulmicola","60"
"Asiatic oak weevil","Cyrtepistomus castaneus","60"
"field horsetail","Equisetum arvense","59"
"white sweetclover","Melilotus albus","59"
"alfalfa","Medicago sativa","58"
"field dodder","Cuscuta pentagona","58"
"European pine sawfly","Neodiprion sertifer","58"
"puncturevine","Tribulus terrestris","58"
"tall morning-glory","Ipomoea purpurea","58"
"fiveangled dodder","Cuscuta pentagona var. pentagona","58"
"creeping waterprimrose","Ludwigia peploides","57"
"alfalfa","Medicago sativa ssp. sativa","57"
"field pepperweed","Lepidium campestre","56"
"","","55"
"green peach aphid","Myzus persicae","55"
"dames rocket","Hesperis matronalis","55"
"sugarcane aphid","Melanaphis sacchari","55"
"Heterobasidion root rots","Heterobasidion spp.","54"
"curly leaf pondweed","Potamogeton crispus","53"
"bermudagrass","Cynodon dactylon","53"
"hedge bindweed","Calystegia sepium","53"
"teasel","Dipsacus","52"
"common periwinkle","Vinca minor","52"
"common vetch","Vicia sativa","52"
"aphid","Anoecia cornicola","52"
"wild mustard","Sinapis arvensis","52"
"black mustard","Brassica nigra","52"
"willowleaf lettuce","Lactuca saligna","49"
"white poplar","Populus alba","48"
"tumble mustard","Sisymbrium altissimum","48"
"creeping bentgrass","Agrostis stolonifera","48"
"clammy goosefoot","Dysphania pumilio","47"
"soybean aphid","Aphis glycines","47"
"white willow","Salix alba","47"
"cressleaf groundsel","Packera glabella","47"
"purple loosestrife","Lythrum salicaria","45"
"annual wormwood","Artemisia annua","45"
"Indian mustard","Brassica juncea","44"
"aphid","Aphis coreopsidis","42"
"sweetbriar","Rosa rubiginosa","42"
"red morning-glory","Ipomoea coccinea","42"
"corn cockle","Agrostemma githago","42"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","41"
"European common reed, Phragmites","Phragmites australis ssp. australis","41"
"Russian thistle","Salsola tragus","40"
"asparagus","Asparagus officinalis","39"
"waterlily aphid","Rhopalosiphum nymphaeae","39"
"zebra mussel","Dreissena polymorpha","39"
"hoary cress","Lepidium draba","38"
"sticky chickweed","Cerastium glomeratum","38"
"narrow-leaved cattail","Typha angustifolia","38"
"bushy wallflower","Erysimum repandum","37"
"spirea aphid","Aphis spiraecola","37"
"Siberian elm","Ulmus pumila","37"
"potato aphid","Macrosiphum euphorbiae","37"
"winter creeper","Euonymus fortunei","37"
"marsh-pepper smartweed","Persicaria hydropiper","36"
"woolly aphid","Forda marginata","36"
"field thistle","Cirsium discolor","36"
"Chinese yam","Dioscorea polystachya","36"
"rosy apple aphid","Dysaphis plantaginea","36"
"broadleaf dock","Rumex obtusifolius","36"
"Japanese knotweed","Reynoutria japonica","36"
"bulbous bluegrass","Poa bulbosa","36"
"southern catalpa","Catalpa bignonioides","36"
"round leaf bittersweet","Celastrus orbiculatus","35"
"common viper's bugloss, blueweed","Echium vulgare","35"
"birdsrape mustard","Brassica rapa","35"
"Russian olive","Elaeagnus angustifolia","35"
"twoleaf watermilfoil","Myriophyllum heterophyllum","35"
"hairy galinsoga","Galinsoga quadriradiata","34"
"American bullfrog","Lithobates catesbeianus","34"
"highbush blackberry","Rubus argutus","34"
"Mahaleb cherry","Prunus mahaleb","34"
"annual sowthistle","Sonchus oleraceus","34"
"rock dandelion","Taraxacum erythrospermum","33"
"everlasting peavine","Lathyrus latifolius","32"
"aphid","Pemphigus monophagus","32"
"apple grain aphid","Rhopalosiphum oxyacanthae","31"
"Asian woolly hackberry aphid","Shivaphis celti","31"
"Persian speedwell","Veronica persica","31"
"tar spot of corn","Phyllachora maydis","31"
"redroot pigweed","Amaranthus retroflexus","30"
"sorghum (type unspecified)","Sorghum bicolor","30"
"southern pine beetle","Dendroctonus frontalis","29"
"grassy arrowhead","Sagittaria graminea","29"
"aphids","Macrosiphoniella spp.","29"
"bighead carp","Hypophthalmichthys nobilis","28"
"rabbitfoot clover","Trifolium arvense","28"
"flixweed","Descurainia sophia","28"
"pecan nut casebearer","Acrobasis nuxvorella","28"
"cornflower","Centaurea cyanus","28"
"grapevine aphid","Aphis illinoisensis","28"
"princesstree","Paulownia tomentosa","28"
"prostrate pigweed","Amaranthus blitoides","27"
"rattail fescue","Vulpia myuros","26"
"lemon balm","Melissa officinalis","26"
"hollyhock","Alcea rosea","26"
"clover aphid","Nearctaphis bakeri","26"
"white cockle","Silene latifolia ssp. alba","26"
"foxtail millet","Setaria italica","25"
"grass carp","Ctenopharyngodon idella","25"
"common buckthorn, European buckthorn","Rhamnus cathartica","25"
"common velvetgrass","Holcus lanatus","25"
"brittleleaf naiad","Najas minor","25"
"cypress spurge","Euphorbia cyparissias","24"
"aphid","Iziphya flabella","24"
"common reed","Phragmites australis","23"
"cutleaf groundcherry","Physalis angulata","23"
"common pear","Pyrus communis","23"
"painted maple aphid","Drepanaphis acerifoliae","23"
"doubtful knight's-spur","Consolida ajacis","22"
"common grape hyacinth","Muscari botryoides","22"
"junglerice","Echinochloa colona","22"
"princess-feather","Persicaria orientalis","22"
"prairie sunflower","Helianthus petiolaris","22"
"paradise apple","Malus pumila","22"
"creeping bellflower","Campanula rapunculoides","21"
"european starling","Sturnus vulgaris","21"
"smooth sumac","Rhus glabra","21"
"common salsify","Tragopogon porrifolius","20"
"rice flatsedge","Cyperus iria","20"
"periwinkle","Vinca","20"
"sweetclover aphid","Therioaphis riehmi","20"
"small hop clover","Trifolium dubium","20"
"oak leaf aphids","Myzocallis spp.","20"
"cocklebur","Xanthium","19"
"winged burning bush","Euonymus alatus","19"
"nettleleaf goosefoot","Chenopodium murale","19"
"common wheat","Triticum aestivum","18"
"freshwater golden clam","Corbicula fluminea","18"
"red-eared slider","Trachemys scripta elegans","18"
"spotted-wing drosophila","Drosophila suzukii","18"
"aphid","Macrosiphum spp.","18"
"apple-of-Peru","Nicandra physalodes","18"
"dallisgrass","Paspalum dilatatum","18"
"red fescue","Festuca rubra","18"
"lesser celandine, fig buttercup","Ficaria verna","18"
"sweet autumn virginsbower","Clematis terniflora","18"
"European water-clover","Marsilea quadrifolia","17"
"fragrant waterlily","Nymphaea odorata","17"
"silver hairgrass","Aira caryophyllea","17"
"lettuce aphid","Acyrthosiphon lactucae","17"
"common tansy","Tanacetum vulgare","17"
"common flax","Linum usitatissimum","17"
"sour cherry","Prunus cerasus","16"
"pale yellow iris, yellow flag iris","Iris pseudacorus","16"
"wooly aphid","Eriosoma spp.","16"
"canarygrass","Phalaris canariensis","16"
"aphid","Calaphis betulella","16"
"aphid","Geoica utricularia","16"
"rescuegrass","Bromus catharticus","16"
"bladder campion","Silene vulgaris","16"
"redstem filaree","Erodium cicutarium","16"
"erigeron root aphid","Protaphis middletonii","16"
"devil's-claw","Proboscidea louisianica","16"
"clasping pepperweed","Lepidium perfoliatum","15"
"pennyroyal","Mentha pulegium","15"
"bittersweet nightshade","Solanum dulcamara","15"
"giant reed","Arundo donax","15"
"blackmargined aphid","Monellia caryella","15"
"poplar leaf aphid","Chaitophorus populicola","15"
"parrotfeather","Myriophyllum aquaticum","15"
"aphids","Chaitophorus spp.","15"
"aphid","Myzus lythri","15"
"sweet iris","Iris pallida","15"
"Chinese silvergrass","Miscanthus sinensis","14"
"lily of the valley","Convallaria majalis","14"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","14"
"silverleaf nightshade","Solanum elaeagnifolium","14"
"hophornbeam","Ostrya virginiana","14"
"cat (feral)","Felis catus (feral type)","14"
"garden vetch","Vicia sativa ssp. nigra","14"
"European sticktight","Lappula squarrosa","14"
"dwarf snapdragon","Chaenorhinum minus","14"
"aphids","Rhopalosiphum spp.","13"
"Japanese barberry","Berberis thunbergii","13"
"hemp sesbania","Sesbania exaltata","13"
"dotted duckmeat","Landoltia punctata","13"
"bigpod sesbania","Sesbania herbacea","13"
"border privet","Ligustrum obtusifolium","13"
"thymeleaf speedwell","Veronica serpyllifolia","13"
"aphid","Microparsus olivei","13"
"yellow sugarcane aphid","Sipha flava","13"
"curlycup gumweed","Grindelia squarrosa","12"
"cereal rye","Secale cereale","12"
"eastern white pine","Pinus strobus","12"
"wisterias","Wisteria spp.","12"
"piedmont bedstraw","Cruciata pedemontana","12"
"dog rose","Rosa canina","12"
"colonial bentgrass","Agrostis capillaris","12"
"broadleaf plantain","Plantago major","12"
"crownbeard","Verbesina encelioides","12"
"paper-mulberry","Broussonetia papyrifera","12"
"sweet vernalgrass","Anthoxanthum odoratum","12"
"roughstalk bluegrass","Poa trivialis","12"
"yellow fieldcress","Rorippa sylvestris","12"
"melon","Cucumis melo","12"
"tall oatgrass","Arrhenatherum elatius","11"
"wild licorice","Glycyrrhiza lepidota","11"
"crack willow","Salix fragilis","11"
"English ivy","Hedera helix","11"
"common water hyacinth","Eichhornia crassipes","11"
"halberdleaf orach","Atriplex patula","11"
"aphid","Nearctaphis crataegifoliae","11"
"blue mustard","Chorispora tenella","11"
"bristly locust","Robinia hispida","11"
"aphid","Myzocallis punctata","11"
"cowcockle","Vaccaria hispanica","10"
"Chinese privet","Ligustrum sinense","10"
"banded elm bark beetle","Scolytus schevyrewi","10"
"leafy spurge","Euphorbia esula","10"
"castorbean","Ricinus communis","10"
"barley","Hordeum vulgare","10"
"common barberry","Berberis vulgaris","10"
"red fox","Vulpes vulpes","10"
"gray mold","Botrytis cinerea","10"
"starch grape hyacinth","Muscari neglectum","10"
"bur oak blight","Tubakia iowensis","10"
"showy rattlebox","Crotalaria spectabilis","10"
"peach","Prunus persica","10"
"rose of Sharon","Hibiscus syriacus","10"
"live-forever stonecrop","Hylotelephium telephium","9"
"bean aphid","Aphis fabae","9"
"sicklepod","Senna obtusifolia","9"
"Scotch thistle","Onopordum acanthium","9"
"true forget-me-not","Myosotis scorpioides","9"
"denseflower knotweed","Persicaria glabra","9"
"dogwood aphid","Anoecia corni","9"
"witch's moneybags","Hylotelephium telephium ssp. telephium","9"
"hoary alyssum","Berteroa incana","9"
"yellow floating heart","Nymphoides peltata","9"
"coyote","Canis latrans","9"
"oystershell scale","Lepidosaphes ulmi","9"
"aphid","Anoecia setariae","9"
"copper iris","Iris fulva","9"
"leafcurl plum aphid","Brachycaudus helichrysi","9"
"bridalwreath spiraea","Spiraea prunifolia","9"
"aphids","Thripsaphis spp.","8"
"woodland strawberry","Fragaria vesca","8"
"European red raspberry","Rubus idaeus","8"
"Carolina fanwort, fanwort","Cabomba caroliniana","8"
"small carpetgrass, joint-head grass","Arthraxon hispidus","8"
"elecampane","Inula helenium","8"
"mimosa webworm","Homadaula anisocentra","8"
"coffee senna","Senna occidentalis","8"
"woolly aphids","Prociphilus spp.","8"
"blue lettuce","Lactuca tatarica","8"
"field madder","Sherardia arvensis","8"
"meadow foxtail","Alopecurus pratensis","8"
"buckwheat","Fagopyrum esculentum","8"
"hairy nightshade","Solanum physalifolium","8"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","8"
"Morrow's honeysuckle","Lonicera morrowii","8"
"Himalayan blackberry","Rubus armeniacus","8"
"wild oat","Avena fatua","8"
"spurred anoda","Anoda cristata","7"
"rose-grain aphid","Metopolophium dirhodum","7"
"Amur maple","Acer ginnala","7"
"tamarisk","Tamarix spp.","7"
"black carp","Mylopharyngodon piceus","7"
"blue alfalfa aphid","Acyrthosiphon kondoi","7"
"forest tent caterpillar","Malacosoma disstria","7"
"smallflower sweetbrier","Rosa micrantha","7"
"mulberryweed","Fatoua villosa","7"
"aphids","Aphis spp.","7"
"orbicular whitetop, lens-podded hoary cress","Lepidium chalepense","7"
"soft brome","Bromus hordeaceus","7"
"radish","Raphanus sativus","7"
"crimson clover","Trifolium incarnatum","7"
"primrose-willow","Ludwigia spp.","7"
"narrowleaf dock","Rumex stenophyllus","7"
"smallflower tamarisk","Tamarix parviflora","7"
"sheep fescue","Festuca trachyphylla","7"
"Eurasian collared-dove","Streptopelia decaocto","6"
"aphids","Anoecia spp.","6"
"orange hawkweed","Pilosella aurantiaca","6"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","6"
"damask rose","Rosa x damascena","6"
"fennel","Foeniculum vulgare","6"
"house sparrow","Passer domesticus","6"
"Tatarian honeysuckle","Lonicera tatarica","6"
"aphid","Sipha elegans","6"
"daffodil","Narcissus pseudonarcissus","6"
"corn chamomile","Anthemis arvensis","6"
"Phytophthora root rot","Phytophthora cinnamomi","6"
"aphid","Drepanaphis spp.","6"
"cucurbit downy mildew","Pseudoperonospora cubensis","6"
"bristly foxtail","Setaria verticillata","6"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","6"
"mulberry","Morus spp.","6"
"glossy buckthorn","Frangula alnus","6"
"balloonvine","Cardiospermum halicacabum","6"
"hedgehog dogtailgrass","Cynosurus echinatus","6"
"nipplewort","Lapsana communis","6"
"hare's ear","Bupleurum rotundifolium","6"
"aphid","Anoecia oenotherae","6"
"tall buttercup","Ranunculus acris","6"
"rock pigeon","Columba livia","6"
"white mustard","Sinapis alba","6"
"weeping lovegrass","Eragrostis curvula","6"
"yellow starthistle","Centaurea solstitialis","6"
"honeylocust","Gleditsia triacanthos","5"
"wallflower mustard","Erysimum cheiranthoides","5"
"green stink bug","Chinavia hilaris","5"
"wavyleaf thistle","Cirsium undulatum","5"
"lesser swinecress","Coronopus didymus","5"
"scarlet gaura","Gaura coccinea","5"
"mealy plum aphid","Hyalopterus pruni","5"
"hop clover","Trifolium aureum","5"
"aphid","Schizaphis minuta","5"
"woolly elm aphid","Eriosoma americanum","5"
"French rose","Rosa gallica","5"
"nightflowering catchfly","Silene noctiflora","5"
"corn poppy","Papaver rhoeas","5"
"plumeless thistle","Carduus","5"
"essigella aphids","Essigella spp.","5"
"giant sumpweed","Cyclachaena xanthifolia","5"
"soybean thrips","Neohydatothrips variabilis","5"
"alpine knapweed, Tyrol knapweed","Centaurea nigrescens","5"
"eastern flower thrips","Frankliniella tritici","5"
"perennial sowthistle","Sonchus arvensis","5"
"Oriental lady's thumb","Persicaria longiseta","5"
"Oriental lady's thumb","Polygonum posumbu","5"
"wild-proso millet","Panicum miliaceum","5"
"hairy cat's ear","Hypochaeris radicata","4"
"California privet","Ligustrum ovalifolium","4"
"aphid","Tinocallis spp.","4"
"ripgut brome","Bromus diandrus var. rigidus","4"
"ivyleaf speedwell","Veronica hederifolia","4"
"mugwort","Artemisia vulgaris","4"
"cutleaf nightshade","Solanum triflorum","4"
"smooth hawksbeard","Crepis capillaris","4"
"peppermint","Mentha x piperita","4"
"nodding star-of-Bethlehem","Ornithogalum nutans","4"
"insidious flower bug","Orius insidiosus","4"
"common lilac","Syringa vulgaris","4"
"American frogbit","Limnobium spongia","4"
"ragweed parthenium","Parthenium hysterophorus","4"
"Japanese chaff flower","Achyranthes japonica","4"
"catchweed bedstraw","Galium aparine","4"
"Brazilian waterweed, Brazilian elodea","Egeria densa","4"
"helleborine","Epipactis helleborine","4"
"rice","Oryza sativa","4"
"buckthorn aphid","Aphis nasturtii","4"
"Thunberg lespedeza","Lespedeza thunbergii","4"
"little mallow","Malva parviflora","4"
"meadow salsify","Tragopogon lamottei","4"
"aphids","Hyperomyzus spp.","4"
"smallflower galinsoga","Galinsoga parviflora","4"
"interrupted windgrass","Apera interrupta","4"
"squirreltail fescue","Vulpia bromoides","4"
"aphids","Myzus spp.","4"
"smutgrass","Sporobolus indicus","4"
"Sacred lotus","Nelumbo nucifera","4"
"sudangrass","Sorghum bicolor ssp. drummondii","4"
"biennial wormwood","Artemisia biennis","4"
"spotted poplar aphid","Aphis maculatae","4"
"aphid","Acyrthosiphon spp.","4"
"woodland bittercress","Cardamine flexuosa","4"
"green sunfish","Lepomis cyanellus","4"
"creeping buttercup","Ranunculus repens","4"
"English catchfly","Silene gallica","4"
"spiny witchhazel gall aphid","Hamamelistes spinosus","3"
"soft brome","Bromus hordeaceus ssp. hordeaceus","3"
"striped bass","Morone saxatilis","3"
"cranberry viburnum, European highbush cranberry","Viburnum opulus ssp. opulus","3"
"ripgut brome","Bromus diandrus","3"
"unknown plant","","3"
"sulphur cosmos","Cosmos sulphureus","3"
"Japanese spiraea","Spiraea japonica","3"
"wild radish","Raphanus raphanistrum","3"
"whorled pennywort","Hydrocotyle verticillata","3"
"slender Russian thistle","Salsola collina","3"
"aphid","Aphis folsomii","3"
"buffelgrass","Cenchrus ciliaris","3"
"hydrilla","Hydrilla verticillata","3"
"rapeseed","Brassica napus","3"
"aphid","Aphis rumicis","3"
"Amur silvergrass","Miscanthus sacchariflorus","3"
"Himalayan blackberry","Rubus bifrons","3"
"Italian arum","Arum italicum","3"
"aphid","Rhopalosiphum cerasifoliae","3"
"common cattail","Typha latifolia","3"
"ravennagrass","Saccharum ravennae","3"
"diffuse knapweed","Centaurea diffusa","3"
"California burclover","Medicago polymorpha","3"
"corn spurry","Spergula arvensis","3"
"pine and spruce aphids","Adelgidae (family)","3"
"bulbous buttercup","Ranunculus bulbosus","3"
"sweet alyssum","Lobularia maritima","3"
"Chinese catalpa","Catalpa ovata","3"
"pansy","Viola tricolor","3"
"common comfrey","Symphytum officinale","3"
"bur buttercup","Ceratocephala testiculata","3"
"potato leafhopper","Empoasca fabae","3"
"European cranberrybush","Viburnum opulus","3"
"aphid","Uroleucon taraxaci","3"
"Amur corktree","Phellodendron amurense","3"
"trifoliate orange","Citrus trifoliata","2"
"mayweed, scentless chamomile","Tripleurospermum inodorum","2"
"European aspen","Populus tremula","2"
"aphid","Aphis asclepiadis","2"
"tropic ageratum","Ageratum conyzoides","2"
"introduced pine sawfly","Diprion similis","2"
"cattail","Typha spp.","2"
"aphid","Calaphis spp.","2"
"tall wheatgrass","Thinopyrum ponticum","2"
"hairy whitetop","Lepidium appelianum","2"
"cypressvine morning-glory","Ipomoea quamoclit","2"
"buffalobur","Solanum rostratum","2"
"sparrow vetch","Vicia tetrasperma","2"
"giant aphid","Eulachnus rileyi","2"
